competitors_name,country,total,place,judging,finals,category,competition,location,date,url,img_url
Natalia Gorska,"{'city': '', 'state': '', 'country': 'Poland'}",48.0,16,48.0,0.0,Women's Wellness,2024-italy-flex-weekend-pro,"Milan,Italy",2024-06-23,https://www.ifbbpro.com/competition/2024-italy-flex-weekend-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024italyPRO_062324_resultsp4-800x720.jpg
Anzhelika Ispodnikova,"{'city': '', 'state': '', 'country': 'Estonia'}",42.0,14,42.0,0.0,Women's Wellness,2024-italy-flex-weekend-pro,"Milan,Italy",2024-06-23,https://www.ifbbpro.com/competition/2024-italy-flex-weekend-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024italyPRO_062324_resultsp4-800x720.jpg
Aleksandra Jelmorini,"{'city': '', 'state': '', 'country': 'Switzerland'}",48.0,16,48.0,0.0,Women's Wellness,2024-italy-flex-weekend-pro,"Milan,Italy",2024-06-23,https://www.ifbbpro.com/competition/2024-italy-flex-weekend-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024italyPRO_062324_resultsp4-800x720.jpg
Charline Mas,"{'city': '', 'state': '', 'country': 'France'}",27.0,9,27.0,0.0,Women's Wellness,2024-italy-flex-weekend-pro,"Milan,Italy",2024-06-23,https://www.ifbbpro.com/competition/2024-italy-flex-weekend-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024italyPRO_062324_resultsp4-800x720.jpg
Yuridia Morales,"{'city': '', 'state': '', 'country': 'Mexico'}",9.0,3,9.0,0.0,Women's Wellness,2024-italy-flex-weekend-pro,"Milan,Italy",2024-06-23,https://www.ifbbpro.com/competition/2024-italy-flex-weekend-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024italyPRO_062324_resultsp4-800x720.jpg
Catia Moreira,"{'city': '', 'state': '', 'country': 'Portugal'}",48.0,16,48.0,0.0,Women's Wellness,2024-italy-flex-weekend-pro,"Milan,Italy",2024-06-23,https://www.ifbbpro.com/competition/2024-italy-flex-weekend-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024italyPRO_062324_resultsp4-800x720.jpg
Germier Morgane,"{'city': '', 'state': '', 'country': 'France'}",45.0,15,45.0,0.0,Women's Wellness,2024-italy-flex-weekend-pro,"Milan,Italy",2024-06-23,https://www.ifbbpro.com/competition/2024-italy-flex-weekend-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024italyPRO_062324_resultsp4-800x720.jpg
Juliana Mota,"{'city': '', 'state': '', 'country': 'France'}",6.0,2,6.0,0.0,Women's Wellness,2024-italy-flex-weekend-pro,"Milan,Italy",2024-06-23,https://www.ifbbpro.com/competition/2024-italy-flex-weekend-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024italyPRO_062324_resultsp4-800x720.jpg
Lexy Oliver,"{'city': '', 'state': '', 'country': 'Italy'}",15.0,5,15.0,0.0,Women's Wellness,2024-italy-flex-weekend-pro,"Milan,Italy",2024-06-23,https://www.ifbbpro.com/competition/2024-italy-flex-weekend-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024italyPRO_062324_resultsp4-800x720.jpg
Sara Pereira,"{'city': '', 'state': '', 'country': 'Spain'}",36.0,12,36.0,0.0,Women's Wellness,2024-italy-flex-weekend-pro,"Milan,Italy",2024-06-23,https://www.ifbbpro.com/competition/2024-italy-flex-weekend-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024italyPRO_062324_resultsp4-800x720.jpg
Mirtha Perez,"{'city': '', 'state': '', 'country': 'Spain'}",24.0,8,24.0,0.0,Women's Wellness,2024-italy-flex-weekend-pro,"Milan,Italy",2024-06-23,https://www.ifbbpro.com/competition/2024-italy-flex-weekend-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024italyPRO_062324_resultsp4-800x720.jpg
Eleni Printezi,"{'city': '', 'state': '', 'country': 'Greece'}",48.0,16,48.0,0.0,Women's Wellness,2024-italy-flex-weekend-pro,"Milan,Italy",2024-06-23,https://www.ifbbpro.com/competition/2024-italy-flex-weekend-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024italyPRO_062324_resultsp4-800x720.jpg
Danai Theodoropoulou,"{'city': '', 'state': '', 'country': 'Greece'}",3.0,1,3.0,0.0,Women's Wellness,2024-italy-flex-weekend-pro,"Milan,Italy",2024-06-23,https://www.ifbbpro.com/competition/2024-italy-flex-weekend-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024italyPRO_062324_resultsp4-800x720.jpg
Carlotta Tonelli,"{'city': '', 'state': '', 'country': 'Italy'}",12.0,4,12.0,0.0,Women's Wellness,2024-italy-flex-weekend-pro,"Milan,Italy",2024-06-23,https://www.ifbbpro.com/competition/2024-italy-flex-weekend-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024italyPRO_062324_resultsp4-800x720.jpg
Wenqian Yang,"{'city': '', 'state': '', 'country': 'China'}",21.0,7,21.0,0.0,Women's Wellness,2024-italy-flex-weekend-pro,"Milan,Italy",2024-06-23,https://www.ifbbpro.com/competition/2024-italy-flex-weekend-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024italyPRO_062324_resultsp4-800x720.jpg
Ornella Angileri,"{'city': '', 'state': '', 'country': 'Italy'}",39.0,13,39.0,0.0,Women's Bikini,2024-italy-flex-weekend-pro,"Milan,Italy",2024-06-23,https://www.ifbbpro.com/competition/2024-italy-flex-weekend-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024italyPRO_062324_resultsp3-800x968.jpg
Odett Bernath,"{'city': '', 'state': '', 'country': 'Hungary'}",36.0,12,36.0,0.0,Women's Bikini,2024-italy-flex-weekend-pro,"Milan,Italy",2024-06-23,https://www.ifbbpro.com/competition/2024-italy-flex-weekend-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024italyPRO_062324_resultsp3-800x968.jpg
Anastazja Biedka,"{'city': '', 'state': '', 'country': 'Poland'}",48.0,16,48.0,0.0,Women's Bikini,2024-italy-flex-weekend-pro,"Milan,Italy",2024-06-23,https://www.ifbbpro.com/competition/2024-italy-flex-weekend-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024italyPRO_062324_resultsp3-800x968.jpg
Kristina Brunauer,"{'city': '', 'state': '', 'country': 'Austria'}",9.0,3,9.0,0.0,Women's Bikini,2024-italy-flex-weekend-pro,"Milan,Italy",2024-06-23,https://www.ifbbpro.com/competition/2024-italy-flex-weekend-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024italyPRO_062324_resultsp3-800x968.jpg
Noemi Cosentino,"{'city': '', 'state': '', 'country': 'Italy'}",45.0,15,45.0,0.0,Women's Bikini,2024-italy-flex-weekend-pro,"Milan,Italy",2024-06-23,https://www.ifbbpro.com/competition/2024-italy-flex-weekend-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024italyPRO_062324_resultsp3-800x968.jpg
Fiorella D'Amico,"{'city': '', 'state': '', 'country': 'Italy'}",48.0,16,48.0,0.0,Women's Bikini,2024-italy-flex-weekend-pro,"Milan,Italy",2024-06-23,https://www.ifbbpro.com/competition/2024-italy-flex-weekend-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024italyPRO_062324_resultsp3-800x968.jpg
Johanna Durr,"{'city': '', 'state': '', 'country': 'Germany'}",48.0,16,48.0,0.0,Women's Bikini,2024-italy-flex-weekend-pro,"Milan,Italy",2024-06-23,https://www.ifbbpro.com/competition/2024-italy-flex-weekend-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024italyPRO_062324_resultsp3-800x968.jpg
Sabina Ferraro,"{'city': '', 'state': '', 'country': 'Italy'}",48.0,16,48.0,0.0,Women's Bikini,2024-italy-flex-weekend-pro,"Milan,Italy",2024-06-23,https://www.ifbbpro.com/competition/2024-italy-flex-weekend-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024italyPRO_062324_resultsp3-800x968.jpg
Sara Fratella,"{'city': '', 'state': '', 'country': 'Italy'}",48.0,16,48.0,0.0,Women's Bikini,2024-italy-flex-weekend-pro,"Milan,Italy",2024-06-23,https://www.ifbbpro.com/competition/2024-italy-flex-weekend-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024italyPRO_062324_resultsp3-800x968.jpg
Andreia Gomes,"{'city': '', 'state': '', 'country': 'Portugal'}",48.0,16,48.0,0.0,Women's Bikini,2024-italy-flex-weekend-pro,"Milan,Italy",2024-06-23,https://www.ifbbpro.com/competition/2024-italy-flex-weekend-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024italyPRO_062324_resultsp3-800x968.jpg
Stine Hansen,"{'city': '', 'state': '', 'country': 'Denmark'}",3.0,1,3.0,0.0,Women's Bikini,2024-italy-flex-weekend-pro,"Milan,Italy",2024-06-23,https://www.ifbbpro.com/competition/2024-italy-flex-weekend-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024italyPRO_062324_resultsp3-800x968.jpg
Irene Iravedra,"{'city': '', 'state': '', 'country': 'Spain'}",48.0,16,48.0,0.0,Women's Bikini,2024-italy-flex-weekend-pro,"Milan,Italy",2024-06-23,https://www.ifbbpro.com/competition/2024-italy-flex-weekend-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024italyPRO_062324_resultsp3-800x968.jpg
Doriana Kandeva,"{'city': '', 'state': '', 'country': 'Bulgaria'}",48.0,16,48.0,0.0,Women's Bikini,2024-italy-flex-weekend-pro,"Milan,Italy",2024-06-23,https://www.ifbbpro.com/competition/2024-italy-flex-weekend-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024italyPRO_062324_resultsp3-800x968.jpg
Tatiana Lanovenko,"{'city': '', 'state': '', 'country': 'Russia'}",27.0,9,27.0,0.0,Women's Bikini,2024-italy-flex-weekend-pro,"Milan,Italy",2024-06-23,https://www.ifbbpro.com/competition/2024-italy-flex-weekend-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024italyPRO_062324_resultsp3-800x968.jpg
Noemi Lavacca,"{'city': '', 'state': '', 'country': 'Italy'}",48.0,16,48.0,0.0,Women's Bikini,2024-italy-flex-weekend-pro,"Milan,Italy",2024-06-23,https://www.ifbbpro.com/competition/2024-italy-flex-weekend-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024italyPRO_062324_resultsp3-800x968.jpg
Roberta Mangraviti,"{'city': '', 'state': '', 'country': 'Italy'}",48.0,16,48.0,0.0,Women's Bikini,2024-italy-flex-weekend-pro,"Milan,Italy",2024-06-23,https://www.ifbbpro.com/competition/2024-italy-flex-weekend-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024italyPRO_062324_resultsp3-800x968.jpg
Alice Marchisio,"{'city': '', 'state': '', 'country': 'Italy'}",42.0,14,42.0,0.0,Women's Bikini,2024-italy-flex-weekend-pro,"Milan,Italy",2024-06-23,https://www.ifbbpro.com/competition/2024-italy-flex-weekend-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024italyPRO_062324_resultsp3-800x968.jpg
Andreina Marquez,"{'city': '', 'state': '', 'country': 'Venezuela'}",48.0,16,48.0,0.0,Women's Bikini,2024-italy-flex-weekend-pro,"Milan,Italy",2024-06-23,https://www.ifbbpro.com/competition/2024-italy-flex-weekend-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024italyPRO_062324_resultsp3-800x968.jpg
Roxana Marquez,"{'city': '', 'state': '', 'country': 'Mexico'}",24.0,8,24.0,0.0,Women's Bikini,2024-italy-flex-weekend-pro,"Milan,Italy",2024-06-23,https://www.ifbbpro.com/competition/2024-italy-flex-weekend-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024italyPRO_062324_resultsp3-800x968.jpg
Sarah Neuheisel,"{'city': '', 'state': '', 'country': 'Germany'}",48.0,16,48.0,0.0,Women's Bikini,2024-italy-flex-weekend-pro,"Milan,Italy",2024-06-23,https://www.ifbbpro.com/competition/2024-italy-flex-weekend-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024italyPRO_062324_resultsp3-800x968.jpg
Nora Neumann,"{'city': '', 'state': '', 'country': 'Germany'}",48.0,16,48.0,0.0,Women's Bikini,2024-italy-flex-weekend-pro,"Milan,Italy",2024-06-23,https://www.ifbbpro.com/competition/2024-italy-flex-weekend-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024italyPRO_062324_resultsp3-800x968.jpg
Rosario Orihuela Hammadi,"{'city': '', 'state': '', 'country': 'Spain'}",48.0,16,48.0,0.0,Women's Bikini,2024-italy-flex-weekend-pro,"Milan,Italy",2024-06-23,https://www.ifbbpro.com/competition/2024-italy-flex-weekend-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024italyPRO_062324_resultsp3-800x968.jpg
Fanni Orszag,"{'city': '', 'state': '', 'country': 'Hungary'}",48.0,16,48.0,0.0,Women's Bikini,2024-italy-flex-weekend-pro,"Milan,Italy",2024-06-23,https://www.ifbbpro.com/competition/2024-italy-flex-weekend-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024italyPRO_062324_resultsp3-800x968.jpg
Daniela Portillo,"{'city': '', 'state': '', 'country': 'Mexico'}",30.0,10,30.0,0.0,Women's Bikini,2024-italy-flex-weekend-pro,"Milan,Italy",2024-06-23,https://www.ifbbpro.com/competition/2024-italy-flex-weekend-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024italyPRO_062324_resultsp3-800x968.jpg
Anna Setlak,"{'city': '', 'state': '', 'country': 'Italy'}",18.0,6,18.0,0.0,Women's Bikini,2024-italy-flex-weekend-pro,"Milan,Italy",2024-06-23,https://www.ifbbpro.com/competition/2024-italy-flex-weekend-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024italyPRO_062324_resultsp3-800x968.jpg
Rukiye Solak,"{'city': '', 'state': '', 'country': 'Turkey'}",6.0,2,6.0,0.0,Women's Bikini,2024-italy-flex-weekend-pro,"Milan,Italy",2024-06-23,https://www.ifbbpro.com/competition/2024-italy-flex-weekend-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024italyPRO_062324_resultsp3-800x968.jpg
Renata Souckova,"{'city': '', 'state': '', 'country': 'Czech Republic'}",12.0,4,12.0,0.0,Women's Bikini,2024-italy-flex-weekend-pro,"Milan,Italy",2024-06-23,https://www.ifbbpro.com/competition/2024-italy-flex-weekend-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024italyPRO_062324_resultsp3-800x968.jpg
Rania Stamatiadou,"{'city': '', 'state': '', 'country': 'Greece'}",21.0,7,21.0,0.0,Women's Bikini,2024-italy-flex-weekend-pro,"Milan,Italy",2024-06-23,https://www.ifbbpro.com/competition/2024-italy-flex-weekend-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024italyPRO_062324_resultsp3-800x968.jpg
Francesca Stoico,"{'city': '', 'state': '', 'country': 'Italy'}",15.0,5,15.0,0.0,Women's Bikini,2024-italy-flex-weekend-pro,"Milan,Italy",2024-06-23,https://www.ifbbpro.com/competition/2024-italy-flex-weekend-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024italyPRO_062324_resultsp3-800x968.jpg
Laura Zacharias,"{'city': '', 'state': '', 'country': 'Hungary'}",33.0,11,33.0,0.0,Women's Bikini,2024-italy-flex-weekend-pro,"Milan,Italy",2024-06-23,https://www.ifbbpro.com/competition/2024-italy-flex-weekend-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024italyPRO_062324_resultsp3-800x968.jpg
Andrea Amato,"{'city': '', 'state': '', 'country': 'Italy'}",6.0,2,6.0,0.0,Men's Physique,2024-italy-flex-weekend-pro,"Milan,Italy",2024-06-23,https://www.ifbbpro.com/competition/2024-italy-flex-weekend-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024italyPRO_062324_resultsp2-800x608.jpg
Simon Pietro Arena,"{'city': '', 'state': '', 'country': 'Italy'}",33.0,11,33.0,0.0,Men's Physique,2024-italy-flex-weekend-pro,"Milan,Italy",2024-06-23,https://www.ifbbpro.com/competition/2024-italy-flex-weekend-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024italyPRO_062324_resultsp2-800x608.jpg
Mauro Azzolina,"{'city': '', 'state': '', 'country': 'Italy'}",27.0,9,27.0,0.0,Men's Physique,2024-italy-flex-weekend-pro,"Milan,Italy",2024-06-23,https://www.ifbbpro.com/competition/2024-italy-flex-weekend-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024italyPRO_062324_resultsp2-800x608.jpg
Mattia Ballarini,"{'city': '', 'state': '', 'country': 'Italy'}",45.0,15,45.0,0.0,Men's Physique,2024-italy-flex-weekend-pro,"Milan,Italy",2024-06-23,https://www.ifbbpro.com/competition/2024-italy-flex-weekend-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024italyPRO_062324_resultsp2-800x608.jpg
Alessandro Colacchi,"{'city': '', 'state': '', 'country': 'Italy'}",15.0,5,15.0,0.0,Men's Physique,2024-italy-flex-weekend-pro,"Milan,Italy",2024-06-23,https://www.ifbbpro.com/competition/2024-italy-flex-weekend-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024italyPRO_062324_resultsp2-800x608.jpg
Ali El Khtabi,"{'city': '', 'state': '', 'country': 'France'}",24.0,8,24.0,0.0,Men's Physique,2024-italy-flex-weekend-pro,"Milan,Italy",2024-06-23,https://www.ifbbpro.com/competition/2024-italy-flex-weekend-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024italyPRO_062324_resultsp2-800x608.jpg
Juan Manuel Gochez,"{'city': '', 'state': '', 'country': 'Colombia'}",9.0,3,9.0,0.0,Men's Physique,2024-italy-flex-weekend-pro,"Milan,Italy",2024-06-23,https://www.ifbbpro.com/competition/2024-italy-flex-weekend-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024italyPRO_062324_resultsp2-800x608.jpg
Pamuke Kisala,"{'city': '', 'state': '', 'country': 'Germany'}",21.0,7,21.0,0.0,Men's Physique,2024-italy-flex-weekend-pro,"Milan,Italy",2024-06-23,https://www.ifbbpro.com/competition/2024-italy-flex-weekend-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024italyPRO_062324_resultsp2-800x608.jpg
Badmos Lawal,"{'city': '', 'state': '', 'country': 'United Kingdom'}",39.0,13,39.0,0.0,Men's Physique,2024-italy-flex-weekend-pro,"Milan,Italy",2024-06-23,https://www.ifbbpro.com/competition/2024-italy-flex-weekend-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024italyPRO_062324_resultsp2-800x608.jpg
Nicola Maccarini,"{'city': '', 'state': '', 'country': 'Italy'}",42.0,14,42.0,0.0,Men's Physique,2024-italy-flex-weekend-pro,"Milan,Italy",2024-06-23,https://www.ifbbpro.com/competition/2024-italy-flex-weekend-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024italyPRO_062324_resultsp2-800x608.jpg
Aldo Martini,"{'city': '', 'state': '', 'country': 'Italy'}",48.0,16,48.0,0.0,Men's Physique,2024-italy-flex-weekend-pro,"Milan,Italy",2024-06-23,https://www.ifbbpro.com/competition/2024-italy-flex-weekend-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024italyPRO_062324_resultsp2-800x608.jpg
Lenny Massouf,"{'city': '', 'state': '', 'country': 'France'}",12.0,4,12.0,0.0,Men's Physique,2024-italy-flex-weekend-pro,"Milan,Italy",2024-06-23,https://www.ifbbpro.com/competition/2024-italy-flex-weekend-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024italyPRO_062324_resultsp2-800x608.jpg
Andrea Mosti,"{'city': '', 'state': '', 'country': 'Italy'}",30.0,10,30.0,0.0,Men's Physique,2024-italy-flex-weekend-pro,"Milan,Italy",2024-06-23,https://www.ifbbpro.com/competition/2024-italy-flex-weekend-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024italyPRO_062324_resultsp2-800x608.jpg
Matheus Nery Oliveira,"{'city': '', 'state': '', 'country': 'Brazil'}",3.0,1,3.0,0.0,Men's Physique,2024-italy-flex-weekend-pro,"Milan,Italy",2024-06-23,https://www.ifbbpro.com/competition/2024-italy-flex-weekend-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024italyPRO_062324_resultsp2-800x608.jpg
Matthias Roth,"{'city': '', 'state': '', 'country': 'Germany'}",36.0,12,36.0,0.0,Men's Physique,2024-italy-flex-weekend-pro,"Milan,Italy",2024-06-23,https://www.ifbbpro.com/competition/2024-italy-flex-weekend-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024italyPRO_062324_resultsp2-800x608.jpg
Andrea Santoro,"{'city': '', 'state': '', 'country': 'Italy'}",48.0,16,48.0,0.0,Men's Physique,2024-italy-flex-weekend-pro,"Milan,Italy",2024-06-23,https://www.ifbbpro.com/competition/2024-italy-flex-weekend-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024italyPRO_062324_resultsp2-800x608.jpg
Alvinson Soliana,"{'city': '', 'state': '', 'country': 'Netherlands Antilles'}",48.0,16,48.0,0.0,Men's Physique,2024-italy-flex-weekend-pro,"Milan,Italy",2024-06-23,https://www.ifbbpro.com/competition/2024-italy-flex-weekend-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024italyPRO_062324_resultsp2-800x608.jpg
Omar Suleiman,"{'city': '', 'state': '', 'country': 'United Kingdom'}",18.0,6,18.0,0.0,Men's Physique,2024-italy-flex-weekend-pro,"Milan,Italy",2024-06-23,https://www.ifbbpro.com/competition/2024-italy-flex-weekend-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024italyPRO_062324_resultsp2-800x608.jpg
