,start_date,end_date,url,location,comp_type,divisions,division_type,promoter,promoter_website
142,June 8,,https://www.ifbbpro.com/competition/2025-spanish-master-pro/,"Madrid, Spain",IFBB Pro,Women's Wellness,Masters,Gabriel Opare,https://npcworldwidespain.es/
143,June 14,,https://www.ifbbpro.com/competition/2025-nevada-state-championships/,"Las Vegas, NV, United States",IFBB Pro,Women's Bikini,Open,Tamer El Guindy (USA),https://musclecontest.com/
144,June 14,,https://www.ifbbpro.com/competition/2025-clash-of-the-titanz-natural-pro/,"Douglasville, GA, United States",IFBB Pro,Men's Classic Physique,Natural,Daniel Stuckart,https://www.npctitanzclashproam.com/
145,June 14,,https://www.ifbbpro.com/competition/2025-clash-of-the-titanz-natural-pro/,"Douglasville, GA, United States",IFBB Pro,Women's Figure,Natural,Daniel Stuckart,https://www.npctitanzclashproam.com/
146,June 15,,https://www.ifbbpro.com/competition/2025-dms-china-pro-2/,"Ningjin, China",IFBB Pro,Men's Classic Physique,Open,DMS China,https://www.dms-sports.com/en/
147,June 15,,https://www.ifbbpro.com/competition/2025-dms-china-pro-2/,"Ningjin, China",IFBB Pro,Men's Physique,Open,DMS China,https://www.dms-sports.com/en/
148,June 15,,https://www.ifbbpro.com/competition/2025-empro-classic-spain-pro/,"Alicante, Spain",IFBB Pro,Men's Classic Physique,Open,Emilio Martinez (Empro),https://emproclassic.com/
149,June 15,,https://www.ifbbpro.com/competition/2025-empro-classic-spain-pro/,"Alicante, Spain",IFBB Pro,Men's Physique,Open,Emilio Martinez (Empro),https://emproclassic.com/
150,June 15,,https://www.ifbbpro.com/competition/2025-empro-classic-spain-pro/,"Alicante, Spain",IFBB Pro,Men's Wheelchair,Open,Emilio Martinez (Empro),https://emproclassic.com/
151,June 15,,https://www.ifbbpro.com/competition/2025-empro-classic-spain-pro/,"Alicante, Spain",IFBB Pro,Women's Bikini,Open,Emilio Martinez (Empro),https://emproclassic.com/
152,June 15,,https://www.ifbbpro.com/competition/2025-empro-classic-spain-pro/,"Alicante, Spain",IFBB Pro,Women's Bodybuilding,Open,Emilio Martinez (Empro),https://emproclassic.com/
153,June 15,,https://www.ifbbpro.com/competition/2025-empro-classic-spain-pro/,"Alicante, Spain",IFBB Pro,Women's Figure,Open,Emilio Martinez (Empro),https://emproclassic.com/
154,June 15,,https://www.ifbbpro.com/competition/2025-empro-classic-spain-pro/,"Alicante, Spain",IFBB Pro,Women's Physique,Open,Emilio Martinez (Empro),https://emproclassic.com/
155,June 15,,https://www.ifbbpro.com/competition/2025-empro-classic-spain-pro/,"Alicante, Spain",IFBB Pro,Women's Wellness,Open,Emilio Martinez (Empro),https://emproclassic.com/
156,June 20,,https://www.ifbbpro.com/competition/20205-world-classic/,"Chattanooga, Tennessee",IFBB Pro,Men's Physique,Open,Sandy Williamson | Robin Chang | Doug Green,https://npcjrnats.com/
157,June 20,June 22,https://www.ifbbpro.com/competition/2025-dubai-pro/,"Dubai, , United Arab Emirates",IFBB Pro,Men's 212 Bodybuilding,Open,Mo Barakat & Adel Al Ali,
158,June 20,June 22,https://www.ifbbpro.com/competition/2025-dubai-pro/,"Dubai, , United Arab Emirates",IFBB Pro,Men's Bodybuilding,Open,Mo Barakat & Adel Al Ali,
159,June 20,June 22,https://www.ifbbpro.com/competition/2025-dubai-pro/,"Dubai, , United Arab Emirates",IFBB Pro,Men's Classic Physique,Open,Mo Barakat & Adel Al Ali,
160,June 20,June 22,https://www.ifbbpro.com/competition/2025-dubai-pro/,"Dubai, , United Arab Emirates",IFBB Pro,Men's Physique,Open,Mo Barakat & Adel Al Ali,
161,June 21,,https://www.ifbbpro.com/competition/2025-world-classic-2/,"Chattanooga, Tennessee",IFBB Pro,Women's Bikini,Open,Sandy Williamson | Robin Chang | Doug Green,https://npcjrnats.com/
162,June 21,,https://www.ifbbpro.com/competition/2025-tanji-johnson-classic/,"Tacoma, WA, United States",IFBB Pro,Women's Wellness,Open and Masters,Tanji Johnson,https://tjclassic.com/
163,June 21,,https://www.ifbbpro.com/competition/2025-south-florida-pro/,"Boca Raton, FL, United States",IFBB Pro,Men's 212 Bodybuilding,Open and Masters,John Hnatyschak,https://chzldclassic.com/
164,June 21,,https://www.ifbbpro.com/competition/2025-body-be-1-classic-pro-am/,"Montgomery, AL, United States",IFBB Pro,Men's Classic Physique,Open and Masters,Roland Huff (BodyBe1),https://www.bodybe1classic.com/
165,June 21,,https://www.ifbbpro.com/competition/2025-body-be-1-classic-pro-am/,"Montgomery, AL, United States",IFBB Pro,Men's Physique,Open and Masters,Roland Huff (BodyBe1),https://www.bodybe1classic.com/
166,June 21,,https://www.ifbbpro.com/competition/2025-body-be-1-classic-pro-am/,"Montgomery, AL, United States",IFBB Pro,Women's Figure,Open and Masters,Roland Huff (BodyBe1),https://www.bodybe1classic.com/
167,June 21,,https://www.ifbbpro.com/competition/2025-body-be-1-classic-pro-am/,"Montgomery, AL, United States",IFBB Pro,Women's Fitness,Open and Masters,Roland Huff (BodyBe1),https://www.bodybe1classic.com/
168,June 21,,https://www.ifbbpro.com/competition/2025-world-of-monsterzym-korea-pro-3/,"Seoul, Korea,  Republic of",IFBB Pro,Men's Physique,Open,Sungyeob Steve Kim,https://event.monsterzym.com/
169,June 22,,https://www.ifbbpro.com/competition/2025-huanji-china-pro-2/,"Beijing, China",IFBB Pro,Men's Bodybuilding,Open,George Zhang,https://www.instagram.com/ifbb_huanji_china_pro/
170,June 22,,https://www.ifbbpro.com/competition/2025-huanji-china-pro-2/,"Beijing, China",IFBB Pro,Men's Classic Physique,Open,George Zhang,https://www.instagram.com/ifbb_huanji_china_pro/
171,June 22,,https://www.ifbbpro.com/competition/2025-huanji-china-pro-2/,"Beijing, China",IFBB Pro,Men's Physique,Open,George Zhang,https://www.instagram.com/ifbb_huanji_china_pro/
172,June 22,,https://www.ifbbpro.com/competition/2025-huanji-china-pro-2/,"Beijing, China",IFBB Pro,Women's Figure,Open,George Zhang,https://www.instagram.com/ifbb_huanji_china_pro/
173,June 28,,https://www.ifbbpro.com/competition/2025-st-pete-pro/,"St. Petersburg, Florida",IFBB Pro,Men's Physique,Open and Masters,David Herskovitz,https://www.herskiepro.com/
174,June 28,,https://www.ifbbpro.com/competition/2025-indy-supershow/,"Carmel, IN, United States",IFBB Pro,Men's Classic Physique,Open and Masters,Gary Udit,https://www.garyudit.com/
175,June 28,,https://www.ifbbpro.com/competition/2025-indy-supershow/,"Carmel, IN, United States",IFBB Pro,Women's Bikini,Open and Masters,Gary Udit,https://www.garyudit.com/
176,June 28,,https://www.ifbbpro.com/competition/2025-oregon-natural-pro/,"Salem, OR, United States",IFBB Pro,Men's Classic Physique,Natural,Dominic Current,https://www.npcoregonchampionships.com/
177,June 28,,https://www.ifbbpro.com/competition/2025-oregon-natural-pro/,"Salem, OR, United States",IFBB Pro,Women's Figure,Natural,Dominic Current,https://www.npcoregonchampionships.com/
178,June 29,,https://www.ifbbpro.com/competition/2025-flex-weekend-italy-pro/,"Milan, Italy",IFBB Pro,Men's Bodybuilding,Open and Masters,Barbara Bagnuolo,https://ifbbproitaly.info/
179,June 29,,https://www.ifbbpro.com/competition/2025-flex-weekend-italy-pro/,"Milan, Italy",IFBB Pro,Men's Classic Physique,Open and Masters,Barbara Bagnuolo,https://ifbbproitaly.info/
180,June 29,,https://www.ifbbpro.com/competition/2025-flex-weekend-italy-pro/,"Milan, Italy",IFBB Pro,Men's Physique,Open and Masters,Barbara Bagnuolo,https://ifbbproitaly.info/
181,July 6,,https://www.ifbbpro.com/competition/2025-mr-big-evolution-portugal-pro/,"Estoril, Portugal",IFBB Pro,Men's 212 Bodybuilding,Open,Mr. Big Evolution,https://www.ifbbpro-portugal.pt/
182,July 6,,https://www.ifbbpro.com/competition/2025-mr-big-evolution-portugal-pro/,"Estoril, Portugal",IFBB Pro,Men's Bodybuilding,Open,Mr. Big Evolution,https://www.ifbbpro-portugal.pt/
183,July 6,,https://www.ifbbpro.com/competition/2025-mr-big-evolution-portugal-pro/,"Estoril, Portugal",IFBB Pro,Men's Classic Physique,Open,Mr. Big Evolution,https://www.ifbbpro-portugal.pt/
184,July 6,,https://www.ifbbpro.com/competition/2025-mr-big-evolution-portugal-pro/,"Estoril, Portugal",IFBB Pro,Men's Physique,Open,Mr. Big Evolution,https://www.ifbbpro-portugal.pt/
185,July 6,,https://www.ifbbpro.com/competition/2025-mr-big-evolution-portugal-pro/,"Estoril, Portugal",IFBB Pro,Women's Bikini,Open,Mr. Big Evolution,https://www.ifbbpro-portugal.pt/
186,July 6,,https://www.ifbbpro.com/competition/2025-mr-big-evolution-portugal-pro/,"Estoril, Portugal",IFBB Pro,Women's Bodybuilding,Open,Mr. Big Evolution,https://www.ifbbpro-portugal.pt/
187,July 6,,https://www.ifbbpro.com/competition/2025-mr-big-evolution-portugal-pro/,"Estoril, Portugal",IFBB Pro,Women's Figure,Open,Mr. Big Evolution,https://www.ifbbpro-portugal.pt/
188,July 6,,https://www.ifbbpro.com/competition/2025-mr-big-evolution-portugal-pro/,"Estoril, Portugal",IFBB Pro,Women's Physique,Open,Mr. Big Evolution,https://www.ifbbpro-portugal.pt/
189,July 6,,https://www.ifbbpro.com/competition/2025-mr-big-evolution-portugal-pro/,"Estoril, Portugal",IFBB Pro,Women's Wellness,Open,Mr. Big Evolution,https://www.ifbbpro-portugal.pt/
190,July 12,,https://www.ifbbpro.com/competition/2025-republic-of-texas-pro/,"Austin, TX, United States",IFBB Pro,Men's Physique,Open and Masters,Helio Chapuseaux & Bernadette Galvan,https://galvanizedproductions.com/
191,July 12,,https://www.ifbbpro.com/competition/2025-republic-of-texas-pro/,"Austin, TX, United States",IFBB Pro,Women's Bikini,Open and Masters,Helio Chapuseaux & Bernadette Galvan,https://galvanizedproductions.com/
192,July 12,,https://www.ifbbpro.com/competition/2025-republic-of-texas-pro/,"Austin, TX, United States",IFBB Pro,Women's Wellness,Open and Masters,Helio Chapuseaux & Bernadette Galvan,https://galvanizedproductions.com/
193,August 3,,https://www.ifbbpro.com/competition/2025-natural-canada-pro-show/,"Toronto, OntarioCanada",IFBB Pro,Men's Bodybuilding,Natural,Rudy Jambrosic,http://rudyproductions.ca/
194,August 3,,https://www.ifbbpro.com/competition/2025-natural-canada-pro-show/,"Toronto, OntarioCanada",IFBB Pro,Men's Classic Physique,Natural,Rudy Jambrosic,http://rudyproductions.ca/
195,August 3,,https://www.ifbbpro.com/competition/2025-natural-canada-pro-show/,"Toronto, OntarioCanada",IFBB Pro,Men's Physique,Natural,Rudy Jambrosic,http://rudyproductions.ca/
196,August 3,,https://www.ifbbpro.com/competition/2025-natural-canada-pro-show/,"Toronto, OntarioCanada",IFBB Pro,Women's Bikini,Natural,Rudy Jambrosic,http://rudyproductions.ca/
197,August 3,,https://www.ifbbpro.com/competition/2025-natural-canada-pro-show/,"Toronto, OntarioCanada",IFBB Pro,Women's Figure,Natural,Rudy Jambrosic,http://rudyproductions.ca/
198,August 3,,https://www.ifbbpro.com/competition/2025-natural-canada-pro-show/,"Toronto, OntarioCanada",IFBB Pro,Women's Fitness,Natural,Rudy Jambrosic,http://rudyproductions.ca/
199,August 3,,https://www.ifbbpro.com/competition/2025-natural-canada-pro-show/,"Toronto, OntarioCanada",IFBB Pro,Women's Physique,Natural,Rudy Jambrosic,http://rudyproductions.ca/
200,August 3,,https://www.ifbbpro.com/competition/2025-natural-canada-pro-show/,"Toronto, OntarioCanada",IFBB Pro,Women's Wellness,Natural,Rudy Jambrosic,http://rudyproductions.ca/
201,August 9,,https://www.ifbbpro.com/competition/2025-pennsylvania-muscle-pro/,"Lancaster, PA, United States",IFBB Pro,Men's Classic Physique,Open,Gary Udit,https://www.garyudit.com/
202,August 9,,https://www.ifbbpro.com/competition/2025-midwest-naturals-pro/,"St. Charles, MO, United States",IFBB Pro,Men's Bodybuilding,Natural,Jack Titone,http://www.npcmidwest.com
203,August 9,,https://www.ifbbpro.com/competition/2025-midwest-naturals-pro/,"St. Charles, MO, United States",IFBB Pro,Men's Physique,Natural,Jack Titone,http://www.npcmidwest.com
204,August 9,,https://www.ifbbpro.com/competition/2025-midwest-naturals-pro/,"St. Charles, MO, United States",IFBB Pro,Women's Bikini,Natural,Jack Titone,http://www.npcmidwest.com
205,August 9,,https://www.ifbbpro.com/competition/2025-midwest-naturals-pro/,"St. Charles, MO, United States",IFBB Pro,Women's Wellness,Natural,Jack Titone,http://www.npcmidwest.com
206,August 9,,https://www.ifbbpro.com/competition/2025-tahoe-show/,"Stateline, Nevada",IFBB Pro,Women's Bikini,Open,Chris Minnes,https://centerpodium.com/
207,August 9,August 10,https://www.ifbbpro.com/competition/2025-masters-olympia-japan/,"Tokyo, Japan",IFBB Pro,Men's 212 Bodybuilding,Masters,Takayuki Shoji (PRO),https://www.ifbbpro-japan.com/
208,August 9,August 10,https://www.ifbbpro.com/competition/2025-masters-olympia-japan/,"Tokyo, Japan",IFBB Pro,Men's Bodybuilding,Masters,Takayuki Shoji (PRO),https://www.ifbbpro-japan.com/
209,August 9,August 10,https://www.ifbbpro.com/competition/2025-masters-olympia-japan/,"Tokyo, Japan",IFBB Pro,Men's Classic Physique,Masters,Takayuki Shoji (PRO),https://www.ifbbpro-japan.com/
210,August 9,August 10,https://www.ifbbpro.com/competition/2025-masters-olympia-japan/,"Tokyo, Japan",IFBB Pro,Men's Physique,Masters,Takayuki Shoji (PRO),https://www.ifbbpro-japan.com/
211,August 9,August 10,https://www.ifbbpro.com/competition/2025-masters-olympia-japan/,"Tokyo, Japan",IFBB Pro,Women's Bikini,Masters,Takayuki Shoji (PRO),https://www.ifbbpro-japan.com/
212,August 9,August 10,https://www.ifbbpro.com/competition/2025-masters-olympia-japan/,"Tokyo, Japan",IFBB Pro,Women's Bodybuilding,Masters,Takayuki Shoji (PRO),https://www.ifbbpro-japan.com/
213,August 9,August 10,https://www.ifbbpro.com/competition/2025-masters-olympia-japan/,"Tokyo, Japan",IFBB Pro,Women's Figure,Masters,Takayuki Shoji (PRO),https://www.ifbbpro-japan.com/
214,August 9,August 10,https://www.ifbbpro.com/competition/2025-masters-olympia-japan/,"Tokyo, Japan",IFBB Pro,Women's Fitness,Masters,Takayuki Shoji (PRO),https://www.ifbbpro-japan.com/
215,August 9,August 10,https://www.ifbbpro.com/competition/2025-masters-olympia-japan/,"Tokyo, Japan",IFBB Pro,Women's Physique,Masters,Takayuki Shoji (PRO),https://www.ifbbpro-japan.com/
216,August 9,August 10,https://www.ifbbpro.com/competition/2025-masters-olympia-japan/,"Tokyo, Japan",IFBB Pro,Women's Wellness,Masters,Takayuki Shoji (PRO),https://www.ifbbpro-japan.com/
217,August 11,,https://www.ifbbpro.com/competition/2025-tokyo-pro-supershow/,"Tokyo, Japan",IFBB Pro,Men's Classic Physique,Open,Takayuki Shoji (PRO),https://www.ifbbpro-japan.com/
218,August 11,,https://www.ifbbpro.com/competition/2025-tokyo-pro-supershow/,"Tokyo, Japan",IFBB Pro,Men's Physique,Open,Takayuki Shoji (PRO),https://www.ifbbpro-japan.com/
219,August 11,,https://www.ifbbpro.com/competition/2025-tokyo-pro-supershow/,"Tokyo, Japan",IFBB Pro,Women's Bikini,Open,Takayuki Shoji (PRO),https://www.ifbbpro-japan.com/
220,August 16,,https://www.ifbbpro.com/competition/2025-maxfit-classic-masters-pro/,"Fort Walton Beach, Florida",IFBB Pro,Men's Bodybuilding,Masters,Russ Mesey & Clay Parker,https://eliteathleticspromotions.com/
221,August 16,,https://www.ifbbpro.com/competition/2025-maxfit-classic-masters-pro/,"Fort Walton Beach, Florida",IFBB Pro,Men's Classic Physique,Masters,Russ Mesey & Clay Parker,https://eliteathleticspromotions.com/
222,August 16,,https://www.ifbbpro.com/competition/2025-maxfit-classic-masters-pro/,"Fort Walton Beach, Florida",IFBB Pro,Men's Physique,Masters,Russ Mesey & Clay Parker,https://eliteathleticspromotions.com/
223,August 16,,https://www.ifbbpro.com/competition/2025-maxfit-classic-masters-pro/,"Fort Walton Beach, Florida",IFBB Pro,Women's Bikini,Masters,Russ Mesey & Clay Parker,https://eliteathleticspromotions.com/
224,August 16,,https://www.ifbbpro.com/competition/2025-maxfit-classic-masters-pro/,"Fort Walton Beach, Florida",IFBB Pro,Women's Figure,Masters,Russ Mesey & Clay Parker,https://eliteathleticspromotions.com/
225,August 16,,https://www.ifbbpro.com/competition/2025-maxfit-classic-masters-pro/,"Fort Walton Beach, Florida",IFBB Pro,Women's Physique,Masters,Russ Mesey & Clay Parker,https://eliteathleticspromotions.com/
226,August 16,,https://www.ifbbpro.com/competition/2025-maxfit-classic-masters-pro/,"Fort Walton Beach, Florida",IFBB Pro,Women's Wellness,Masters,Russ Mesey & Clay Parker,https://eliteathleticspromotions.com/
227,August 23,,https://www.ifbbpro.com/competition/2025-maryland-night-of-champions-pro/,"Baltimore, Maryland",IFBB Pro,Men's Classic Physique,Masters,Gary Udit,https://www.garyudit.com/
228,August 23,,https://www.ifbbpro.com/competition/2025-maryland-night-of-champions-pro/,"Baltimore, Maryland",IFBB Pro,Men's Physique,Masters,Gary Udit,https://www.garyudit.com/
229,August 23,,https://www.ifbbpro.com/competition/2025-maryland-night-of-champions-pro/,"Baltimore, Maryland",IFBB Pro,Women's Bikini,Masters,Gary Udit,https://www.garyudit.com/
230,August 23,,https://www.ifbbpro.com/competition/2025-maryland-night-of-champions-pro/,"Baltimore, Maryland",IFBB Pro,Women's Figure,Masters,Gary Udit,https://www.garyudit.com/
231,August 24,,https://www.ifbbpro.com/competition/2025-austrian-oak-pro/,"St. Polten, Austria",IFBB Pro,Men's Classic Physique,Open,Harald Schober,https://www.npcaustria.at/
232,August 24,,https://www.ifbbpro.com/competition/2025-austrian-oak-pro/,"St. Polten, Austria",IFBB Pro,Women's Wellness,Open,Harald Schober,https://www.npcaustria.at/
233,August 31,,https://www.ifbbpro.com/competition/2025-pro-masters-world-championships/,"Pittsburgh, Pennsylvania",IFBB Pro,Men's 212 Bodybuilding,Masters,Gary Udit,https://www.garyudit.com/
234,August 31,,https://www.ifbbpro.com/competition/2025-pro-masters-world-championships/,"Pittsburgh, Pennsylvania",IFBB Pro,Men's Bodybuilding,Masters,Gary Udit,https://www.garyudit.com/
235,August 31,,https://www.ifbbpro.com/competition/2025-pro-masters-world-championships/,"Pittsburgh, Pennsylvania",IFBB Pro,Men's Classic Physique,Masters,Gary Udit,https://www.garyudit.com/
236,August 31,,https://www.ifbbpro.com/competition/2025-pro-masters-world-championships/,"Pittsburgh, Pennsylvania",IFBB Pro,Men's Physique,Masters,Gary Udit,https://www.garyudit.com/
237,August 31,,https://www.ifbbpro.com/competition/2025-pro-masters-world-championships/,"Pittsburgh, Pennsylvania",IFBB Pro,Women's Bikini,Masters,Gary Udit,https://www.garyudit.com/
238,August 31,,https://www.ifbbpro.com/competition/2025-pro-masters-world-championships/,"Pittsburgh, Pennsylvania",IFBB Pro,Women's Bodybuilding,Masters,Gary Udit,https://www.garyudit.com/
239,August 31,,https://www.ifbbpro.com/competition/2025-pro-masters-world-championships/,"Pittsburgh, Pennsylvania",IFBB Pro,Women's Figure,Masters,Gary Udit,https://www.garyudit.com/
240,August 31,,https://www.ifbbpro.com/competition/2025-pro-masters-world-championships/,"Pittsburgh, Pennsylvania",IFBB Pro,Women's Fitness,Masters,Gary Udit,https://www.garyudit.com/
241,August 31,,https://www.ifbbpro.com/competition/2025-pro-masters-world-championships/,"Pittsburgh, Pennsylvania",IFBB Pro,Women's Physique,Masters,Gary Udit,https://www.garyudit.com/
242,August 31,,https://www.ifbbpro.com/competition/2025-pro-masters-world-championships/,"Pittsburgh, Pennsylvania",IFBB Pro,Women's Wellness,Masters,Gary Udit,https://www.garyudit.com/
243,August 31,,https://www.ifbbpro.com/competition/2025-dms-china-pro-4/,"Tianjin, China",IFBB Pro,Men's Physique,Open,DMS China,https://www.dms-sports.com/en/
244,August 31,,https://www.ifbbpro.com/competition/2025-dms-china-pro-4/,"Tianjin, China",IFBB Pro,Women's Bikini,Open,DMS China,https://www.dms-sports.com/en/
245,September 5,September 6,https://www.ifbbpro.com/competition/2025-florida-pro/,"Sarasota, FL, United States",IFBB Pro,Men's Classic Physique,Open and Masters,Stacy Taylor,https://ifbbproleaguefloridapro.com/
246,September 5,September 6,https://www.ifbbpro.com/competition/2025-florida-pro/,"Sarasota, FL, United States",IFBB Pro,Men's Physique,Open and Masters,Stacy Taylor,https://ifbbproleaguefloridapro.com/
247,September 5,September 6,https://www.ifbbpro.com/competition/2025-florida-pro/,"Sarasota, FL, United States",IFBB Pro,Women's Bikini,Open and Masters,Stacy Taylor,https://ifbbproleaguefloridapro.com/
248,September 5,September 6,https://www.ifbbpro.com/competition/2025-florida-pro/,"Sarasota, FL, United States",IFBB Pro,Women's Figure,Open and Masters,Stacy Taylor,https://ifbbproleaguefloridapro.com/
249,September 7,,https://www.ifbbpro.com/competition/2025-promuscle-italy-pro/,,IFBB Pro,Men's Bodybuilding,Open,Barbara Bagnuolo,https://ifbbproitaly.info/
250,September 7,,https://www.ifbbpro.com/competition/2025-promuscle-italy-pro/,,IFBB Pro,Women's Bikini,Open,Barbara Bagnuolo,https://ifbbproitaly.info/
251,September 7,,https://www.ifbbpro.com/competition/2025-promuscle-italy-pro/,,IFBB Pro,Women's Wellness,Open,Barbara Bagnuolo,https://ifbbproitaly.info/
252,September 13,,https://www.ifbbpro.com/competition/2025-janet-layugs-battle-of-the-bodies-pro/,"Fort Lauderdale, Florida",IFBB Pro,Women's Bikini,,Janet Layug,https://www.janetsbattleofthebodies.com/
253,September 13,,https://www.ifbbpro.com/competition/2025-oklahoma-showdown-of-champions-pro/,"Tulsa, OK, United States",IFBB Pro,Women's Fitness,Open and Masters,Eileen Calabrese,https://npcoklahoma.com/
254,September 20,,https://www.ifbbpro.com/competition/2025-muscletown-natural-pro/,"York, PA, United States",IFBB Pro,Men's Bodybuilding,Natural,Gary Udit,https://www.garyudit.com/
255,September 20,,https://www.ifbbpro.com/competition/2025-muscletown-natural-pro/,"York, PA, United States",IFBB Pro,Women's Figure,Natural,Gary Udit,https://www.garyudit.com/
256,September 20,,https://www.ifbbpro.com/competition/2025-sasquatch-pro/,"Federal Way, Washington",IFBB Pro,Men's Physique,Open and Masters,Michele Mayberry & Christopher Algeo,https://sasquatchproam.com/
257,September 20,,https://www.ifbbpro.com/competition/2025-sasquatch-pro/,"Federal Way, Washington",IFBB Pro,Women's Bikini,Open and Masters,Michele Mayberry & Christopher Algeo,https://sasquatchproam.com/
258,September 20,,https://www.ifbbpro.com/competition/2025-sasquatch-pro/,"Federal Way, Washington",IFBB Pro,Women's Figure,Open and Masters,Michele Mayberry & Christopher Algeo,https://sasquatchproam.com/
259,September 21,,https://www.ifbbpro.com/competition/2025-huanji-china-pro-3/,"Xi'an, China",IFBB Pro,Men's 212 Bodybuilding,Open,George Zhang,https://www.instagram.com/ifbb_huanji_china_pro/
260,September 21,,https://www.ifbbpro.com/competition/2025-huanji-china-pro-3/,"Xi'an, China",IFBB Pro,Men's Classic Physique,Open,George Zhang,https://www.instagram.com/ifbb_huanji_china_pro/
261,September 21,,https://www.ifbbpro.com/competition/2025-huanji-china-pro-3/,"Xi'an, China",IFBB Pro,Men's Physique,Open,George Zhang,https://www.instagram.com/ifbb_huanji_china_pro/
262,September 21,,https://www.ifbbpro.com/competition/2025-huanji-china-pro-3/,"Xi'an, China",IFBB Pro,Women's Bikini,Open,George Zhang,https://www.instagram.com/ifbb_huanji_china_pro/
263,September 27,,https://www.ifbbpro.com/competition/2025-daytona-pro-am-championships/,"Daytona Beach, Florida",IFBB Pro,Men's Physique,Open and Masters,Michael Matassa,http://www.npcdbc.com/
264,September 27,,https://www.ifbbpro.com/competition/2025-daytona-pro-am-championships/,"Daytona Beach, Florida",IFBB Pro,Women's Bikini,Open and Masters,Michael Matassa,http://www.npcdbc.com/
265,September 27,,https://www.ifbbpro.com/competition/2025-tsunami-nutrition-showdown-france-pro/,"Lille, France",IFBB Pro,Men's Bodybuilding,Open,APDF France,https://www.apdffrance.com/
266,September 27,,https://www.ifbbpro.com/competition/2025-tsunami-nutrition-showdown-france-pro/,"Lille, France",IFBB Pro,Men's Classic Physique,Open,APDF France,https://www.apdffrance.com/
267,September 27,,https://www.ifbbpro.com/competition/2025-tsunami-nutrition-showdown-france-pro/,"Lille, France",IFBB Pro,Women's Bikini,Open,APDF France,https://www.apdffrance.com/
268,October 4,,https://www.ifbbpro.com/competition/2025-southern-muscle-showdown-pro/,"Dalton, GA, United States",IFBB Pro,Men's Classic Physique,Open and Masters,Steve Payne,https://southernmuscleshowdown.com/
269,October 4,,https://www.ifbbpro.com/competition/2025-southern-muscle-showdown-pro/,"Dalton, GA, United States",IFBB Pro,Women's Bikini,Open and Masters,Steve Payne,https://southernmuscleshowdown.com/
270,October 5,,https://www.ifbbpro.com/competition/2025-koloseum-italy-pro/,"Milan, Italy",IFBB Pro,Men's Classic Physique,Open,Barbara Bagnuolo,https://ifbbproitaly.info/
271,October 5,,https://www.ifbbpro.com/competition/2025-koloseum-italy-pro/,"Milan, Italy",IFBB Pro,Men's Physique,Open,Barbara Bagnuolo,https://ifbbproitaly.info/
272,October 5,,https://www.ifbbpro.com/competition/2025-koloseum-italy-pro/,"Milan, Italy",IFBB Pro,Women's Bikini,Open,Barbara Bagnuolo,https://ifbbproitaly.info/
273,October 11,,https://www.ifbbpro.com/competition/2025-agp-natural-pro-show-2/,"Gyeonggi State, Korea,  Republic of",IFBB Pro,Men's Bodybuilding,Natural,Alex Hong,https://ifbbprokorea.com/
274,October 11,,https://www.ifbbpro.com/competition/2025-agp-natural-pro-show-2/,"Gyeonggi State, Korea,  Republic of",IFBB Pro,Men's Classic Physique,Natural,Alex Hong,https://ifbbprokorea.com/
275,October 11,,https://www.ifbbpro.com/competition/2025-agp-natural-pro-show-2/,"Gyeonggi State, Korea,  Republic of",IFBB Pro,Men's Physique,Natural,Alex Hong,https://ifbbprokorea.com/
276,October 11,,https://www.ifbbpro.com/competition/2025-agp-natural-pro-show-2/,"Gyeonggi State, Korea,  Republic of",IFBB Pro,Women's Bikini,Natural,Alex Hong,https://ifbbprokorea.com/
277,October 12,,https://www.ifbbpro.com/competition/2025-agp-pro-show-2/,"Gyeonggi State, Korea,  Republic of",IFBB Pro,Men's 212 Bodybuilding,Open,Alex Hong,https://ifbbprokorea.com/
278,October 12,,https://www.ifbbpro.com/competition/2025-agp-pro-show-2/,"Gyeonggi State, Korea,  Republic of",IFBB Pro,Men's Classic Physique,Open,Alex Hong,https://ifbbprokorea.com/
279,October 12,,https://www.ifbbpro.com/competition/2025-agp-pro-show-2/,"Gyeonggi State, Korea,  Republic of",IFBB Pro,Men's Physique,Open,Alex Hong,https://ifbbprokorea.com/
280,October 12,,https://www.ifbbpro.com/competition/2025-agp-pro-show-2/,"Gyeonggi State, Korea,  Republic of",IFBB Pro,Women's Bikini,Open,Alex Hong,https://ifbbprokorea.com/
281,October 12,,https://www.ifbbpro.com/competition/2025-agp-pro-show-2/,"Gyeonggi State, Korea,  Republic of",IFBB Pro,Women's Figure,Open,Alex Hong,https://ifbbprokorea.com/
282,October 12,,https://www.ifbbpro.com/competition/2025-agp-pro-show-2/,"Gyeonggi State, Korea,  Republic of",IFBB Pro,Women's Wellness,Open,Alex Hong,https://ifbbprokorea.com/
283,October 19,,https://www.ifbbpro.com/competition/2025-dms-china-natural-pro/,"Beijing, China",IFBB Pro,Men's Physique,Natural,DMS China,https://www.dms-sports.com/en/
284,October 19,,https://www.ifbbpro.com/competition/2025-dms-china-natural-pro/,"Beijing, China",IFBB Pro,Women's Bikini,Natural,DMS China,https://www.dms-sports.com/en/
