,start_date,end_date,url,location,comp_type,divisions,division_type,promoter,promoter_website
0,June 8,,https://www.ifbbpro.com/competition/2024-omaha-pro/,"Omaha,NEUnited States",IFBB Pro,"[""Women's Physique""]",Open,Jack Titone,http://www.npcmidwest.com
0,June 8,,https://www.ifbbpro.com/competition/2024-dc-pro/,"Alexandria,VAUnited States",IFBB Pro,"[""Men's Physique"", ""Women's Bikini""]",Open,,
0,June 8,,https://www.ifbbpro.com/competition/2024-oklahoma-pro/,"Tulsa,OKUnited States",IFBB Pro,"[""Men's Classic Physique""]",Open and Masters,Eileen Calabrese,https://npcoklahoma.com/
0,June 8,,https://www.ifbbpro.com/competition/2024-mile-high-pro/,"Denver,COUnited States",IFBB Pro,"[""Men's Physique"", ""Women's Bikini""]",Open and Masters,Jeff Taylor,https://musclequest.com/
0,June 7,June 9,https://www.ifbbpro.com/competition/2024-sheru-classic-india-pro/,"Delhi,India",IFBB Pro,"[""Men's 212 Bodybuilding"", ""Men's Classic Physique"", ""Men's Physique"", ""Women's Bikini""]",Open,Sheru Aangrish,https://sheruclassic.com/
0,June 2,,https://www.ifbbpro.com/competition/2024-mid-usa-pro/,"Albuquerque,NMUnited States",IFBB Pro,"[""Men's Classic Physique""]",Open,Chris Minnes,https://centerpodium.com/
0,June 1,,https://www.ifbbpro.com/competition/2024-nevada-state-pro/,"Las Vegas,NVUnited States",IFBB Pro,"[""Women's Bikini""]",Open,Tamer El Guindy (USA),https://musclecontest.com/
0,June 1,,https://www.ifbbpro.com/competition/2024-miami-muscle-beach-pro/,"Miami,FLUnited States",IFBB Pro,"[""Men's Physique"", ""Women's Bikini"", ""Women's Wellness""]",Open and Masters,Geobanny Paula,https://miamifitexpo.com/
0,June 1,,https://www.ifbbpro.com/competition/2024-thailand-pro/,"Pattaya,Thailand",IFBB Pro,"[""Men's Physique""]",Open,Moe Elmoussawi (Thailand),https://ifbbproleaguethailand.com/
0,May 26,,https://www.ifbbpro.com/competition/2024-korea-agp-pro-2/,"Gyeonggi State,Korea, Republic of",IFBB Pro,"[""Men's Classic Physique""]",Open,,
0,May 25,,https://www.ifbbpro.com/competition/2024-klash-series-southern-usa-championships-pro/,"Orlando,Florida",IFBB Pro,"[""Women's Bikini""]",Open and Masters,Joe Pishkula,https://theklash.com/
0,May 25,,https://www.ifbbpro.com/competition/2024-poland-everest-muscle-show-pro/,"Warsaw,Poland",IFBB Pro,"[""Men's Physique"", ""Women's Wellness""]",Open,Robert Piotrkowicz,https://ifbbpro.com.pl/
0,May 25,,https://www.ifbbpro.com/competition/2024-german-classic-pro-show/,"St. Leon-Rot,Germany",IFBB Pro,"[""Men's Classic Physique""]",Open,Dennis James,https://www.ifbbproleaguegermany.de/
0,May 25,,https://www.ifbbpro.com/competition/2024-optimum-classic-pro/,"Shreveport,LAUnited States",IFBB Pro,"[""Men's Classic Physique"", ""Men's Physique"", ""Women's Bikini"", ""Women's Figure"", ""Women's Physique"", ""Women's Wellness""]",Open,Robert Blount,https://www.optimumclassic.com/
0,May 25,,https://www.ifbbpro.com/competition/2024-california-state-pro/,"Anaheim,California",IFBB Pro,"[""Men's Bodybuilding""]",Open,Tamer El Guindy (USA),https://musclecontest.com/
0,May 18,,https://www.ifbbpro.com/competition/2023-new-york-pro/,"Teaneck,NJUnited States",IFBB Pro,"[""Men's 212 Bodybuilding"", ""Men's Bodybuilding"", ""Men's Classic Physique"", ""Men's Physique"", ""Women's Bikini"", ""Women's Bodybuilding"", ""Women's Figure"", ""Women's Physique"", ""Women's Wellness""]",Open,Steve Weinberger,https://www.bevfrancis.com/npcnortheast/
0,May 18,,https://www.ifbbpro.com/competition/2024-mr-ms-lions-classic-mexico-pro/,"Guadalajara,Mexico",IFBB Pro,"[""Women's Wellness""]",Open,Salvador Delgado,
0,May 18,,https://www.ifbbpro.com/competition/2024-musclecontest-sao-paulo-pro/,"Sao Paulo,Brazil",IFBB Pro,"[""Men's Classic Physique""]",Open,Tamer El Guindy (International),http://www.musclecontestinternational.com
0,May 12,,https://www.ifbbpro.com/competition/2024-kim-junho-classic/,"Seoul,Korea, Republic of",IFBB Pro,"[""Men's Classic Physique"", ""Men's Physique""]",Open and Masters,Hyunjoo Won,http://www.musclekim.com
0,May 12,,https://www.ifbbpro.com/competition/2024-spain-california-supplements-pro/,"Alicante,Spain",IFBB Pro,"[""Men's Classic Physique"", ""Women's Wellness""]",Open,Emilio Martinez (CalSup),https://californiasporthouse.com/
0,May 11,,https://www.ifbbpro.com/competition/2024-kokeny-classic-hungary-pro/,"Budapest,Hungary",IFBB Pro,"[""Men's Classic Physique"", ""Women's Bikini"", ""Women's Figure""]",Open,Ildiko Buranits (Kokeny Classic),https://www.ifbbproleaguehungary.hu/
0,May 10,May 11,https://www.ifbbpro.com/competition/2024-pittsburgh-pro/,"Pittsburgh,Pennsylvania",IFBB Pro,"[""Men's Classic Physique"", ""Men's Physique"", ""Women's Bikini"", ""Women's Figure"", ""Women's Physique"", ""Women's Wellness""]",Open,Jim Manion,https://www.npcpittsburgh.com/
0,May 4,,https://www.ifbbpro.com/competition/2024-korea-agp-pro/,"Gyeonggi State,Korea, Republic of",IFBB Pro,"[""Women's Bikini""]",Open,,
0,May 4,,https://www.ifbbpro.com/competition/2024-musclecontest-brasilia-pro/,"Brasilia,Brazil",IFBB Pro,"[""Men's Physique""]",Open,Tamer El Guindy (International),http://www.musclecontestinternational.com
0,April 28,,https://www.ifbbpro.com/competition/2024-korea-agp-pro-3/,"Gyeonggi State,Korea, Republic of",IFBB Pro,"[""Men's Physique""]",Open,,
0,April 28,,https://www.ifbbpro.com/competition/2024-drogan-physique-dms-pro/,"Changsha,China",IFBB Pro,"[""Men's Classic Physique"", ""Women's Bikini""]",Open,Sara Lan,https://www.dms-sports.com/en/
0,April 27,,https://www.ifbbpro.com/competition/2024-klash-series-grl-pwr-championships/,"Orlando,Florida",IFBB Pro,"[""Women's Bikini""]",Open and Masters,Joe Pishkula,https://theklash.com/
0,April 27,,https://www.ifbbpro.com/competition/2024-los-angeles-grand-prix/,"Anaheim,California",IFBB Pro,"[""Men's Physique""]",Open,Tamer El Guindy (USA),https://musclecontest.com/
0,April 27,,https://www.ifbbpro.com/competition/2024-st-louis-pro/,"St. Louis,MOUnited States",IFBB Pro,"[""Men's Physique"", ""Women's Physique""]",Open,Jack Titone,http://www.npcmidwest.com
0,April 26,,https://www.ifbbpro.com/competition/2024-emerald-cup-masters-pro/,"Bellevue,WAUnited States",IFBB Pro,"[""Men's Bodybuilding"", ""Men's Classic Physique"", ""Men's Physique"", ""Women's Bikini"", ""Women's Figure"", ""Women's Physique"", ""Women's Wellness""]",Masters,Ivan Ribic,http://www.ribicproductions.com
0,April 20,,https://www.ifbbpro.com/competition/2024-wasatch-warrior/,"Salt Lake City,UTUnited States",IFBB Pro,"[""Men's Physique"", ""Women's Bikini"", ""Women's Figure""]",Open and Masters,Robyn Maher,https://thewasatchwarrior.com/
0,April 20,,https://www.ifbbpro.com/competition/2024-vancouver-island-showdown/,"Victoria,British ColombiaCanada",IFBB Pro,"[""Women's Bodybuilding"", ""Women's Physique"", ""Women's Wellness""]",Open,Corey Swiergosz,http://www.influentialSports.com
0,April 14,,https://www.ifbbpro.com/competition/2024-detroit-pro/,"Detroit,MIUnited States",IFBB Pro,"[""Men's Bodybuilding""]",Open,Fouad Abiad,https://hosstile.com/pages/detroit-pro
0,April 13,,https://www.ifbbpro.com/competition/2024-musclecontest-nordeste-pro/,"Recife,Brazil",IFBB Pro,"[""Men's Physique""]",Open,Tamer El Guindy (International),http://www.musclecontestinternational.com
0,April 13,,https://www.ifbbpro.com/competition/2024-musclecontest-fitworld-pro/,"Anaheim,California",IFBB Pro,"[""Men's Classic Physique""]",Open,Tamer El Guindy (USA),https://musclecontest.com/
0,April 13,,https://www.ifbbpro.com/competition/2024-tri-city-classic/,"Columbus GA,GAUnited States",IFBB Pro,"[""Men's Classic Physique"", ""Men's Physique"", ""Women's Figure""]",Open and Masters,Roland Huff (Tri-City),https://www.bodybe1.com/tricityclassic
0,April 6,April 7,https://www.ifbbpro.com/competition/2024-charlotte-pro/,"Charlotte,NCUnited States",IFBB Pro,"[""Men's Classic Physique"", ""Men's Physique"", ""Women's Bikini"", ""Women's Figure"", ""Women's Wellness""]",Open and Masters,Johnny Stewart,http://www.johnnystewartproductions.com
0,April 6,,https://www.ifbbpro.com/competition/2024-triple-o-dynasty/,"Meza,ArizonaUnited States",IFBB Pro,"[""Women's Bodybuilding"", ""Women's Figure"", ""Women's Physique""]",Open and Masters,"Cydney Gillon, Whitney Jones, Andrea Shaw",https://tripleodynasty.com/
0,April 6,,https://www.ifbbpro.com/competition/1-bro-pro-show/,"Maidenhead,United Kingdom",IFBB Pro,"[""Men's Classic Physique"", ""Women's Bikini""]",Open,2 Bros Pros,https://www.2bpevents.com/
0,April 5,April 7,https://www.ifbbpro.com/competition/2024-arnold-south-america/,"Sao Paulo,Brazil",IFBB Pro,"[""Men's Bodybuilding"", ""Men's Classic Physique"", ""Men's Wheelchair"", ""Women's Wellness""]",Open,Tamer El Guindy (Arnold SA),https://arnold.savagetpromocoes.com.br/
0,April 4,April 5,https://www.ifbbpro.com/competition/2024-tw-pro/,"Kaohsiung,Taiwan",IFBB Pro,"[""Women's Bikini""]",Open,John Chen,https://www.ifbbpro.com.tw/
0,March 30,,https://www.ifbbpro.com/competition/2024-houston-tournament-of-champions/,"The Woodlands,TXUnited States",IFBB Pro,"[""Women's Wellness""]",Open,John Sherman,https://houstontournamentofchampions.com/
0,March 30,,https://www.ifbbpro.com/competition/2024-san-diego-championships/,"San Diego,California",IFBB Pro,"[""Women's Bikini""]",Open,Tamer El Guindy (USA),https://musclecontest.com/
0,March 30,,https://www.ifbbpro.com/competition/2024-klash-series-championships/,"Orlando,Florida",IFBB Pro,"[""Women's Bikini""]",Open and Masters,Joe Pishkula,https://theklash.com/
0,March 23,,https://www.ifbbpro.com/competition/2024-sampson-showdown-pro/,"Las Vegas,NVUnited States",IFBB Pro,"[""Women's Wellness""]",Open and Masters,Patrick Sampson,https://sampsonproductionsllc.com/
0,March 16,,https://www.ifbbpro.com/competition/2024-musclecontest-campinas-pro/,"Campinas,Brazil",IFBB Pro,"[""Women's Bikini""]",Open,Tamer El Guindy (International),http://www.musclecontestinternational.com
0,March 15,March 17,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,"Birmingham,United Kingdom",IFBB Pro,"[""Men's Bodybuilding"", ""Men's Classic Physique"", ""Men's Physique"", ""Men's Wheelchair"", ""Women's Bikini"", ""Women's Fitness""]",Open,Lloyd Davis (UK),https://arnoldsportsuk.com/
0,March 1,March 3,https://www.ifbbpro.com/competition/2024-arnold-classic/,"Columbus,OHUnited States",IFBB Pro,"[""Men's Bodybuilding"", ""Men's Classic Physique"", ""Men's Physique"", ""Men's Wheelchair"", ""Women's Bikini"", ""Women's Fitness"", ""Women's Wellness""]",Open,Lloyd Davis (USA),https://www.arnoldsports.com/
0,March 1,,https://www.ifbbpro.com/competition/2024-china-pro/,"Shanghai,China",IFBB Pro,"[""Men's Physique"", ""Women's Bikini""]",Open,Sara Lan,https://www.dms-sports.com/en/
0,February 11,,https://www.ifbbpro.com/competition/2024-musclecontest-japan-pro/,"Kawasaki,Japan",IFBB Pro,"[""Women's Bikini""]",Open,Takayuki Shoji (PRO),https://www.ifbbpro-japan.com/
