Competition,Location,Date,Competitor Name,Country,Judging,Finals,Round 2,Round 3,Routine,Total,Place,Competition Type
2020 Arnold Classic,"Columbus, Ohio","March 6, 2020",Ericka Morales Morgan,Guatemala,52,,,,,52,10,Figure
2020 Arnold Classic,"Columbus, Ohio","March 6, 2020",Jessica Reyes Padilla,Puerto Rico,13,,,,,13,3,Figure
2020 Arnold Classic,"Columbus, Ohio","March 6, 2020",Rhea Gayle,United Kingdom,40,,,,,40,8,Figure
2020 Arnold Classic,"Columbus, Ohio","March 6, 2020",Lola Montez,"Ontario, Canada",31,,,,,31,6,Figure
2020 Arnold Classic,"Columbus, Ohio","March 6, 2020",Julia Waring,"Upper Marlboro, Maryland",54,,,,,54,11,Figure
2020 Arnold Classic,"Columbus, Ohio","March 6, 2020",Anna Banks,Poland,24,,,,,24,5,Figure
2020 Arnold Classic,"Columbus, Ohio","March 6, 2020",Frida Thestrup,Denmark,71,,,,,71,14,Figure
2020 Arnold Classic,"Columbus, Ohio","March 6, 2020",Sandra Grajales,Mexico,56,,,,,56,12,Figure
2020 Arnold Classic,"Columbus, Ohio","March 6, 2020",Brittany Campbell,"Killeen, Texas",80,,,,,80,16,Figure
2020 Arnold Classic,"Columbus, Ohio","March 6, 2020",Martina Yabekova,Canada,73,,,,,73,15,Figure
2020 Arnold Classic,"Columbus, Ohio","March 6, 2020",Michelle Lindsay,"Gilbert, Arizona",80,,,,,80,16,Figure
2020 Arnold Classic,"Columbus, Ohio","March 6, 2020",Ashley Soto,"Faison, North Carolina",22,,,,,22,4,Figure
2020 Arnold Classic,"Columbus, Ohio","March 6, 2020",Bojana Vasiljevic,"Reno, Nevada",12,,,,,12,2,Figure
2020 Arnold Classic,"Columbus, Ohio","March 6, 2020",Katie Mitchell,"Woodway, Texas",15,110,,,,125,9,Fitness
2020 Arnold Classic,"Columbus, Ohio","March 6, 2020",Kate Errington,United Kingdom,50,74,,,,124,8,Fitness
2020 Arnold Classic,"Columbus, Ohio","March 6, 2020",Missy Truscott,"Redmond, Washington",5,10,,,,15,1,Fitness
2020 Arnold Classic,"Columbus, Ohio","March 6, 2020",Derina Wilson,"Bayshore, New York",57,20,,,,77,4,Fitness
2020 Arnold Classic,"Columbus, Ohio","March 6, 2020",Kristy Fenster Avery,"Cordova, Tennessee",58,124,,,,182,13,Fitness
2020 Arnold Classic,"Columbus, Ohio","March 6, 2020",Sara Kovach,"Hawthorne, New Jersey",32,74,,,,106,7,Fitness
2020 Arnold Classic,"Columbus, Ohio","March 6, 2020",Ariel Khadr,"Boyton Beach, Florida",21,38,,,,59,2,Fitness
2020 Arnold Classic,"Columbus, Ohio","March 6, 2020",Haley Lisenba,"Vestavia Hills, Alabama",65,130,,,,195,14,Fitness
2020 Arnold Classic,"Columbus, Ohio","March 6, 2020",Darrian Borello,"Bradenton, Florida",33,54,,,,87,5,Fitness
2020 Arnold Classic,"Columbus, Ohio","March 6, 2020",Aurika Tyrgale,"Key West, Florida",70,106,,,,176,12,Fitness
2020 Arnold Classic,"Columbus, Ohio","March 6, 2020",Jeanine Taddeo,"Rochester, New York",40,104,,,,144,11,Fitness
2020 Arnold Classic,"Columbus, Ohio","March 6, 2020",Tiffany Chandler,"Opelika, Alabama",24,40,,,,64,3,Fitness
2020 Arnold Classic,"Columbus, Ohio","March 6, 2020",Jenny Worth,"Long Beach, California",45,82,,,,127,10,Fitness
2020 Arnold Classic,"Columbus, Ohio","March 6, 2020",Marta Aguiar,Uruguay,10,84,,,,94,6,Fitness
2020 Arnold Classic,"Columbus, Ohio","March 7, 2020",Patrick Moore,"Tomball, Texas",48,50,45,,,143,10,Men's Bodybuilding
2020 Arnold Classic,"Columbus, Ohio","March 7, 2020",Joshua Lenartowicz,Australia,55,55,56,,,166,11,Men's Bodybuilding
2020 Arnold Classic,"Columbus, Ohio","March 7, 2020",Stephen Kuclo,"Dallas, Texas",20,24,21,,,65,4,Men's Bodybuilding
2020 Arnold Classic,"Columbus, Ohio","March 7, 2020",Dexter Jackson,"Jacksonville, Florida",12,13,12,,,37,2,Men's Bodybuilding
2020 Arnold Classic,"Columbus, Ohio","March 7, 2020",Victor Martinez,"Edgewater, New Jersey",47,45,50,,,142,9,Men's Bodybuilding
2020 Arnold Classic,"Columbus, Ohio","March 7, 2020",Johnnie O. Jackson,"Hurst, Texas",64,64,64,,,192,13,Men's Bodybuilding
2020 Arnold Classic,"Columbus, Ohio","March 7, 2020",Akim Williams,"Clifton, New Jersey",33,34,35,,,102,7,Men's Bodybuilding
2020 Arnold Classic,"Columbus, Ohio","March 7, 2020",Cedric McMillan,"Heath Springs, South Carolina",28,32,28,,,88,6,Men's Bodybuilding
2020 Arnold Classic,"Columbus, Ohio","March 7, 2020",Mamdouh Elssbiay,Egypt,13,12,13,,,38,3,Men's Bodybuilding
2020 Arnold Classic,"Columbus, Ohio","March 7, 2020",Sergio Oliva Jr,"San Diego, California",30,21,26,,,77,5,Men's Bodybuilding
2020 Arnold Classic,"Columbus, Ohio","March 7, 2020",Maxx Charles,"Holtsville, New York",40,40,40,,,120,8,Men's Bodybuilding
2020 Arnold Classic,"Columbus, Ohio","March 7, 2020",William Bonac,Netherlands,5,5,5,,,15,1,Men's Bodybuilding
2020 Arnold Classic,"Columbus, Ohio","March 7, 2020",Morgan Aste,France,61,61,59,,,181,12,Men's Bodybuilding
2020 Arnold Classic,"Columbus, Ohio","March 7, 2020",Eric Wildberger,Brazil,48,,,,,48,10,Men's Physique
2020 Arnold Classic,"Columbus, Ohio","March 7, 2020",Anthony Gilkes,"New York, New York",37,,,,,37,7,Men's Physique
2020 Arnold Classic,"Columbus, Ohio","March 7, 2020",Ryan John-Baptiste,England,55,,,,,55,11,Men's Physique
2020 Arnold Classic,"Columbus, Ohio","March 7, 2020",Andre Ferguson,"Selden, New York",5,,,,,5,1,Men's Physique
2020 Arnold Classic,"Columbus, Ohio","March 7, 2020",Brandon Hendrickson,"Schaumburg, Illinois",10,,,,,10,2,Men's Physique
2020 Arnold Classic,"Columbus, Ohio","March 7, 2020",George Brown,"Columbus, Ohio",19,,,,,19,4,Men's Physique
2020 Arnold Classic,"Columbus, Ohio","March 7, 2020",Yasser Fernando Chala Blandon,Colombia,28,,,,,28,6,Men's Physique
2020 Arnold Classic,"Columbus, Ohio","March 7, 2020",Steven Cao,"Davie, Florida",17,,,,,17,3,Men's Physique
2020 Arnold Classic,"Columbus, Ohio","March 7, 2020",Carlos DeOliveria,"Medford, Massachusetts",25,,,,,25,5,Men's Physique
2020 Arnold Classic,"Columbus, Ohio","March 7, 2020",Xavisus Gayden,"Oceanside, California",38,,,,,38,8,Men's Physique
2020 Arnold Classic,"Columbus, Ohio","March 7, 2020",Derrick Stevenson,"Stock Bridge, Georgia",47,,,,,47,9,Men's Physique
2020 Arnold Classic,"Columbus, Ohio","March 7, 2020",Sunny Akhigbe,"Chicago, Illinois",60,,,,,60,12,Men's Physique
2020 Arnold Classic,"Columbus, Ohio","March 7, 2020",Antoni Khadraoui,Sweden,10,,,,,10,2,Men's Wheelchair
2020 Arnold Classic,"Columbus, Ohio","March 7, 2020",Bradley Betts,"Indianapolis, Indiana",17,,,,,17,3,Men's Wheelchair
2020 Arnold Classic,"Columbus, Ohio","March 7, 2020",Johnny Quinn,"Chesterbrook, Pennsylvania",18,,,,,18,4,Men's Wheelchair
2020 Arnold Classic,"Columbus, Ohio","March 7, 2020",Harold Kelley,"Grand Prairie, Texas",5,,,,,5,1,Men's Wheelchair
2020 Arnold Classic,"Columbus, Ohio","March 6, 2020",Margita Zamolova,Czech Republic,14,,,,,14,3,Women's Physique
2020 Arnold Classic,"Columbus, Ohio","March 6, 2020",Natalia Abraham Coelho,"Winter Garden, Florida",5,,,,,5,1,Women's Physique
2020 Arnold Classic,"Columbus, Ohio","March 6, 2020",Laura Richards,"Darby, Montana",48,,,,,48,10,Women's Physique
2020 Arnold Classic,"Columbus, Ohio","March 6, 2020",Valentina Mishina,Russia,35,,,,,35,7,Women's Physique
2020 Arnold Classic,"Columbus, Ohio","March 6, 2020",Anne-Lorraine Mohn,France,11,,,,,11,2,Women's Physique
2020 Arnold Classic,"Columbus, Ohio","March 6, 2020",Jennifer Taylor,"Zephyrhills, Florida",25,,,,,25,5,Women's Physique
2020 Arnold Classic,"Columbus, Ohio","March 6, 2020",Trisha Vezirian,"Medford, New Jersey",47,,,,,47,9,Women's Physique
2020 Arnold Classic,"Columbus, Ohio","March 6, 2020",Claudia Diaz,"Yuma, Arizona",30,,,,,30,6,Women's Physique
2020 Arnold Classic,"Columbus, Ohio","March 6, 2020",Desunka Dawson,"Arlington, Texas",19,,,,,19,4,Women's Physique
2020 Arnold Classic,"Columbus, Ohio","March 6, 2020",Jeannie Feldman,"Miami, Florida",40,,,,,40,8,Women's Physique
2020 WOS IFBB PRO LEAGUE YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","July 31 - August 1, 2020",Santi Aragon,"Doral, Florida",38,,,,,38,8,Men's 212
2020 WOS IFBB PRO LEAGUE YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","July 31 - August 1, 2020",Aaron Clark,"Raleigh, North Carolina",20,,,,,20,4,Men's 212
2020 WOS IFBB PRO LEAGUE YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","July 31 - August 1, 2020",Derik Farnsworth,"Santee, California",47,,,,,47,9,Men's 212
2020 WOS IFBB PRO LEAGUE YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","July 31 - August 1, 2020",Oswaldo Gonzalez,"Miami, Florida",65,,,,,65,13,Men's 212
2020 WOS IFBB PRO LEAGUE YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","July 31 - August 1, 2020",Kevin Johnson,"Louisville, Kentucky",26,,,,,26,5,Men's 212
2020 WOS IFBB PRO LEAGUE YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","July 31 - August 1, 2020","Dectric ""Bo"" Lewis","Old Hickory, Tennessee",10,,,,,10,2,Men's 212
2020 WOS IFBB PRO LEAGUE YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","July 31 - August 1, 2020",Jason Lowe,"Daytona, Florida",55,,,,,55,11,Men's 212
2020 WOS IFBB PRO LEAGUE YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","July 31 - August 1, 2020",Derik Oslan,"Tampa, Florida",15,,,,,15,3,Men's 212
2020 WOS IFBB PRO LEAGUE YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","July 31 - August 1, 2020",George Peterson III,"Jamaica, New York",5,,,,,5,1,Men's 212
2020 WOS IFBB PRO LEAGUE YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","July 31 - August 1, 2020",Justin Randall,"Blackstone, Massachusetts",37,,,,,37,7,Men's 212
2020 WOS IFBB PRO LEAGUE YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","July 31 - August 1, 2020",Emmanuel Rodriguez,"Miami, Florida",60,,,,,60,12,Men's 212
2020 WOS IFBB PRO LEAGUE YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","July 31 - August 1, 2020",Raul Sanchez,"Guadalupe, Mexico",73,,,,,73,15,Men's 212
2020 WOS IFBB PRO LEAGUE YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","July 31 - August 1, 2020",Shane Stewart,"Vacaville, California",47,,,,,47,10,Men's 212
2020 WOS IFBB PRO LEAGUE YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","July 31 - August 1, 2020",Rixio Tapia,"Katy, Texas",72,,,,,72,14,Men's 212
2020 WOS IFBB PRO LEAGUE YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","July 31 - August 1, 2020",Steve Thayer,"Bothell, Washington",80,,,,,80,16,Men's 212
2020 WOS IFBB PRO LEAGUE YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","July 31 - August 1, 2020",Adam Young,"Wheat Ridge, Colorado",30,,,,,30,6,Men's 212
2020 WOS IFBB PRO LEAGUE YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","July 31 - August 1, 2020",Bola Ojex,"Coronado, California",80,,,,,80,16,Men's 212
2020 WOS IFBB PRO LEAGUE YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","July 31-August 1, 2020",Kristin Crutcher,"Aurora, Illinois",42,,,,,42,8,Bikini Masters +40
2020 WOS IFBB PRO LEAGUE YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","July 31-August 1, 2020",Miriam Jenkins,"Orlando, Florida",20,,,,,20,4,Bikini Masters +40
2020 WOS IFBB PRO LEAGUE YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","July 31-August 1, 2020",Wendy Massey,"Blacklick, Ohio",25,,,,,25,5,Bikini Masters +40
2020 WOS IFBB PRO LEAGUE YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","July 31-August 1, 2020",Nora Mirocha,"Dousman, Wisconsin",33,,,,,33,7,Bikini Masters +40
2020 WOS IFBB PRO LEAGUE YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","July 31-August 1, 2020",Angela Ruscili,"Columbus, Ohio",6,,,,,6,1,Bikini Masters +40
2020 WOS IFBB PRO LEAGUE YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","July 31-August 1, 2020",Karen Small,"Charlotte, North Carolina",43,,,,,43,9,Bikini Masters +40
2020 WOS IFBB PRO LEAGUE YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","July 31-August 1, 2020",Eng Tan Jarriel,"New Port Richey, Florida",16,,,,,16,3,Bikini Masters +40
2020 WOS IFBB PRO LEAGUE YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","July 31-August 1, 2020",Sandra Neidert,"Rochester, New York",32,,,,,32,6,Bikini Masters +40
2020 WOS IFBB PRO LEAGUE YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","July 31-August 1, 2020",Gina Sardina,"Orange, California",9,,,,,9,2,Bikini Masters +40
2020 WOS IFBB LEAGUE YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","July 31-August 1, 2020",Lauren Adams,"Charlotte, North Carolina",45,,,,,45,9,Bikini
2020 WOS IFBB LEAGUE YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","July 31-August 1, 2020",Aria Adamy,"Gainesville, Florida",80,,,,,80,16,Bikini
2020 WOS IFBB LEAGUE YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","July 31-August 1, 2020",Maya Astabie,"San Francisco, California",37,,,,,37,7,Bikini
2020 WOS IFBB LEAGUE YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","July 31-August 1, 2020",Vania Auguste,"Murfreesboro, Tennessee",80,,,,,80,16,Bikini
2020 WOS IFBB LEAGUE YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","July 31-August 1, 2020",Alejandra Ballesteros,"Austin, Texas",62,,,,,62,12,Bikini
2020 WOS IFBB LEAGUE YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","July 31-August 1, 2020",Romina Basualdo,"Hallandale Beach, Florida",27,,,,,27,5,Bikini
2020 WOS IFBB LEAGUE YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","July 31-August 1, 2020",Denetra Blackshear,"Cumming, Georgia",80,,,,,80,16,Bikini
2020 WOS IFBB LEAGUE YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","July 31-August 1, 2020",Ashlyn Brown,"Gilbert, Arizona",17,,,,,17,1,Bikini
2020 WOS IFBB LEAGUE YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","July 31-August 1, 2020",Kristin Crutcher,"Aurora, Illinois",80,,,,,80,16,Bikini
2020 WOS IFBB LEAGUE YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","July 31-August 1, 2020",Lauren Dannenmiller,"St. Petersburg, Florida",28,,,,,28,6,Bikini
2020 WOS IFBB LEAGUE YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","July 31-August 1, 2020",Brittany Dayne,"Charlotte, North Carolina",18,,,,,18,4,Bikini
2020 WOS IFBB LEAGUE YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","July 31-August 1, 2020",Erin Dennis,"Fayetteville, North Carolina",80,,,,,80,16,Bikini
2020 WOS IFBB LEAGUE YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","July 31-August 1, 2020",Lusana Diaz,"Cape Coral, Florida",80,,,,,80,16,Bikini
2020 WOS IFBB LEAGUE YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","July 31-August 1, 2020",Nina DiTommaso,"Knoxville, Tennessee",80,,,,,80,16,Bikini
2020 WOS IFBB LEAGUE YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","July 31-August 1, 2020",Jennifer Dorie,"Ontario, Canada",7,,,,,7,1,Bikini
2020 WOS IFBB LEAGUE YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","July 31-August 1, 2020",Paula Eline,"Hermitage, Tennessee",80,,,,,80,16,Bikini
2020 WOS IFBB LEAGUE YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","July 31-August 1, 2020",Christine Ford,"Ventura, California",80,,,,,80,16,Bikini
2020 WOS IFBB LEAGUE YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","July 31-August 1, 2020",Jovanna Gibbs-Arnold,"Lawrenceville, Georgia",72,,,,,72,14,Bikini
2020 WOS IFBB LEAGUE YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","July 31-August 1, 2020",Jasmine Gonzalez,"San Diego, California",54,,,,,54,11,Bikini
2020 WOS IFBB LEAGUE YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","July 31-August 1, 2020",Brittany Hamilton,"Youngstown, Ohio",80,,,,,80,16,Bikini
2020 WOS IFBB LEAGUE YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","July 31-August 1, 2020",Miriam Jenkins,"Orlando, Florida",80,,,,,80,16,Bikini
2020 WOS IFBB LEAGUE YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","July 31-August 1, 2020",Lesya Lambert,"Cape May, New Jersey",80,,,,,80,16,Bikini
2020 WOS IFBB LEAGUE YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","July 31-August 1, 2020",Liana Martinez,"Morris Plains, New Jersey",38,,,,,38,8,Bikini
2020 WOS IFBB LEAGUE YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","July 31-August 1, 2020",Wendy Massey,"Blacklick, Ohio",80,,,,,80,16,Bikini
2020 WOS IFBB LEAGUE YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","July 31-August 1, 2020",Nora Mirocha,"Dousman, Wisconsin",80,,,,,80,16,Bikini
2020 WOS IFBB PRO LEAGUE YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","July 31-August 1, 2020","Theodore Atkins, Jr","Orange Park, Florida",10,,,,,10,2,Classic Men's Physique Masters +40
2020 WOS IFBB PRO LEAGUE YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","July 31-August 1, 2020",Gregg Russo,"Highlands Ranch, Colorado",20,,,,,20,4,Classic Men's Physique Masters +40
2020 WOS IFBB PRO LEAGUE YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","July 31-August 1, 2020",Peter Sciallo,"West Palm Beach, Florida",5,,,,,5,1,Classic Men's Physique Masters +40
2020 WOS IFBB PRO LEAGUE YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","July 31-August 1, 2020",Aaron Sparenberg,"Arlington, Texas",15,,,,,15,3,Classic Men's Physique Masters +40
2020 WOS IFBB PRO LEAGUE YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","July 31-August 1, 2020",Keith Holmes,"Miramar, Florida",25,,,,,25,5,Classic Men's Physique Masters +40
2020 WOS IFBB PRO LEAGUE YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","July 31-August 1, 2020","Theodore Atkins, Jr","Orange Park, Florida",51,,,,,51,9,Classic Men's Physique
2020 WOS IFBB PRO LEAGUE YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","July 31-August 1, 2020",Deontrai Campbell,"Fort Wayne, Indiana",5,,,,,5,1,Classic Men's Physique
2020 WOS IFBB PRO LEAGUE YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","July 31-August 1, 2020",Scott Dennis,"Salem, Massachusetts",46,,,,,46,8,Classic Men's Physique
2020 WOS IFBB PRO LEAGUE YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","July 31-August 1, 2020",Miguel Dominguez,"Lawrenceville, Georgia",64,,,,,64,12,Classic Men's Physique
2020 WOS IFBB PRO LEAGUE YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","July 31-August 1, 2020",Ronald Galup,"St. Petersburg, Florida",25,,,,,25,5,Classic Men's Physique
2020 WOS IFBB PRO LEAGUE YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","July 31-August 1, 2020",Keith Holmes,"Miramar, Florida",80,,,,,80,16,Classic Men's Physique
2020 WOS IFBB PRO LEAGUE YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","July 31-August 1, 2020",Christopher Hunte,"Fort Worth, Texas",15,,,,,15,3,Classic Men's Physique
2020 WOS IFBB PRO LEAGUE YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","July 31-August 1, 2020",Jose Marte,"Pembroke Pines, Florida",20,,,,,20,4,Classic Men's Physique
2020 WOS IFBB PRO LEAGUE YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","July 31-August 1, 2020",Jason Orellana,"Philadelphia, Pennsylvania",74,,,,,74,14,Classic Men's Physique
2020 WOS IFBB PRO LEAGUE YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","July 31-August 1, 2020",Gregg Russo,"Highlands Ranch, Colorado",80,,,,,80,15,Classic Men's Physique
2020 WOS IFBB PRO LEAGUE YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","July 31-August 1, 2020",Josh Sanker,"Boynton Beach, Florida",61,,,,,61,11,Classic Men's Physique
2020 WOS IFBB PRO LEAGUE YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","July 31-August 1, 2020",Peter Sciallo,"West Palm Beach, Florida",40,,,,,40,7,Classic Men's Physique
2020 WOS IFBB PRO LEAGUE YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","July 31-August 1, 2020",Aaron Sparenberg,"Arlington, Texas",72,,,,,72,13,Classic Men's Physique
