Competition,Location,Date,Competitor Name,Country,Judging,Finals,Round 2,Round 3,Routine,Total,Place,Competition Type
2011 IFBB FLEX PRO,"Santa Monica, California","February 18, 2012","Rhoden, Shawn",USA,20,21,,,,41,4,Men's Bodybuilding
2011 IFBB FLEX PRO,"Santa Monica, California","February 18, 2012","Sizov, Vladimir",USA,39,37,,,,76,8,Men's Bodybuilding
2011 IFBB FLEX PRO,"Santa Monica, California","February 18, 2012","Yildirim, Mehmet",Turkey,80,81,,,,161,17,Men's Bodybuilding
2012 IFBB DESERT MUSCLE CLASSIC,"Mesa, Arizona","February 25, 2012","Alexander, Stacy","Las Vegas, NV",3,,,,,3,1,Women's Pro Bikini
2012 IFBB DESERT MUSCLE CLASSIC,"Mesa, Arizona","February 25, 2012","Assria, Narmin","Murrieta, CA",7,,,,,7,2,Women's Pro Bikini
2012 IFBB DESERT MUSCLE CLASSIC,"Mesa, Arizona","February 25, 2012","Chapman, Jennifer","McKinney, TX",8,,,,,8,3,Women's Pro Bikini
2012 IFBB DESERT MUSCLE CLASSIC,"Mesa, Arizona","February 25, 2012","Harbour, Ashley","Edmonton, Alberta, Canada",15,,,,,15,5,Women's Pro Bikini
2012 IFBB DESERT MUSCLE CLASSIC,"Mesa, Arizona","February 25, 2012","Matassa, Bernadett",Hungary,18,,,,,18,6,Women's Pro Bikini
2012 IFBB DESERT MUSCLE CLASSIC,"Mesa, Arizona","February 25, 2012","Vargas, Christina","Las Vegas, NV",12,,,,,12,4,Women's Pro Bikini
2012 IFBB DESERT MUSCLE CLASSIC,"Mesa, Arizona","February 25, 2012","Auguste, Al",Haiti,3,3,,,,6,1,Men's 212
2012 IFBB DESERT MUSCLE CLASSIC,"Mesa, Arizona","February 25, 2012","Dugdale, Mark","Redmond, WA",6,6,,,,12,2,Men's 212
2012 IFBB DESERT MUSCLE CLASSIC,"Mesa, Arizona","February 25, 2012","Holloway, Milton Jr","New Castle, DE",9,9,,,,18,3,Men's 212
2012 IFBB DESERT MUSCLE CLASSIC,"Mesa, Arizona","February 25, 2012","Jeffers, Rusty","Phoenix, AZ",12,12,,,,24,4,Men's 212
2012 IFBB DESERT MUSCLE CLASSIC,"Mesa, Arizona","February 25, 2012","Bailey, Dana Linn","Reading, PA ",10,,,,,10,4,Women's Physique
2012 IFBB DESERT MUSCLE CLASSIC,"Mesa, Arizona","February 25, 2012","Bodner, Tracy","Aurora, CO ",27,,,,,27,9,Women's Physique
2012 IFBB DESERT MUSCLE CLASSIC,"Mesa, Arizona","February 25, 2012","Bonivel, LaDrissa","Chicago, IL ",32,,,,,32,11,Women's Physique
2012 IFBB DESERT MUSCLE CLASSIC,"Mesa, Arizona","February 25, 2012","Eckohawk, Marilena","Thornton, CO ",7,,,,,7,2,Women's Physique
2012 IFBB DESERT MUSCLE CLASSIC,"Mesa, Arizona","February 25, 2012","Franklin, Pamela","Spring, TX ",31,,,,,31,10,Women's Physique
2012 IFBB DESERT MUSCLE CLASSIC,"Mesa, Arizona","February 25, 2012","Lopez, Beni","San Antonio, TX",16,,,,,16,5,Women's Physique
2012 IFBB DESERT MUSCLE CLASSIC,"Mesa, Arizona","February 25, 2012","Lopez, Marina","Aurora, CO ",21,,,,,21,7,Women's Physique
2012 IFBB DESERT MUSCLE CLASSIC,"Mesa, Arizona","February 25, 2012","Nascimento, Karina","Boca Raton, FL",3,,,,,3,1,Women's Physique
2012 IFBB DESERT MUSCLE CLASSIC,"Mesa, Arizona","February 25, 2012","Rae, Rita","Las Cruces, NM",26,,,,,26,8,Women's Physique
2012 IFBB DESERT MUSCLE CLASSIC,"Mesa, Arizona","February 25, 2012","Reville, Jillian","Ridgefield, CT ",9,,,,,9,3,Women's Physique
2012 IFBB DESERT MUSCLE CLASSIC,"Mesa, Arizona","February 25, 2012","Salazar, Susan","Honolulu, HI",18,,,,,18,6,Women's Physique
2012 Arnold Classic,"Columbus, Ohio","March 3, 2012",Jamie Baird,USA,22,,,,,22,4,Bikini
2012 Arnold Classic,"Columbus, Ohio","March 3, 2012",Diana Graham,USA,37,,,,,37,7,Bikini
2012 Arnold Classic,"Columbus, Ohio","March 3, 2012",Jessica Jessie,USA,80,,,,,80,16,Bikini
2012 Arnold Classic,"Columbus, Ohio","March 3, 2012",Monique Ricardo,USA,50,,,,,50,10,Bikini
2012 Arnold Classic,"Columbus, Ohio","March 3, 2012",Juliana Daniell,USA,30,,,,,30,6,Bikini
2012 Arnold Classic,"Columbus, Ohio","March 3, 2012",India Paulino,USA,11,,,,,11,2,Bikini
2012 Arnold Classic,"Columbus, Ohio","March 3, 2012",Candyce Graham,USA,41,,,,,41,9,Bikini
2012 Arnold Classic,"Columbus, Ohio","March 3, 2012",Tianna Ta,USA,75,,,,,75,15,Bikini
2012 Arnold Classic,"Columbus, Ohio","March 3, 2012",Lexi Kaufman,USA,66,,,,,66,12,Bikini
2012 Arnold Classic,"Columbus, Ohio","March 3, 2012",Sonia Gonzales,USA,10,,,,,10,1,Bikini
2012 Arnold Classic,"Columbus, Ohio","March 3, 2012",Nathalia Melo,USA,23,,,,,23,5,Bikini
2012 Arnold Classic,"Columbus, Ohio","March 3, 2012",Jessica Paxson,USA,40,,,,,40,8,Bikini
2012 Arnold Classic,"Columbus, Ohio","March 3, 2012",Christina Vargas,USA,68,,,,,68,14,Bikini
2012 Arnold Classic,"Columbus, Ohio","March 3, 2012",Jennifer Andrews,USA,66,,,,,66,12,Bikini
2012 Arnold Classic,"Columbus, Ohio","March 3, 2012",Natalie Pennington,USA,55,,,,,55,11,Bikini
2012 Arnold Classic,"Columbus, Ohio","March 3, 2012",Nicole Nagrani,USA,12,,,,,12,3,Bikini
2012 Arnold Classic,"Columbus, Ohio","March 3, 2012",Abigail Burrows,USA,75,,,,,75,15,Bikini
2012 IFBB Arnold Classic,"Columbus, Ohio","March 2, 2012",Erin Stern,USA,,,,,,11,2,Figure
2012 IFBB Arnold Classic,"Columbus, Ohio","March 2, 2012",Larissa Reis,Brazil,,,,,,36,7,Figure
2012 IFBB Arnold Classic,"Columbus, Ohio","March 2, 2012",Krissy Chin,USA,,,,,,49,10,Figure
2012 IFBB Arnold Classic,"Columbus, Ohio","March 2, 2012",Teresa Anthony,USA,,,,,,31,6,Figure
2012 IFBB Arnold Classic,"Columbus, Ohio","March 2, 2012",Latisha Wilder,USA,,,,,,58,12,Figure
2012 IFBB Arnold Classic,"Columbus, Ohio","March 2, 2012",Gennifer Strobo,USA,,,,,,45,9,Figure
2012 IFBB Arnold Classic,"Columbus, Ohio","March 2, 2012",Ava Cowan,USA,,,,,,17,4,Figure
2012 IFBB Arnold Classic,"Columbus, Ohio","March 2, 2012",Aljcia Harris,USA,,,,,,76,16,Figure
2012 IFBB Arnold Classic,"Columbus, Ohio","March 2, 2012",Nicole Wilkins,USA,,,,,,5,1,Figure
2012 IFBB Arnold Classic,"Columbus, Ohio","March 2, 2012",Candice Keene,USA,,,,,,16,3,Figure
2012 IFBB Arnold Classic,"Columbus, Ohio","March 2, 2012",Sue Knott,USA,,,,,,69,13,Figure
2012 IFBB Arnold Classic,"Columbus, Ohio","March 2, 2012",Heather Dees,USA,,,,,,26,5,Figure
2012 IFBB Arnold Classic,"Columbus, Ohio","March 2, 2012",Jelena Abbou,USA,,,,,,55,11,Figure
2012 IFBB Arnold Classic,"Columbus, Ohio","March 2, 2012",Cheryl Brown,USA,,,,,,39,8,Figure
2012 IFBB Arnold Classic,"Columbus, Ohio","March 2, 2012",Raquel Hernandez,Spain,,,,,,71,14,Figure
2012 IFBB Arnold Classic,"Columbus, Ohio","March 2, 2012",Gloria Tarpley,USA,,,,,,74,15,Figure
2012 IFBB Arnold Classic,"Columbus, Ohio","March 2, 2012",Kizzy Vaines,United Kingdom,42,60,,,,102,7,Fitness
2012 IFBB Arnold Classic,"Columbus, Ohio","March 2, 2012",Tanji Johnson,USA,21,50,,,,71,5,Fitness
2012 IFBB Arnold Classic,"Columbus, Ohio","March 2, 2012",Bethany Cisternino,USA,15,46,,,,61,4,Fitness
2012 IFBB Arnold Classic,"Columbus, Ohio","March 2, 2012",Regiane Da Silva,Germany,57,102,,,,159,12,Fitness
2012 IFBB Arnold Classic,"Columbus, Ohio","March 2, 2012",Adela Garcia,USA,5,10,,,,15,1,Fitness
2012 IFBB Arnold Classic,"Columbus, Ohio","March 2, 2012",Sheri Vucick,USA,65,148,,,,213,15,Fitness
2012 IFBB Arnold Classic,"Columbus, Ohio","March 2, 2012",Julie Palmer,USA,44,110,,,,154,11,Fitness
2012 IFBB Arnold Classic,"Columbus, Ohio","March 2, 2012",Camala Rodriquez,USA,10,20,,,,36,2,Fitness
2012 IFBB Arnold Classic,"Columbus, Ohio","March 2, 2012",Kayde Puckett,USA,65,136,,,,201,13,Fitness
2012 IFBB Arnold Classic,"Columbus, Ohio","March 2, 2012",Oksana Grishina,Russia,19,32,,,,51,3,Fitness
2012 IFBB Arnold Classic,"Columbus, Ohio","March 2, 2012",Jodi Boam,Canada,55,98,,,,153,10,Fitness
2012 IFBB Arnold Classic,"Columbus, Ohio","March 2, 2012",Danielle Ruban,Canada,40,106,,,,146,9,Fitness
2012 IFBB Arnold Classic,"Columbus, Ohio","March 2, 2012",Myriam Capes,Canada,38,56,,,,94,6,Fitness
2012 IFBB Arnold Classic,"Columbus, Ohio","March 2, 2012",Allison Ethier,Canada,72,140,,,,212,14,Fitness
2012 IFBB Arnold Classic,"Columbus, Ohio","March 2, 2012",Tina Durkin,USA,30,74,,,,104,8,Fitness
2012 IFBB Arnold Classic,"Columbus, Ohio","March 2, 2012",Diana Monteiro,Brazil,74,146,,,,220,16,Fitness
2012 IFBB Arnold Classic,"Columbus, Ohio","March 3, 2012",Ben White,USA,60,55,,,,115,12,Men's Bodybuilding
2012 IFBB Arnold Classic,"Columbus, Ohio","March 3, 2012",Evan Centopani,USA,14,13,,,,27,3,Men's Bodybuilding
2012 IFBB Arnold Classic,"Columbus, Ohio","March 3, 2012",Matthias Botthof,Germany,70,65,,,,135,14,Men's Bodybuilding
2012 IFBB Arnold Classic,"Columbus, Ohio","March 3, 2012",Lionel Beyeke,France,31,30,,,,61,6,Men's Bodybuilding
2012 IFBB Arnold Classic,"Columbus, Ohio","March 3, 2012",Dexter Jackson,USA,23,22,,,,45,5,Men's Bodybuilding
2012 IFBB Arnold Classic,"Columbus, Ohio","March 3, 2012",Eduardo Correa,Brazil,55,50,,,,105,10,Men's Bodybuilding
2012 IFBB Arnold Classic,"Columbus, Ohio","March 3, 2012",Gustavo Badell,USA,65,58,,,,123,13,Men's Bodybuilding
2012 IFBB Arnold Classic,"Columbus, Ohio","March 3, 2012",Branch Warren,USA,5,5,,,,10,1,Men's Bodybuilding
2012 IFBB Arnold Classic,"Columbus, Ohio","March 3, 2012",Fouad Abiad,Canada,37,70,,,,107,11,Men's Bodybuilding
2012 IFBB Arnold Classic,"Columbus, Ohio","March 3, 2012",Brandon Curry,USA,41,40,,,,81,7,Men's Bodybuilding
2012 IFBB Arnold Classic,"Columbus, Ohio","March 3, 2012",Ben Pakulski,Canada,22,21,,,,43,4,Men's Bodybuilding
2012 IFBB Arnold Classic,"Columbus, Ohio","March 3, 2012",Michael Kefallanos,Australia,47,38,,,,85,9,Men's Bodybuilding
2012 IFBB Arnold Classic,"Columbus, Ohio","March 3, 2012",Shawn Rhoden,USA,46,37,,,,83,8,Men's Bodybuilding
2012 IFBB Arnold Classic,"Columbus, Ohio","March 3, 2012",Dennis Wolf,Germany,10,10,,,,20,2,Men's Bodybuilding
2012 IFBB Arnold Classic,"Columbus, Ohio","March 2, 2012",Cathy LeFrancois,Canada,19,17,,,,36,4,Men's Bodybuilding
2012 IFBB Arnold Classic,"Columbus, Ohio","March 2, 2012",Yaxeni Oriquen Garcia,USA,5,5,,,,10,1,Men's Bodybuilding
2012 IFBB Arnold Classic,"Columbus, Ohio","March 2, 2012",Kim Buck,USA,33,29,,,,62,5,Men's Bodybuilding
2012 IFBB Arnold Classic,"Columbus, Ohio","March 2, 2012",Tina Chandler,USA,64,59,,,,123,13,Men's Bodybuilding
2012 IFBB Arnold Classic,"Columbus, Ohio","March 2, 2012",Maria Segura,Mexico,60,61,,,,121,12,Men's Bodybuilding
2012 IFBB Arnold Classic,"Columbus, Ohio","March 2, 2012",Alevtina Goroshinskaya,Russia,34,34,,,,68,7,Men's Bodybuilding
2012 IFBB Arnold Classic,"Columbus, Ohio","March 2, 2012",Monique Jones,USA,50,55,,,,105,10,Men's Bodybuilding
2012 IFBB Arnold Classic,"Columbus, Ohio","March 2, 2012",Maria Rita Bello,Argentina,37,33,,,,70,8,Men's Bodybuilding
2012 IFBB Arnold Classic,"Columbus, Ohio","March 2, 2012",Kim Perez,USA,48,44,,,,92,9,Men's Bodybuilding
2012 IFBB Arnold Classic,"Columbus, Ohio","March 2, 2012",Brigita Brezovac,Slovenia,31,35,,,,66,6,Men's Bodybuilding
2012 IFBB Arnold Classic,"Columbus, Ohio","March 2, 2012",Zoa Linsey,Canada,57,55,,,,112,11,Men's Bodybuilding
2012 IFBB Arnold Classic,"Columbus, Ohio","March 2, 2012",Geraldine Morgan,USA,64,66,,,,130,14,Men's Bodybuilding
2012 IFBB Arnold Classic,"Columbus, Ohio","March 2, 2012",Alina Popa,Romania,16,17,,,,33,3,Men's Bodybuilding
2012 IFBB Arnold Classic,"Columbus, Ohio","March 2, 2012",Debi Laszewski,USA,10,10,,,,20,2,Men's Bodybuilding
2012 IFBB MUSCLECONTEST PRO,"Torrance, California","March 10, 2012","Agundez, Candy","El Cajon, CA",28,,,,,28,6,BIKINI
2012 IFBB MUSCLECONTEST PRO,"Torrance, California","March 10, 2012","Alexander, Stacey","Las Vegas, NV",18,,,,,18,4,BIKINI
2012 IFBB MUSCLECONTEST PRO,"Torrance, California","March 10, 2012","Assria, Namim","Murieta, CA",16,,,,,16,3,BIKINI
2012 IFBB MUSCLECONTEST PRO,"Torrance, California","March 10, 2012","Cooke-Elliot, Mary Jo","Brea, CA",27,,,,,27,5,BIKINI
2012 IFBB MUSCLECONTEST PRO,"Torrance, California","March 10, 2012","Dietrick, Jennifer","West Toluca Lake, CA",39,,,,,39,8,BIKINI
2012 IFBB MUSCLECONTEST PRO,"Torrance, California","March 10, 2012","Gonzales, Sonia","Temecula, CA",5,,,,,5,1,BIKINI
2012 IFBB MUSCLECONTEST PRO,"Torrance, California","March 10, 2012","Henderson, Mandy","Morgan Hill, CA",48,,,,,48,10,BIKINI
2012 IFBB MUSCLECONTEST PRO,"Torrance, California","March 10, 2012","Lamb, Michelle","Wolverine Lake, MI",43,,,,,43,9,BIKINI
2012 IFBB MUSCLECONTEST PRO,"Torrance, California","March 10, 2012","Morrison, Lindsey","Englewood, CO",38,,,,,38,7,BIKINI
2012 IFBB MUSCLECONTEST PRO,"Torrance, California","March 10, 2012","Munro, Justine","Ontario, Canada",10,,,,,10,2,BIKINI
2012 Australian Pro,"Melbourne, Australia","March 17, 2012","Bernard, Summer",Australia,39,,,,,39,8,Figure
2012 Australian Pro,"Melbourne, Australia","March 17, 2012","Halikka, Lisbeth",Finland,45,,,,,45,9,Figure
2012 Australian Pro,"Melbourne, Australia","March 17, 2012","Harris, Alicia",USA,21,,,,,21,4,Figure
2012 Australian Pro,"Melbourne, Australia","March 17, 2012","Hernandez, Jennifer",USA,27,,,,,27,5,Figure
2012 Australian Pro,"Melbourne, Australia","March 17, 2012","Johnson, Kelli",Australia,54,,,,,54,11,Figure
2012 Australian Pro,"Melbourne, Australia","March 17, 2012","O'Mara, Daniela",Australia,35,,,,,35,7,Figure
2012 Australian Pro,"Melbourne, Australia","March 17, 2012","Reis, Larissa",Brazil,15,,,,,15,3,Figure
2012 Australian Pro,"Melbourne, Australia","March 17, 2012","Stern, Erin",USA,5,,,,,5,1,Figure
2012 Australian Pro,"Melbourne, Australia","March 17, 2012","Thomson, Kristy",New Zealand,50,,,,,50,10,Figure
2012 Australian Pro,"Melbourne, Australia","March 17, 2012","Wilkins, Nicole",USA,10,,,,,10,2,Figure
2012 Australian Pro,"Melbourne, Australia","March 17, 2012",Laura Keddie,,29,,,,,29,6,Figure
2012 IFBB AUSTRALIAN PRO GRAND PRIX,"Melbourne, Australia","March 17, 2012","Brown, Lionel","Temecula, CA",33,30,,,,63,6,Men's Bodybuilding
2012 IFBB AUSTRALIAN PRO GRAND PRIX,"Melbourne, Australia","March 17, 2012","Deckard, Omar","Los Angeles, CA",15,18,,,,33,3,Men's Bodybuilding
2012 IFBB AUSTRALIAN PRO GRAND PRIX,"Melbourne, Australia","March 17, 2012","Kefalianos, Michael",Australia,10,10,,,,20,2,Men's Bodybuilding
2012 IFBB AUSTRALIAN PRO GRAND PRIX,"Melbourne, Australia","March 17, 2012","Meschberger, Beat",Australia,45,45,,,,90,9,Men's Bodybuilding
2012 IFBB AUSTRALIAN PRO GRAND PRIX,"Melbourne, Australia","March 17, 2012","Onekawa, Darryn",New Zealand,20,17,,,,37,4,Men's Bodybuilding
2012 IFBB AUSTRALIAN PRO GRAND PRIX,"Melbourne, Australia","March 17, 2012","Singh, Varinder",India,40,40,,,,80,8,Men's Bodybuilding
2012 IFBB AUSTRALIAN PRO GRAND PRIX,"Melbourne, Australia","March 17, 2012","Timms, Luke","Brisbane, Australia",25,25,,,,50,5,Men's Bodybuilding
2012 IFBB AUSTRALIAN PRO GRAND PRIX,"Melbourne, Australia","March 17, 2012","Warren, Branch","Copper Canyon, TX",5,5,,,,10,1,Men's Bodybuilding
2012 IFBB AUSTRALIAN PRO GRAND PRIX,"Melbourne, Australia","March 17, 2012","Abraham, Elzaibek",Australia,35,36,,,,71,7,Men's Bodybuilding
2012 IFBB ST. LOUIS PRO,"St. Louis, Missouri","March 17, 2012","Andrews, Jennifer","Lexington, KY",6,,,,,6,1,BIKINI
2012 IFBB ST. LOUIS PRO,"St. Louis, Missouri","March 17, 2012","Brannan, Michelle",United Kingdom,19,,,,,19,4,BIKINI
2012 IFBB ST. LOUIS PRO,"St. Louis, Missouri","March 17, 2012","Chapman, Jennifer","McKinney, TX",9,,,,,9,2,BIKINI
2012 IFBB ST. LOUIS PRO,"St. Louis, Missouri","March 17, 2012","Graham, Candyce","Lutz, FL",31,,,,,31,6,BIKINI
2012 IFBB ST. LOUIS PRO,"St. Louis, Missouri","March 17, 2012","Matheny, Taylor","Sand Springs, OK",16,,,,,16,3,BIKINI
2012 IFBB ST. LOUIS PRO,"St. Louis, Missouri","March 17, 2012","Vujnich, Cristina","Rolling Meadows, IL",23,,,,,23,5,BIKINI
2012 IFBB ST. LOUIS PRO,"St. Louis, Missouri","March 17, 2012","White, Beth","Lenexa, KS",32,,,,,32,7,BIKINI
2012 IFBB ST. Louis Pro,"St. Louis, Missouri","March 17, 2012","Cisternino, Bethany","Bridgewater, NJ",5,16,,,,21,2,Fitness
2012 IFBB ST. Louis Pro,"St. Louis, Missouri","March 17, 2012","Ethier, Allison","Quebec, Canada",28,26,,,,54,4,Fitness
2012 IFBB ST. Louis Pro,"St. Louis, Missouri","March 17, 2012","Frederick, Melissa","North Charleston, SC",16,42,,,,58,5,Fitness
2012 IFBB ST. Louis Pro,"St. Louis, Missouri","March 17, 2012","Gales, Michelle","Union City, CA",45,72,,,,117,9,Fitness
2012 IFBB ST. Louis Pro,"St. Louis, Missouri","March 17, 2012","Grishina, Oksana",Russia,7,8,,,,15,1,Fitness
2012 IFBB ST. Louis Pro,"St. Louis, Missouri","March 17, 2012","Peterson, Amy","Jacksonville, FL",26,52,,,,78,7,Fitness
2012 IFBB ST. Louis Pro,"St. Louis, Missouri","March 17, 2012","Puckett, Kayde","Cary, NC",31,64,,,,95,8,Fitness
2012 IFBB ST. Louis Pro,"St. Louis, Missouri","March 17, 2012","Robinson, Tiffany","Troy, AL",20,39,,,,59,6,Fitness
2012 IFBB ST. Louis Pro,"St. Louis, Missouri","March 17, 2012","Ruban, Danielle","Ontario, Canada",12,34,,,,46,3,Fitness
2012 IFBB ST. LOUIS PRO,"St. Louis, Missouri","March 17, 2012","Bodner, Tracy","Aurora, CO",40,,,,,40,8,WOMEN'S PHYSIQUE
2012 IFBB ST. LOUIS PRO,"St. Louis, Missouri","March 17, 2012","Bonviel, LaDrissa","Chicago, IL",45,,,,,45,9,WOMEN'S PHYSIQUE
2012 IFBB ST. LOUIS PRO,"St. Louis, Missouri","March 17, 2012","Lopez, Marina","Aurora, CO",24,,,,,24,5,WOMEN'S PHYSIQUE
2012 IFBB ST. LOUIS PRO,"St. Louis, Missouri","March 17, 2012","Robinson, Jennifer","Bartlett, TN",21,,,,,21,4,WOMEN'S PHYSIQUE
2012 IFBB ST. LOUIS PRO,"St. Louis, Missouri","March 17, 2012","Smythe, Jennifer","Laurence Harbor, NJ",15,,,,,15,3,WOMEN'S PHYSIQUE
2012 IFBB ST. LOUIS PRO,"St. Louis, Missouri","March 17, 2012","Soto, Mikaile","Hanover Park, IL",30,,,,,30,6,WOMEN'S PHYSIQUE
2012 IFBB ST. LOUIS PRO,"St. Louis, Missouri","March 17, 2012","Thompson, Antoinette","Edmond, OK",35,,,,,35,7,WOMEN'S PHYSIQUE
2012 IFBB ST. LOUIS PRO,"St. Louis, Missouri","March 17, 2012","Hurrele, Sara","Denver, CO",5,,,,,5,1,WOMEN'S PHYSIQUE
2012 IFBB ST. LOUIS PRO,"St. Louis, Missouri","March 17, 2012","Blank, Michelle",,10,,,,,10,2,WOMEN'S PHYSIQUE
2012 IFBB ST. LOUIS PRO,"St. Louis, Missouri","March 17, 2012",,,,,,,,,,
2012 IFBB ST. LOUIS PRO,"St. Louis, Missouri","March 17, 2012",,,,,,,,,,
2012 IFBB ST. LOUIS PRO,"St. Louis, Missouri","March 17, 2012",,,,,,,,,,
2012 IFBB ST. LOUIS PRO,"St. Louis, Missouri","March 17, 2012",,,,,,,,,,
2012 IFBB ST. LOUIS PRO,"St. Louis, Missouri","March 17, 2012",,,,,,,,,,
2012 IFBB ST. LOUIS PRO,"St. Louis, Missouri","March 17, 2012",,,,,,,,,,
2012 IFBB ST. LOUIS PRO,"St. Louis, Missouri","March 17, 2012",,,,,,,,,,
2012 IFBB ST. LOUIS PRO,"St. Louis, Missouri","March 17, 2012",,,,,,,,,,
2012 IFBB ST. LOUIS PRO,"St. Louis, Missouri","March 17, 2012",,,,,,,,,,
2012 IFBB ST. LOUIS PRO,"St. Louis, Missouri","March 17, 2012",,,,,,,,,,
2012 IFBB ST. LOUIS PRO,"St. Louis, Missouri","March 17, 2012",,,,,,,,,,
2012 IFBB ST. LOUIS PRO,"St. Louis, Missouri","March 17, 2012",,,,,,,,,,
2012 IFBB ST. LOUIS PRO,"St. Louis, Missouri","March 17, 2012",,,,,,,,,,
2012 IFBB ST. LOUIS PRO,"St. Louis, Missouri","March 17, 2012",,,,,,,,,,
2012 IFBB ST. LOUIS PRO,"St. Louis, Missouri","March 17, 2012",,,,,,,,,,
2012 IFBB ST. LOUIS PRO,"St. Louis, Missouri","March 17, 2012",,,,,,,,,,
IFBB Governor's Cup Pro,"Sacramento, California","March 24, 2012",Leah Berti,"Alberta, Canada",35,,,,,35,12,Figure
IFBB Governor's Cup Pro,"Sacramento, California","March 24, 2012",Melanie Burger,"Pleasanton, CA",41,,,,,41,13,Figure
IFBB Governor's Cup Pro,"Sacramento, California","March 24, 2012",Viviana Casarubbia,Argentina,48,,,,,48,18,Figure
IFBB Governor's Cup Pro,"Sacramento, California","March 24, 2012",Krissy Chin,"Temecula, CA",7,,,,,7,2,Figure
IFBB Governor's Cup Pro,"Sacramento, California","March 24, 2012",Jami DeBernard,"Granite Bay, CA",11,,,,,11,4,Figure
IFBB Governor's Cup Pro,"Sacramento, California","March 24, 2012",Heather Dees,"Lehi, UT",3,,,,,3,1,Figure
IFBB Governor's Cup Pro,"Sacramento, California","March 24, 2012",Deborah Denio,"Culver City, CA",46,,,,,46,16,Figure
IFBB Governor's Cup Pro,"Sacramento, California","March 24, 2012",Wendy Fortino,"San Jose, CA",22,,,,,22,7,Figure
IFBB Governor's Cup Pro,"Sacramento, California","March 24, 2012",Allison Frahn,"Mahwah, NJ",10,,,,,10,3,Figure
