Competition,Location,Date,Competitor Name,Country,Judging,Finals,Round 2,Round 3,Routine,Total,Place,Competition Type
2009 Iron Man Pro,"Los Angeles, California, USA","January 24, 2009","Mendible, Cesar",Venezuela,160,80,,,,240,17,Men's BB
2009 Iron Man Pro,"Los Angeles, California, USA","January 24, 2009","Mishin, Evgeny",Russia,160,80,,,,240,17,Men's BB
2009 Arnold Classic,"Columbus, Ohio, USA","March 6, 2009",Georgina Lona,Mexico,77,82,,,,159,17,Figure
2009 Arnold Classic,"Columbus, Ohio, USA","March 6, 2009",Juliana Malacarne,Brazil,63,71,,,,134,13,Figure
2009 Arnold Classic,"Columbus, Ohio, USA","March 6, 2009",Amy Fry,USA,15,12,,,,27,3,Figure
2009 Arnold Classic,"Columbus, Ohio, USA","March 6, 2009",Zivile Raudoniene,Lithuania,10,5,,,,15,1,Figure
2009 Arnold Classic,"Columbus, Ohio, USA","March 6, 2009",Kristal Richardson,USA,20,19,,,,39,4,Figure
2009 Arnold Classic,"Columbus, Ohio, USA","March 6, 2009",Lenay Hernandez,USA,78,66,,,,144,15,Figure
2009 Arnold Classic,"Columbus, Ohio, USA","March 6, 2009",Sonia Gonzales,USA,39,42,,,,81,8,Figure
2009 Arnold Classic,"Columbus, Ohio, USA","March 6, 2009",Latisha Wilder,USA,61,56,,,,117,12,Figure
2009 Arnold Classic,"Columbus, Ohio, USA","March 6, 2009",Gina Aliotti,USA,5,12,,,,17,2,Figure
2009 Arnold Classic,"Columbus, Ohio, USA","March 6, 2009",Felicia Romero,USA,26,28,,,,54,5,Figure
2009 Arnold Classic,"Columbus, Ohio, USA","March 6, 2009",Heather Mae French,USA,35,34,,,,69,7,Figure
2009 Arnold Classic,"Columbus, Ohio, USA","March 6, 2009",Erin Stern,USA,44,57,,,,101,10,Figure
2009 Arnold Classic,"Columbus, Ohio, USA","March 6, 2009",Brenda Marie Smith,USA,76,75,,,,151,16,Figure
2009 Arnold Classic,"Columbus, Ohio, USA","March 6, 2009",Chastity Slone,USA,54,50,,,,104,11,Figure
2009 Arnold Classic,"Columbus, Ohio, USA","March 6, 2009",Monica Brant,USA,30,35,,,,65,6,Figure
2009 Arnold Classic,"Columbus, Ohio, USA","March 6, 2009",Sherlyn Roy,USA,59,41,,,,100,9,Figure
2009 Arnold Classic,"Columbus, Ohio, USA","March 6, 2009",Huong Arcinas,USA,63,77,,,,140,14,Figure
2009 Arnold Classic,"Columbus, Ohio, USA","March 6, 2009",Nicole Wilkins-Lee,USA,34,33,48,60,,175,8,Fitness
2009 Arnold Classic,"Columbus, Ohio, USA","March 6, 2009",Heidi Fletcher-Sullivan,USA,78,80,71,74,,303,16,Fitness
2009 Arnold Classic,"Columbus, Ohio, USA","March 6, 2009",Regaine DaSilva,Germany,30,26,24,21,,101,4,Fitness
2009 Arnold Classic,"Columbus, Ohio, USA","March 6, 2009",Jessica Clay,USA,66,70,69,78,,283,15,Fitness
2009 Arnold Classic,"Columbus, Ohio, USA","March 6, 2009",Jen Hendershott,USA,7,7,5,8,,27,1,Fitness
2009 Arnold Classic,"Columbus, Ohio, USA","March 6, 2009",Shannon Meteraud,USA,40,35,31,36,,142,6,Fitness
2009 Arnold Classic,"Columbus, Ohio, USA","March 6, 2009",Erin Riley,USA,68,69,42,49,,228,13,Fitness
2009 Arnold Classic,"Columbus, Ohio, USA","March 6, 2009",Oksana Grishina,Russia,51,53,44,28,,176,9,Fitness
2009 Arnold Classic,"Columbus, Ohio, USA","March 6, 2009",Julie Palmer,USA,15,8,26,23,,72,2,Fitness
2009 Arnold Classic,"Columbus, Ohio, USA","March 6, 2009",Mindi O'Brien,Canada,51,58,42,40,,191,10,Fitness
2009 Arnold Classic,"Columbus, Ohio, USA","March 6, 2009",Tina Durkin,USA,24,14,38,50,,126,5,Fitness
2009 Arnold Classic,"Columbus, Ohio, USA","March 6, 2009",Tracey Greenwood,USA,9,24,26,21,,80,3,Fitness
2009 Arnold Classic,"Columbus, Ohio, USA","March 6, 2009",Nicole Duncan,USA,73,72,59,28,,232,14,Fitness
2009 Arnold Classic,"Columbus, Ohio, USA","March 6, 2009",Trish Warren,USA,24,32,45,58,,159,7,Fitness
2009 Arnold Classic,"Columbus, Ohio, USA","March 6, 2009",Tanji Johnson,USA,63,53,36,46,,198,11,Fitness
2009 Arnold Classic,"Columbus, Ohio, USA","March 6, 2009",Bethany Gainey,USA,45,49,63,62,,219,12,Fitness
2009 Arnold Classic,"Columbus, Ohio, USA","March 7, 2009",Moe Elmoussawi,New Zealand,60,32,30,,,122,6,Men's BB
2009 Arnold Classic,"Columbus, Ohio, USA","March 7, 2009",Sergey Shelestov,Russia,74,39,,,,113,8,Men's BB
2009 Arnold Classic,"Columbus, Ohio, USA","March 7, 2009",Victor Martinez,Dominican Republic,16,12,12,,,40,2,Men's BB
2009 Arnold Classic,"Columbus, Ohio, USA","March 7, 2009",Ronny Rockel,Germany,100,49,,,,149,10,Men's BB
2009 Arnold Classic,"Columbus, Ohio, USA","March 7, 2009",Silvio Samuel,Spain,50,22,23,,,95,5,Men's BB
2009 Arnold Classic,"Columbus, Ohio, USA","March 7, 2009",Dennis James,Germany,74,36,,,,110,7,Men's BB
2009 Arnold Classic,"Columbus, Ohio, USA","March 7, 2009",Johnnie Jackson,USA,90,45,,,,135,9,Men's BB
2009 Arnold Classic,"Columbus, Ohio, USA","March 7, 2009",Kai Greene,USA,20,5,5,,,30,1,Men's BB
2009 Arnold Classic,"Columbus, Ohio, USA","March 7, 2009",Branch Warren,USA,24,13,13,,,50,3,Men's BB
2009 Arnold Classic,"Columbus, Ohio, USA","March 7, 2009",Marcus Haley,USA,128,61,,,,189,13,Men's BB
2009 Arnold Classic,"Columbus, Ohio, USA","March 7, 2009",Gustavo Badell,Puerto Rico,114,58,,,,172,11,Men's BB
2009 Arnold Classic,"Columbus, Ohio, USA","March 7, 2009",Toney Freeman,USA,40,20,21,,,81,4,Men's BB
2009 Arnold Classic,"Columbus, Ohio, USA","March 7, 2009",Ahmad Haidar,Lebanon,122,60,,,,182,12,Men's BB
2009 Arnold Classic,"Columbus, Ohio, USA","March 6, 2009",Betty Pariso,USA,,,,,,,,Women's Bodybuilding
2009 Arnold Classic,"Columbus, Ohio, USA","March 6, 2009",Debi Laszewski,USA,20,10,10,,,40,2,Women's Bodybuilding
2009 Arnold Classic,"Columbus, Ohio, USA","March 6, 2009",Iris Kyle,USA,10,5,5,,,20,1,Women's Bodybuilding
2009 Arnold Classic,"Columbus, Ohio, USA","March 6, 2009",Mah-Ann Mendoza,USA,106,52,,,,158,10,Women's Bodybuilding
2009 Arnold Classic,"Columbus, Ohio, USA","March 6, 2009",Rosemary Jennings,USA,118,59,,,,177,12,Women's Bodybuilding
2009 Arnold Classic,"Columbus, Ohio, USA","March 6, 2009",Dena Westerfield,USA,90,46,,,,136,9,Women's Bodybuilding
2009 Arnold Classic,"Columbus, Ohio, USA","March 6, 2009",Betty Viana-Adkins,Venezuela,60,27,30,,,117,6,Women's Bodybuilding
2009 Arnold Classic,"Columbus, Ohio, USA","March 6, 2009",Dayana Cadeau,Canada,50,25,25,,,100,5,Women's Bodybuilding
2009 Arnold Classic,"Columbus, Ohio, USA","March 6, 2009",Heather Armbrust,USA,40,20,21,,,81,4,Women's Bodybuilding
2009 Arnold Classic,"Columbus, Ohio, USA","March 6, 2009",Brenda Raganot,USA,112,48,,,,160,11,Women's Bodybuilding
2009 Arnold Classic,"Columbus, Ohio, USA","March 6, 2009",Yaxeni Oriquen-Garcia,Venezuela,30,15,15,,,60,3,Women's Bodybuilding
2009 Arnold Classic,"Columbus, Ohio, USA","March 6, 2009",Maria Gomez-Segura,Mexico,126,63,,,,189,13,Women's Bodybuilding
2009 Arnold Classic,"Columbus, Ohio, USA","March 6, 2009",Isabelle Turell,USA,70,36,,,,106,7,Women's Bodybuilding
2009 Arnold Classic,"Columbus, Ohio, USA","March 6, 2009",Cathy LeFrancis,Canada,78,37,,,,115,8,Women's Bodybuilding
2009 IFBB AUSTRALIA PRO GRAND PRIX IX,"Melbourne, Australia","March 14, 2009",Constantinos Demetriou,Australia,72,38,,,,110,8,Men's Bodybuilding
2009 IFBB AUSTRALIA PRO GRAND PRIX IX,"Melbourne, Australia","March 14, 2009",Toney Freeman,USA,26,14,12,,,52,3,Men's Bodybuilding
2009 IFBB AUSTRALIA PRO GRAND PRIX IX,"Melbourne, Australia","March 14, 2009",Rusty Jeffers,USA,68,32,,,,100,7,Men's Bodybuilding
2009 IFBB AUSTRALIA PRO GRAND PRIX IX,"Melbourne, Australia","March 14, 2009",Michael Kefalianos,Australia,42,29,20,,,91,4,Men's Bodybuilding
2009 IFBB AUSTRALIA PRO GRAND PRIX IX,"Melbourne, Australia","March 14, 2009",Dexter Oscar,Tahiti,64,30,,,,94,6,Men's Bodybuilding
2009 IFBB AUSTRALIA PRO GRAND PRIX IX,"Melbourne, Australia","March 14, 2009",Grant Pieterse,New Zealand,90,45,,,,135,9,Men's Bodybuilding
2009 IFBB AUSTRALIA PRO GRAND PRIX IX,"Melbourne, Australia","March 14, 2009",Ivan Sadek,Australia,52,27,25,,,104,5,Men's Bodybuilding
2009 IFBB AUSTRALIA PRO GRAND PRIX IX,"Melbourne, Australia","March 14, 2009",Silvio Samuel,Spain,24,11,13,,,48,2,Men's Bodybuilding
2009 IFBB AUSTRALIA PRO GRAND PRIX IX,"Melbourne, Australia","March 14, 2009",Kai Greene,USA,10,5,5,,,20,1,Men's Bodybuilding
2009 IFBB AUSTRALIA PRO GRAND PRIX IX,"Melbourne, Australia","March 14, 2009",,,,,,,,,,
2009 IFBB AUSTRALIA PRO GRAND PRIX IX,"Melbourne, Australia","March 14, 2009",,,,,,,,,,
2009 IFBB AUSTRALIA PRO GRAND PRIX IX,"Melbourne, Australia","March 14, 2009",,,,,,,,,,
2009 IFBB AUSTRALIA PRO GRAND PRIX IX,"Melbourne, Australia","March 14, 2009",,,,,,,,,,
2009 IFBB AUSTRALIA PRO GRAND PRIX IX,"Melbourne, Australia","March 14, 2009",,,,,,,,,,
2009 IFBB AUSTRALIA PRO GRAND PRIX IX,"Melbourne, Australia","March 14, 2009",,,,,,,,,,
2009 IFBB AUSTRALIA PRO GRAND PRIX IX,"Melbourne, Australia","March 14, 2009",,,,,,,,,,
2009 IFBB EUROPA SHOW OF CHAMPIONS ORLANDO,"Orlando, Florida","April 18, 2009","Bernardo, Aymara",Venezuela,71,72,,,,143,16,Women's Figure
2009 IFBB EUROPA SHOW OF CHAMPIONS ORLANDO,"Orlando, Florida","April 18, 2009","Brant, Monica",USA,13,15,,,,28,3,Women's Figure
2009 IFBB EUROPA SHOW OF CHAMPIONS ORLANDO,"Orlando, Florida","April 18, 2009","Brown, Deanne",Canada,80,80,,,,160,16,Women's Figure
2009 IFBB EUROPA SHOW OF CHAMPIONS ORLANDO,"Orlando, Florida","April 18, 2009","Caulard, Natalie",USA,80,80,,,,160,16,Women's Figure
2009 IFBB EUROPA SHOW OF CHAMPIONS ORLANDO,"Orlando, Florida","April 18, 2009","Cammor, Rachel",USA,41,46,,,,87,8,Women's Figure
2009 IFBB EUROPA SHOW OF CHAMPIONS ORLANDO,"Orlando, Florida","April 18, 2009","French, Heather Mae",USA,9,9,,,,18,2,Women's Figure
2009 IFBB EUROPA SHOW OF CHAMPIONS ORLANDO,"Orlando, Florida","April 18, 2009","Gardner, Brandie",USA,71,71,,,,142,14,Women's Figure
2009 IFBB EUROPA SHOW OF CHAMPIONS ORLANDO,"Orlando, Florida","April 18, 2009","Haines, Valerie",USA,34,29,,,,63,6,Women's Figure
2009 IFBB EUROPA SHOW OF CHAMPIONS ORLANDO,"Orlando, Florida","April 18, 2009","Halikka, Lisbeth",Finland,80,80,,,,160,16,Women's Figure
2009 IFBB EUROPA SHOW OF CHAMPIONS ORLANDO,"Orlando, Florida","April 18, 2009","Hernandez, Alana",USA,80,80,,,,160,16,Women's Figure
2009 IFBB EUROPA SHOW OF CHAMPIONS ORLANDO,"Orlando, Florida","April 18, 2009","Holland, Catherine",USA,80,80,,,,160,16,Women's Figure
2009 IFBB EUROPA SHOW OF CHAMPIONS ORLANDO,"Orlando, Florida","April 18, 2009","Jimenez, Ines",Costa Rica,80,80,,,,160,16,Women's Figure
2009 IFBB EUROPA SHOW OF CHAMPIONS ORLANDO,"Orlando, Florida","April 18, 2009","Keene, Candice",USA,29,34,,,,63,6,Women's Figure
2009 IFBB EUROPA SHOW OF CHAMPIONS ORLANDO,"Orlando, Florida","April 18, 2009","Kerr, Cea Anna",Canada,80,80,,,,160,16,Women's Figure
2009 IFBB EUROPA SHOW OF CHAMPIONS ORLANDO,"Orlando, Florida","April 18, 2009","Martin, Amy Lee",USA,80,80,,,,160,16,Women's Figure
2009 IFBB EUROPA SHOW OF CHAMPIONS ORLANDO,"Orlando, Florida","April 18, 2009","Mertl, Petra",Czech Rep.,80,80,,,,160,16,Women's Figure
2009 IFBB EUROPA SHOW OF CHAMPIONS ORLANDO,"Orlando, Florida","April 18, 2009","Migliacci, Jennifer",USA,57,59,,,,116,11,Women's Figure
2009 IFBB EUROPA SHOW OF CHAMPIONS ORLANDO,"Orlando, Florida","April 18, 2009","Mason-Etiz, Hazal",USA,45,44,,,,89,10,Women's Figure
2009 IFBB EUROPA SHOW OF CHAMPIONS ORLANDO,"Orlando, Florida","April 18, 2009","Negaravskaite, Inga",Lithuania,18,18,,,,36,4,Women's Figure
2009 IFBB EUROPA SHOW OF CHAMPIONS ORLANDO,"Orlando, Florida","April 18, 2009","Nunn, Kristin",USA,62,80,,,,142,14,Women's Figure
2009 IFBB EUROPA SHOW OF CHAMPIONS ORLANDO,"Orlando, Florida","April 18, 2009","Pitcher-Scott, Nicole",United Kingdom,80,80,,,,160,16,Women's Figure
2009 IFBB EUROPA SHOW OF CHAMPIONS ORLANDO,"Orlando, Florida","April 18, 2009","Porter, Marcy",USA,69,74,,,,143,16,Women's Figure
2009 IFBB EUROPA SHOW OF CHAMPIONS ORLANDO,"Orlando, Florida","April 18, 2009","Stern, Erin",USA,27,26,,,,53,5,Women's Figure
2009 IFBB EUROPA SHOW OF CHAMPIONS ORLANDO,"Orlando, Florida","April 18, 2009","Sitter, Laura",USA,44,44,,,,88,9,Women's Figure
2009 IFBB EUROPA SHOW OF CHAMPIONS ORLANDO,"Orlando, Florida","April 18, 2009","Tancher, Shelly",USA,80,80,,,,160,16,Women's Figure
2009 IFBB EUROPA SHOW OF CHAMPIONS ORLANDO,"Orlando, Florida","April 18, 2009","Waples, Natalie",Canada,67,65,,,,132,12,Women's Figure
2009 IFBB EUROPA SHOW OF CHAMPIONS ORLANDO,"Orlando, Florida","April 18, 2009","Williams-Lee, Nicole",USA,9,8,,,,17,1,Women's Figure
2009 IFBB EUROPA SHOW OF CHAMPIONS ORLANDO,"Orlando, Florida","April 18, 2009","Williams, Karen",Trinidad,80,55,,,,135,13,Women's Figure
2009 IFBB EUROPA SHOW OF CHAMPIONS ORLANDO,"Orlando, Florida","April 18, 2009","Blanchard, Maggie",USA,61,63,38,45,,207,11,Women's Fitness
2009 IFBB EUROPA SHOW OF CHAMPIONS ORLANDO,"Orlando, Florida","April 18, 2009","Booth-Palmer, Jessica",USA,38,36,43,56,,173,8,Women's Fitness
2009 IFBB EUROPA SHOW OF CHAMPIONS ORLANDO,"Orlando, Florida","April 18, 2009","Cares, Myriam",Canada,18,18,6,15,,57,2,Women's Fitness
2009 IFBB EUROPA SHOW OF CHAMPIONS ORLANDO,"Orlando, Florida","April 18, 2009","Dey, Shannon",USA,67,68,56,51,,242,13,Women's Fitness
2009 IFBB EUROPA SHOW OF CHAMPIONS ORLANDO,"Orlando, Florida","April 18, 2009","Durkin, Tina",USA,13,12,31,32,,88,5,Women's Fitness
2009 IFBB EUROPA SHOW OF CHAMPIONS ORLANDO,"Orlando, Florida","April 18, 2009","Frederick, Melissa",USA,34,33,47,44,,158,6,Women's Fitness
2009 IFBB EUROPA SHOW OF CHAMPIONS ORLANDO,"Orlando, Florida","April 18, 2009","Graber, Ryan",Canada,57,57,31,35,,180,9,Women's Fitness
2009 IFBB EUROPA SHOW OF CHAMPIONS ORLANDO,"Orlando, Florida","April 18, 2009","Hughes, Liza",USA,57,55,60,46,,218,12,Women's Fitness
2009 IFBB EUROPA SHOW OF CHAMPIONS ORLANDO,"Orlando, Florida","April 18, 2009","Jones, Donna",Australia,33,35,42,52,,162,7,Women's Fitness
2009 IFBB EUROPA SHOW OF CHAMPIONS ORLANDO,"Orlando, Florida","April 18, 2009","Meteraud, Shannon",USA,5,6,15,13,,39,1,Women's Fitness
2009 IFBB EUROPA SHOW OF CHAMPIONS ORLANDO,"Orlando, Florida","April 18, 2009","Norton, Leslie Rae",USA,62,58,66,70,,256,14,Women's Fitness
2009 IFBB EUROPA SHOW OF CHAMPIONS ORLANDO,"Orlando, Florida","April 18, 2009","O'Brien, Mindi",Canada,24,24,10,9,,67,3,Women's Fitness
2009 IFBB EUROPA SHOW OF CHAMPIONS ORLANDO,"Orlando, Florida","April 18, 2009","Polk, Mandy",USA,70,70,74,71,,285,15,Women's Fitness
2009 IFBB EUROPA SHOW OF CHAMPIONS ORLANDO,"Orlando, Florida","April 18, 2009","Riley, Erin",USA,15,16,21,18,,70,4,Women's Fitness
2009 IFBB EUROPA SHOW OF CHAMPIONS ORLANDO,"Orlando, Florida","April 18, 2009","Silva, Siene",USA,45,45,56,40,,186,10,Women's Fitness
2009 Europa Show of Champions Orlando,"Orlando, Florida","April 18, 2009","Alves, Troy",USA,5,5,5,,,15,1,Men's Bodybuilding
2009 Europa Show of Champions Orlando,"Orlando, Florida","April 18, 2009","Bautista, Francisco",Spain,31,30,,,,,,Men's Bodybuilding
2009 Europa Show of Champions Orlando,"Orlando, Florida","April 18, 2009","Carrasco, Raul",Spain,80,80,,,,,,Men's Bodybuilding
2009 Europa Show of Champions Orlando,"Orlando, Florida","April 18, 2009","Charles, Darrem",Trinidad,15,13,15,,,43,3,Men's Bodybuilding
2009 Europa Show of Champions Orlando,"Orlando, Florida","April 18, 2009","Deckard, Omar",USA,61,60,,,,,,Men's Bodybuilding
2009 Europa Show of Champions Orlando,"Orlando, Florida","April 18, 2009","Farah, George",USA,34,37,,,,,,Men's Bodybuilding
2009 Europa Show of Champions Orlando,"Orlando, Florida","April 18, 2009","Haman, Andy",USA,65,64,,,,,,Men's Bodybuilding
2009 Europa Show of Champions Orlando,"Orlando, Florida","April 18, 2009","Holloway, Jr., Milton",USA,80,80,,,,,,Men's Bodybuilding
2009 Europa Show of Champions Orlando,"Orlando, Florida","April 18, 2009","Long, Don",USA,55,56,,,,,,Men's Bodybuilding
2009 Europa Show of Champions Orlando,"Orlando, Florida","April 18, 2009","Oscar, Dexter",Tahiti,70,64,,,,,,Men's Bodybuilding
2009 Europa Show of Champions Orlando,"Orlando, Florida","April 18, 2009","Rowe, Jonathan",USA,41,42,,,,,,Men's Bodybuilding
2009 Europa Show of Champions Orlando,"Orlando, Florida","April 18, 2009","Sauvage, Frederic",France,26,25,20,,,71,5,Men's Bodybuilding
2009 Europa Show of Champions Orlando,"Orlando, Florida","April 18, 2009","Seccarecci, Daniele",Italy,50,58,,,,,,Men's Bodybuilding
2009 Europa Show of Champions Orlando,"Orlando, Florida","April 18, 2009","Shelestov, Sergey",Russia,20,20,25,,,65,4,Men's Bodybuilding
2009 Europa Show of Champions Orlando,"Orlando, Florida","April 18, 2009","Simmons, John",USA,80,80,,,,,,Men's Bodybuilding
2009 Europa Show of Champions Orlando,"Orlando, Florida","April 18, 2009","Wonsley, Nathan",USA,73,70,,,,,,Men's Bodybuilding
2009 Europa Show of Champions Orlando,"Orlando, Florida","April 18, 2009","Yamagishi, Hidetada",Japan,10,12,10,,,32,2,Men's Bodybuilding
2009 Europa Show of Champions Orlando,"Orlando, Florida","April 18, 2009","Filho, Miguel",Brazil,43,44,,,,,,Men's Bodybuilding
2009 IFBB PITTSBURGH,"Pittsburgh, Pennsylvania","May 2, 2009","Ahmad, Ahmad",Sweden,50,23,18,,,91,4,Men's 202 Under
2009 IFBB PITTSBURGH,"Pittsburgh, Pennsylvania","May 2, 2009","Arntz, Jason",USA,34,16,17,,,67,3,Men's 202 Under
2009 IFBB PITTSBURGH,"Pittsburgh, Pennsylvania","May 2, 2009","Burke, Steve",USA,114,59,,,,173,12,Men's 202 Under
2009 IFBB PITTSBURGH,"Pittsburgh, Pennsylvania","May 2, 2009","Correa Da Silva, Eduardo",Brazil,10,5,5,,,20,1,Men's 202 Under
2009 IFBB PITTSBURGH,"Pittsburgh, Pennsylvania","May 2, 2009","Dugdale, Mark",USA,20,10,10,,,40,2,Men's 202 Under
2009 IFBB PITTSBURGH,"Pittsburgh, Pennsylvania","May 2, 2009","Farah, George",USA,38,32,25,,,95,5,Men's 202 Under
2009 IFBB PITTSBURGH,"Pittsburgh, Pennsylvania","May 2, 2009","Galanti, Vinny",USA,82,40,,,,122,8,Men's 202 Under
2009 IFBB PITTSBURGH,"Pittsburgh, Pennsylvania","May 2, 2009","Jones, Richard",USA,86,45,,,,131,9,Men's 202 Under
2009 IFBB PITTSBURGH,"Pittsburgh, Pennsylvania","May 2, 2009","Rando, Greg",USA,68,25,,,,93,7,Men's 202 Under
2009 IFBB PITTSBURGH,"Pittsburgh, Pennsylvania","May 2, 2009","Solis Torres, Mauricio",Puerto Rico,114,55,,,,169,11,Men's 202 Under
2009 IFBB PITTSBURGH,"Pittsburgh, Pennsylvania","May 2, 2009","Valentino, Mike",USA,52,25,,,,77,6,Men's 202 Under
2009 IFBB PITTSBURGH,"Pittsburgh, Pennsylvania","May 2, 2009","Wonsley, Nathan",USA,100,51,,,,151,10,Men's 202 Under
2009 IFBB NEW YORK PRO,"New York, New York, USA","April 11, 2009",Maggie Blanchard,USA,42,44,36,42,,164,10,FITNESS
2009 IFBB NEW YORK PRO,"New York, New York, USA","April 11, 2009",Myriam Capes,Canada,31,11,53,18,,113,5,FITNESS
2009 IFBB NEW YORK PRO,"New York, New York, USA","April 11, 2009",Shannon Dey,USA,39,38,34,38,,149,9,FITNESS
2009 IFBB NEW YORK PRO,"New York, New York, USA","April 11, 2009",Tina Durkin,USA,31,18,11,27,,87,3,FITNESS
2009 IFBB NEW YORK PRO,"New York, New York, USA","April 11, 2009",Ryall Graber,Canada,45,46,21,53,,165,11,FITNESS
2009 IFBB NEW YORK PRO,"New York, New York, USA","April 11, 2009",Stephanie Irick,USA,49,50,32,5,,136,7,FITNESS
2009 IFBB NEW YORK PRO,"New York, New York, USA","April 11, 2009",Donna Jones,Australia,51,51,42,45,,189,12,FITNESS
2009 IFBB NEW YORK PRO,"New York, New York, USA","April 11, 2009",Shannon Meteraud,USA,11,5,18,11,,45,1,FITNESS
2009 IFBB NEW YORK PRO,"New York, New York, USA","April 11, 2009",Erin Riley,USA,33,34,45,21,,133,6,FITNESS
2009 IFBB NEW YORK PRO,"New York, New York, USA","April 11, 2009",Bethany Wagner,USA,5,33,51,51,,140,8,FITNESS
2009 IFBB NEW YORK PRO,"New York, New York, USA","April 11, 2009",Trish Warren,USA,15,22,5,32,,74,2,FITNESS
2009 IFBB NEW YORK PRO,"New York, New York, USA","April 11, 2009",Nicole Wilkins-Lee,USA,17,21,27,34,,99,4,FITNESS
2009 IFBB New York Pro Championships,"New York, New York","May 16, 2009","Arntz, Jason",USA,52,29,,,,81,5,Men's 202
2009 IFBB New York Pro Championships,"New York, New York","May 16, 2009","Bellehumeur, Gilles",Canada,100,50,,,,150,10,Men's 202
2009 IFBB New York Pro Championships,"New York, New York","May 16, 2009","Correa Da Silva, Eduardo",Brazil,40,19,,,,59,4,Men's 202
2009 IFBB New York Pro Championships,"New York, New York","May 16, 2009","Dugdale, Mark",USA,20,14,11,,,45,2,Men's 202
2009 IFBB New York Pro Championships,"New York, New York","May 16, 2009","English, Kevin",USA,10,5,5,,,20,1,Men's 202
2009 IFBB New York Pro Championships,"New York, New York","May 16, 2009","Galanti, Vinny",USA,74,37,,,,111,7,Men's 202
2009 IFBB New York Pro Championships,"New York, New York","May 16, 2009","Henry, David",USA,30,12,14,,,56,3,Men's 202
2009 IFBB New York Pro Championships,"New York, New York","May 16, 2009","Mubarak, Fakhri",USA,58,26,,,,84,6,Men's 202
