Competition,Location,Date,Competitor Name,Country,Judging,Finals,Round 2,Round 3,Routine,Total,Place,Competition Type
2022 Arnold Classic,"Columbus, Ohio, USA","March 5, 2022",Ashley Kaltwasser,USA,15,,,,,15,3,Women's Bikini
2022 Arnold Classic,"Columbus, Ohio, USA","March 5, 2022",Alessia Facchin,Italy,29,,,,,29,6,Women's Bikini
2022 Arnold Classic,"Columbus, Ohio, USA","March 5, 2022",Maureen Blanquisco,Norway,12,,,,,12,2,Women's Bikini
2022 Arnold Classic,"Columbus, Ohio, USA","March 5, 2022",Lucia Malavaze,Brazil,35,,,,,35,7,Women's Bikini
2022 Arnold Classic,"Columbus, Ohio, USA","March 5, 2022",Phoebe Hagan,United Kingdom,45,,,,,45,9,Women's Bikini
2022 Arnold Classic,"Columbus, Ohio, USA","March 5, 2022",Elisa Pecini,Brazil,20,,,,,20,4,Women's Bikini
2022 Arnold Classic,"Columbus, Ohio, USA","March 5, 2022",Jourdanne Lee,Canada,27,,,,,27,5,Women's Bikini
2022 Arnold Classic,"Columbus, Ohio, USA","March 5, 2022",Allison Testu,France,50,,,,,50,10,Women's Bikini
2022 Arnold Classic,"Columbus, Ohio, USA","March 5, 2022",Lauralie Chapados,Canada,5,,,,,5,1,Women's Bikini
2022 Arnold Classic,"Columbus, Ohio, USA","March 5, 2022",Lauren Dannenmiller,USA,40,,,,,40,8,Women's Bikini
2022 Arnold Classic,"Columbus, Ohio, USA","March 5, 2022",Ashley Kaltwasser,USA,15,,,,,15,3,Women's Bikini
2022 Arnold Classic,"Columbus, Ohio, USA","March 5, 2022",Alessia Facchin,Italy,29,,,,,29,6,Women's Bikini
2022 Arnold Classic,"Columbus, Ohio, USA","March 5, 2022",Maureen Blanquisco,Norway,12,,,,,12,2,Women's Bikini
2022 Arnold Classic,"Columbus, Ohio, USA","March 5, 2022",Lucia Malavaze,Brazil,35,,,,,35,7,Women's Bikini
2022 Arnold Classic,"Columbus, Ohio, USA","March 5, 2022",Phoebe Hagan,United Kingdom,45,,,,,45,9,Women's Bikini
2022 Arnold Classic,"Columbus, Ohio, USA","March 5, 2022",Elisa Pecini,Brazil,20,,,,,20,4,Women's Bikini
2022 Arnold Classic,"Columbus, Ohio, USA","March 5, 2022",Jourdanlee Lee,Canada,27,,,,,27,5,Women's Bikini
2022 Arnold Classic,"Columbus, Ohio, USA","March 5, 2022",Allison Testu,France,50,,,,,50,10,Women's Bikini
2022 Arnold Classic,"Columbus, Ohio, USA","March 5, 2022",Lauralie Chapados,Canada,5,,,,,5,1,Women's Bikini
2022 Arnold Classic,"Columbus, Ohio, USA","March 4, 2022",Terrence Ruffin,USA,5,,,,,5,1,Men's Classic Physique
2022 Arnold Classic,"Columbus, Ohio, USA","March 4, 2022",Darwin Uribe,Colombia,41,,,,,41,8,Men's Classic Physique
2022 Arnold Classic,"Columbus, Ohio, USA","March 4, 2022",Peter Molnar,Hungary,32,,,,,32,6,Men's Classic Physique
2022 Arnold Classic,"Columbus, Ohio, USA","March 4, 2022",Urs Kalecinski,Germany,15,,,,,15,3,Men's Classic Physique
2022 Arnold Classic,"Columbus, Ohio, USA","March 4, 2022",Divine Wilson,USA,33,,,,,33,7,Men's Classic Physique
2022 Arnold Classic,"Columbus, Ohio, USA","March 4, 2022",Lenny Wicks,USA,44,,,,,44,9,Men's Classic Physique
2022 Arnold Classic,"Columbus, Ohio, USA","March 4, 2022",Ramon Rocha Queiroz,Brazil,10,,,,,10,2,Men's Classic Physique
2022 Arnold Classic,"Columbus, Ohio, USA","March 4, 2022",Breon Ansley,USA,20,,,,,20,4,Men's Classic Physique
2022 Arnold Classic,"Columbus, Ohio, USA","March 4, 2022",Michael Daboul,United Kingdom,25,,,,,25,5,Men's Classic Physique
2022 Arnold Classic,"Columbus, Ohio, USA","March 4, 2022",Bonjana Vasiljevic,USA,30,,,,,30,6,Women's Figure
2022 Arnold Classic,"Columbus, Ohio, USA","March 4, 2022",Nicole Zenobia Graham,USA,19,,,,,19,4,Women's Figure
2022 Arnold Classic,"Columbus, Ohio, USA","March 4, 2022",Wendy Fortino,USA,48,,,,,48,10,Women's Figure
2022 Arnold Classic,"Columbus, Ohio, USA","March 4, 2022",Larhannah Robinson,USA,40,,,,,40,8,Women's Figure
2022 Arnold Classic,"Columbus, Ohio, USA","March 4, 2022",An Da Jeong,South Korea,47,,,,,47,9,Women's Figure
2022 Arnold Classic,"Columbus, Ohio, USA","March 4, 2022",Natalia Soltero,Mexico,25,,,,,25,5,Women's Figure
2022 Arnold Classic,"Columbus, Ohio, USA","March 4, 2022",Latoya Farley,USA,35,,,,,35,7,Women's Figure
2022 Arnold Classic,"Columbus, Ohio, USA","March 4, 2022",Cydney Gillon,USA,5,,,,,5,1,Women's Figure
2022 Arnold Classic,"Columbus, Ohio, USA","March 4, 2022",Lola Montez,Canada,14,,,,,14,3,Women's Figure
2022 Arnold Classic,"Columbus, Ohio, USA","March 4, 2022",Jessica Reyes Padilla,Puerto Rico,12,,,,,12,2,Women's Figure
2022 Arnold Classic,"Columbus, Ohio, USA","March 4, 2022",Allison Kramer,USA,27,66,,,,93,6,Women's Fitness
2022 Arnold Classic,"Columbus, Ohio, USA","March 4, 2022",Missy Truscott,Canada,8,20,,,,28,2,Women's Fitness
2022 Arnold Classic,"Columbus, Ohio, USA","March 4, 2022",Jaclyn Baker,USA,15,30,,,,45,3,Women's Fitness
2022 Arnold Classic,"Columbus, Ohio, USA","March 4, 2022",Kate Errington,United Kingdom,29,54,,,,83,4,Women's Fitness
2022 Arnold Classic,"Columbus, Ohio, USA","March 4, 2022",Ariel Khadr,USA,7,10,,,,17,1,Women's Fitness
2022 Arnold Classic,"Columbus, Ohio, USA","March 4, 2022",Sara Kovach,USA,45,80,,,,125,9,Women's Fitness
2022 Arnold Classic,"Columbus, Ohio, USA","March 4, 2022",Aurika Tyrgale,USA,40,72,,,,112,8,Women's Fitness
2022 Arnold Classic,"Columbus, Ohio, USA","March 4, 2022",Minna Pajulahti,Finland,35,74,,,,109,7,Women's Fitness
2022 Arnold Classic,"Columbus, Ohio, USA","March 4, 2022",Tamara Vahn,Canada,20,68,,,,88,5,Women's Fitness
2022 Arnold Classic,"Columbus, Ohio, USA","March 4, 2022",Amanda Ciani,USA,50,80,,,,130,10,Women's Fitness
2022 Arnold Classic,"Columbus, Ohio, USA","March 5, 2022",Samson Dauda,United Kingdom,25,16,,,,41,4,Men's Open Bodybuilding
2022 Arnold Classic,"Columbus, Ohio, USA","March 5, 2022",Regan Grimes,Canada,35,35,,,,70,7,Men's Open Bodybuilding
2022 Arnold Classic,"Columbus, Ohio, USA","March 5, 2022",Brandon Curry,USA,5,7,,,,12,1,Men's Open Bodybuilding
2022 Arnold Classic,"Columbus, Ohio, USA","March 5, 2022",Steve Kuclo,USA,18,20,,,,38,3,Men's Open Bodybuilding
2022 Arnold Classic,"Columbus, Ohio, USA","March 5, 2022",Fabio Giga Rezende,Brazil,45,45,,,,90,9,Men's Open Bodybuilding
2022 Arnold Classic,"Columbus, Ohio, USA","March 5, 2022",Brett Wilkin,USA,30,30,,,,60,6,Men's Open Bodybuilding
2022 Arnold Classic,"Columbus, Ohio, USA","March 5, 2022",William Bonac,Netherlands,10,8,,,,18,2,Men's Open Bodybuilding
2022 Arnold Classic,"Columbus, Ohio, USA","March 5, 2022",Maxx Charles,USA,40,40,,,,80,8,Men's Open Bodybuilding
2022 Arnold Classic,"Columbus, Ohio, USA","March 5, 2022",Justin Rodriguez,Dominican Republic,17,25,,,,42,5,Men's Open Bodybuilding
2022 ARNOLD CLASSIC,"Columbus, Ohio, USA","March 5, 2022",Daniel Leone,Italy,40,,,,,40,8,Men's Physique
2022 ARNOLD CLASSIC,"Columbus, Ohio, USA","March 5, 2022",Drelyn Hunt,USA,45,,,,,45,9,Men's Physique
2022 ARNOLD CLASSIC,"Columbus, Ohio, USA","March 5, 2022",Diogo Montenegro,Brazil,15,,,,,15,3,Men's Physique
2022 ARNOLD CLASSIC,"Columbus, Ohio, USA","March 5, 2022",Erin Banks,USA,5,,,,,5,1,Men's Physique
2022 ARNOLD CLASSIC,"Columbus, Ohio, USA","March 5, 2022",Terrance Teo Kok Hua,Malaysia,32,,,,,32,6,Men's Physique
2022 ARNOLD CLASSIC,"Columbus, Ohio, USA","March 5, 2022",Choi Bong Seok,South Korea,25,,,,,25,5,Men's Physique
2022 ARNOLD CLASSIC,"Columbus, Ohio, USA","March 5, 2022",Antoine Weatherspoon,USA,20,,,,,20,4,Men's Physique
2022 ARNOLD CLASSIC,"Columbus, Ohio, USA","March 5, 2022",Riccardo Croci,Italy,33,,,,,33,7,Men's Physique
2022 ARNOLD CLASSIC,"Columbus, Ohio, USA","March 5, 2022",Emanul Hunter,USA,10,,,,,10,2,Men's Physique
2022 ARNOLD CLASSIC,"Columbus, Ohio, USA","March 5, 2022",Gabriele Andriulli,Italy,5,,,,,5,1,Men's Wheelchair
2022 ARNOLD CLASSIC,"Columbus, Ohio, USA","March 5, 2022",Harold Kelley,USA,10,,,,,10,2,Men's Wheelchair
2022 ARNOLD CLASSIC,"Columbus, Ohio, USA","March 5, 2022",Bradley Betts,USA,15,,,,,15,3,Men's Wheelchair
2022 ARNOLD CLASSIC,"Columbus, Ohio, USA","March 5, 2022",Chad McCrary,USA,20,,,,,20,4,Men's Wheelchair
2022 Arnold Classic,"Columbus, Ohio, USA","March 5, 2022",Julia Chitarra,Brazil,20,,,,,20,4,Women's Wellness
2022 Arnold Classic,"Columbus, Ohio, USA","March 5, 2022",Isabelle Nunes,Brazil,5,,,,,5,1,Women's Wellness
2022 Arnold Classic,"Columbus, Ohio, USA","March 5, 2022",Yarishna Ayala,Puerto Rico,25,,,,,25,5,Women's Wellness
2022 Arnold Classic,"Columbus, Ohio, USA","March 5, 2022",Angela Borges,Brazil,10,,,,,10,2,Women's Wellness
2022 Arnold Classic,"Columbus, Ohio, USA","March 5, 2022",Devyn Cambre,USA,45,,,,,45,9,Women's Wellness
2022 Arnold Classic,"Columbus, Ohio, USA","March 5, 2022",Lorena Ragusa,USA,38,,,,,38,8,Women's Wellness
2022 Arnold Classic,"Columbus, Ohio, USA","March 5, 2022",Sunny Andrews,USA,15,,,,,15,3,Women's Wellness
2022 Arnold Classic,"Columbus, Ohio, USA","March 5, 2022",Barbara Cesar,USA,37,,,,,37,7,Women's Wellness
2022 Arnold Classic,"Columbus, Ohio, USA","March 5, 2022",Casey Delong,USA,50,,,,,50,10,Women's Wellness
2022 Arnold Classic,"Columbus, Ohio, USA","March 5, 2022",Kassandra Gillis,Canada,30,,,,,30,6,Women's Wellness
2022 IFBB PRO LEAGUE CARIBBEAN GRAND PRIX BERMUDA PRO,"Hamilton, Bermuda","March 26, 2022",Helaine De Tomasi,"St. Petersburg, Florida",9,,,,,28,9,Bikini
2022 IFBB PRO LEAGUE CARIBBEAN GRAND PRIX BERMUDA PRO,"Hamilton, Bermuda","March 26, 2022",Alessia Facchin,Italy,3,,,,,9,3,Bikini
2022 IFBB PRO LEAGUE CARIBBEAN GRAND PRIX BERMUDA PRO,"Hamilton, Bermuda","March 26, 2022",Eli Fernandez,Mexico,1,,,,,3,1,Bikini
2022 IFBB PRO LEAGUE CARIBBEAN GRAND PRIX BERMUDA PRO,"Hamilton, Bermuda","March 26, 2022",Natasha Hopkins,"Tucson, Arizona",7,,,,,21,7,Bikini
2022 IFBB PRO LEAGUE CARIBBEAN GRAND PRIX BERMUDA PRO,"Hamilton, Bermuda","March 26, 2022",Nittaya Kongthun,Thailand,5,,,,,15,5,Bikini
2022 IFBB PRO LEAGUE CARIBBEAN GRAND PRIX BERMUDA PRO,"Hamilton, Bermuda","March 26, 2022",Ashlyn Little,"Fort Lauderdale, Florida",2,,,,,6,2,Bikini
2022 IFBB PRO LEAGUE CARIBBEAN GRAND PRIX BERMUDA PRO,"Hamilton, Bermuda","March 26, 2022",Ana Montero,"San Diego, California",8,,,,,26,8,Bikini
2022 IFBB PRO LEAGUE CARIBBEAN GRAND PRIX BERMUDA PRO,"Hamilton, Bermuda","March 26, 2022",Shannon Showalter,"Scottsdale, Arizona",10,,,,,29,10,Bikini
2022 IFBB PRO LEAGUE CARIBBEAN GRAND PRIX BERMUDA PRO,"Hamilton, Bermuda","March 26, 2022",Elisangela Angell,Brazil,4,,,,,12,4,Bikini
2022 IFBB PRO LEAGUE CARIBBEAN GRAND PRIX BERMUDA PRO,"Hamilton, Bermuda","March 26, 2022",Samantha Kucera,"Washington DC, USA",6,,,,,18,6,Bikini
2022 IFBB PRO LEAGUE CARIBBEAN GRAND PRIX BERMUDA PRO,"Hamilton, Bermuda","March 26, 2022",Barbara Cesar,"Miami Beach, Florida",1,,,,,3,1,WELLNESS
2022 IFBB PRO LEAGUE CARIBBEAN GRAND PRIX BERMUDA PRO,"Hamilton, Bermuda","March 26, 2022",Casey DeLong,"Junction City, Georgia",4,,,,,12,4,WELLNESS
2022 IFBB PRO LEAGUE CARIBBEAN GRAND PRIX BERMUDA PRO,"Hamilton, Bermuda","March 26, 2022",Celeste Morales,"Harlingen, Texas",6,,,,,18,6,WELLNESS
2022 IFBB PRO LEAGUE CARIBBEAN GRAND PRIX BERMUDA PRO,"Hamilton, Bermuda","March 26, 2022",Lorena Ragusa,"Fort Myers, Florida",2,,,,,6,2,WELLNESS
2022 IFBB PRO LEAGUE CARIBBEAN GRAND PRIX BERMUDA PRO,"Hamilton, Bermuda","March 26, 2022",Nerilde Garcia Strey,Spain,5,,,,,15,5,WELLNESS
2022 IFBB PRO LEAGUE CARIBBEAN GRAND PRIX BERMUDA PRO,"Hamilton, Bermuda","March 26, 2022",Mariela Peres Carvalho,Brazil,3,,,,,9,3,WELLNESS
2022 IFBB PRO LEAGUE BOSTON PRO,"Boston, Massachusetts","March 12, 2022",Maureen Blanquisco,Philippines,3,,,,,3,1,Bikini
2022 IFBB PRO LEAGUE BOSTON PRO,"Boston, Massachusetts","March 12, 2022",Jessica Nicole Dolias,"Toms River, New Jersey",15,,,,,15,5,Bikini
2022 IFBB PRO LEAGUE BOSTON PRO,"Boston, Massachusetts","March 12, 2022",Alessia Facchin,Italy,12,,,,,12,4,Bikini
2022 IFBB PRO LEAGUE BOSTON PRO,"Boston, Massachusetts","March 12, 2022",Eli Fernandez,Mexico,9,,,,,9,3,Bikini
2022 IFBB PRO LEAGUE BOSTON PRO,"Boston, Massachusetts","March 12, 2022",Nittaya Kongthun,Thailand,24,,,,,24,8,Bikini
2022 IFBB PRO LEAGUE BOSTON PRO,"Boston, Massachusetts","March 12, 2022",Crystal Leigh,"Sidney, Maine",21,,,,,21,7,Bikini
2022 IFBB PRO LEAGUE BOSTON PRO,"Boston, Massachusetts","March 12, 2022",Anya Nicholson,"Henderson, Nevada",18,,,,,18,6,Bikini
2022 IFBB PRO LEAGUE BOSTON PRO,"Boston, Massachusetts","March 12, 2022",Elisa Pecini,Brazil,6,,,,,6,2,Bikini
2022 IFBB PRO LEAGUE BOSTON PRO,"Boston, Massachusetts","March 12, 2022",Michael Bell,"Plainfield, New Jersey",15,,,,,15,5,Classic Men's Physique
2022 IFBB PRO LEAGUE BOSTON PRO,"Boston, Massachusetts","March 12, 2022",Antonio Cummings,"Meadville, Pennsylvania",24,,,,,24,8,Classic Men's Physique
2022 IFBB PRO LEAGUE BOSTON PRO,"Boston, Massachusetts","March 12, 2022",Tony Duong,"Peoria, Arizona",6,,,,,6,2,Classic Men's Physique
2022 IFBB PRO LEAGUE BOSTON PRO,"Boston, Massachusetts","March 12, 2022",Urs Kalecinski,Germany,3,,,,,3,1,Classic Men's Physique
2022 IFBB PRO LEAGUE BOSTON PRO,"Boston, Massachusetts","March 12, 2022",Jared Keys,"Portsmouth, Virginia",20,,,,,20,7,Classic Men's Physique
2022 IFBB PRO LEAGUE BOSTON PRO,"Boston, Massachusetts","March 12, 2022",Lamar Shaw,"Raleigh, North Carolina",12,,,,,12,4,Classic Men's Physique
2022 IFBB PRO LEAGUE BOSTON PRO,"Boston, Massachusetts","March 12, 2022",Bartley Weaver IV,"Bowling Green, Kentucky",19,,,,,19,6,Classic Men's Physique
2022 IFBB PRO LEAGUE BOSTON PRO,"Boston, Massachusetts","March 12, 2022",Andrew Wilson,"Birmingham, Alabama",9,,,,,9,3,Classic Men's Physique
2022 IFBB PRO LEAGUE BOSTON PRO,"Boston, Massachusetts","March 12, 2022",Ricardo Martinez,Columbia,27,,,,,27,9,Classic Men's Physique
2022 IFBB PRO LEAGUE BOSTON PRO,"Boston, Massachusetts","March 12, 2022",Luana Carpareli,Italy,24,,,,,24,8,FIGURE
2022 IFBB PRO LEAGUE BOSTON PRO,"Boston, Massachusetts","March 12, 2022",Maude Exantus,"Hollywood, Florida",11,,,,,11,4,FIGURE
2022 IFBB PRO LEAGUE BOSTON PRO,"Boston, Massachusetts","March 12, 2022",Wendy Fortino,"Oceanside, California",18,,,,,18,6,FIGURE
2022 IFBB PRO LEAGUE BOSTON PRO,"Boston, Massachusetts","March 12, 2022",Nicole Zenobia Graham,"Atlanta, Georgia",6,,,,,6,2,FIGURE
2022 IFBB PRO LEAGUE BOSTON PRO,"Boston, Massachusetts","March 12, 2022",Neli Mitreva,"Alexandria, Virginia",27,,,,,27,9,FIGURE
2022 IFBB PRO LEAGUE BOSTON PRO,"Boston, Massachusetts","March 12, 2022",Lola Montez,Canada,3,,,,,3,1,FIGURE
2022 IFBB PRO LEAGUE BOSTON PRO,"Boston, Massachusetts","March 12, 2022",Kiah Tiller,"Evans, Georgia",15,,,,,15,5,FIGURE
2022 IFBB PRO LEAGUE BOSTON PRO,"Boston, Massachusetts","March 12, 2022",Bojana Vasiljevic,"Reno, Nevada",10,,,,,10,3,FIGURE
2022 IFBB PRO LEAGUE BOSTON PRO,"Boston, Massachusetts","March 12, 2022",Ronshende Whittington,"Salisbury, Maryland",21,,,,,21,7,FIGURE
2022 IFBB PRO LEAGUE BOSTON PRO,"Boston, Massachusetts","March 12, 2022",Jaclyn Baker,"New York, New York",6,12,,,,18,2,FITNESS
2022 IFBB PRO LEAGUE BOSTON PRO,"Boston, Massachusetts","March 12, 2022",Stephanie Jones,"Shelby Township, Michigan",12,34,,,,46,5,FITNESS
2022 IFBB PRO LEAGUE BOSTON PRO,"Boston, Massachusetts","March 12, 2022",Kristin Pope,"Woodstock, Georgia",18,32,,,,50,6,FITNESS
2022 IFBB PRO LEAGUE BOSTON PRO,"Boston, Massachusetts","March 12, 2022",Missy Truscott,"Redmond, Washington",3,6,,,,9,1,FITNESS
2022 IFBB PRO LEAGUE BOSTON PRO,"Boston, Massachusetts","March 12, 2022",Aurika Tyrgale,Russia,15,24,,,,39,4,FITNESS
2022 IFBB PRO LEAGUE BOSTON PRO,"Boston, Massachusetts","March 12, 2022",Tamara Vahn,"Palm Harbor, Florida",9,18,,,,27,3,FITNESS
2022 IFBB PRO LEAGUE BOSTON PRO,"Boston, Massachusetts","March 12, 2022",William Bonac,The Netherlands,3,3,,,,6,1,Men's Bodybuilding
2022 IFBB PRO LEAGUE BOSTON PRO,"Boston, Massachusetts","March 12, 2022",Maxx Charles,"Holtsville, New York",15,15,,,,30,5,Men's Bodybuilding
2022 IFBB PRO LEAGUE BOSTON PRO,"Boston, Massachusetts","March 12, 2022",Phil Clahar,"Tampa, Florida",18,18,,,,36,6,Men's Bodybuilding
2022 IFBB PRO LEAGUE BOSTON PRO,"Boston, Massachusetts","March 12, 2022",Samson Dauda,United Kingdom,12,11,,,,23,4,Men's Bodybuilding
2022 IFBB PRO LEAGUE BOSTON PRO,"Boston, Massachusetts","March 12, 2022",Douglas Fruchey,"Los Angeles, California",27,27,,,,54,9,Men's Bodybuilding
2022 IFBB PRO LEAGUE BOSTON PRO,"Boston, Massachusetts","March 12, 2022",Regan Grimes,"Las Vegas, Nevada",21,21,,,,42,7,Men's Bodybuilding
2022 IFBB PRO LEAGUE BOSTON PRO,"Boston, Massachusetts","March 12, 2022",Steve Kuclo,"Dallas, Texas",9,10,,,,19,3,Men's Bodybuilding
2022 IFBB PRO LEAGUE BOSTON PRO,"Boston, Massachusetts","March 12, 2022",Justin Maki,"Grayslake, Illinois",32,31,,,,63,11,Men's Bodybuilding
2022 IFBB PRO LEAGUE BOSTON PRO,"Boston, Massachusetts","March 12, 2022",Eslam Mohamed,"Brooklyn, New York",30,31,,,,61,10,Men's Bodybuilding
2022 IFBB PRO LEAGUE BOSTON PRO,"Boston, Massachusetts","March 12, 2022",Justin Rodriguez,"New York, New York",6,6,,,,12,2,Men's Bodybuilding
2022 IFBB PRO LEAGUE BOSTON PRO,"Boston, Massachusetts","March 12, 2022",Nathan Spear,"Manchester, New Hampshire",24,24,,,,48,8,Men's Bodybuilding
2022 IFBB PRO LEAGUE BOSTON PRO,"Boston, Massachusetts","March 12, 2022",Erin Banks,"Fowler, California",3,,,,,3,1,Men's Physique
2022 IFBB PRO LEAGUE BOSTON PRO,"Boston, Massachusetts","March 12, 2022",Riccardo Croci,Italy,17,,,,,17,6,Men's Physique
2022 IFBB PRO LEAGUE BOSTON PRO,"Boston, Massachusetts","March 12, 2022",Daniele D'Onofrio,Italy,30,,,,,30,10,Men's Physique
2022 IFBB PRO LEAGUE BOSTON PRO,"Boston, Massachusetts","March 12, 2022",Joshua Guidry,"Slidell, Louisiana",9,,,,,9,3,Men's Physique
2022 IFBB PRO LEAGUE BOSTON PRO,"Boston, Massachusetts","March 12, 2022",Lee Harvey,"Mansfield, Texas",44,,,,,44,15,Men's Physique
2022 IFBB PRO LEAGUE BOSTON PRO,"Boston, Massachusetts","March 12, 2022",Jeremy Henry,"Lakewood Ranch, Florida",35,,,,,35,11,Men's Physique
2022 IFBB PRO LEAGUE BOSTON PRO,"Boston, Massachusetts","March 12, 2022",Drelyn Hunt,"Chicago, Illinois",41,,,,,41,14,Men's Physique
2022 IFBB PRO LEAGUE BOSTON PRO,"Boston, Massachusetts","March 12, 2022",Emanual Hunter,"Huntsville, Alabama",12,,,,,12,4,Men's Physique
2022 IFBB PRO LEAGUE BOSTON PRO,"Boston, Massachusetts","March 12, 2022",Julian Ibes,"South Windsor, Connecticut",40,,,,,40,13,Men's Physique
2022 IFBB PRO LEAGUE BOSTON PRO,"Boston, Massachusetts","March 12, 2022",Daniel Leone,Italy,21,,,,,21,7,Men's Physique
2022 IFBB PRO LEAGUE BOSTON PRO,"Boston, Massachusetts","March 12, 2022",Diogo Montenegro,Brazil,6,,,,,6,2,Men's Physique
2022 IFBB PRO LEAGUE BOSTON PRO,"Boston, Massachusetts","March 12, 2022",Puwanat Putoya,Thailand,27,,,,,27,9,Men's Physique
2022 IFBB PRO LEAGUE BOSTON PRO,"Boston, Massachusetts","March 12, 2022",Sharif Reid,"Somerset, New Jersey",24,,,,,24,8,Men's Physique
2022 IFBB PRO LEAGUE BOSTON PRO,"Boston, Massachusetts","March 12, 2022",Franklin Turner,"Manassas, Virginia",37,,,,,37,12,Men's Physique
2022 IFBB PRO LEAGUE BOSTON PRO,"Boston, Massachusetts","March 12, 2022",Antoine Weatherspoon,"McKinney, Texas",16,,,,,16,5,Men's Physique
2022 IFBB PRO LEAGUE BOSTON PRO,"Boston, Massachusetts","March 12, 2022",Jerome Shanklin,"Buffalo, New York",48,,,,,48,16,Men's Physique
2022 IFBB PRO LEAGUE BOSTON PRO,"Boston, Massachusetts","March 12, 2022",Vanessa Bernardo,"St. Clair Shores, Michigan",24,,,,,24,8,WELLNESS
2022 IFBB PRO LEAGUE BOSTON PRO,"Boston, Massachusetts","March 12, 2022",Angela Borges,Brazil,6,,,,,6,2,WELLNESS
2022 IFBB PRO LEAGUE BOSTON PRO,"Boston, Massachusetts","March 12, 2022",Daisha Johnson,"Detroit, Michigan",19,,,,,19,6,WELLNESS
2022 IFBB PRO LEAGUE BOSTON PRO,"Boston, Massachusetts","March 12, 2022",Julia Chitarra de Mello,Brazil,9,,,,,9,3,WELLNESS
2022 IFBB PRO LEAGUE BOSTON PRO,"Boston, Massachusetts","March 12, 2022",Celeste Morales,"Harlingen, Texas",20,,,,,20,7,WELLNESS
2022 IFBB PRO LEAGUE BOSTON PRO,"Boston, Massachusetts","March 12, 2022",Yarishna Ayala Otero,"Miami, Florida",3,,,,,3,1,WELLNESS
2022 IFBB PRO LEAGUE BOSTON PRO,"Boston, Massachusetts","March 12, 2022",Lorena Ragusa,"Fort Myers, Florida",15,,,,,15,5,WELLNESS
2022 IFBB PRO LEAGUE BOSTON PRO,"Boston, Massachusetts","March 12, 2022",Tracy Williams,"Albuquerque, New Mexico",12,,,,,12,4,WELLNESS
2021 IFBB HOUSTON TOURNAMENT OF CHAMPIONS PRO,"Houston, Texas","April 16, 2022",Jonathan Cespedes,"Bronx, New York",,,,,,,,CLASSIC MEN'S PHYSIQUE
2021 IFBB HOUSTON TOURNAMENT OF CHAMPIONS PRO,"Houston, Texas","April 16, 2022",Tommy Clark,"Houston, Texas",7,,,,,7,2,CLASSIC MEN'S PHYSIQUE
2021 IFBB HOUSTON TOURNAMENT OF CHAMPIONS PRO,"Houston, Texas","April 16, 2022",Tony Davis,"Dallas, Texas",29,,,,,29,10,CLASSIC MEN'S PHYSIQUE
2021 IFBB HOUSTON TOURNAMENT OF CHAMPIONS PRO,"Houston, Texas","April 16, 2022",Jeremy Dutra,"Anaheim, California",15,,,,,15,5,CLASSIC MEN'S PHYSIQUE
2021 IFBB HOUSTON TOURNAMENT OF CHAMPIONS PRO,"Houston, Texas","April 16, 2022",Jonathan Jimenez,"San Bernardino, California",20,,,,,20,7,CLASSIC MEN'S PHYSIQUE
