Competition,Location,Date,Competitor Name,Country,Judging,Finals,Round 2,Round 3,Routine,Total,Place,Competition Type
2016 Arnold Classic Australia,"Melbourne, Australia","March 19, 2016",Steve Orton,New Zealand,31,32,32,,,95,6,Men's Bodybuilding
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Charles Dixon,USA,25,32,28,,,85,6,212
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Angel Rangel Vargas,Mexico,38,37,39,,,114,7,212
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Kyung Won Kang,South Korea,30,24,27,,,81,5,212
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",John Meadows,USA,43,41,41,,,125,9,212
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Guy Cisternino,USA,20,13,20,,,53,4,212
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Jose Raymond,USA,12,11,13,,,36,2,212
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Cory Mathews,USA,40,40,40,,,120,8,212
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",David Henry,USA,11,20,14,,,45,3,212
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Hidetada Yamagishi,Japan,6,5,5,,,16,1,212
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",,,,,,,,,,
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",,,,,,,,,,
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",,,,,,,,,,
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",,,,,,,,,,
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",,,,,,,,,,
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",,,,,,,,,,
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",,,,,,,,,,
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",,,,,,,,,,
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",,,,,,,,,,
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",,,,,,,,,,
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",,,,,,,,,,
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",,,,,,,,,,
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",,,,,,,,,,
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",,,,,,,,,,
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",,,,,,,,,,
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",,,,,,,,,,
2016 Arnold Classic,"Columbus, Ohio","March 5, 2016",Janet Layug,USA,13,,,,,13,3,Bikini
2016 Arnold Classic,"Columbus, Ohio","March 5, 2016",Sara Back,Finland,60,,,,,60,12,Bikini
2016 Arnold Classic,"Columbus, Ohio","March 5, 2016",Justine Munro,Canada,11,,,,,11,2,Bikini
2016 Arnold Classic,"Columbus, Ohio","March 5, 2016",Stephanie Mahoe,USA,44,,,,,44,9,Bikini
2016 Arnold Classic,"Columbus, Ohio","March 5, 2016",Brandy Leaver,USA,65,,,,,65,13,Bikini
2016 Arnold Classic,"Columbus, Ohio","March 5, 2016",Angelica Teixeira,USA,22,,,,,22,4,Bikini
2016 Arnold Classic,"Columbus, Ohio","March 5, 2016",Courtney King,USA,25,,,,,25,5,Bikini
2016 Arnold Classic,"Columbus, Ohio","March 5, 2016",Narmin Assria,USA,35,,,,,35,7,Bikini
2016 Arnold Classic,"Columbus, Ohio","March 5, 2016",Adriana Hill,USA,54,,,,,54,11,Bikini
2016 Arnold Classic,"Columbus, Ohio","March 5, 2016",Margret Gnarr,Iceland,41,,,,,41,8,Bikini
2016 Arnold Classic,"Columbus, Ohio","March 5, 2016",Michelle Sylvia,USA,29,,,,,29,6,Bikini
2016 Arnold Classic,"Columbus, Ohio","March 5, 2016",Anya Ells,Canada,53,,,,,53,10,Bikini
2016 Arnold Classic,"Columbus, Ohio","March 5, 2016",India Paulino,USA,7,,,,,7,1,Bikini
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Heather Dees,USA,29,,,,,29,6,Figure
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Camala Rodriguez-McClure,USA,10,,,,,10,2,Figure
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Janaina Ferreira da Silva,Brasil,56,,,,,56,11,Figure
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Allison Frahn,USA,42,,,,,42,8,Figure
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Cydney Gillon,USA,26,,,,,26,5,Figure
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Adela Ondrejovicova,Slovakia,49,,,,,49,10,Figure
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Andrea Calhoun,USA,59,,,,,59,12,Figure
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Candice Lewis Carter,USA,20,,,,,20,4,Figure
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Julie Mayer,USA,44,,,,,44,9,Figure
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Amanda Doherty,Australia,37,,,,,37,7,Figure
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Latorya Watts,USA,5,,,,,5,1,Figure
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Gennifer Strobo,USA,15,,,,,15,3,Figure
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Piia Pajunen,Finland,50,102,,,,152,11,Fitness
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Myriam Capes,Canada,43,24,,,,67,4,Fitness
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Tanji Johnson,USA,28,54,,,,82,6,Fitness
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Whitney Jones,USA,10,36,,,,46,2,Fitness
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Missy Terwilliger,Canada,26,92,,,,118,8,Fitness
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Regiane da Silva,Germany,20,50,,,,70,5,Fitness
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Giorgia Foroni,Italy,53,92,,,,145,10,Fitness
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Oksana Grishina,Russia,7,10,,,,17,1,Fitness
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Bethany Wagner,USA,12,54,,,,66,3,Fitness
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Ryall Graber,Canada,35,66,,,,101,7,Fitness
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Michelle Blank,USA,44,78,,,,122,9,Fitness
2016 Arnold Classic,"Columbus, Ohio","March 5, 2016",Cedric McMillan,USA,6,10,8,,,24,2,Men's Bodybuilding
2016 Arnold Classic,"Columbus, Ohio","March 5, 2016",Maxx Charles,USA,31,33,33,,,97,7,Men's Bodybuilding
2016 Arnold Classic,"Columbus, Ohio","March 5, 2016",Justin Compton,USA,19,23,23,,,64,4,Men's Bodybuilding
2016 Arnold Classic,"Columbus, Ohio","March 5, 2016",Evan Centopani,USA,40,39,40,,,119,8,Men's Bodybuilding
2016 Arnold Classic,"Columbus, Ohio","March 5, 2016",Lukas Wyler,Switzerland,45,48,45,,,138,9,Men's Bodybuilding
2016 Arnold Classic,"Columbus, Ohio","March 5, 2016",Juan Morel,USA,30,28,31,,,89,6,Men's Bodybuilding
2016 Arnold Classic,"Columbus, Ohio","March 5, 2016",Josh Lenartowicz,Australia,16,17,15,,,48,3,Men's Bodybuilding
2016 Arnold Classic,"Columbus, Ohio","March 5, 2016",Branch Warren,USA,30,28,25,,,83,5,Men's Bodybuilding
2016 Arnold Classic,"Columbus, Ohio","March 5, 2016",Johnnie Jackson,USA,55,54,55,,,164,11,Men's Bodybuilding
2016 Arnold Classic,"Columbus, Ohio","March 5, 2016",Cody Montgomery,USA,51,50,53,,,154,10,Men's Bodybuilding
2016 Arnold Classic,"Columbus, Ohio","March 5, 2016",Toney Freeman,USA,58,56,57,,,171,12,Men's Bodybuilding
2016 Arnold Classic,"Columbus, Ohio","March 5, 2016",Kai Greene,USA,9,5,7,,,21,1,Men's Bodybuilding
2016 Arnold Classic,"Columbus, Ohio","March 5, 2016",Robert Giles,USA,55,,,,,55,11,MEN’S PHYSIQUE
2016 Arnold Classic,"Columbus, Ohio","March 5, 2016",Cameron Gardner,USA,55,,,,,55,11,MEN’S PHYSIQUE
2016 Arnold Classic,"Columbus, Ohio","March 5, 2016",Duane Brickhouse,USA,55,,,,,55,11,MEN’S PHYSIQUE
2016 Arnold Classic,"Columbus, Ohio","March 5, 2016",Freddy Naidu,USA,55,,,,,55,11,MEN’S PHYSIQUE
2016 Arnold Classic,"Columbus, Ohio","March 5, 2016",Tonnell Rodrigue,USA,55,,,,,55,11,MEN’S PHYSIQUE
2016 Arnold Classic,"Columbus, Ohio","March 5, 2016",Stanislas DeLongeaux,France,55,,,,,55,11,MEN’S PHYSIQUE
2016 Arnold Classic,"Columbus, Ohio","March 5, 2016",Anthony Brigman,USA,55,,,,,55,11,MEN’S PHYSIQUE
2016 Arnold Classic,"Columbus, Ohio","March 5, 2016",Andre Johnson,USA,55,,,,,55,11,MEN’S PHYSIQUE
2016 Arnold Classic,"Columbus, Ohio","March 5, 2016",Ryan Terry,England,20,,,,,20,4,MEN’S PHYSIQUE
2016 Arnold Classic,"Columbus, Ohio","March 5, 2016",Matthew Wold,USA,55,,,,,55,11,MEN’S PHYSIQUE
2016 Arnold Classic,"Columbus, Ohio","March 5, 2016",Joseph Lee,USA,43,,,,,43,8,MEN’S PHYSIQUE
2016 Arnold Classic,"Columbus, Ohio","March 5, 2016",Shannon Haynes,USA,55,,,,,55,11,MEN’S PHYSIQUE
2016 Arnold Classic,"Columbus, Ohio","March 5, 2016",Sean Harley,USA,55,,,,,55,11,MEN’S PHYSIQUE
2016 Arnold Classic,"Columbus, Ohio","March 5, 2016",Antoine Williams,USA,55,,,,,55,11,MEN’S PHYSIQUE
2016 Arnold Classic,"Columbus, Ohio","March 5, 2016",Marco Achille Gandolfi Vannini,Italy,55,,,,,55,11,MEN’S PHYSIQUE
2016 Arnold Classic,"Columbus, Ohio","March 5, 2016",Chris Mosher,USA,55,,,,,55,11,MEN’S PHYSIQUE
2016 Arnold Classic,"Columbus, Ohio","March 5, 2016",Andre Ferguson,USA,22,,,,,22,5,MEN’S PHYSIQUE
2016 Arnold Classic,"Columbus, Ohio","March 5, 2016",Chad Demchik,USA,55,,,,,55,11,MEN’S PHYSIQUE
2016 Arnold Classic,"Columbus, Ohio","March 5, 2016",Michael Ferguson,USA,47,,,,,47,10,MEN’S PHYSIQUE
2016 Arnold Classic,"Columbus, Ohio","March 5, 2016",Michael Johnson,USA,55,,,,,55,11,MEN’S PHYSIQUE
2016 Arnold Classic,"Columbus, Ohio","March 5, 2016",Brandon Hendrickson,USA,5,,,,,5,1,MEN’S PHYSIQUE
2016 Arnold Classic,"Columbus, Ohio","March 5, 2016",George Brown,USA,10,,,,,10,2,MEN’S PHYSIQUE
2016 Arnold Classic,"Columbus, Ohio","March 5, 2016",T.A. Martin,USA,55,,,,,55,11,MEN’S PHYSIQUE
2016 Arnold Classic,"Columbus, Ohio","March 5, 2016",Michael Dougherty,USA,55,,,,,55,11,MEN’S PHYSIQUE
2016 Arnold Classic,"Columbus, Ohio","March 5, 2016",Tony Tirado,Mexico,55,,,,,55,11,MEN’S PHYSIQUE
2016 Arnold Classic,"Columbus, Ohio","March 5, 2016",Eren Legend,Canada,55,,,,,55,11,Men's Physique
2016 Arnold Classic,"Columbus, Ohio","March 5, 2016",Xavisus Gayden,USA,46,,,,,46,9,Men's Physique
2016 Arnold Classic,"Columbus, Ohio","March 5, 2016",Shannon Thomas,USA,55,,,,,55,11,Men's Physique
2016 Arnold Classic,"Columbus, Ohio","March 5, 2016",Derrick Wade,USA,55,,,,,55,11,Men's Physique
2016 Arnold Classic,"Columbus, Ohio","March 5, 2016",William Anin,USA,55,,,,,55,11,Men's Physique
2016 Arnold Classic,"Columbus, Ohio","March 5, 2016",Jason Poston,USA,15,,,,,15,3,Men's Physique
2016 Arnold Classic,"Columbus, Ohio","March 5, 2016",Ani Saliasi,USA,55,,,,,55,11,Men's Physique
2016 Arnold Classic,"Columbus, Ohio","March 5, 2016",Timothy Feuling,USA,55,,,,,55,11,Men's Physique
2016 Arnold Classic,"Columbus, Ohio","March 5, 2016",Brett Kahn,USA,55,,,,,55,11,Men's Physique
2016 Arnold Classic,"Columbus, Ohio","March 5, 2016",Raymont Edmonds,USA,35,,,,,35,6,Men's Physique
2016 Arnold Classic,"Columbus, Ohio","March 5, 2016",Tone' Martin,USA,55,,,,,55,11,Men's Physique
2016 Arnold Classic,"Columbus, Ohio","March 5, 2016",Frank Griffin,USA,41,,,,,41,7,Men's Physique
2016 Arnold Classic,"Columbus, Ohio","March 5, 2016",Darnell Moss,USA,55,,,,,55,11,Men's Physique
2016 Arnold Classic,"Columbus, Ohio","March 5, 2016",Kyle Roberts,USA,40,,,,,40,8,Wheelchair
2016 Arnold Classic,"Columbus, Ohio","March 5, 2016",Jack Anderson,USA,35,,,,,35,7,Wheelchair
2016 Arnold Classic,"Columbus, Ohio","March 5, 2016",Reggie Bennett,USA,25,,,,,25,5,Wheelchair
2016 Arnold Classic,"Columbus, Ohio","March 5, 2016",Bryan Williams,USA,45,,,,,45,9,Wheelchair
2016 Arnold Classic,"Columbus, Ohio","March 5, 2016",Johnny Quinn,USA,21,,,,,21,4,Wheelchair
2016 Arnold Classic,"Columbus, Ohio","March 5, 2016",Ludovic Marchand,USA,11,,,,,11,2,Wheelchair
2016 Arnold Classic,"Columbus, Ohio","March 5, 2016",Antoni Khadraou,Sweden,30,,,,,30,6,Wheelchair
2016 Arnold Classic,"Columbus, Ohio","March 5, 2016",Harold Kelley,USA,5,,,,,5,1,Wheelchair
2016 Arnold Classic,"Columbus, Ohio","March 5, 2016",Gabriele Andriulli,Italy,14,,,,,14,3,Wheelchair
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Carrie Lawyer,USA,55,,,,,55,11,Women's Physique
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Dona Pohl,USA,55,,,,,55,11,Women's Physique
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Geraldine Morgan,United Kingdom,55,,,,,55,11,Women's Physique
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Shelly Yamimchuk,USA,55,,,,,55,11,Women's Physique
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Mikaila Soto,USA,50,,,,,50,10,Women's Physique
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Donna McGinn,USA,55,,,,,55,11,Women's Physique
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Tamee Marie,USA,20,,,,,20,4,Women's Physique
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Danielle Reardon,USA,11,,,,,11,2,Women's Physique
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Lisa Marie Sanders,USA,55,,,,,55,11,Women's Physique
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Tara Mitchell,USA,40,,,,,40,8,Women's Physique
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Alisa LeMay,USA,55,,,,,55,11,Women's Physique
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Tonya Hooker,USA,55,,,,,55,11,Women's Physique
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Paloma Parra,Spain,55,,,,,55,11,Women's Physique
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Tracy Hess,USA,55,,,,,55,11,Women's Physique
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Ida Sefland,Denmark,55,,,,,55,11,Women's Physique
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Autumn Swansen,USA,5,,,,,5,1,Women's Physique
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Tracy Weller,USA,55,,,,,55,11,Women's Physique
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Toni West,USA,55,,,,,55,11,Women's Physique
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Valentina Chepiga,USA,55,,,,,55,11,Women's Physique
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Yeon Woo Jhi,,55,,,,,55,11,Women's Physique
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Benicia Lopez Bueno,USA,55,,,,,55,11,Women's Physique
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Kira Neuman,USA,55,,,,,55,11,Women's Physique
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Paula Frega,Argentina,55,,,,,55,11,Women's Physique
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Angel Debatin,USA,55,,,,,55,11,Women's Physique
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Sherri Gray,USA,55,,,,,55,11,Women's Physique
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Jennifer Palazzo,USA,55,,,,,55,11,Women's Physique
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Ester Parisi,Italy,55,,,,,55,11,Women's Physique
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Akane Nigro Ismeal,USA,45,,,,,45,9,Women's Physique
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Nola Trimble,USA,55,,,,,55,11,Women's Physique
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Jehina Malik,USA,55,,,,,55,11,Women's Physique
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Melanie Horton,United Kingdom,55,,,,,55,11,Women's Physique
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Susan Marie Smith,USA,33,,,,,33,7,Women's Physique
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Macha Tieken,Netherlands,55,,,,,55,11,Women's Physique
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Reshanna Boswell,USA,55,,,,,55,11,Women's Physique
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Alicia Alfaro Mesa,USA,55,,,,,55,11,Women's Physique
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Jill Dearmin,USA,55,,,,,55,11,Women's Physique
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Claudi Gabriela de Leon Pardo,Mexico,55,,,,,55,11,Women's Physique
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Klaudia Larson,Sweden,55,,,,,55,11,Women's Physique
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Gillian Ward,USA,29,,,,,29,6,Women's Physique
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Anne Marie Kam,USA,55,,,,,55,11,Women's Physique
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Monica Hornback,USA,55,,,,,55,11,Women's Physique
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Jacklyn Abrams,USA,27,,,,,27,5,Women's Physique
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",La’Drissa Bonivel,USA,55,,,,,55,11,Women's Physique
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Mindi O’Brien,Canada,15,,,,,15,3,Women's Physique
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Lenore Gregson,USA,55,,,,,55,11,Women's Physique
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Erika Kikuchi,USA,55,,,,,55,11,Women's Physique
2016 Arnold Classic,"Columbus, Ohio","March 4, 2016",Minna Pajulahti,Finland,55,,,,,55,11,Women's Physique
