Competition,Location,Date,Competitor Name,Country,Judging,Finals,Round 2,Round 3,Routine,Total,Place,Competition Type
2019 IFBB Jon Lindsay's California Night of Champions,"San Diego, California","May 4, 2019",Ramses Rams,Spain,10,,,,,10,2,Men's Physique
2019 IFBB Jon Lindsay's California Night of Champions,"San Diego, California","May 4, 2019",Brandon Robichaux,"Henderson, Nevada",50,,,,,50,11,Men's Physique
2019 IFBB Jon Lindsay's California Night of Champions,"San Diego, California","May 4, 2019",Arya Saffaie,"Torrance, California",40,,,,,40,8,Men's Physique
2019 IFBB Jon Lindsay's California Night of Champions,"San Diego, California","May 4, 2019",Brian Taylor,"Honolulu, Hawaii",75,,,,,75,15,Men's Physique
2019 IFBB Jon Lindsay's California Night of Champions,"San Diego, California","May 4, 2019",Hector Fernando Hernandez Valdez,Mexico,80,,,,,80,16,Men's Physique
2019 IFBB Jon Lindsay's California Night of Champions,"San Diego, California","May 4, 2019",Frank Worley,"Reno, Nevada",62,,,,,62,12,Men's Physique
2019 IFBB EUROPA PHOENIX PRO,"Phoenix, Arizona","August 10-11, 2019",Alison Amos,United Kingdom,3,24,,,,27,4,FITNESS
2019 IFBB EUROPA PHOENIX PRO,"Phoenix, Arizona","August 10-11, 2019",Rene Brosch,"Thornton, Colorado",6,18,,,,24,3,FITNESS
2019 IFBB EUROPA PHOENIX PRO,"Phoenix, Arizona","August 10-11, 2019",Alysha Cliff,Australia,18,34,,,,52,6,FITNESS
2019 IFBB EUROPA PHOENIX PRO,"Phoenix, Arizona","August 10-11, 2019",Sally Kendall-Williams,"Gilbert, Arizona",9,6,,,,15,1,FITNESS
2019 IFBB EUROPA PHOENIX PRO,"Phoenix, Arizona","August 10-11, 2019",Layla Mikayla,"New York, New York",15,30,,,,45,5,FITNESS
2019 IFBB EUROPA PHOENIX PRO,"Phoenix, Arizona","August 10-11, 2019",Terra Plum,Canada,12,12,,,,24,2,FITNESS
2019 IFBB GOLDEN STATE PRO,"Sacramento, California","August 24, 2019",Katherine Alcantara,"San Diego, California",43,,,,,43,14,BIKINI
2019 IFBB GOLDEN STATE PRO,"Sacramento, California","August 24, 2019",Elisangela Angell,Brazil,27,,,,,27,9,BIKINI
2019 IFBB GOLDEN STATE PRO,"Sacramento, California","August 24, 2019",Ashlyn Brown,"Gilbert, Arizona",17,,,,,17,6,BIKINI
2019 IFBB GOLDEN STATE PRO,"Sacramento, California","August 24, 2019",Chatkaew Carlton,"Pitsburg, California",48,,,,,48,16,BIKINI
2019 IFBB GOLDEN STATE PRO,"Sacramento, California","August 24, 2019",Lindsey Fox,"Berkeley, California",26,,,,,26,8,BIKINI
2019 IFBB GOLDEN STATE PRO,"Sacramento, California","August 24, 2019",Brigette Gold,"Paradise Valley, Arizona",36,,,,,36,12,BIKINI
2019 IFBB GOLDEN STATE PRO,"Sacramento, California","August 24, 2019",Emily Hayden,"Venice, California",29,,,,,29,10,BIKINI
2019 IFBB GOLDEN STATE PRO,"Sacramento, California","August 24, 2019",Hazel Hernandez,"San Jose, California",12,,,,,12,4,BIKINI
2019 IFBB GOLDEN STATE PRO,"Sacramento, California","August 24, 2019",Chyanne Jacomini,"Encino, California",40,,,,,40,13,BIKINI
2019 IFBB GOLDEN STATE PRO,"Sacramento, California","August 24, 2019",Tiffany Jensen,"Gilbert, Arizona",9,,,,,9,3,BIKINI
2019 IFBB GOLDEN STATE PRO,"Sacramento, California","August 24, 2019",Morgan Lindsey,"Tampa, Florida",22,,,,,22,7,BIKINI
2019 IFBB GOLDEN STATE PRO,"Sacramento, California","August 24, 2019",Noora Mahonen,Finland,30,,,,,30,11,BIKINI
2019 IFBB GOLDEN STATE PRO,"Sacramento, California","August 24, 2019",Rachael Oberst,"Shelburne, Vermont",46,,,,,46,15,BIKINI
2019 IFBB GOLDEN STATE PRO,"Sacramento, California","August 24, 2019",Jessica Palmer,"Columbus, Ohio",6,,,,,6,2,BIKINI
2019 IFBB GOLDEN STATE PRO,"Sacramento, California","August 24, 2019",Ashley Parker,"White Pine, Tennessee",16,,,,,16,5,BIKINI
2019 IFBB GOLDEN STATE PRO,"Sacramento, California","August 24, 2019",Camile Periat,"Santa Cruz, California",3,,,,,3,1,BIKINI
2019 IFBB GOLDEN STATE PRO,"Sacramento, California","August 24, 2019",Amanda Soedjadi,"Ventura, California",48,,,,,48,16,BIKINI
2019 IFBB GOLDEN STATE PRO,"Sacramento, California","August 24, 2019",Bethany Bartlett Tomko,"Delray Beach, Florida",48,,,,,48,16,BIKINI
2019 IFBB Golden State Pro,"Sacramento, California","August 24, 2019",Elisangela Angell,Brazil,3,,,,,3,1,Bikini Masters 35+
2019 IFBB Golden State Pro,"Sacramento, California","August 24, 2019",Chatkaew Carlton,"Pitsburg, California",15,,,,,15,5,Bikini Masters 35+
2019 IFBB Golden State Pro,"Sacramento, California","August 24, 2019",Brigette Gold,"Paradise Valley, Arizona",6,,,,,6,2,Bikini Masters 35+
2019 IFBB Golden State Pro,"Sacramento, California","August 24, 2019",Bethany Bartlett Tomko,"Delray Beach, Florida",12,,,,,12,4,Bikini Masters 35+
2019 IFBB Golden State Pro,"Sacramento, California","August 24, 2019",Zoe Briones,"Pearl City, Hawaii",18,,,,,18,6,Bikini Masters 35+
2019 IFBB Golden State Pro,"Sacramento, California","August 24, 2019",Sacita Livingston,"Carlsbad, California",9,,,,,9,3,Bikini Masters 35+
2019 IFBB MUSCLECONTEST BRAZIL PRO,"Sao Paulo, Brazil","August 3, 2019",Masha Akbarimehr,USA,18,,,,,18,4,BIKINI
2019 IFBB MUSCLECONTEST BRAZIL PRO,"Sao Paulo, Brazil","August 3, 2019",Ana Paula Baggio de Almeida,BRAZIL,17,,,,,17,3,BIKINI
2019 IFBB MUSCLECONTEST BRAZIL PRO,"Sao Paulo, Brazil","August 3, 2019",Juliana Dantas,BRAZIL,25,,,,,25,5,BIKINI
2019 IFBB MUSCLECONTEST BRAZIL PRO,"Sao Paulo, Brazil","August 3, 2019",Kim Gutierrez,CHILE,10,,,,,10,2,BIKINI
2019 IFBB MUSCLECONTEST BRAZIL PRO,"Sao Paulo, Brazil","August 3, 2019",Etila Santiago,BRAZIL,5,,,,,5,1,BIKINI
2019 IFBB MUSCLECONTEST BRAZIL PRO,"Sao Paulo, Brazil","August 3, 2019",Camila Martins Dos Santos,BRAZIL,30,,,,,30,6,BIKINI
2019 IFBB Musclecontest Brazil,"Sao Paulo, Brazil","August 3, 2019",Miguel Angel Cartaya,Ecuador,39,,,,,39,8,Men's Physique
2019 IFBB Musclecontest Brazil,"Sao Paulo, Brazil","August 3, 2019",Gildevan Batista dos Santos,Brazil,48,,,,,48,10,Men's Physique
2019 IFBB Musclecontest Brazil,"Sao Paulo, Brazil","August 3, 2019",Ismael Dominguez,Mexico,21,,,,,21,4,Men's Physique
2019 IFBB Musclecontest Brazil,"Sao Paulo, Brazil","August 3, 2019",Hachemi Hemza,Algeria,10,,,,,10,2,Men's Physique
2019 IFBB Musclecontest Brazil,"Sao Paulo, Brazil","August 3, 2019",Mike William de Almeida Lima,Brazil,28,,,,,28,6,Men's Physique
2019 IFBB Musclecontest Brazil,"Sao Paulo, Brazil","August 3, 2019",Vinicius Mateus Vieira Lima,Brazil,5,,,,,5,1,Men's Physique
2019 IFBB Musclecontest Brazil,"Sao Paulo, Brazil","August 3, 2019",Edvan Ferreira Palmeira,Brazil,15,,,,,15,3,Men's Physique
2019 IFBB Musclecontest Brazil,"Sao Paulo, Brazil","August 3, 2019",Geder Rocha,Brazil,38,,,,,38,7,Men's Physique
2019 IFBB Musclecontest Brazil,"Sao Paulo, Brazil","August 3, 2019",Jussie Dantas da Silva,Brazil,44,,,,,44,9,Men's Physique
2019 IFBB Musclecontest Brazil,"Sao Paulo, Brazil","August 3, 2019",Thiago Nunes,Brazil,26,,,,,26,5,Men's Physique
2019 IFBB Musclecontest Vietnam,"Ho Chi Minh City, Vietnam","August 17, 2019",Alessandra Cavagnola,Italy,18,,,,,18,6,Men's Physique
2019 IFBB Musclecontest Vietnam,"Ho Chi Minh City, Vietnam","August 17, 2019",Yang Jing,China,25,,,,,25,9,Men's Physique
2019 IFBB Musclecontest Vietnam,"Ho Chi Minh City, Vietnam","August 17, 2019",Wu Long,USA,3,,,,,3,1,Men's Physique
2019 IFBB Musclecontest Vietnam,"Ho Chi Minh City, Vietnam","August 17, 2019",Shahram Nikbakht,USA,19,,,,,19,7,Men's Physique
2019 IFBB Musclecontest Vietnam,"Ho Chi Minh City, Vietnam","August 17, 2019",Alex Segati,Italy,8,,,,,8,3,Men's Physique
2019 IFBB Musclecontest Vietnam,"Ho Chi Minh City, Vietnam","August 17, 2019",Saurabh Singh,India,32,,,,,32,11,Men's Physique
2019 IFBB Musclecontest Vietnam,"Ho Chi Minh City, Vietnam","August 17, 2019",Ahmed Shokry Solimen,Egypt,16,,,,,16,5,Men's Physique
2019 IFBB Musclecontest Vietnam,"Ho Chi Minh City, Vietnam","August 17, 2019",Tuan Anh Tran,Vietnam,7,,,,,7,2,Men's Physique
2019 IFBB Musclecontest Vietnam,"Ho Chi Minh City, Vietnam","August 17, 2019",Kuk Hua Terrence Teo,Malaysia,30,,,,,30,10,Men's Physique
2019 IFBB Musclecontest Vietnam,"Ho Chi Minh City, Vietnam","August 17, 2019",Damar Turner,USA,25,,,,,25,8,Men's Physique
2019 IFBB Musclecontest Vietnam,"Ho Chi Minh City, Vietnam","August 17, 2019",Deoha Sangaree,Thailand,12,,,,,12,4,Men's Physique
2019 IFBB PACIFIC USA XXV PRO,"San Diego, California","August 17, 2019",Denetra Blackshear,"Oceanside, California",52,,,,,52,10,BIKINI
2019 IFBB PACIFIC USA XXV PRO,"San Diego, California","August 17, 2019",Auwana Brown,"Upland, California",70,,,,,70,14,BIKINI
2019 IFBB PACIFIC USA XXV PRO,"San Diego, California","August 17, 2019",Jessica DaCosta,Luxembourg,37,,,,,37,8,BIKINI
2019 IFBB PACIFIC USA XXV PRO,"San Diego, California","August 17, 2019",Sethia Daigle,"Aliso Viejo, California",5,,,,,5,1,BIKINI
2019 IFBB PACIFIC USA XXV PRO,"San Diego, California","August 17, 2019",Alessia Facchin,Italy,10,,,,,10,2,BIKINI
2019 IFBB PACIFIC USA XXV PRO,"San Diego, California","August 17, 2019",Mercedes Fernandez,"Sanger, California",20,,,,,20,4,BIKINI
2019 IFBB PACIFIC USA XXV PRO,"San Diego, California","August 17, 2019",Stephanie Fierro,"Phoenix, Arizona",33,,,,,33,6,BIKINI
2019 IFBB PACIFIC USA XXV PRO,"San Diego, California","August 17, 2019",Hazel Hernandez,"San Jose, California",15,,,,,15,3,BIKINI
2019 IFBB PACIFIC USA XXV PRO,"San Diego, California","August 17, 2019",Rachel Oberst,"Shelburne, Vermont",53,,,,,53,11,BIKINI
2019 IFBB PACIFIC USA XXV PRO,"San Diego, California","August 17, 2019",Erika Roxana Marquez Pena,Mexico,60,,,,,60,12,BIKINI
2019 IFBB PACIFIC USA XXV PRO,"San Diego, California","August 17, 2019",Brooke Petry,"Loves Park, Illinois",63,,,,,63,13,BIKINI
2019 IFBB PACIFIC USA XXV PRO,"San Diego, California","August 17, 2019",Stephanie Sequeira,"Jacksonville, Florida",42,,,,,42,9,BIKINI
2019 IFBB PACIFIC USA XXV PRO,"San Diego, California","August 17, 2019",Nicole Verdugo,Mexico,26,,,,,26,5,BIKINI
2019 IFBB PACIFIC USA XXV PRO,"San Diego, California","August 17, 2019",Angela White,"Gilbert, Arizona",36,,,,,36,7,BIKINI
2019 IFBB WOS YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","August 2, 2019",Onder Adsay,"Helena, Montana",77,77,,,,154,15,MEN'S 212
2019 IFBB WOS YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","August 2, 2019",Devaughn Bartley,"Raeford, North Carolina",79,79,,,,158,16,MEN'S 212
2019 IFBB WOS YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","August 2, 2019",John J. Carr,"Virginia Beach, Virginia",80,80,,,,160,16,MEN'S 212
2019 IFBB WOS YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","August 2, 2019",Gaetano Cisternino Jr.,"Branchburg, New Jersey",16,16,,,,32,3,MEN'S 212
2019 IFBB WOS YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","August 2, 2019",Charles Dixon,"Greenville, South Carolina",71,71,,,,142,14,MEN'S 212
2019 IFBB WOS YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","August 2, 2019",Ahmed Fawzi,Iraq,35,35,,,,70,7,MEN'S 212
2019 IFBB WOS YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","August 2, 2019",Wendell Floyd,"Atlanta, Georgia",80,80,,,,160,16,MEN'S 212
2019 IFBB WOS YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","August 2, 2019",Oswaldo Gonzalez,Venezuela,43,43,,,,86,9,MEN'S 212
2019 IFBB WOS YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","August 2, 2019",John Jewett,"San Antonio, Texas",5,5,,,,10,1,MEN'S 212
2019 IFBB WOS YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","August 2, 2019",Austin Karr,"Las Vegas, Nevada",19,19,,,,38,4,MEN'S 212
2019 IFBB WOS YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","August 2, 2019",Junho Kim,Korea,50,50,,,,100,10,MEN'S 212
2019 IFBB WOS YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","August 2, 2019",Karol Malecki,Poland,30,30,,,,60,6,MEN'S 212
2019 IFBB WOS YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","August 2, 2019",Bola Ojex,"Coronado, California",42,42,,,,84,8,MEN'S 212
2019 IFBB WOS YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","August 2, 2019",Boas H. Oliveira,Brazil,80,80,,,,160,16,MEN'S 212
2019 IFBB WOS YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","August 2, 2019",Derik Oslan,"Tampa, Florida",59,59,,,,118,12,MEN'S 212
2019 IFBB WOS YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","August 2, 2019",Erik Ramirez,"Rahway, New Jersey",80,80,,,,160,16,MEN'S 212
2019 IFBB WOS YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","August 2, 2019",Eliezer Rey,"Hialeah, Florida",80,80,,,,160,16,MEN'S 212
2019 IFBB WOS YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","August 2, 2019",Carlos Rodriguez,Mexico,80,80,,,,160,16,MEN'S 212
2019 IFBB WOS YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","August 2, 2019",Luis Santa,"Washington, DC",66,66,,,,132,13,MEN'S 212
2019 IFBB WOS YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","August 2, 2019",Shane Stewart,"Vacaville, California",25,25,,,,50,5,MEN'S 212
2019 IFBB WOS YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","August 2, 2019",Tommy Trilivas,"Morris Plains, New York",80,80,,,,160,16,MEN'S 212
2019 IFBB WOS YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","August 2, 2019",Samir Troudi,Sweden,56,56,,,,112,11,MEN'S 212
2019 IFBB WOS YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","August 2, 2019",Dwayne Walker,"Pembroke Pines, Florida",80,80,,,,160,16,MEN'S 212
2019 IFBB WOS YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","August 2, 2019",Zane Watson,"Ontario, Canada",10,10,,,,20,2,MEN'S 212
2019 IFBB WOS YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","August 2, 2019",Ben White,"Niskayuna, New York",80,80,,,,160,16,MEN'S 212
2019 IFBB WOS YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","August 3, 2019",Lauren Adams,"Atlanta, Georgia",80,,,,,80,16,Bikini
2019 IFBB WOS YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","August 3, 2019",Elisa Ayala,"Orlando, Florida",80,,,,,80,16,Bikini
2019 IFBB WOS YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","August 3, 2019",Bethany Bartlett,"Delray Beach, Florida",80,,,,,80,16,Bikini
2019 IFBB WOS YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","August 3, 2019",Romina Basauldo,"Hallandale Beach, Florida",10,,,,,10,2,Bikini
2019 IFBB WOS YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","August 3, 2019",Maureen Blanquisco,Norway,5,,,,,5,1,Bikini
2019 IFBB WOS YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","August 3, 2019",Wendy Cao,"Ridgewood, New Jersey",80,,,,,80,16,Bikini
2019 IFBB WOS YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","August 3, 2019",Amanda Cording,"Jupiter, Florida",80,,,,,80,16,Bikini
2019 IFBB WOS YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","August 3, 2019",Lauren Dannenmiller,"Tampa, Florida",35,,,,,35,7,Bikini
2019 IFBB WOS YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","August 3, 2019",Harriet Davis,"Charlotte, North Carolina",80,,,,,80,16,Bikini
2019 IFBB WOS YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","August 3, 2019",Karina Constantino Durzo,Mexico,80,,,,,80,16,Bikini
2019 IFBB WOS YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","August 3, 2019",Alessia Facchin,Italy,48,,,,,48,9,Bikini
2019 IFBB WOS YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","August 3, 2019",Jasmine Fernandez,"Tampa, Florida",25,,,,,25,5,Bikini
2019 IFBB WOS YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","August 3, 2019",Angie Garcia,Venezuela,76,,,,,76,15,Bikini
2019 IFBB WOS YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","August 3, 2019",Brigette Gold,"Paradise Valley, Arizona",80,,,,,80,16,Bikini
2019 IFBB WOS YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","August 3, 2019",Phoebe Hagan,United Kingdom,40,,,,,40,8,Bikini
2019 IFBB WOS YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","August 3, 2019",Brittany Hamilton,"Youngstown, Ohio",79,,,,,79,16,Bikini
2019 IFBB WOS YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","August 3, 2019",Eng Jarriel,"New Port Richey, Florida",80,,,,,80,16,Bikini
2019 IFBB WOS YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","August 3, 2019",Miriam Jenkins,"Orlando, Florida",80,,,,,80,16,Bikini
2019 IFBB WOS YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","August 3, 2019",Ashely Jenelle,"Denver, Colorado",80,,,,,80,16,Bikini
2019 IFBB WOS YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","August 3, 2019",Katie Kopfle,"Charlotte, North Carolina",80,,,,,80,16,Bikini
2019 IFBB WOS YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","August 3, 2019",Amy Landry,"Royal Oak, Michigan",30,,,,,30,6,Bikini
2019 IFBB WOS YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","August 3, 2019",Raquel Long,"Birmingham, Michigan",80,,,,,80,16,Bikini
2019 IFBB WOS YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","August 3, 2019",Juli Lopez,"Hialeah, Florida",57,,,,,57,12,Bikini
2019 IFBB WOS YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","August 3, 2019",Lucia Malavaze,Brazil,64,,,,,64,13,Bikini
2019 IFBB WOS YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","August 3, 2019",Liana Martinez,"Morris Plains, New Jersey",80,,,,,80,16,Bikini
2019 IFBB WOS YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","August 3, 2019",Lisbeth Marquez,Venezuela,80,,,,,80,16,Bikini
2019 IFBB WOS YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","August 3, 2019",Theresa Miller,"Tampa, Florida",80,,,,,80,16,Bikini
2019 IFBB WOS YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","August 3, 2019",Rachael Oberst,"Shelburne, Vermont",80,,,,,80,16,Bikini
2019 IFBB WOS YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","August 3, 2019",Dianet Pereda,"Miami, Florida",80,,,,,80,16,Bikini
2019 IFBB WOS YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","August 3, 2019",Saroj Perera,"Walnut Creek, California",80,,,,,80,16,Bikini
2019 IFBB WOS YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","August 3, 2019",Alexandria Ross,"Gilbert, Arizona",57,,,,,57,11,Bikini
2019 IFBB WOS YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","August 3, 2019",Casey Samsel,"Nashville, Tennessee",15,,,,,15,3,Bikini
2019 IFBB WOS YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","August 3, 2019",Brenda Santiago,Puerto Rico,80,,,,,80,16,Bikini
2019 IFBB WOS YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","August 3, 2019",Gina Sardina,"Orange, California",80,,,,,80,16,Bikini
2019 IFBB WOS YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","August 3, 2019",Gina Scafoglio,"Tampa, Florida",20,,,,,20,4,Bikini
2019 IFBB WOS YAMAMOTO NUTRITION CUP TAMPA PRO,"Tampa, Florida","August 3, 2019",Stephanie Sequeira,"Jacksonville, Florida",80,,,,,80,16,Bikini
