competitors_name,country,judging,finals,total,place,category,date,location,url,img_url,competition,check
Sung Yeop Jang,"{'city': '', 'state': '', 'country': 'South Korea'}",4.0,0.0,4.0,1,Men's 212 Bodybuilding,2024-12-14,"Beijing,China",https://www.ifbbpro.com/competition/2024-huanji-china-pro-2/,,2024-huanji-china-pro-2,True
Lei Chen,"{'city': '', 'state': '', 'country': 'China'}",5.0,0.0,5.0,2,Men's 212 Bodybuilding,2024-12-14,"Beijing,China",https://www.ifbbpro.com/competition/2024-huanji-china-pro-2/,,2024-huanji-china-pro-2,True
En Zhou,"{'city': '', 'state': '', 'country': 'China'}",9.0,0.0,9.0,3,Men's 212 Bodybuilding,2024-12-14,"Beijing,China",https://www.ifbbpro.com/competition/2024-huanji-china-pro-2/,,2024-huanji-china-pro-2,True
Jiang Wen Ming,"{'city': '', 'state': '', 'country': 'China'}",12.0,0.0,12.0,4,Men's 212 Bodybuilding,2024-12-14,"Beijing,China",https://www.ifbbpro.com/competition/2024-huanji-china-pro-2/,,2024-huanji-china-pro-2,True
Ahmad Dokhy,"{'city': '', 'state': '', 'country': 'Norway'}",15.0,0.0,15.0,5,Men's 212 Bodybuilding,2024-12-14,"Beijing,China",https://www.ifbbpro.com/competition/2024-huanji-china-pro-2/,,2024-huanji-china-pro-2,True
Weiyang Ding,"{'city': '', 'state': '', 'country': 'China'}",18.0,0.0,18.0,6,Men's 212 Bodybuilding,2024-12-14,"Beijing,China",https://www.ifbbpro.com/competition/2024-huanji-china-pro-2/,,2024-huanji-china-pro-2,True
Liyangyang Li,"{'city': '', 'state': '', 'country': 'China'}",21.0,0.0,21.0,7,Men's 212 Bodybuilding,2024-12-14,"Beijing,China",https://www.ifbbpro.com/competition/2024-huanji-china-pro-2/,,2024-huanji-china-pro-2,True
Hao Jiang,"{'city': '', 'state': '', 'country': 'China'}",24.0,0.0,24.0,8,Men's 212 Bodybuilding,2024-12-14,"Beijing,China",https://www.ifbbpro.com/competition/2024-huanji-china-pro-2/,,2024-huanji-china-pro-2,True
Xi Qing Mao,"{'city': '', 'state': '', 'country': 'China'}",28.0,0.0,28.0,9,Men's 212 Bodybuilding,2024-12-14,"Beijing,China",https://www.ifbbpro.com/competition/2024-huanji-china-pro-2/,,2024-huanji-china-pro-2,True
Ebrahim Alqallaf,"{'city': '', 'state': '', 'country': 'Bahrain'}",29.0,0.0,29.0,10,Men's 212 Bodybuilding,2024-12-14,"Beijing,China",https://www.ifbbpro.com/competition/2024-huanji-china-pro-2/,,2024-huanji-china-pro-2,True
Asmawi Zolkifli,"{'city': '', 'state': '', 'country': 'Malaysia'}",33.0,0.0,33.0,11,Men's 212 Bodybuilding,2024-12-14,"Beijing,China",https://www.ifbbpro.com/competition/2024-huanji-china-pro-2/,,2024-huanji-china-pro-2,True
Nam Eun Cho,"{'city': '', 'state': '', 'country': 'South Korea'}",,,,,Men's 212 Bodybuilding,2024-12-14,"Beijing,China",https://www.ifbbpro.com/competition/2024-huanji-china-pro-2/,,2024-huanji-china-pro-2,False
Xiaoxiong Li,"{'city': '', 'state': '', 'country': 'China'}",,,,,Men's 212 Bodybuilding,2024-12-14,"Beijing,China",https://www.ifbbpro.com/competition/2024-huanji-china-pro-2/,,2024-huanji-china-pro-2,False
Kai Liu,"{'city': '', 'state': '', 'country': 'China'}",3.0,0.0,3.0,1,Men's Classic Physique,2024-12-14,"Beijing,China",https://www.ifbbpro.com/competition/2024-huanji-china-pro-2/,,2024-huanji-china-pro-2,True
Morteza Shahhosseini,"{'city': '', 'state': '', 'country': 'Iran'}",6.0,0.0,6.0,2,Men's Classic Physique,2024-12-14,"Beijing,China",https://www.ifbbpro.com/competition/2024-huanji-china-pro-2/,,2024-huanji-china-pro-2,True
Blue Ren,"{'city': '', 'state': '', 'country': 'China'}",9.0,0.0,9.0,3,Men's Classic Physique,2024-12-14,"Beijing,China",https://www.ifbbpro.com/competition/2024-huanji-china-pro-2/,,2024-huanji-china-pro-2,True
Denis Romanov,"{'city': '', 'state': '', 'country': 'Russia'}",12.0,0.0,12.0,4,Men's Classic Physique,2024-12-14,"Beijing,China",https://www.ifbbpro.com/competition/2024-huanji-china-pro-2/,,2024-huanji-china-pro-2,True
Yunchao Zhou,"{'city': '', 'state': '', 'country': 'China'}",15.0,0.0,15.0,5,Men's Classic Physique,2024-12-14,"Beijing,China",https://www.ifbbpro.com/competition/2024-huanji-china-pro-2/,,2024-huanji-china-pro-2,True
Jason Huang,"{'city': '', 'state': '', 'country': 'Taiwan'}",18.0,0.0,18.0,6,Men's Classic Physique,2024-12-14,"Beijing,China",https://www.ifbbpro.com/competition/2024-huanji-china-pro-2/,,2024-huanji-china-pro-2,True
Vitaliy Omel,"{'city': '', 'state': '', 'country': 'Russia'}",22.0,0.0,22.0,7,Men's Classic Physique,2024-12-14,"Beijing,China",https://www.ifbbpro.com/competition/2024-huanji-china-pro-2/,,2024-huanji-china-pro-2,True
Ivan Zeviakin,"{'city': '', 'state': '', 'country': 'Russia'}",23.0,0.0,23.0,8,Men's Classic Physique,2024-12-14,"Beijing,China",https://www.ifbbpro.com/competition/2024-huanji-china-pro-2/,,2024-huanji-china-pro-2,True
Jinghao Lu,"{'city': '', 'state': '', 'country': 'China'}",27.0,0.0,27.0,9,Men's Classic Physique,2024-12-14,"Beijing,China",https://www.ifbbpro.com/competition/2024-huanji-china-pro-2/,,2024-huanji-china-pro-2,True
Maxx Hon Chung Lam,"{'city': '', 'state': '', 'country': 'Hong Kong'}",30.0,0.0,30.0,10,Men's Classic Physique,2024-12-14,"Beijing,China",https://www.ifbbpro.com/competition/2024-huanji-china-pro-2/,,2024-huanji-china-pro-2,True
Mengyi Liu,"{'city': '', 'state': '', 'country': 'China'}",3.0,0.0,3.0,1,Men's Physique,2024-12-14,"Beijing,China",https://www.ifbbpro.com/competition/2024-huanji-china-pro-2/,,2024-huanji-china-pro-2,True
Vyacheslav Tarasevich,"{'city': '', 'state': '', 'country': 'Belarus'}",6.0,0.0,6.0,2,Men's Physique,2024-12-14,"Beijing,China",https://www.ifbbpro.com/competition/2024-huanji-china-pro-2/,,2024-huanji-china-pro-2,True
Farouq Ishimoto,"{'city': '', 'state': '', 'country': 'Japan'}",9.0,0.0,9.0,3,Men's Physique,2024-12-14,"Beijing,China",https://www.ifbbpro.com/competition/2024-huanji-china-pro-2/,,2024-huanji-china-pro-2,True
Rui Liu,"{'city': '', 'state': '', 'country': 'China'}",12.0,0.0,12.0,4,Men's Physique,2024-12-14,"Beijing,China",https://www.ifbbpro.com/competition/2024-huanji-china-pro-2/,,2024-huanji-china-pro-2,True
Zhihua Liu,"{'city': '', 'state': '', 'country': 'China'}",15.0,0.0,15.0,5,Men's Physique,2024-12-14,"Beijing,China",https://www.ifbbpro.com/competition/2024-huanji-china-pro-2/,,2024-huanji-china-pro-2,True
Bo Gao,"{'city': '', 'state': '', 'country': 'China'}",18.0,0.0,18.0,6,Men's Physique,2024-12-14,"Beijing,China",https://www.ifbbpro.com/competition/2024-huanji-china-pro-2/,,2024-huanji-china-pro-2,True
Luo Jie,"{'city': '', 'state': '', 'country': 'China'}",21.0,0.0,21.0,7,Men's Physique,2024-12-14,"Beijing,China",https://www.ifbbpro.com/competition/2024-huanji-china-pro-2/,,2024-huanji-china-pro-2,True
Jian Song,"{'city': '', 'state': '', 'country': 'China'}",24.0,0.0,24.0,8,Men's Physique,2024-12-14,"Beijing,China",https://www.ifbbpro.com/competition/2024-huanji-china-pro-2/,,2024-huanji-china-pro-2,True
Seungho Chae,"{'city': '', 'state': '', 'country': 'South Korea'}",27.0,0.0,27.0,9,Men's Physique,2024-12-14,"Beijing,China",https://www.ifbbpro.com/competition/2024-huanji-china-pro-2/,,2024-huanji-china-pro-2,True
Jimmy Chen,"{'city': '', 'state': '', 'country': 'Taiwan'}",30.0,0.0,30.0,10,Men's Physique,2024-12-14,"Beijing,China",https://www.ifbbpro.com/competition/2024-huanji-china-pro-2/,,2024-huanji-china-pro-2,True
Zimo Liu,"{'city': '', 'state': '', 'country': 'China'}",33.0,0.0,33.0,11,Men's Physique,2024-12-14,"Beijing,China",https://www.ifbbpro.com/competition/2024-huanji-china-pro-2/,,2024-huanji-china-pro-2,True
Shaokang Wei,"{'city': '', 'state': '', 'country': 'China'}",36.0,0.0,36.0,12,Men's Physique,2024-12-14,"Beijing,China",https://www.ifbbpro.com/competition/2024-huanji-china-pro-2/,,2024-huanji-china-pro-2,True
Nur Irfan,"{'city': '', 'state': '', 'country': 'Singapore'}",39.0,0.0,39.0,13,Men's Physique,2024-12-14,"Beijing,China",https://www.ifbbpro.com/competition/2024-huanji-china-pro-2/,,2024-huanji-china-pro-2,True
Uyanga Bataa,"{'city': '', 'state': '', 'country': 'Mongolia'}",3.0,0.0,3.0,1,Women's Bikini,2024-12-14,"Beijing,China",https://www.ifbbpro.com/competition/2024-huanji-china-pro-2/,,2024-huanji-china-pro-2,True
Mengru Zhang,"{'city': '', 'state': '', 'country': 'China'}",6.0,0.0,6.0,2,Women's Bikini,2024-12-14,"Beijing,China",https://www.ifbbpro.com/competition/2024-huanji-china-pro-2/,,2024-huanji-china-pro-2,True
Xinyi Chen,"{'city': '', 'state': '', 'country': 'China'}",9.0,0.0,9.0,3,Women's Bikini,2024-12-14,"Beijing,China",https://www.ifbbpro.com/competition/2024-huanji-china-pro-2/,,2024-huanji-china-pro-2,True
Eujenia Shatova,"{'city': '', 'state': '', 'country': 'Russia'}",13.0,0.0,13.0,4,Women's Bikini,2024-12-14,"Beijing,China",https://www.ifbbpro.com/competition/2024-huanji-china-pro-2/,,2024-huanji-china-pro-2,True
Minhee Baek,"{'city': '', 'state': '', 'country': 'South Korea'}",14.0,0.0,14.0,5,Women's Bikini,2024-12-14,"Beijing,China",https://www.ifbbpro.com/competition/2024-huanji-china-pro-2/,,2024-huanji-china-pro-2,True
Si Yu,"{'city': '', 'state': '', 'country': 'China'}",18.0,0.0,18.0,6,Women's Bikini,2024-12-14,"Beijing,China",https://www.ifbbpro.com/competition/2024-huanji-china-pro-2/,,2024-huanji-china-pro-2,True
Josephine Yeong,"{'city': '', 'state': '', 'country': 'Malaysia'}",21.0,0.0,21.0,7,Women's Bikini,2024-12-14,"Beijing,China",https://www.ifbbpro.com/competition/2024-huanji-china-pro-2/,,2024-huanji-china-pro-2,True
Irene Iravedra,"{'city': '', 'state': '', 'country': 'Spain'}",24.0,0.0,24.0,8,Women's Bikini,2024-12-14,"Beijing,China",https://www.ifbbpro.com/competition/2024-huanji-china-pro-2/,,2024-huanji-china-pro-2,True
Chanyu Xu,"{'city': '', 'state': '', 'country': 'China'}",27.0,0.0,27.0,9,Women's Bikini,2024-12-14,"Beijing,China",https://www.ifbbpro.com/competition/2024-huanji-china-pro-2/,,2024-huanji-china-pro-2,True
Yingyi Xiao,"{'city': '', 'state': '', 'country': 'China'}",30.0,0.0,30.0,10,Women's Bikini,2024-12-14,"Beijing,China",https://www.ifbbpro.com/competition/2024-huanji-china-pro-2/,,2024-huanji-china-pro-2,True
Yiping Zhao,"{'city': '', 'state': '', 'country': 'China'}",33.0,0.0,33.0,11,Women's Bikini,2024-12-14,"Beijing,China",https://www.ifbbpro.com/competition/2024-huanji-china-pro-2/,,2024-huanji-china-pro-2,True
Ziyi Wu,"{'city': '', 'state': '', 'country': 'New Zealand'}",36.0,0.0,36.0,12,Women's Bikini,2024-12-14,"Beijing,China",https://www.ifbbpro.com/competition/2024-huanji-china-pro-2/,,2024-huanji-china-pro-2,True
Margarita Zaitdinova,"{'city': '', 'state': '', 'country': 'Kazakhstan'}",39.0,0.0,39.0,13,Women's Bikini,2024-12-14,"Beijing,China",https://www.ifbbpro.com/competition/2024-huanji-china-pro-2/,,2024-huanji-china-pro-2,True
Vanity Vink,"{'city': '', 'state': '', 'country': 'Netherlands'}",42.0,0.0,42.0,14,Women's Bikini,2024-12-14,"Beijing,China",https://www.ifbbpro.com/competition/2024-huanji-china-pro-2/,,2024-huanji-china-pro-2,True
Lin Qi,"{'city': '', 'state': '', 'country': 'China'}",45.0,0.0,45.0,15,Women's Bikini,2024-12-14,"Beijing,China",https://www.ifbbpro.com/competition/2024-huanji-china-pro-2/,,2024-huanji-china-pro-2,True
Xiaoya Zhang,"{'city': '', 'state': '', 'country': 'China'}",48.0,0.0,48.0,16,Women's Bikini,2024-12-14,"Beijing,China",https://www.ifbbpro.com/competition/2024-huanji-china-pro-2/,,2024-huanji-china-pro-2,True
Julio Soares,"{'city': '', 'state': '', 'country': 'Brazil'}",3.0,0.0,3.0,1,Men's Physique,2024-12-14,"Cuidad del Este,Paraguay",https://www.ifbbpro.com/competition/2024-ronnie-coleman-sur-pro-cup/,,2024-ronnie-coleman-sur-pro-cup,True
Aroucka De Oliveira,"{'city': '', 'state': '', 'country': 'Brazil'}",6.0,0.0,6.0,2,Men's Physique,2024-12-14,"Cuidad del Este,Paraguay",https://www.ifbbpro.com/competition/2024-ronnie-coleman-sur-pro-cup/,,2024-ronnie-coleman-sur-pro-cup,True
Francisco Martinez,"{'city': '', 'state': '', 'country': 'Paraguay'}",9.0,0.0,9.0,3,Men's Physique,2024-12-14,"Cuidad del Este,Paraguay",https://www.ifbbpro.com/competition/2024-ronnie-coleman-sur-pro-cup/,,2024-ronnie-coleman-sur-pro-cup,True
William Amorim,"{'city': '', 'state': '', 'country': 'Brazil'}",12.0,0.0,12.0,4,Men's Physique,2024-12-14,"Cuidad del Este,Paraguay",https://www.ifbbpro.com/competition/2024-ronnie-coleman-sur-pro-cup/,,2024-ronnie-coleman-sur-pro-cup,True
Everton Ribeiro,"{'city': '', 'state': '', 'country': 'Brazil'}",15.0,0.0,15.0,5,Men's Physique,2024-12-14,"Cuidad del Este,Paraguay",https://www.ifbbpro.com/competition/2024-ronnie-coleman-sur-pro-cup/,,2024-ronnie-coleman-sur-pro-cup,True
Ignacio Grenziolo,"{'city': '', 'state': '', 'country': 'Argentina'}",18.0,0.0,18.0,6,Men's Physique,2024-12-14,"Cuidad del Este,Paraguay",https://www.ifbbpro.com/competition/2024-ronnie-coleman-sur-pro-cup/,,2024-ronnie-coleman-sur-pro-cup,True
Mateus Guimaraes,"{'city': '', 'state': '', 'country': 'Brazil'}",21.0,0.0,21.0,7,Men's Physique,2024-12-14,"Cuidad del Este,Paraguay",https://www.ifbbpro.com/competition/2024-ronnie-coleman-sur-pro-cup/,,2024-ronnie-coleman-sur-pro-cup,True
Maiki Ono,"{'city': '', 'state': '', 'country': 'Brazil'}",24.0,0.0,24.0,8,Men's Physique,2024-12-14,"Cuidad del Este,Paraguay",https://www.ifbbpro.com/competition/2024-ronnie-coleman-sur-pro-cup/,,2024-ronnie-coleman-sur-pro-cup,True
Lucas Capece,"{'city': '', 'state': '', 'country': 'Argentina'}",27.0,0.0,27.0,9,Men's Physique,2024-12-14,"Cuidad del Este,Paraguay",https://www.ifbbpro.com/competition/2024-ronnie-coleman-sur-pro-cup/,,2024-ronnie-coleman-sur-pro-cup,True
Thiago Tavares,"{'city': '', 'state': '', 'country': 'Brazil'}",30.0,0.0,30.0,10,Men's Physique,2024-12-14,"Cuidad del Este,Paraguay",https://www.ifbbpro.com/competition/2024-ronnie-coleman-sur-pro-cup/,,2024-ronnie-coleman-sur-pro-cup,True
Edy Ramz,"{'city': '', 'state': '', 'country': 'Colombia'}",33.0,0.0,33.0,11,Men's Physique,2024-12-14,"Cuidad del Este,Paraguay",https://www.ifbbpro.com/competition/2024-ronnie-coleman-sur-pro-cup/,,2024-ronnie-coleman-sur-pro-cup,True
Brian Zarate,"{'city': '', 'state': '', 'country': 'Argentina'}",36.0,0.0,36.0,12,Men's Physique,2024-12-14,"Cuidad del Este,Paraguay",https://www.ifbbpro.com/competition/2024-ronnie-coleman-sur-pro-cup/,,2024-ronnie-coleman-sur-pro-cup,True
Rei Cunha,"{'city': '', 'state': '', 'country': 'Brazil'}",39.0,0.0,39.0,13,Men's Physique,2024-12-14,"Cuidad del Este,Paraguay",https://www.ifbbpro.com/competition/2024-ronnie-coleman-sur-pro-cup/,,2024-ronnie-coleman-sur-pro-cup,True
Fabian Eduardo Ramirez Rivera,"{'city': '', 'state': '', 'country': 'Ecuador'}",42.0,0.0,42.0,14,Men's Physique,2024-12-14,"Cuidad del Este,Paraguay",https://www.ifbbpro.com/competition/2024-ronnie-coleman-sur-pro-cup/,,2024-ronnie-coleman-sur-pro-cup,True
Lu Corzo,"{'city': '', 'state': '', 'country': 'Argentina'}",3.0,0.0,3.0,1,Women's Bikini,2024-12-14,"Cuidad del Este,Paraguay",https://www.ifbbpro.com/competition/2024-ronnie-coleman-sur-pro-cup/,,2024-ronnie-coleman-sur-pro-cup,True
Nivea Campos,"{'city': '', 'state': '', 'country': 'Brazil'}",6.0,0.0,6.0,2,Women's Bikini,2024-12-14,"Cuidad del Este,Paraguay",https://www.ifbbpro.com/competition/2024-ronnie-coleman-sur-pro-cup/,,2024-ronnie-coleman-sur-pro-cup,True
Mariana Menezes,"{'city': '', 'state': '', 'country': 'Brazil'}",9.0,0.0,9.0,3,Women's Bikini,2024-12-14,"Cuidad del Este,Paraguay",https://www.ifbbpro.com/competition/2024-ronnie-coleman-sur-pro-cup/,,2024-ronnie-coleman-sur-pro-cup,True
Bruna Toigo,"{'city': '', 'state': '', 'country': 'Brazil'}",12.0,0.0,12.0,4,Women's Bikini,2024-12-14,"Cuidad del Este,Paraguay",https://www.ifbbpro.com/competition/2024-ronnie-coleman-sur-pro-cup/,,2024-ronnie-coleman-sur-pro-cup,True
Oriana Ailen Canelo,"{'city': '', 'state': '', 'country': 'Argentina'}",15.0,0.0,15.0,5,Women's Bikini,2024-12-14,"Cuidad del Este,Paraguay",https://www.ifbbpro.com/competition/2024-ronnie-coleman-sur-pro-cup/,,2024-ronnie-coleman-sur-pro-cup,True
Silvana Tagliati,"{'city': '', 'state': '', 'country': 'Brazil'}",18.0,0.0,18.0,6,Women's Bikini,2024-12-14,"Cuidad del Este,Paraguay",https://www.ifbbpro.com/competition/2024-ronnie-coleman-sur-pro-cup/,,2024-ronnie-coleman-sur-pro-cup,True
Veronica Lourdes Moreno,"{'city': '', 'state': '', 'country': 'Argentina'}",21.0,0.0,21.0,7,Women's Bikini,2024-12-14,"Cuidad del Este,Paraguay",https://www.ifbbpro.com/competition/2024-ronnie-coleman-sur-pro-cup/,,2024-ronnie-coleman-sur-pro-cup,True
Kathleen Accorsi,"{'city': '', 'state': '', 'country': 'Brazil'}",24.0,0.0,24.0,8,Women's Bikini,2024-12-14,"Cuidad del Este,Paraguay",https://www.ifbbpro.com/competition/2024-ronnie-coleman-sur-pro-cup/,,2024-ronnie-coleman-sur-pro-cup,True
Lorena Garcia Araya,"{'city': '', 'state': '', 'country': 'Chile'}",27.0,0.0,27.0,9,Women's Bikini,2024-12-14,"Cuidad del Este,Paraguay",https://www.ifbbpro.com/competition/2024-ronnie-coleman-sur-pro-cup/,,2024-ronnie-coleman-sur-pro-cup,True
Maria Silvina Baronio,"{'city': '', 'state': '', 'country': 'Argentina'}",30.0,0.0,30.0,10,Women's Bikini,2024-12-14,"Cuidad del Este,Paraguay",https://www.ifbbpro.com/competition/2024-ronnie-coleman-sur-pro-cup/,,2024-ronnie-coleman-sur-pro-cup,True
Ana Carolina Souza,"{'city': '', 'state': '', 'country': 'Brazil'}",33.0,0.0,33.0,11,Women's Bikini,2024-12-14,"Cuidad del Este,Paraguay",https://www.ifbbpro.com/competition/2024-ronnie-coleman-sur-pro-cup/,,2024-ronnie-coleman-sur-pro-cup,True
Guadalupe Machado,"{'city': '', 'state': '', 'country': 'Argentina'}",36.0,0.0,36.0,12,Women's Bikini,2024-12-14,"Cuidad del Este,Paraguay",https://www.ifbbpro.com/competition/2024-ronnie-coleman-sur-pro-cup/,,2024-ronnie-coleman-sur-pro-cup,True
Priscila Santana,"{'city': '', 'state': '', 'country': 'Brazil'}",39.0,0.0,39.0,13,Women's Bikini,2024-12-14,"Cuidad del Este,Paraguay",https://www.ifbbpro.com/competition/2024-ronnie-coleman-sur-pro-cup/,,2024-ronnie-coleman-sur-pro-cup,True
Ivana Robello,"{'city': '', 'state': '', 'country': 'Argentina'}",42.0,0.0,42.0,14,Women's Bikini,2024-12-14,"Cuidad del Este,Paraguay",https://www.ifbbpro.com/competition/2024-ronnie-coleman-sur-pro-cup/,,2024-ronnie-coleman-sur-pro-cup,True
Natalia Gomez Cabral,"{'city': '', 'state': '', 'country': 'Argentina'}",45.0,0.0,45.0,15,Women's Bikini,2024-12-14,"Cuidad del Este,Paraguay",https://www.ifbbpro.com/competition/2024-ronnie-coleman-sur-pro-cup/,,2024-ronnie-coleman-sur-pro-cup,True
Ariana Alvarez Rosell,"{'city': '', 'state': '', 'country': 'Argentina'}",48.0,0.0,48.0,16,Women's Bikini,2024-12-14,"Cuidad del Este,Paraguay",https://www.ifbbpro.com/competition/2024-ronnie-coleman-sur-pro-cup/,,2024-ronnie-coleman-sur-pro-cup,True
Camila Oyhanart,"{'city': '', 'state': '', 'country': 'Argentina'}",48.0,0.0,48.0,16,Women's Bikini,2024-12-14,"Cuidad del Este,Paraguay",https://www.ifbbpro.com/competition/2024-ronnie-coleman-sur-pro-cup/,,2024-ronnie-coleman-sur-pro-cup,True
Paul Kanu,"{'city': '', 'state': '', 'country': 'Sierra Leone'}",3.0,0.0,3.0,1,Men's Classic Physique,2024-12-14,"Schwechat,Austria",https://www.ifbbpro.com/competition/2024-musclecontest-austria/,,2024-musclecontest-austria,True
Jaime Vergara,"{'city': '', 'state': '', 'country': 'Spain'}",6.0,0.0,6.0,2,Men's Classic Physique,2024-12-14,"Schwechat,Austria",https://www.ifbbpro.com/competition/2024-musclecontest-austria/,,2024-musclecontest-austria,True
Lorenzo Faggi,"{'city': '', 'state': '', 'country': 'Italy'}",9.0,0.0,9.0,3,Men's Classic Physique,2024-12-14,"Schwechat,Austria",https://www.ifbbpro.com/competition/2024-musclecontest-austria/,,2024-musclecontest-austria,True
Patryk Jaskiewicz,"{'city': '', 'state': '', 'country': 'Poland'}",12.0,0.0,12.0,4,Men's Classic Physique,2024-12-14,"Schwechat,Austria",https://www.ifbbpro.com/competition/2024-musclecontest-austria/,,2024-musclecontest-austria,True
Tomas Sentinek,"{'city': '', 'state': '', 'country': 'Slovakia'}",15.0,0.0,15.0,5,Men's Classic Physique,2024-12-14,"Schwechat,Austria",https://www.ifbbpro.com/competition/2024-musclecontest-austria/,,2024-musclecontest-austria,True
Sabir Kazimov,"{'city': '', 'state': '', 'country': 'Azerbaijan'}",18.0,0.0,18.0,6,Men's Classic Physique,2024-12-14,"Schwechat,Austria",https://www.ifbbpro.com/competition/2024-musclecontest-austria/,,2024-musclecontest-austria,True
Manolo Cecili,"{'city': '', 'state': '', 'country': 'Italy'}",21.0,0.0,21.0,7,Men's Classic Physique,2024-12-14,"Schwechat,Austria",https://www.ifbbpro.com/competition/2024-musclecontest-austria/,,2024-musclecontest-austria,True
Emre Ozkaram,"{'city': '', 'state': '', 'country': 'Cyprus'}",24.0,0.0,24.0,8,Men's Classic Physique,2024-12-14,"Schwechat,Austria",https://www.ifbbpro.com/competition/2024-musclecontest-austria/,,2024-musclecontest-austria,True
Luigi Maria De Robertis,"{'city': '', 'state': '', 'country': 'Italy'}",27.0,0.0,27.0,9,Men's Classic Physique,2024-12-14,"Schwechat,Austria",https://www.ifbbpro.com/competition/2024-musclecontest-austria/,,2024-musclecontest-austria,True
Miguel Buglione,"{'city': '', 'state': '', 'country': 'Panama'}",30.0,0.0,30.0,10,Men's Classic Physique,2024-12-14,"Schwechat,Austria",https://www.ifbbpro.com/competition/2024-musclecontest-austria/,,2024-musclecontest-austria,True
Andreia Gadelha,"{'city': '', 'state': '', 'country': 'Brazil'}",3.0,0.0,3.0,1,Women's Wellness,2024-12-07,"Campinas,Brazil",https://www.ifbbpro.com/competition/2024-musclecontest-nacional/,,2024-musclecontest-nacional,True
Viviane Marcucci,"{'city': '', 'state': '', 'country': 'Brazil'}",6.0,0.0,6.0,2,Women's Wellness,2024-12-07,"Campinas,Brazil",https://www.ifbbpro.com/competition/2024-musclecontest-nacional/,,2024-musclecontest-nacional,True
Karol Alves,"{'city': '', 'state': '', 'country': 'Brazil'}",9.0,0.0,9.0,3,Women's Wellness,2024-12-07,"Campinas,Brazil",https://www.ifbbpro.com/competition/2024-musclecontest-nacional/,,2024-musclecontest-nacional,True
Julia Chitarra,"{'city': '', 'state': '', 'country': 'Brazil'}",12.0,0.0,12.0,4,Women's Wellness,2024-12-07,"Campinas,Brazil",https://www.ifbbpro.com/competition/2024-musclecontest-nacional/,,2024-musclecontest-nacional,True
Lexy Oliver,"{'city': '', 'state': '', 'country': 'Brazil'}",15.0,0.0,15.0,5,Women's Wellness,2024-12-07,"Campinas,Brazil",https://www.ifbbpro.com/competition/2024-musclecontest-nacional/,,2024-musclecontest-nacional,True
Josy Alves,"{'city': '', 'state': '', 'country': 'Brazil'}",18.0,0.0,18.0,6,Women's Wellness,2024-12-07,"Campinas,Brazil",https://www.ifbbpro.com/competition/2024-musclecontest-nacional/,,2024-musclecontest-nacional,True
Brenda Karen,"{'city': '', 'state': '', 'country': 'Brazil'}",21.0,0.0,21.0,7,Women's Wellness,2024-12-07,"Campinas,Brazil",https://www.ifbbpro.com/competition/2024-musclecontest-nacional/,,2024-musclecontest-nacional,True
Mariana Takahashi,"{'city': '', 'state': '', 'country': 'Brazil'}",24.0,0.0,24.0,8,Women's Wellness,2024-12-07,"Campinas,Brazil",https://www.ifbbpro.com/competition/2024-musclecontest-nacional/,,2024-musclecontest-nacional,True
Andreia Santos,"{'city': '', 'state': '', 'country': 'Brazil'}",27.0,0.0,27.0,9,Women's Wellness,2024-12-07,"Campinas,Brazil",https://www.ifbbpro.com/competition/2024-musclecontest-nacional/,,2024-musclecontest-nacional,True
Carla Veiga,"{'city': '', 'state': '', 'country': 'Argentina'}",30.0,0.0,30.0,10,Women's Wellness,2024-12-07,"Campinas,Brazil",https://www.ifbbpro.com/competition/2024-musclecontest-nacional/,,2024-musclecontest-nacional,True
Valentina Rodriguez Rodriguez,"{'city': '', 'state': '', 'country': 'Uruguay'}",33.0,0.0,33.0,11,Women's Wellness,2024-12-07,"Campinas,Brazil",https://www.ifbbpro.com/competition/2024-musclecontest-nacional/,,2024-musclecontest-nacional,True
Jessica Wilson,"{'city': '', 'state': '', 'country': 'USA'}",4.0,0.0,4.0,1,Women's Bikini,2024-12-07,"Union City,CAUnited States",https://www.ifbbpro.com/competition/2024-battle-of-the-bay/,,2024-battle-of-the-bay,True
Rudie Guerrero,"{'city': '', 'state': '', 'country': 'USA'}",5.0,0.0,5.0,2,Women's Bikini,2024-12-07,"Union City,CAUnited States",https://www.ifbbpro.com/competition/2024-battle-of-the-bay/,,2024-battle-of-the-bay,True
Chyna Melton,"{'city': '', 'state': '', 'country': 'USA'}",9.0,0.0,9.0,3,Women's Bikini,2024-12-07,"Union City,CAUnited States",https://www.ifbbpro.com/competition/2024-battle-of-the-bay/,,2024-battle-of-the-bay,True
Hope Harper,"{'city': '', 'state': '', 'country': 'USA'}",12.0,0.0,12.0,4,Women's Bikini,2024-12-07,"Union City,CAUnited States",https://www.ifbbpro.com/competition/2024-battle-of-the-bay/,,2024-battle-of-the-bay,True
Adriana Izaguirre,"{'city': '', 'state': '', 'country': 'USA'}",16.0,0.0,16.0,5,Women's Bikini,2024-12-07,"Union City,CAUnited States",https://www.ifbbpro.com/competition/2024-battle-of-the-bay/,,2024-battle-of-the-bay,True
Nedjie Thompson,"{'city': '', 'state': '', 'country': 'USA'}",18.0,0.0,18.0,6,Women's Bikini,2024-12-07,"Union City,CAUnited States",https://www.ifbbpro.com/competition/2024-battle-of-the-bay/,,2024-battle-of-the-bay,True
