Competition,Category,Place,Name,Score
Arnold Classic - IFBB,Open,8,Max Charles,
Arnold Classic - IFBB,Open,9,Victor Martinez,
Arnold Classic - IFBB,Open,11,Joshua Lenartowicz,
Arnold Classic - IFBB,Open,12,Morgan Aste,
Arnold Classic - IFBB,Open,13,Johnnie Jackson,
Arnold Classic - IFBB,Open,13,Patrick Moore (2),
Arnold Classic - IFBB,Wheelchair,1,Harold Kelley,
Arnold Classic - IFBB,Wheelchair,2,Antoni Khadraoui,
Arnold Classic - IFBB,Wheelchair,3,Bradley Betts,
Arnold Classic - IFBB,Wheelchair,4,John Quinn,
Arnold Classic - IFBB,Classic,1,Alejandro Cambronero,
Arnold Classic - IFBB,Classic,2,Terrence Ruffin,
Arnold Classic - IFBB,Classic,3,Steve Laureus,
Arnold Classic - IFBB,Classic,4,Abner Logan,
Arnold Classic - IFBB,Classic,5,Rickey Moten,
Arnold Classic - IFBB,Classic,6,Santiago Aragon,
Arnold Classic - IFBB,Classic,7,Abtin Shekarabi,
Arnold Classic - IFBB,Classic,8,Jason Strayhand,
Arnold Classic - IFBB,Classic,9,Orlando Maldonado,
Arnold Classic - IFBB,Classic,10,Joo Hyung,
Arnold Classic - IFBB,Classic,11,June Choi,
Arnold Classic - IFBB,Classic,12,Klaus Drescher,
Arnold Classic - IFBB,Classic,13,Brandon Kidd,
Baltimore Pro - IFBB,Masters 35+,1,Keith Williams,
Baltimore Pro - IFBB,Masters 35+,2,Jeff Williamson,
Baltimore Pro - IFBB,Masters 40+,1,Keith Williams,
Baltimore Pro - IFBB,Masters 40+,2,Jeff Williamson,
Baltimore Pro - IFBB,Masters 40+,3,Roger Ferrer,
Baltimore Pro - IFBB,Masters 50+,1,Jeff Williamson,
Baltimore Pro - IFBB,Masters 50+,2,Charles Jones,
Baltimore Pro - IFBB,Masters 50+,3,Jim Everton,
Baltimore Pro - IFBB,Masters 50+,4,Michael L Holloman,
Baltimore Pro - IFBB,Masters 50+,5,George Byrd,
Baltimore Pro - IFBB,Masters 50+,6,Sandy Sanchez,
Baltimore Pro - IFBB,Masters 50+,7,Roger Ferrer,
Baltimore Pro - IFBB,Masters 50+,8,Jim Holcomb,
Baltimore Pro - IFBB,Masters 50+,9,Jack Oehlers,
Baltimore Pro - IFBB,Masters 50+,10,Timothy Garrett,
Baltimore Pro - IFBB,Classic Masters 35+,1,DeShawn Glass,
Baltimore Pro - IFBB,Classic Masters 35+,2,Tim Tevin,
Baltimore Pro - IFBB,Classic Masters 35+,3,Ufuoma Otobo,
Baltimore Pro - IFBB,Classic Masters 35+,4,Adon Marcus,
Baltimore Pro - IFBB,Classic Masters 35+,5,Andre Porter,
Baltimore Pro - IFBB,Classic Masters 35+,6,Victor Oliver,
Baltimore Pro - IFBB,Classic Masters 35+,7,Gregg Russo,
Baltimore Pro - IFBB,Classic Masters 35+,8,Chuck Mauceri,
Baltimore Pro - IFBB,Classic Masters 40+,1,DeShawn Glass,
Baltimore Pro - IFBB,Classic Masters 40+,2,Ufuoma Otobo,
Baltimore Pro - IFBB,Classic Masters 40+,3,Randy Watson (2),
Baltimore Pro - IFBB,Classic Masters 40+,4,Rachid Souki,
Baltimore Pro - IFBB,Classic Masters 40+,5,Tim Tevin,
Baltimore Pro - IFBB,Classic Masters 40+,6,Andre Porter,
Baltimore Pro - IFBB,Classic Masters 40+,7,Adon Marcus,
Baltimore Pro - IFBB,Classic Masters 40+,8,Victor Oliver,
Baltimore Pro - IFBB,Classic Masters 40+,9,Chuck Mauceri,
Baltimore Pro - IFBB,Classic Masters 40+,10,Gregg Russo,
Baltimore Pro - IFBB,Classic Masters 50+,1,Randy Watson (2),
Baltimore Pro - IFBB,Classic Masters 50+,2,Charles Jones,
Baltimore Pro - IFBB,Classic Masters 50+,3,Rachid Souki,
Baltimore Pro - IFBB,Classic Masters 50+,4,Jim Everton,
Baltimore Pro - IFBB,Classic Masters 50+,5,Gregg Russo,
Baltimore Pro - IFBB,Classic Masters 50+,6,Victor Oliver,
Baltimore Pro - IFBB,Classic Masters 50+,7,Michael L Holloman,
Baltimore Pro - IFBB,Classic Masters 50+,8,George Byrd,
Baltimore Pro - IFBB,Classic Masters 50+,9,Sandy Sanchez,
Baltimore Pro - IFBB,Classic Masters 50+,10,Jim Holcomb,
Baltimore Pro - IFBB,Classic Masters 50+,11,Timothy Garrett,
British Grand Prix - IFBB,Open,1,James Hollingshead,
British Grand Prix - IFBB,Open,2,Regan Grimes,
British Grand Prix - IFBB,Open,3,Marc Hector,
British Grand Prix - IFBB,Open,4,Jamie Christian-Johal,
British Grand Prix - IFBB,Open,5,Theo Leguerrier,
British Grand Prix - IFBB,Open,6,Samson Dauda,
British Grand Prix - IFBB,Open,7,Kuba Cielen,
British Grand Prix - IFBB,Open,8,Florian Poirson,
British Grand Prix - IFBB,LightWeight,1,Angel Calderon Frias,
British Grand Prix - IFBB,LightWeight,2,Radoslav Angelov,
British Grand Prix - IFBB,LightWeight,3,Steve Benthin,
British Grand Prix - IFBB,LightWeight,4,James Llewellin,
British Grand Prix - IFBB,LightWeight,5,Paul Latham,
British Grand Prix - IFBB,LightWeight,6,Jamie DoRego,
British Grand Prix - IFBB,LightWeight,7,Thiago Santana Santisteban,
British Grand Prix - IFBB,Classic,1,Kiraly Laszlo,
British Grand Prix - IFBB,Classic,2,Mike Sommerfeld,
British Grand Prix - IFBB,Classic,3,Michael Daboul,
British Grand Prix - IFBB,Classic,4,Shane Cullen,
British Grand Prix - IFBB,Classic,5,Jonathan Lofthouse,
British Grand Prix - IFBB,Classic,6,Kelvin Hinde,
British Grand Prix - IFBB,Classic,7,Darren Farrell,
British Grand Prix - IFBB,Classic,8,Ali Behjani,
British Grand Prix - IFBB,Classic,9,Robert Waterhouse,
British Grand Prix - IFBB,Classic,10,Darren Ball,
California Pro - IFBB,Bodybuilding,1,Antoine Vaillant,
California Pro - IFBB,Bodybuilding,2,Max Charles,
California Pro - IFBB,Bodybuilding,3,An Nguyen,
California Pro - IFBB,Bodybuilding,4,Patrick Moore (2),
California Pro - IFBB,Bodybuilding,5,Eduardo Bracamontes,
California Pro - IFBB,Bodybuilding,6,Mohamed Shaaban,
California Pro - IFBB,Bodybuilding,7,Joe Seeman,
California Pro - IFBB,Bodybuilding,8,Hassan Mostafa Mahmoud,
California Pro - IFBB,Bodybuilding,9,Dorian Haywood,
California Pro - IFBB,Bodybuilding,10,Stan DeLongeaux,
California Pro - IFBB,Bodybuilding,11,Ronald Gordon,
California Pro - IFBB,Bodybuilding,12,Errol Moore,
California Pro - IFBB,Bodybuilding,13,Camilo Diaz Garzon,
California Pro - IFBB,Bodybuilding,14,Jossue Plascencia,
California Pro - IFBB,Bodybuilding,15,Bola Ojex,
California Pro - IFBB,Bodybuilding,16,Maurice Burgess,
Central States Pro - IFBB,Classic Masters 45+,1,Vincent Gentile,
Central States Pro - IFBB,Classic Masters 45+,2,Franc Thomas Franchot,
Chicago Pro Championships - IFBB,Open,1,Akeim Williams,
Chicago Pro Championships - IFBB,Open,2,Justin Rodriguez,
Chicago Pro Championships - IFBB,Open,3,Max Charles,
Chicago Pro Championships - IFBB,Open,4,Nicholas Walker,
Chicago Pro Championships - IFBB,Open,5,Eduardo Bracamontes,
Chicago Pro Championships - IFBB,Open,6,An Nguyen,
Chicago Pro Championships - IFBB,Open,7,Mohamed Shaaban,
Chicago Pro Championships - IFBB,Open,8,Philip Clahar,
Chicago Pro Championships - IFBB,Open,9,Camilo Diaz Garzon,
Chicago Pro Championships - IFBB,Open,10,Josh Wade,
Chicago Pro Championships - IFBB,Open,11,Mokhamed El Emam,
Chicago Pro Championships - IFBB,Open,12,Joe Seeman,
Chicago Pro Championships - IFBB,Open,13,Shawn Smith,
Chicago Pro Championships - IFBB,Open,14,Johnnie Jackson,
Chicago Pro Championships - IFBB,Open,15,Kenneth Jackson,
Chicago Pro Championships - IFBB,Open,-,Chris Didomenico,
Chicago Pro Championships - IFBB,Open,-,Stephen Frazier,
Chicago Pro Championships - IFBB,Open,-,Kyle Kirvay,
Chicago Pro Championships - IFBB,Open,-,Jossue Plascencia,
Chicago Pro Championships - IFBB,Open,-,Erik Ramirez (1),
Chicago Pro Championships - IFBB,Open,-,Derek Upshaw,
Chicago Pro Championships - IFBB,Open,-,Keith Williams,
Chicago Pro Championships - IFBB,LightWeight,1,Keone Pearson,
Chicago Pro Championships - IFBB,LightWeight,2,Austin Karr,
Chicago Pro Championships - IFBB,LightWeight,3,Noel Adame,
Chicago Pro Championships - IFBB,LightWeight,4,Jason Hebert,
Chicago Pro Championships - IFBB,LightWeight,5,Jason Lowe,
Chicago Pro Championships - IFBB,LightWeight,6,Kevin Johnson,
Chicago Pro Championships - IFBB,LightWeight,7,Ahmed El Sadany,
Chicago Pro Championships - IFBB,LightWeight,8,Nawar Kaabi,
Chicago Pro Championships - IFBB,LightWeight,9,Adam Young (2),
Chicago Pro Championships - IFBB,LightWeight,10,Marco Cardona,
Chicago Pro Championships - IFBB,LightWeight,11,Eric Langlois,
Chicago Pro Championships - IFBB,LightWeight,12,Daryl Young,
Chicago Pro Championships - IFBB,LightWeight,13,Bola Ojex,
Chicago Pro Championships - IFBB,LightWeight,14,Steve Thayer,
Chicago Pro Championships - IFBB,Classic,1,Bryan Jones,
Chicago Pro Championships - IFBB,Classic,2,Jarek Crew,
Chicago Pro Championships - IFBB,Classic,3,Jason Brown (4),
Chicago Pro Championships - IFBB,Classic,4,Mehdi Larijani,
Chicago Pro Championships - IFBB,Classic,5,Abner Logan,
Chicago Pro Championships - IFBB,Classic,6,Zack Romano,
Chicago Pro Championships - IFBB,Classic,7,Brady King,
Chicago Pro Championships - IFBB,Classic,8,Kevin Ford,
Chicago Pro Championships - IFBB,Classic,9,Vladimir Sizov,
Chicago Pro Championships - IFBB,Classic,10,Joseph Cruz,
Chicago Pro Championships - IFBB,Classic,11,Ali Mohammed Alhasawi,
Chicago Pro Championships - IFBB,Classic,12,Jay Warren,
Chicago Pro Championships - IFBB,Classic,13,Matthew Frie,
Chicago Pro Championships - IFBB,Classic,14,Amit Roy,
Chicago Pro Championships - IFBB,Classic,15,Martin Daniels,
Chicago Pro Championships - IFBB,Classic,-,Andre Adams,
Chicago Pro Championships - IFBB,Classic,-,Jose Caban Rivera,
Chicago Pro Championships - IFBB,Classic,-,Gerardo Cabrera,
Chicago Pro Championships - IFBB,Classic,-,Ivan Cabrera,
Chicago Pro Championships - IFBB,Classic,-,Daine Chang,
Chicago Pro Championships - IFBB,Classic,-,Jason Conner,
Chicago Pro Championships - IFBB,Classic,-,Carlos D'Ommar,
Chicago Pro Championships - IFBB,Classic,-,Traveon Daniels,
Chicago Pro Championships - IFBB,Classic,-,Jorge Herrera,
Chicago Pro Championships - IFBB,Classic,-,Mark Hummel,
Chicago Pro Championships - IFBB,Classic,-,Jake Keidel,
Chicago Pro Championships - IFBB,Classic,-,Adon Marcus,
Chicago Pro Championships - IFBB,Classic,-,Leo Mayrhofer,
Chicago Pro Championships - IFBB,Classic,-,Damien Patrick,
Chicago Pro Championships - IFBB,Classic,-,Stephen Tezanos-Pinto,
Chicago Pro Championships - IFBB,Classic,-,George Thibault,
Chicago Pro Championships - IFBB,Classic,-,Clarence Tyler,
Europa Dallas - IFBB,Open,1,James Hollingshead,
Europa Dallas - IFBB,Open,2,Lukáš Osladil,
Europa Dallas - IFBB,Open,3,Rafael Brandao,
Europa Dallas - IFBB,Open,4,Regan Grimes,
Europa Dallas - IFBB,Open,5,Samson Dauda,
Europa Dallas - IFBB,Open,6,Andrea Muzi,
Europa Dallas - IFBB,Open,7,Marc Hector,
Europa Dallas - IFBB,Open,8,Jan Turek,
Europa Dallas - IFBB,Open,9,Jamie Christian-Johal,
Europa Dallas - IFBB,Open,10,Milan Šádek,
Europa Dallas - IFBB,Open,11,Marcelo Pedro DaCruz,
Europa Dallas - IFBB,Open,12,Slavoj Bednar,
Europa Dallas - IFBB,Open,13,Suk Vladyslav,
Europa Dallas - IFBB,Open,14,Kuba Cielen,
Europa Dallas - IFBB,Open,15,Killie Kujala,
Europa Dallas - IFBB,Open,-,Roberto Buonomo,
Europa Dallas - IFBB,Open,-,Igor Illés,
Europa Dallas - IFBB,Open,-,Marek Olejniczak,
Europa Dallas - IFBB,Open,-,Dimitris Tripalitsiotis,
Europa Dallas - IFBB,LightWeight,1,Angel Calderon Frias,
Europa Dallas - IFBB,LightWeight,2,Oleh Kryvyi,
Europa Dallas - IFBB,LightWeight,3,Vlad Alfred Chiriac,
Europa Dallas - IFBB,LightWeight,4,Pasquale D'Angelo,
Europa Dallas - IFBB,LightWeight,5,Steve Benthin,
Europa Dallas - IFBB,LightWeight,6,Derek Gabor,
Europa Dallas - IFBB,LightWeight,7,Zoran Kolevski,
Europa Dallas - IFBB,LightWeight,8,Jamie DoRego,
Europa Dallas - IFBB,LightWeight,9,Oliver Adzievski,
Europa Dallas - IFBB,Classic,1,Giuseppe Christian Zagarella,
Europa Dallas - IFBB,Classic,2,Maxime Yedess,
Europa Dallas - IFBB,Classic,3,Mike Sommerfeld,
Europa Dallas - IFBB,Classic,4,Pavel Szotkowski,
Europa Dallas - IFBB,Classic,5,Joffrey Vassaux,
Europa Dallas - IFBB,Classic,6,Radoslav Angelov,
Europa Dallas - IFBB,Classic,7,German Pastor,
Europa Dallas - IFBB,Classic,8,Kyrylo Khudalev,
Europa Dallas - IFBB,Classic,9,Neil Currey,
Europa Dallas - IFBB,Classic,10,David Martinez Campos,
Europa Dallas - IFBB,Classic,11,Shane Cullen,
Europa Dallas - IFBB,Classic,12,Roman Khaliulin,
Europa Dallas - IFBB,Classic,13,Tunde Chris Taylor,
Europa Dallas - IFBB,Classic,14,Sergi Constance,
Europa Dallas - IFBB,Classic,15,Jonathan Lofthouse,
Europa Dallas - IFBB,Classic,-,Dancovea Anderson,
Europa Dallas - IFBB,Classic,-,Gergely Arnold,
Europa Dallas - IFBB,Classic,-,Dainius Barzini,
Europa Dallas - IFBB,Classic,-,David Boix Andreu,
Europa Dallas - IFBB,Classic,-,Petar Duper,
Europa Dallas - IFBB,Classic,-,Lucas Fogelberg,
Europa Dallas - IFBB,Classic,-,Luis Garcia Martinez,
Europa Dallas - IFBB,Classic,-,Kelvin Hinde,
Europa Dallas - IFBB,Classic,-,Hubert Kulczynski,
Europa Dallas - IFBB,Classic,-,Nestor Martinez,
Europa Dallas - IFBB,Classic,-,Francisco Navarro,
Europa Dallas - IFBB,Classic,-,Jahmaal Onoh,
Europa Dallas - IFBB,Classic,-,Jesus Rodriguez Sendra,
Europa Dallas - IFBB,Classic,-,Dmitrii Vorotyntsev,
Europa Dallas - IFBB,Classic,-,Gabriel Zancanelli,
European Amateur Championships - IFBB,HeavyWeight,1,Vincent Alliot
  (France),
European Amateur Championships - IFBB,HeavyWeight,2,Sebastian Szmyt
  (Poland),
European Amateur Championships - IFBB,HeavyWeight,3,Andrius Talacka
  (Lithuania),
European Amateur Championships - IFBB,HeavyWeight,4,Juan Romero Nadal
  (Spain),
European Amateur Championships - IFBB,HeavyWeight,5,Dmitriy Pavlovich Makarov
  (Spain),
European Amateur Championships - IFBB,HeavyWeight,6,Yuliy Rusev
  (Bulgaria),
European Amateur Championships - IFBB,HeavyWeight,7,Tomas Kudelis
  (Lithuania),
European Amateur Championships - IFBB,HeavyWeight,8,Andrii Moher
  (Ukraine),
European Amateur Championships - IFBB,HeavyWeight,9,Remigijus Olišauskis
  (Lithuania),
European Amateur Championships - IFBB,Light-HeavyWeight,1,Justas Poliakus
  (Lithuania),
European Amateur Championships - IFBB,Light-HeavyWeight,2,Toni Shivachev
  (Bulgaria),
European Amateur Championships - IFBB,Light-HeavyWeight,3,Dmytro Marchenko
  (Ukraine),
European Amateur Championships - IFBB,Light-HeavyWeight,4,Jose Luis Ortiz (1)
  (Spain),
European Amateur Championships - IFBB,Light-HeavyWeight,5,Antonio DeLaTorre
  (Spain),
European Amateur Championships - IFBB,Light-HeavyWeight,6,Juan Antonio Caballero
  (Spain),
European Amateur Championships - IFBB,Light-HeavyWeight,7,Anthony Aiguaviva
  (France),
European Amateur Championships - IFBB,Light-HeavyWeight,8,Nikolay Asparuhov
  (Austria),
European Amateur Championships - IFBB,MiddleWeight,1,Dawid Ziola
  (Romania),
European Amateur Championships - IFBB,MiddleWeight,2,Mariusz Balazinski
  (Romania),
European Amateur Championships - IFBB,MiddleWeight,3,Nfene Nguema
  (France),
European Amateur Championships - IFBB,MiddleWeight,4,Jose Maria Jimenez (1)
  (Spain),
European Amateur Championships - IFBB,MiddleWeight,5,Jakub Szuba
  (Romania),
European Amateur Championships - IFBB,MiddleWeight,6,Omar Quintana
  (Spain),
European Amateur Championships - IFBB,LightWeight,1,Haider Khalid Al Aboudi
  (Spain),
European Amateur Championships - IFBB,LightWeight,2,Jose Antonio Garcia
  (Spain),
European Amateur Championships - IFBB,LightWeight,3,Vladimir Dimitrov
  (Bulgaria),
European Amateur Championships - IFBB,LightWeight,4,Neven Cuk
  (Croatia),
European Amateur Championships - IFBB,LightWeight,5,Radim Pasteka
  (Czech Republic),
European Amateur Championships - IFBB,LightWeight,6,Louis Milane
  (France),
European Amateur Championships - IFBB,Wheelchair,1,Antonio Marti
  (Spain),
European Amateur Championships - IFBB,Classic A,1,Oleksandr Sirenko
  (Ukraine),
European Amateur Championships - IFBB,Classic A,2,Jorge Camacho
  (Spain),
European Amateur Championships - IFBB,Classic A,3,Cosmin Iancu
  (Romania),
European Amateur Championships - IFBB,Classic A,4,Andrzej Hurysz
  (Romania),
European Amateur Championships - IFBB,Classic A,5,Ciprian Solzaru
  (Romania),
European Amateur Championships - IFBB,Classic A,6,Daniel Suarez
  (Spain),
European Amateur Championships - IFBB,Classic A,7,Tomasz Laszko
  (Romania),
European Amateur Championships - IFBB,Classic A,8,Simeon Aleksandrov
  (Bulgaria),
European Amateur Championships - IFBB,Classic A,9,Alberto Serban
  (Romania),
European Amateur Championships - IFBB,Classic B,1,Raul Sanchez
  (Spain),
European Amateur Championships - IFBB,Classic B,2,Fabrizio DeSilvestro
  (Italy),
European Amateur Championships - IFBB,Classic B,3,Jakub Szuba
  (Romania),
European Amateur Championships - IFBB,Classic B,4,Andres Moreno Fernandez
  (Spain),
European Amateur Championships - IFBB,Classic B,5,Rui Geneto
  (France),
European Amateur Championships - IFBB,Classic B,6,Jose Saura Miranda
  (Spain),
European Amateur Championships - IFBB,Classic B,7,Bryan Lajmi
  (France),
European Amateur Championships - IFBB,Classic B,DQ,Jose Maria Gomez
  (Spain),
European Amateur Championships - IFBB,Classic C,1,Yamil Calvo
  (Spain),
European Amateur Championships - IFBB,Classic C,2,Yuriy Gayduk
  (Ukraine),
European Amateur Championships - IFBB,Classic C,3,Danylo Tsypko
  (Ukraine),
European Amateur Championships - IFBB,Classic C,4,Borja Serna
  (Spain),
European Amateur Championships - IFBB,Classic C,5,Luis Ortega
  (Spain),
European Amateur Championships - IFBB,Classic C,6,Adrian Martinez Moran
