Competition,Category,Place,Name,Score
Arnold Classic - IFBB,,1,Mike Ashley,
Arnold Classic - IFBB,,2,Mike Christian,
Arnold Classic - IFBB,,3,Andreas Munzer,
Arnold Classic - IFBB,,4,Robby Robinson,
Arnold Classic - IFBB,,5,Steve Brisbois,
Arnold Classic - IFBB,,6,Tony Pearson,
Arnold Classic - IFBB,,7,Paul Jean-Guillaume,
Arnold Classic - IFBB,,8,Chris Dickerson,
Arnold Classic - IFBB,,9,Albert Beckles,
Arnold Classic - IFBB,,DQ,Samir Bannout,
Arnold Classic - IFBB,,DQ,Nimrod King,
Arnold Classic - IFBB,,DQ,Ralf Moeller,
Arnold Classic - IFBB,,DQ,Shawn Ray,
Asian Amateur Championships - IFBB,HeavyWeight,1,Malek Noor
  (Malaysia),
Asian Amateur Championships - IFBB,HeavyWeight,2,Ishak Raja Etam
  (Malaysia),
Asian Amateur Championships - IFBB,HeavyWeight,3,Lee Dae Juen
  (Korea),
Asian Amateur Championships - IFBB,Light-HeavyWeight,1,Frankie Chin
  (Malaysia),
Asian Amateur Championships - IFBB,Light-HeavyWeight,2,Wimpi Albertus Wungow
  (Indonesia),
Asian Amateur Championships - IFBB,Light-HeavyWeight,3,Othman Yahaya
  (Malaysia),
Asian Amateur Championships - IFBB,MiddleWeight,1,Mohd Ismail Mohammed
  (Singapore),
Asian Amateur Championships - IFBB,MiddleWeight,2,Kazuichi Tsuruta    鶴田和一

  (Japan),
Asian Amateur Championships - IFBB,MiddleWeight,3,Kim Won Tae
  (Korea),
Asian Amateur Championships - IFBB,Light-MiddleWeight,1,Abdullah Azman
  (Singapore),
Asian Amateur Championships - IFBB,Light-MiddleWeight,2,Sammy Ayochok
  (Philippines),
Asian Amateur Championships - IFBB,Light-MiddleWeight,3,Kang Kyung Soon
  (Korea),
Asian Amateur Championships - IFBB,WelterWeight,1,Han Dong Ki
  (Korea),
Asian Amateur Championships - IFBB,WelterWeight,2,Justin Sompong
  (Malaysia),
Asian Amateur Championships - IFBB,WelterWeight,3,Masanobu Okamoto    岡本正信

  (Japan),
Asian Amateur Championships - IFBB,LightWeight,1,Fatholomein Ali
  (Singapore),
Asian Amateur Championships - IFBB,LightWeight,2,Kang Kyung Soon
  (Korea),
Asian Amateur Championships - IFBB,LightWeight,3,Fumitoshi Takanishi    高西文利

  (Japan),
Asian Amateur Championships - IFBB,BantamWeight,1,Ibrahim Bin Sihat
  (Singapore),
Asian Amateur Championships - IFBB,BantamWeight,2,Lee Young Sub
  (Korea),
Asian Amateur Championships - IFBB,BantamWeight,3,Enrique Macorol Jr
  (Philippines),
Asian Amateur Championships - IFBB,FlyWeight,1,Jung Bo Hun
  (Korea),
Asian Amateur Championships - IFBB,FlyWeight,2,David Yee
  (Singapore),
Asian Amateur Championships - IFBB,FlyWeight,3,Akio Kawakami    川上昭雄

  (Japan),
European Amateur Championships - IFBB,HeavyWeight,1,Stefan Hartl,
European Amateur Championships - IFBB,HeavyWeight,2,Guido Conrad,
European Amateur Championships - IFBB,HeavyWeight,3,François Gay,
European Amateur Championships - IFBB,HeavyWeight,4,Leopoldo Caminotta,
European Amateur Championships - IFBB,HeavyWeight,5,Jorgen Hansen,
European Amateur Championships - IFBB,Light-HeavyWeight,1,Ain Paavo,
European Amateur Championships - IFBB,Light-HeavyWeight,2,Aurel Hillebrand,
European Amateur Championships - IFBB,Light-HeavyWeight,3,Johan Oldenmark
  (Sweden),
European Amateur Championships - IFBB,Light-HeavyWeight,4,Pawel Filleborn,
European Amateur Championships - IFBB,Light-HeavyWeight,5,Nikolai Yasinovsky    Николай Ясиновский,
European Amateur Championships - IFBB,MiddleWeight,1,Angelo Bardoni,
European Amateur Championships - IFBB,MiddleWeight,2,Eusebio Esteban,
European Amateur Championships - IFBB,MiddleWeight,3,Johnny Grape,
European Amateur Championships - IFBB,MiddleWeight,4,Karl-Heinz Loose,
European Amateur Championships - IFBB,MiddleWeight,5,Wilhelm Janach,
European Amateur Championships - IFBB,LightWeight,1,John Carroll,
European Amateur Championships - IFBB,LightWeight,2,Gianni Pescara,
European Amateur Championships - IFBB,LightWeight,3,Eduardo Cardoso,
European Amateur Championships - IFBB,LightWeight,4,Eduard Derzapf,
European Amateur Championships - IFBB,LightWeight,5,Luciano Andreose,
European Amateur Championships - IFBB,BantamWeight,1,Josef Grolmus,
European Amateur Championships - IFBB,BantamWeight,2,Samuel Gomez,
European Amateur Championships - IFBB,BantamWeight,3,Ferenc Toht,
European Amateur Championships - IFBB,BantamWeight,4,Jose Ballester,
European Amateur Championships - IFBB,BantamWeight,5,Stefan Orosz,
French Championships - IFBB,HeavyWeight,1,George Torelli,
French Championships - IFBB,Light-HeavyWeight,1,Jean Michael Sorel,
French Championships - IFBB,MiddleWeight,1,Patrice Nanou,
French Championships - IFBB,LightWeight,1,Louis Magnani,
Grand Prix England - IFBB,,1,Mohammed Benaziza,
Grand Prix England - IFBB,,2,Gary Strydom,
Grand Prix England - IFBB,,3,Nimrod King,
Grand Prix England - IFBB,,4,Selwyn Cottrell,
Grand Prix England - IFBB,,5,Danny Padilla,
Grand Prix England - IFBB,,6,Samir Bannout,
