Competition,Category,Place,Name,Score
  (Australia),
World Amateur Championships - IFBB,MiddleWeight,DQ,Julia Stefanovitch
  (Russia) (had been 1st),
World Amateur Championships - IFBB,LightWeight,1,Brigitte Schori
  (Switzerland),
World Amateur Championships - IFBB,LightWeight,2,Natalia Proskouriakova
  (Russia),
World Amateur Championships - IFBB,LightWeight,3,Gerda Fannes
  (Belgium),
World Amateur Championships - IFBB,LightWeight,4,Antonia Sabella
  (Italy),
World Amateur Championships - IFBB,LightWeight,5,Katherine Illingworth
  (Australia),
World Amateur Championships - IFBB,LightWeight,6,Vlasta Kacafirkova
  (Czech Republic),
World Amateur Championships - IFBB,LightWeight,7,Joanna Krupa
  (Poland),
World Amateur Championships - IFBB,LightWeight,8,Pam Kusar
  (United States),
World Amateur Championships - IFBB,LightWeight,9,Anna Nordstrom
  (Sweden),
World Amateur Championships - IFBB,LightWeight,10,Utako Mizuma    水間詠子

  (Japan),
World Amateur Championships - IFBB,Junior - HeavyWeight,1,Katarina Trnovcova,
World Amateur Championships - IFBB,Junior - HeavyWeight,2,Svetlana Spounova,
World Amateur Championships - IFBB,Junior - HeavyWeight,3,Hana Krtilova,
World Amateur Championships - IFBB,Junior - HeavyWeight,4,Monica Micoesco,
World Amateur Championships - IFBB,Junior - HeavyWeight,5,Anna Marisslauska,
World Amateur Championships - IFBB,Junior - HeavyWeight,6,Diana DeLaAsuncion,
World Amateur Championships - IFBB,Junior - LightWeight,1,Katarina Topicova,
World Amateur Championships - IFBB,Junior - LightWeight,2,Oxana Jourkorskaja,
World Amateur Championships - IFBB,Junior - LightWeight,3,Elena Kovacoba,
World Amateur Championships - IFBB,Masters,1,Katalin Szamko
  (Hungary),
World Amateur Championships - IFBB,Masters,2,Dorota Jadczak,
World Amateur Championships - IFBB,Masters,3,Irma Nadine Aertj,
World Amateur Championships - IFBB,Masters,4,Rose Deutsch,
World Amateur Championships - IFBB,Masters,5,Lourdes Ballester,
World Amateur Championships - IFBB,Masters,6,Angela Sualey,
World Pro Championships - IFBB,,1,Laura Binetti,
World Pro Championships - IFBB,,2,Iris Kyle,
World Pro Championships - IFBB,,3,Gayle Moher,
World Pro Championships - IFBB,,4,Denise Masino,
World Pro Championships - IFBB,,5,Betty Pariso,
World Pro Championships - IFBB,,6,Yaxeni Oriquen,
World Pro Championships - IFBB,,7,Lynea Brehme,
World Pro Championships - IFBB,,8,Tracy Sackmann,
World Pro Championships - IFBB,,9,Angela Debatin,
World Pro Championships - IFBB,,9,Mary Ellen Jerumbo,
World Pro Championships - IFBB,,11,Yurie Iijima    飯島ゆりえ,
World Pro Championships - IFBB,,12,Donna Logue,
World Pro Championships - IFBB,,13,Maria Calo,
World Pro Championships - IFBB,,13,Martha Sandrey,
