Competition,Category,Place,Name,Score
British Championships - IFBB,HeavyWeight,1,Emma Sue,
British Championships - IFBB,MiddleWeight,1,Marie Nourish,
British Championships - IFBB,LightWeight,1,Rachel Duckmanton,
European Amateur Championships - IFBB,HeavyWeight,1,Cornelia Junker
  (Germany),
European Amateur Championships - IFBB,MiddleWeight,1,Julia Stefanovitch
  (Russia),
European Amateur Championships - IFBB,LightWeight,1,Elizbieta Borecka,
Pro Extravaganza - IFBB,,1,Laura Creavalle,
Pro Extravaganza - IFBB,,2,Brenda Raganot,
Pro Extravaganza - IFBB,,3,Yaxeni Oriquen,
Pro Extravaganza - IFBB,,4,Betty Pariso,
Pro Extravaganza - IFBB,,5,Cathy Lefrançois,
Pro Extravaganza - IFBB,,6,Desiree Ellis,
Pro Extravaganza - IFBB,,7,Donna Logue,
Pro Extravaganza - IFBB,,8,Monica Martin,
Pro Extravaganza - IFBB,,9,Dayana Cadeau,
Pro Extravaganza - IFBB,,10,Melanie Horton,
Pro Extravaganza - IFBB,,11,Fannie Barrios,
Pro Extravaganza - IFBB,,12,Brigitta Hallstrom,
Pro Extravaganza - IFBB,,13,Denise Gerard,
Pro Extravaganza - IFBB,,14,Sandy Matthews,
Ms International - IFBB,,1,Vickie Gates,
Ms International - IFBB,,2,Lesa Lewis,
Ms International - IFBB,,3,Yolanda Hughes,
Ms International - IFBB,,4,Tazzie Colomb,
Ms International - IFBB,,5,Andrulla Blanchette,
Ms International - IFBB,,6,Gayle Moher,
Ms International - IFBB,,7,Denise Masino,
Ms International - IFBB,,8,Laura Binetti,
Ms International - IFBB,,9,Amy Pazzo,
Ms International - IFBB,,10,Jitka Harazimova,
Ms International - IFBB,,11,Dayana Cadeau,
Ms International - IFBB,,12,Susan Myers,
Ms International - IFBB,,13,Melissa Coates,
Ms International - IFBB,,14,Betty Pariso,
Ms International - IFBB,,15,Iris Kyle,
Ms International - IFBB,,16,Monica Martin,
Ms International - IFBB,,17,Paula Suzuki,
Ms International - IFBB,,18,Yaxeni Oriquen,
Ms International - IFBB,,19,Cathy Lefrançois,
Jan Tana Pro Classic - IFBB,,1,Gayle Moher,
Jan Tana Pro Classic - IFBB,,2,Yaxeni Oriquen,
Jan Tana Pro Classic - IFBB,,3,Valentina Chepiga,
Jan Tana Pro Classic - IFBB,,4,Betty Pariso,
Jan Tana Pro Classic - IFBB,,5,Peggy Schoolcraft,
Jan Tana Pro Classic - IFBB,,6,Amy Pazzo,
Jan Tana Pro Classic - IFBB,,7,Monica Martin,
Jan Tana Pro Classic - IFBB,,8,Cathy Lefrançois,
Jan Tana Pro Classic - IFBB,,9,Dayana Cadeau,
Jan Tana Pro Classic - IFBB,,10,Tracy Sackmann,
Jan Tana Pro Classic - IFBB,,11,Mereta Horness,
Jan Tana Pro Classic - IFBB,,12,Denise Gerard,
Jan Tana Pro Classic - IFBB,,13,Lynea Brehme,
Jan Tana Pro Classic - IFBB,,14,Mary Ellen Jerumbo,
Jan Tana Pro Classic - IFBB,,15,Angela Debatin,
Jan Tana Pro Classic - IFBB,,16,Viviana Violante,
Jan Tana Pro Classic - IFBB,,17,Fannie Barrios,
Jan Tana Pro Classic - IFBB,,18,Yurie Iijima    飯島ゆりえ,
Jan Tana Pro Classic - IFBB,,19,Donna Logue,
Jan Tana Pro Classic - IFBB,,20,Maria Calo,
North American Championships - IFBB,HeavyWeight,1,Denise Hoshor,
North American Championships - IFBB,HeavyWeight,2,Sharon Robelle,
North American Championships - IFBB,HeavyWeight,3,Carla Haug,
North American Championships - IFBB,HeavyWeight,4,Sheila Burgess,
North American Championships - IFBB,HeavyWeight,5,Lisa Bavington,
North American Championships - IFBB,HeavyWeight,6,Renee O'Neill,
North American Championships - IFBB,HeavyWeight,7,Jasmin Johnson,
North American Championships - IFBB,HeavyWeight,8,Michele Maroldo,
North American Championships - IFBB,HeavyWeight,9,Nursel Gurler,
North American Championships - IFBB,HeavyWeight,10,Mah-Ann Mendoza,
North American Championships - IFBB,HeavyWeight,11,Stacy Garonzik,
North American Championships - IFBB,HeavyWeight,12,Melody Bennett,
North American Championships - IFBB,HeavyWeight,13,Marie Thiebaut,
North American Championships - IFBB,HeavyWeight,14,Catherine Wilbert,
North American Championships - IFBB,HeavyWeight,15,Sylvia Cowan,
North American Championships - IFBB,HeavyWeight,16,Cindy Blais,
North American Championships - IFBB,MiddleWeight,1,Maricela Enriquez,
North American Championships - IFBB,MiddleWeight,2,Tracy Palubiak,
North American Championships - IFBB,MiddleWeight,3,Alonda Moer,
North American Championships - IFBB,LightWeight,1,Julie Evans,
North American Championships - IFBB,LightWeight,2,Debra Gorski,
North American Championships - IFBB,LightWeight,3,Coreen Bezdicek,
Olympia - IFBB,,1,Kim Chizevsky,
Olympia - IFBB,,2,Vickie Gates,
Olympia - IFBB,,3,Laura Creavalle,
Olympia - IFBB,,4,Iris Kyle,
Olympia - IFBB,,5,Lesa Lewis,
Olympia - IFBB,,6,Tazzie Colomb,
Olympia - IFBB,,7,Andrulla Blanchette,
Olympia - IFBB,,8,Laura Binetti,
Olympia - IFBB,,9,Brenda Raganot,
Olympia - IFBB,,10,Yaxeni Oriquen,
Olympia - IFBB,,11,Gayle Moher,
Olympia - IFBB,,12,Valentina Chepiga,
World Amateur Championships - IFBB,HeavyWeight,1,Ewa Krynska
  (Poland),
World Amateur Championships - IFBB,HeavyWeight,2,Lisa Aukland
  (United States),
World Amateur Championships - IFBB,HeavyWeight,3,Zdenka Razymova
  (Czech Republic),
World Amateur Championships - IFBB,HeavyWeight,4,Deborah Compton
  (Australia),
World Amateur Championships - IFBB,HeavyWeight,5,Annette Wittig
  (Germany),
World Amateur Championships - IFBB,HeavyWeight,6,Miriam Peschlova
  (Slovakia),
World Amateur Championships - IFBB,HeavyWeight,7,Pauliina Talus
  (Finland),
World Amateur Championships - IFBB,HeavyWeight,8,Monica Sas
  (Romania),
World Amateur Championships - IFBB,HeavyWeight,9,Gabriele Mayer
  (Austria),
World Amateur Championships - IFBB,HeavyWeight,10,Helle Nielsen
  (Denmark),
World Amateur Championships - IFBB,MiddleWeight,1,Susanne Niederhauser
  (Austria) (moved up from 2nd),
World Amateur Championships - IFBB,MiddleWeight,2,Irina Nicoleta Muntean
  (Romania) (moved up from 3rd),
World Amateur Championships - IFBB,MiddleWeight,4,Marja-Leana Lehtonen
  (Finland),
World Amateur Championships - IFBB,MiddleWeight,5,Claudia Klumaier
  (Austria),
World Amateur Championships - IFBB,MiddleWeight,6,Tülay Caner-Ozbek
  (Turkey),
World Amateur Championships - IFBB,MiddleWeight,7,Jacklyn Parish
  (United Kingdom),
World Amateur Championships - IFBB,MiddleWeight,8,Klaudia Larsson
  (Sweden),
World Amateur Championships - IFBB,MiddleWeight,9,Lucie Bergeron
  (Canada),
World Amateur Championships - IFBB,MiddleWeight,10,Kym Brandhoff
