Competition,Category,Place,Name,Score
Grand Prix Germany (2) - IFBB,,2,Rich Gaspari,
Grand Prix Germany (2) - IFBB,,3,Lee Labrada,
Grand Prix Germany (2) - IFBB,,4,Mike Christian,
Grand Prix Germany (2) - IFBB,,5,Robby Robinson,
Grand Prix Germany (2) - IFBB,,6,Albert Beckles,
Grand Prix Germany (2) - IFBB,,7,Roy Callendar,
Grand Prix Germany (2) - IFBB,,8,Paul Jean-Guillaume,
Grand Prix Germany (2) - IFBB,,9,Berry DeMey,
Grand Prix Germany (2) - IFBB,,10,Ron Love,
Grand Prix Germany - IFBB,,1,Rich Gaspari,
Grand Prix Germany - IFBB,,2,Robby Robinson,
Grand Prix Germany - IFBB,,3,Mike Christian,
Grand Prix Germany - IFBB,,4,Albert Beckles,
Grand Prix Germany - IFBB,,5,Paul Jean-Guillaume,
Grand Prix Germany - IFBB,,6,Berry DeMey,
Grand Prix Germany - IFBB,,7,Ron Love,
Grand Prix Germany - IFBB,,8,Edouard Kawak,
Grand Prix Germany - IFBB,,9,Bertil Fox,
Grand Prix Germany - IFBB,,10,John Hnatyschak,
Night of Champions - IFBB,,1,Gary Strydom,
Night of Champions - IFBB,,2,Mike Ashley,
Night of Champions - IFBB,,3,Ron Love,
Night of Champions - IFBB,,4,John Hnatyschak,
Night of Champions - IFBB,,5,Robby Robinson,
Night of Champions - IFBB,,6,Shane DiMora,
Night of Champions - IFBB,,7,Bertil Fox,
Night of Champions - IFBB,,7,David Hawk,
Night of Champions - IFBB,,9,Steve Brisbois,
Night of Champions - IFBB,,10,Tom Terwilliger,
Night of Champions - IFBB,,-,Roy Callendar,
Night of Champions - IFBB,,-,Thierry Gunst,
Night of Champions - IFBB,,-,Larry Jackson (1),
Night of Champions - IFBB,,-,Sean Jenkins,
Night of Champions - IFBB,,-,Edouard Kawak,
Night of Champions - IFBB,,-,Rod Koontz,
Night of Champions - IFBB,,-,Ron Magnum,
Night of Champions - IFBB,,-,Ali Malla,
Night of Champions - IFBB,,-,Ken Passariello,
Night of Champions - IFBB,,-,Tony Pearson,
Night of Champions - IFBB,,-,Jocelyn Pelletier,
Night of Champions - IFBB,,-,Frank Richard,
Night of Champions - IFBB,,-,Wayne Robbins,
Night of Champions - IFBB,,-,Scott Wilson,
North American Championships - IFBB,HeavyWeight,1,Dan Smith,
North American Championships - IFBB,HeavyWeight,2,Ladislar Dufek,
North American Championships - IFBB,HeavyWeight,3,Pat Quinn,
North American Championships - IFBB,HeavyWeight,4,Dean Caputo,
North American Championships - IFBB,HeavyWeight,5,Michael Harris (1),
North American Championships - IFBB,Light-HeavyWeight,1,Glenn Knerr,
North American Championships - IFBB,Light-HeavyWeight,2,Aaron Baker,
North American Championships - IFBB,Light-HeavyWeight,3,Dean McKrae,
North American Championships - IFBB,Light-HeavyWeight,4,Kim Farrison,
North American Championships - IFBB,Light-HeavyWeight,5,Linzie McKinney,
North American Championships - IFBB,MiddleWeight,1,Joseph Dawson,
North American Championships - IFBB,MiddleWeight,2,David Simpson,
North American Championships - IFBB,MiddleWeight,3,Paul Tetzlaff,
North American Championships - IFBB,MiddleWeight,4,Al Armstrong,
North American Championships - IFBB,LightWeight,1,Luis Pardo,
North American Championships - IFBB,LightWeight,2,Ron Knight,
North American Championships - IFBB,BantamWeight,1,Khalil El Amin,
North American Championships - IFBB,BantamWeight,2,David Olsen,
North American Championships - IFBB,BantamWeight,3,John Wilson (1),
North American Championships - IFBB,BantamWeight,4,Joe Robinson,
North American Championships - IFBB,BantamWeight,5,Carold Nelson,
Olympia - IFBB,,1,Lee Haney,
Olympia - IFBB,,2,Rich Gaspari,
Olympia - IFBB,,3,Lee Labrada,
Olympia - IFBB,,4,Mike Christian,
Olympia - IFBB,,5,Robby Robinson,
Olympia - IFBB,,6,Berry DeMey,
Olympia - IFBB,,7,Albert Beckles,
Olympia - IFBB,,8,Edouard Kawak,
Olympia - IFBB,,9,Ron Love,
Olympia - IFBB,,10,Mike Ashley,
Olympia - IFBB,,11,John Hnatyschak,
Olympia - IFBB,,12,Bertil Fox,
Olympia - IFBB,,13,Peter Hensel,
Olympia - IFBB,,14,Paul Jean-Guillaume,
Olympia - IFBB,,15,Josef Grolmus,
Olympia - IFBB,,16,Ulf Larsson,
Olympia - IFBB,,17,Herman Hoffend,
Olympia - IFBB,,18,Steve Brisbois,
South East Asian Games - IFBB,Light-HeavyWeight,1,Sammy Ayochok
  (Philippines),
South East Asian Games - IFBB,Light-HeavyWeight,2,Johnny Ong Kah Hin
  (Singapore),
South East Asian Games - IFBB,Light-HeavyWeight,3,Benny Cipta Wijaya
  (Indonesia),
South East Asian Games - IFBB,MiddleWeight,1,Hashim Salim
  (Singapore),
South East Asian Games - IFBB,MiddleWeight,2,Garzon Abraham
  (Philippines),
South East Asian Games - IFBB,MiddleWeight,3,Teh Ah Fook
  (Malaysia),
South East Asian Games - IFBB,WelterWeight,1,Fatholomein Ali
  (Singapore),
South East Asian Games - IFBB,WelterWeight,2,Mohd Zukhi
  (Malaysia),
South East Asian Games - IFBB,WelterWeight,3,Renato Dio
  (Philippines),
South East Asian Games - IFBB,LightWeight,1,Levi Rumbewas
  (Indonesia),
South East Asian Games - IFBB,LightWeight,2,Ramli Hussein
  (Singapore),
South East Asian Games - IFBB,LightWeight,3,Abesamis David
  (Philippines),
South East Asian Games - IFBB,BantamWeight,1,Ibrahim Sihat
  (Singapore),
South East Asian Games - IFBB,BantamWeight,2,Bachtiar Zarmi
  (Indonesia),
South East Asian Games - IFBB,BantamWeight,3,Bujang Taha
  (Malaysia),
World Amateur Championships - IFBB,HeavyWeight,1,Luiz Freitas,
World Amateur Championships - IFBB,HeavyWeight,2,Geir Borgan Paulsen,
World Amateur Championships - IFBB,HeavyWeight,3,Gunther Kuhni,
World Amateur Championships - IFBB,HeavyWeight,4,Juan Hernandez (1),
World Amateur Championships - IFBB,HeavyWeight,5,Soel Nouri,
World Amateur Championships - IFBB,HeavyWeight,6,Manfred Grössler,
World Amateur Championships - IFBB,HeavyWeight,12,Fred Van Rutten,
World Amateur Championships - IFBB,HeavyWeight,-,Eric Overdevest,
World Amateur Championships - IFBB,Light-HeavyWeight,1,Pavol Jablonicky,
World Amateur Championships - IFBB,Light-HeavyWeight,2,Libor Minarik,
World Amateur Championships - IFBB,Light-HeavyWeight,3,Andreas Munzer,
World Amateur Championships - IFBB,Light-HeavyWeight,4,Ingvar Larsson,
World Amateur Championships - IFBB,Light-HeavyWeight,5,Ian Dowe,
World Amateur Championships - IFBB,Light-HeavyWeight,6,Ahmet Enünlü
  (Turkey),
World Amateur Championships - IFBB,Light-HeavyWeight,-,Richard Martina,
World Amateur Championships - IFBB,Light-HeavyWeight,-,Walter Van Elderen,
World Amateur Championships - IFBB,MiddleWeight,1,El Shahat Mabrouk
  (Egypt),
World Amateur Championships - IFBB,MiddleWeight,2,Francis Benfatto,
World Amateur Championships - IFBB,MiddleWeight,3,Joseph Brian,
World Amateur Championships - IFBB,MiddleWeight,4,Prem Chand Degra,
World Amateur Championships - IFBB,MiddleWeight,5,Simeon Carsi Do A,
World Amateur Championships - IFBB,MiddleWeight,6,Miroslav Jastrebski,
World Amateur Championships - IFBB,MiddleWeight,-,Ruud Van Haalem,
World Amateur Championships - IFBB,LightWeight,1,Mohammed Benaziza,
World Amateur Championships - IFBB,LightWeight,2,Juan Carlos Lopez,
World Amateur Championships - IFBB,LightWeight,3,Jose Guzman,
World Amateur Championships - IFBB,LightWeight,4,Luciano Andreose,
World Amateur Championships - IFBB,LightWeight,5,Juan Gomez,
World Amateur Championships - IFBB,LightWeight,6,Park Yung Chul
  (Korea),
World Amateur Championships - IFBB,BantamWeight,1,Mohammed Lofty,
World Amateur Championships - IFBB,BantamWeight,2,Jose Ballester,
World Amateur Championships - IFBB,BantamWeight,3,Tevfik Ulusoglu,
World Amateur Championships - IFBB,BantamWeight,4,Anwar El Amawy
  (Egypt),
World Amateur Championships - IFBB,BantamWeight,5,Han Dong Ki,
World Amateur Championships - IFBB,BantamWeight,6,Frans Duran,
World Pro Championships - IFBB,,1,Ron Love,
World Pro Championships - IFBB,,2,Lee Labrada,
World Pro Championships - IFBB,,3,Albert Beckles,
World Pro Championships - IFBB,,4,Edouard Kawak,
World Pro Championships - IFBB,,5,John Hnatyschak,
World Pro Championships - IFBB,,6,Peter Hensel,
World Pro Championships - IFBB,,7,Josef Grolmus,
World Pro Championships - IFBB,,8,Tony Pearson,
World Pro Championships - IFBB,,9,Frank Richard,
World Pro Championships - IFBB,,10,Jacques Neuville,
World Pro Championships - IFBB,,11,Gunther Kohaut,
World Pro Championships - IFBB,,12,Roy Callendar,
World Pro Championships - IFBB,,13,Johnny Fuller,
World Pro Championships - IFBB,,14,Wayne Robbins,
World Pro Championships - IFBB,,15,Thierry Gunst,
