Competition,Category,Place,Name,Score
Olympia - IFBB,,11,Laura Binetti,
Olympia - IFBB,,12,Christa Bauch,
Olympia - IFBB,,13,Eva Sukupova,
Olympia - IFBB,,14,Sabine Froschauer,
Olympia - IFBB,,15,Gabriella Szikszay,
Olympia - IFBB,,16,Frederique Auchart,
Olympia - IFBB,,17,Sharon Bruneau,
Olympia - IFBB,,17,Veronique Gady,
Olympia - IFBB,,19,Nuria Sala,
World Amateur Championships - IFBB,HeavyWeight,1,Natalja Murnikoviene
  (Lithuania),
World Amateur Championships - IFBB,HeavyWeight,2,Elisabeth Schwarz
  (Germany),
World Amateur Championships - IFBB,HeavyWeight,3,Beate Drabing
  (Austria),
World Amateur Championships - IFBB,HeavyWeight,4,Angelika Loebardt
  (Germany),
World Amateur Championships - IFBB,HeavyWeight,5,Linda WoođHoyte
  (United States),
World Amateur Championships - IFBB,HeavyWeight,6,Zdenka Tvrda
  (Czech Republic),
World Amateur Championships - IFBB,HeavyWeight,7,Zdenka Razymova
  (Czech Republic),
World Amateur Championships - IFBB,HeavyWeight,8,Ewa Krynska
  (Poland),
World Amateur Championships - IFBB,HeavyWeight,9,Gunilla Söderberg
  (Sweden),
World Amateur Championships - IFBB,HeavyWeight,10,Jeanette Olsen
  (Denmark),
World Amateur Championships - IFBB,HeavyWeight,11,Ilse Huberts
  (Netherlands),
World Amateur Championships - IFBB,HeavyWeight,12,Marika Johansson
  (Sweden),
World Amateur Championships - IFBB,HeavyWeight,13,Tarja Tuovinen
  (Finland),
World Amateur Championships - IFBB,HeavyWeight,14,Charita Neethling
  (South Africa),
World Amateur Championships - IFBB,MiddleWeight,1,Karin Petz
  (Germany),
World Amateur Championships - IFBB,MiddleWeight,2,Patricia David
  (France),
World Amateur Championships - IFBB,MiddleWeight,3,Tülay Caner-Ozbek
  (Turkey),
World Amateur Championships - IFBB,MiddleWeight,4,Marja-Leana Lehtonen
  (Finland),
World Amateur Championships - IFBB,MiddleWeight,5,Daniela Follis
  (Italy),
World Amateur Championships - IFBB,MiddleWeight,6,Birgitta Carlsson
  (Sweden),
World Amateur Championships - IFBB,MiddleWeight,7,Valentina Chepiga
  (Ukraine),
World Amateur Championships - IFBB,MiddleWeight,8,Monica Riscoll
  (Sweden),
World Amateur Championships - IFBB,MiddleWeight,9,Camilla Palazzi
  (Sweden),
World Amateur Championships - IFBB,MiddleWeight,10,Jodi Friedman
  (United States),
World Amateur Championships - IFBB,MiddleWeight,11,Elena Momoutenko
  (Russia),
World Amateur Championships - IFBB,MiddleWeight,12,Helena Saladrigas
  (Spain),
World Amateur Championships - IFBB,MiddleWeight,13,Darina Gajovska
  (Czech Republic),
World Amateur Championships - IFBB,MiddleWeight,14,Marie Saunders
  (South Africa),
World Amateur Championships - IFBB,MiddleWeight,15,Barbara Furer
  (Switzerland),
World Amateur Championships - IFBB,LightWeight,1,Christine Noel
  (France),
World Amateur Championships - IFBB,LightWeight,2,Catherine Pilain
  (France),
World Amateur Championships - IFBB,LightWeight,3,Marina Vari
  (Italy),
World Amateur Championships - IFBB,LightWeight,4,Nanna Bjone
  (Norway),
World Amateur Championships - IFBB,LightWeight,5,Pam Kusar
  (United States),
World Amateur Championships - IFBB,LightWeight,6,Esther Sydfox
  (Spain),
World Amateur Championships - IFBB,LightWeight,7,Brigitte Schori
  (Switzerland),
World Amateur Championships - IFBB,LightWeight,8,Yuka Ueno    上野結花

  (Japan),
World Amateur Championships - IFBB,LightWeight,9,Zuhal Aysever
  (Turkey),
World Amateur Championships - IFBB,LightWeight,10,Ji Mingli
  (China),
