Competition,Category,Place,Name,Score
Amateur Olympia Europe - IFBB,Physique A,1,Anastasia Papoutsaki
  (Greece),
Amateur Olympia Europe - IFBB,Physique A,2,Jeannine Gross
  (Germany),
Amateur Olympia Europe - IFBB,Physique A,3,Silvana Imbrogno
  (United Kingdom),
Amateur Olympia Europe - IFBB,Physique A,4,Muriel Boumazza
  (France),
Amateur Olympia Europe - IFBB,Physique A,5,Blanche Coppola
  (Malta),
Amateur Olympia Europe - IFBB,Physique A,6,Clara Sella
  (Italy),
Amateur Olympia Europe - IFBB,Physique A,7,Paola Simioli
  (Italy),
Amateur Olympia Europe - IFBB,Physique A,8,Melanie Höber,
Amateur Olympia Europe - IFBB,Physique A,9,Arianna Brini
  (Italy),
Amateur Olympia Europe - IFBB,Physique A,10,Petra Welker
  (Germany),
Amateur Olympia Europe - IFBB,Physique B,1,Lenka Ferenčuková
  (Czech Republic),
Amateur Olympia Europe - IFBB,Physique B,2,Modesta Halby
  (Denmark),
Amateur Olympia Europe - IFBB,Physique B,3,Jaqueline Bandeira Costa
  (Spain),
Amateur Olympia Europe - IFBB,Physique B,4,Cristina Arellano
  (Spain),
Amateur Olympia Europe - IFBB,Physique B,5,Elenóra Volter
  (Hungary),
Amateur Olympia Europe - IFBB,Physique B,6,Gordana Ević
  (Hungary),
Amateur Olympia Europe - IFBB,Physique B,7,Veronica Volpato
  (Italy),
Amateur Olympia Europe - IFBB,Physique B,8,Branislava Jovanović
  (Serbia),
Amateur Olympia Europe - IFBB,Physique B,9,Monika Sotirova
  (Bulgaria),
Amateur Olympia Europe - IFBB,Physique B,10,Paola Corboni
  (Italy),
Amateur Olympia Europe - IFBB,Figure A,1,Laura Serrano
  (Spain),
Amateur Olympia Europe - IFBB,Figure A,2,Silvia Cecchinato
  (Italy),
Amateur Olympia Europe - IFBB,Figure A,3,Renáta Bán
  (Hungary),
Amateur Olympia Europe - IFBB,Figure A,4,Oana Amalia Marinescu
  (Romania),
Amateur Olympia Europe - IFBB,Figure A,5,Maria Ignacia Mas
  (Spain),
Amateur Olympia Europe - IFBB,Figure A,6,Rada Kircheva
  (Bulgaria),
Amateur Olympia Europe - IFBB,Figure A,7,Chantal Graziani
  (Malta),
Amateur Olympia Europe - IFBB,Figure B,1,Tatyana Tymoshenko
  (Switzerland),
Amateur Olympia Europe - IFBB,Figure B,2,Diana Petry
  (Germany),
Amateur Olympia Europe - IFBB,Figure B,3,Rikke Mensel
  (Denmark),
