Competition,Category,Place,Name,Score
Canada Pro Cup - IFBB,,5,Casey Viator,
Canada Pro Cup - IFBB,,6,Dennis Tinerino,
Canada Pro Cup - IFBB,,7,Tony Emmott,
Canada Pro Cup - IFBB,,-,Samir Bannout,
Canada Pro Cup - IFBB,,-,Roy Callendar,
Canada Pro Cup - IFBB,,-,Henry Caulker,
Canada Pro Cup - IFBB,,-,Ed Corney,
Canada Pro Cup - IFBB,,-,Steve Davis (1),
Canada Pro Cup - IFBB,,-,Eddie Giuliani,
Canada Pro Cup - IFBB,,-,Bill Grant,
Canada Pro Cup - IFBB,,-,Kent Kuehn,
Canada Pro Cup - IFBB,,-,Harold Poole,
Canada Pro Cup - IFBB,,-,Steve Reed,
European Amateur Championships - IFBB,HeavyWeight,1,Hubert Metz
  (West Germany),
European Amateur Championships - IFBB,HeavyWeight,2,Josef Vesely
  (Serbia & Montenegro),
European Amateur Championships - IFBB,HeavyWeight,3,Peter Uricek
  (Serbia & Montenegro),
European Amateur Championships - IFBB,Light-HeavyWeight,1,Johnny Fuller
  (England),
European Amateur Championships - IFBB,Light-HeavyWeight,2,Walter Bubenicek
  (Austria),
European Amateur Championships - IFBB,Light-HeavyWeight,3,Andreas Cahling
  (Sweden),
European Amateur Championships - IFBB,MiddleWeight,1,Robert Dantlinger
  (Serbia & Montenegro),
European Amateur Championships - IFBB,MiddleWeight,2,Ali Tez
  (Turkey),
European Amateur Championships - IFBB,MiddleWeight,3,Ereyetis Kurtural
  (Turkey),
European Amateur Championships - IFBB,LightWeight,1,Tevfik Ulusoglu
  (Turkey),
European Amateur Championships - IFBB,LightWeight,2,Raffaele Fornuto
  (Italy),
European Amateur Championships - IFBB,LightWeight,3,Reinhard Heyd
  (West Germany),
Florida Pro Invitational - IFBB,,1,Mike Mentzer,
Florida Pro Invitational - IFBB,,2,Robby Robinson,
Florida Pro Invitational - IFBB,,3,Danny Padilla,
Florida Pro Invitational - IFBB,,4,Boyer Coe,
Florida Pro Invitational - IFBB,,5,Pete Grymkowski,
Florida Pro Invitational - IFBB,,6,Roy Callendar,
Florida Pro Invitational - IFBB,,7,Ed Corney,
Florida Pro Invitational - IFBB,,8,Bill Grant,
Florida Pro Invitational - IFBB,,9,Joe Nazario,
Florida Pro Invitational - IFBB,,10,Robert Taylor (1),
Grand Prix Pennsylvania - IFBB,,2,Roy Callendar,
Grand Prix Pennsylvania - IFBB,,3,Albert Beckles,
Grand Prix Pennsylvania - IFBB,,4,Dennis Tinerino,
Grand Prix Pennsylvania - IFBB,,5,Boyer Coe,
Grand Prix Pennsylvania - IFBB,,5,Danny Padilla,
Grand Prix Pennsylvania - IFBB,,-,Ed Corney,
Grand Prix Pennsylvania - IFBB,,-,Tony Emmott,
Grand Prix Pennsylvania - IFBB,,-,Bill Grant,
Grand Prix Pennsylvania - IFBB,,-,Kent Kuehn,
Grand Prix Pennsylvania - IFBB,,-,Mohamed Makkawy,
Grand Prix Pennsylvania - IFBB,,-,Rogelio Montenegro,
Grand Prix Vancouver - IFBB,,1,Roy Callendar,
Grand Prix Vancouver - IFBB,,2,Chris Dickerson,
Grand Prix Vancouver - IFBB,,3,Boyer Coe,
Grand Prix Vancouver - IFBB,,4,Dennis Tinerino,
Grand Prix Vancouver - IFBB,,5,Carlos Rodriguez,
Grand Prix Vancouver - IFBB,,-,Henry Caulker,
Grand Prix Vancouver - IFBB,,-,Bill Grant,
Grand Prix Vancouver - IFBB,,-,Kent Kuehn,
Grand Prix Vancouver - IFBB,,-,Mohamed Makkawy,
Grand Prix Vancouver - IFBB,,-,Joe Nazario,
Grand Prix Vancouver - IFBB,,-,Larry Scott,
Mr International - IFBB,HeavyWeight,1,Greg DeFerro,
Mr International - IFBB,HeavyWeight,2,Josef Vesely,
Mr International - IFBB,HeavyWeight,3,Toby Hoffman,
Mr International - IFBB,HeavyWeight,4,Ben Herder,
Mr International - IFBB,HeavyWeight,5,Robert Reis,
Mr International - IFBB,HeavyWeight,6,Don Peters,
Mr International - IFBB,HeavyWeight,7,Christian Janatsch,
Mr International - IFBB,MiddleWeight,1,Johnny Fuller,
Mr International - IFBB,MiddleWeight,2,Andreas Cahling,
Mr International - IFBB,MiddleWeight,3,Len Archambault,
Mr International - IFBB,MiddleWeight,4,Vic Tanny Jr,
Mr International - IFBB,MiddleWeight,5,Jay Silva,
Mr International - IFBB,MiddleWeight,6,Henry Caulker,
Mr International - IFBB,MiddleWeight,7,Pat Neve,
Mr International - IFBB,MiddleWeight,8,John Burkholder,
Mr International - IFBB,MiddleWeight,9,Charles Thomas,
Mr International - IFBB,MiddleWeight,10,Santos Ramos,
Mr International - IFBB,MiddleWeight,11,Serge Jacobs,
Mr International - IFBB,LightWeight,1,Rogelio Montenegro,
Mr International - IFBB,LightWeight,2,Leon Brown,
Mr International - IFBB,LightWeight,3,Esmat Sadek,
Mr International - IFBB,LightWeight,4,Ray Beaulieu,
Mr International - IFBB,LightWeight,5,Dean Tornabene,
Night of Champions - IFBB,,1,Robby Robinson,
Night of Champions - IFBB,,2,Danny Padilla,
Night of Champions - IFBB,,3,Mike Mentzer,
Night of Champions - IFBB,,4,Boyer Coe,
Night of Champions - IFBB,,5,Bill Grant,
Night of Champions - IFBB,,6,Ken Waller,
Night of Champions - IFBB,,7,Joe Nazario,
Night of Champions - IFBB,,8,Ed Corney,
Night of Champions - IFBB,,9,Kent Kuehn,
Night of Champions - IFBB,,10,Anibal Lopez,
Night of Champions - IFBB,,11,William Mitchell (1),
Night of Champions - IFBB,,12,Franklyn Greene,
North American Championships - IFBB,HeavyWeight,1,Mike Christian,
North American Championships - IFBB,HeavyWeight,2,Herman McClane,
North American Championships - IFBB,HeavyWeight,3,Peter Mueller,
North American Championships - IFBB,MiddleWeight,1,Carlos Flores,
North American Championships - IFBB,MiddleWeight,2,Andy Franco,
North American Championships - IFBB,MiddleWeight,3,Don Etlinger,
North American Championships - IFBB,LightWeight,1,John Burkholder,
North American Championships - IFBB,LightWeight,2,Ray Beaulieu,
North American Championships - IFBB,LightWeight,3,Mike Hale,
Olympia - IFBB,HeavyWeight,1,Mike Mentzer,
Olympia - IFBB,HeavyWeight,2,Dennis Tinerino,
Olympia - IFBB,HeavyWeight,3,Roger Walker,
Olympia - IFBB,HeavyWeight,4,Roy Callendar,
Olympia - IFBB,HeavyWeight,5,Bob Birdsong,
Olympia - IFBB,LightWeight,1,Frank Zane,
Olympia - IFBB,LightWeight,2,Boyer Coe,
Olympia - IFBB,LightWeight,3,Robby Robinson,
Olympia - IFBB,LightWeight,4,Chris Dickerson,
Olympia - IFBB,LightWeight,5,Danny Padilla,
Olympia - IFBB,LightWeight,6,Carlos Rodriguez,
Olympia - IFBB,LightWeight,7,Albert Beckles,
Olympia - IFBB,LightWeight,8,Tom Platz,
Olympia - IFBB,LightWeight,9,Ed Corney,
Olympia - IFBB,LightWeight,10,Steve Davis (1),
Pittsburgh Pro Invitational - IFBB,,1,Robby Robinson,
Pittsburgh Pro Invitational - IFBB,,2,Mike Mentzer,
Pittsburgh Pro Invitational - IFBB,,3,Pete Grymkowski,
Pittsburgh Pro Invitational - IFBB,,4,Roy Callendar,
Pittsburgh Pro Invitational - IFBB,,5,Boyer Coe,
Pittsburgh Pro Invitational - IFBB,,6,Joe Nazario,
Pittsburgh Pro Invitational - IFBB,,7,Bill Grant,
Pittsburgh Pro Invitational - IFBB,,8,Ed Corney,
South East Asian Games - IFBB,Light-HeavyWeight,1,Ridwan Kodyat
  (Indonesia),
South East Asian Games - IFBB,Light-HeavyWeight,2,Rodolfo Magkalas
  (Philippines),
South East Asian Games - IFBB,Light-HeavyWeight,3,Chik Atan
  (Singapore),
South East Asian Games - IFBB,MiddleWeight,1,Paijo Bin Jemadi
  (Malaysia),
South East Asian Games - IFBB,MiddleWeight,2,Hashim Salim
  (Singapore),
South East Asian Games - IFBB,MiddleWeight,3,Anandan Arokiasamy
  (Malaysia),
South East Asian Games - IFBB,LightWeight,1,Fatholomein Ali
  (Singapore),
South East Asian Games - IFBB,LightWeight,2,Tha Aung
  (Bu),
South East Asian Games - IFBB,LightWeight,3,Muhamad Khalim
  (Indonesia),
South East Asian Games - IFBB,BantamWeight,1,Moh Teck Hin
  (Singapore),
South East Asian Games - IFBB,BantamWeight,2,Bujang Taha
  (Malaysia),
South East Asian Games - IFBB,BantamWeight,3,Cholard Chaleyboon
  (Thailand),
Universe - Pro - IFBB,,1,Roy Callendar,
Universe - Pro - IFBB,,2,Albert Beckles,
Universe - Pro - IFBB,,3,Tony Emmott,
Universe - Pro - IFBB,,4,Ben Herder,
Universe - Pro - IFBB,,5,Ed Corney,
Universe - Pro - IFBB,,6,Ivan Djirlic,
Universe - Pro - IFBB,,7,Rafet Kolenovic,
World Amateur Championships - IFBB,HeavyWeight,1,Jusup Wilkosz
  (Germany),
World Amateur Championships - IFBB,HeavyWeight,2,Ray Mentzer
  (United States),
World Amateur Championships - IFBB,HeavyWeight,3,Chen Choy Wint
  (Jamaica),
World Amateur Championships - IFBB,HeavyWeight,4,Josef Vesely
  (Serbia & Montenegro),
World Amateur Championships - IFBB,HeavyWeight,5,Darcy Beccles
  (Barbados),
World Amateur Championships - IFBB,HeavyWeight,5,Hubert Metz
  (Germany),
World Amateur Championships - IFBB,HeavyWeight,7,Karl Kainrath
  (Austria),
World Amateur Championships - IFBB,HeavyWeight,8,Guy Pepin
  (France),
World Amateur Championships - IFBB,HeavyWeight,9,Walter Bubenicek
  (Austria),
World Amateur Championships - IFBB,HeavyWeight,10,Javier Talavera
  (Peru),
World Amateur Championships - IFBB,HeavyWeight,11,Jan Jonsson
  (Sweden),
World Amateur Championships - IFBB,HeavyWeight,12,Marc Devooght
  (Belgium),
World Amateur Championships - IFBB,HeavyWeight,13,Larry Ferris
  (Canada),
World Amateur Championships - IFBB,HeavyWeight,14,Mahmoud Jizawi
  (Denmark),
World Amateur Championships - IFBB,HeavyWeight,15,Carmi Smith
  (Jamaica),
World Amateur Championships - IFBB,HeavyWeight,16,Jon Doyle
  (Australia),
World Amateur Championships - IFBB,HeavyWeight,17,Morris Caobso
  (South Africa),
World Amateur Championships - IFBB,HeavyWeight,18,Steve Delve
  (Wales),
World Amateur Championships - IFBB,Light-HeavyWeight,1,Samir Bannout
  (Lebanon),
World Amateur Championships - IFBB,Light-HeavyWeight,2,Ron Teufel
  (United States),
World Amateur Championships - IFBB,Light-HeavyWeight,3,Johnny Fuller
  (England),
World Amateur Championships - IFBB,Light-HeavyWeight,4,Jacques Neuville
  (France),
World Amateur Championships - IFBB,Light-HeavyWeight,5,Ulf Bengtsson
  (Sweden),
World Amateur Championships - IFBB,Light-HeavyWeight,6,Mike Watson
  (Canada),
World Amateur Championships - IFBB,Light-HeavyWeight,7,Patrick Nicholls
  (Barbados),
World Amateur Championships - IFBB,Light-HeavyWeight,8,Rudolf Atkins
  (Trinidad),
World Amateur Championships - IFBB,Light-HeavyWeight,9,Neil Dean
  (Bahamas),
World Amateur Championships - IFBB,Light-HeavyWeight,10,Erik Dokter
  (Netherlands),
World Amateur Championships - IFBB,Light-HeavyWeight,11,Gunther Kohaut
  (Austria),
World Amateur Championships - IFBB,Light-HeavyWeight,12,Erwin Note
  (Belgium),
World Amateur Championships - IFBB,Light-HeavyWeight,13,Peter Lindsay
  (Australia),
World Amateur Championships - IFBB,Light-HeavyWeight,14,Leon Van Der Westhuizen
  (South Africa),
World Amateur Championships - IFBB,Light-HeavyWeight,15,Edgar Dal Ponte
  (Switzerland),
World Amateur Championships - IFBB,Light-HeavyWeight,16,Samuel Byan
  (ag),
World Amateur Championships - IFBB,Light-HeavyWeight,17,Spiros Bournazos
  (Greece),
World Amateur Championships - IFBB,Light-HeavyWeight,18,Alfred Rieben
  (Switzerland),
World Amateur Championships - IFBB,Light-HeavyWeight,19,Imad Hakhani
  (Lebanon),
World Amateur Championships - IFBB,Light-HeavyWeight,20,Raymond Sansoucy
  (Canada),
World Amateur Championships - IFBB,Light-HeavyWeight,21,Rolf Lemp
  (Switzerland),
World Amateur Championships - IFBB,Light-HeavyWeight,22,Enrique Villalobos
  (Mexico),
World Amateur Championships - IFBB,Light-HeavyWeight,23,Vasilis Bouzianas
  (Greece),
World Amateur Championships - IFBB,Light-HeavyWeight,23,Henri Hoeppner
  (Luxembourg),
World Amateur Championships - IFBB,Light-HeavyWeight,25,Roy Chavez
  (United Kingdom),
World Amateur Championships - IFBB,Light-HeavyWeight,26,Cliff Looby
  (Bermuda),
World Amateur Championships - IFBB,Light-HeavyWeight,27,Fernando Torres
  (Ecuador),
World Amateur Championships - IFBB,MiddleWeight,1,Roy Duval
  (England),
World Amateur Championships - IFBB,MiddleWeight,2,Richard Baldwin
  (United States),
World Amateur Championships - IFBB,MiddleWeight,3,Anton Holic
  (Serbia & Montenegro),
World Amateur Championships - IFBB,MiddleWeight,4,Robert Dantlinger
  (Serbia & Montenegro),
World Amateur Championships - IFBB,MiddleWeight,5,Loftus Roach
  (Barbados),
World Amateur Championships - IFBB,MiddleWeight,6,Jorma Raty
  (Finland),
World Amateur Championships - IFBB,MiddleWeight,7,Saied Osman
  (Egypt),
World Amateur Championships - IFBB,MiddleWeight,8,Pat Laop
  (Thailand),
World Amateur Championships - IFBB,MiddleWeight,9,Ugo Romano
  (Italy),
World Amateur Championships - IFBB,MiddleWeight,10,Gus Giannakopoulos
  (Greece),
World Amateur Championships - IFBB,MiddleWeight,11,Jose Diaz (1)
  (Puerto Rico),
World Amateur Championships - IFBB,MiddleWeight,12,Ludo Bouduin
  (Belgium),
World Amateur Championships - IFBB,MiddleWeight,13,Akira Taniguchi    谷口明

  (Japan),
World Amateur Championships - IFBB,MiddleWeight,14,Jorma Varhevaara
  (Sweden),
World Amateur Championships - IFBB,MiddleWeight,15,Mahmoud Ali
  (Egypt),
World Amateur Championships - IFBB,MiddleWeight,16,Jean Texier
  (France),
World Amateur Championships - IFBB,MiddleWeight,17,Bernhard Gross
  (Germany),
World Amateur Championships - IFBB,MiddleWeight,18,Johnny Maldonado
  (Puerto Rico),
World Amateur Championships - IFBB,MiddleWeight,19,Michael Hekel
  (Switzerland),
World Amateur Championships - IFBB,MiddleWeight,20,Davidson Daniel
  (St Lucia),
World Amateur Championships - IFBB,MiddleWeight,21,Earl Saniford
  (St Lucia),
World Amateur Championships - IFBB,MiddleWeight,22,Rudie Liesdek
  (Netherlands),
World Amateur Championships - IFBB,MiddleWeight,23,Jonny Montiel
  (Venezuela),
World Amateur Championships - IFBB,MiddleWeight,24,Noel Pinnock
  (Jamaica),
World Amateur Championships - IFBB,MiddleWeight,25,Kevin Thompson
  (South Africa),
World Amateur Championships - IFBB,MiddleWeight,26,Osamu Usui    臼井オサム

  (Japan),
World Amateur Championships - IFBB,MiddleWeight,27,Per Leth
  (Germany),
World Amateur Championships - IFBB,MiddleWeight,28,Glen Schirmer
  (Australia),
World Amateur Championships - IFBB,MiddleWeight,29,Paul Neiser
  (Luxembourg),
World Amateur Championships - IFBB,MiddleWeight,30,Serge Pickel
  (Luxembourg),
World Amateur Championships - IFBB,LightWeight,1,Renato Bertagna
  (Italy),
World Amateur Championships - IFBB,LightWeight,2,Heinz Sallmayer
  (Austria),
World Amateur Championships - IFBB,LightWeight,3,Moh Teck Hin
  (Singapore),
World Amateur Championships - IFBB,LightWeight,4,Esmat Sadek
  (Egypt),
World Amateur Championships - IFBB,LightWeight,5,Bernard Sealy
  (Barbados),
World Amateur Championships - IFBB,LightWeight,6,James Gaubert
  (United States),
World Amateur Championships - IFBB,LightWeight,7,Bernd Haid
  (West Germany),
World Amateur Championships - IFBB,LightWeight,8,Ernesto Pinegro
  (Argentina),
World Amateur Championships - IFBB,LightWeight,9,Jose Rabanal
  (France),
World Amateur Championships - IFBB,LightWeight,10,Jean LeBlanc
  (Canada),
World Amateur Championships - IFBB,LightWeight,11,Richard Cottrell
  (United Kingdom),
World Amateur Championships - IFBB,LightWeight,12,James Daley
  (ag),
World Amateur Championships - IFBB,LightWeight,13,Sipho Ngobese
  (South Africa),
World Amateur Championships - IFBB,LightWeight,14,Frans Borg
  (Malta),
World Amateur Championships - IFBB,LightWeight,15,Luis Guzman
  (Puerto Rico),
World Amateur Championships - IFBB,LightWeight,16,Derek Peets
  (Wales),
World Amateur Championships - IFBB,LightWeight,17,Fateh Habbouch
  (Syria),
World Amateur Championships - IFBB,LightWeight,18,Cecil Lake
  (Netherlands Antilles),
World Amateur Championships - IFBB,LightWeight,18,Robert Thomas (1)
  (Wales),
World Amateur Championships - IFBB,LightWeight,20,Eino Akkila
  (Finland),
World Amateur Championships - IFBB,LightWeight,21,Kozo Ito    伊藤幸三

  (Japan),
World Amateur Championships - IFBB,LightWeight,22,Noel Nunez
  (Belize),
World Amateur Championships - IFBB,LightWeight,23,Nicolas Kemp
  (Belgium),
World Amateur Championships - IFBB,LightWeight,24,Cesar Nava
  (Venezuela),
World Amateur Championships - IFBB,LightWeight,25,Jules Segal
  (Israel),
World Pro Championships - IFBB,,1,Roy Callendar,
World Pro Championships - IFBB,,2,Albert Beckles,
World Pro Championships - IFBB,,3,Tony Emmott,
World Pro Championships - IFBB,,4,Ben Herder,
World Pro Championships - IFBB,,5,Ed Corney,
World Pro Championships - IFBB,,6,Ivan Djirlic,
World Pro Championships - IFBB,,7,Rafet Kolenovic,
