Competition,Category,Place,Name,Score
Arnold Classic - IFBB,Open,1,Brandon Curry,
Arnold Classic - IFBB,Open,2,William Kwaku Bonac,
Arnold Classic - IFBB,Open,3,Stephen Kuclo,
Arnold Classic - IFBB,Open,4,Samson Dauda,
Arnold Classic - IFBB,Open,5,Justin Rodriguez,
Arnold Classic - IFBB,Open,6,Brett Wilkin,
Arnold Classic - IFBB,Open,7,Regan Grimes,
Arnold Classic - IFBB,Open,8,Max Charles,
Arnold Classic - IFBB,Open,9,Fabio Rezende,
Arnold Classic - IFBB,Wheelchair,1,Gabriele Andriulli,
Arnold Classic - IFBB,Wheelchair,2,Harold Kelley,
Arnold Classic - IFBB,Wheelchair,3,Bradley Betts,
Arnold Classic - IFBB,Wheelchair,4,Chad McCrary,
Arnold Classic - IFBB,Classic,1,Terrence Ruffin,
Arnold Classic - IFBB,Classic,2,Ramon Rocha Queiroz,
Arnold Classic - IFBB,Classic,3,Urs Kalecinski,
Arnold Classic - IFBB,Classic,4,Breon Ansley,
Arnold Classic - IFBB,Classic,5,Michael Daboul,
Arnold Classic - IFBB,Classic,6,Peter Molnar,
Arnold Classic - IFBB,Classic,7,Divine Wilson,
Arnold Classic - IFBB,Classic,8,Darwin Uribe,
Arnold Classic - IFBB,Classic,9,Lenny Wicks,
Arnold Classic - IFBB,Physique,1,Erin Banks,
Arnold Classic - IFBB,Physique,2,Emanual C Hunter,
Arnold Classic - IFBB,Physique,3,Diogo Ferreira Montenegro,
Arnold Classic - IFBB,Physique,4,Antoine Weatherspoon,
Arnold Classic - IFBB,Physique,5,Choi Bong Seok,
Arnold Classic - IFBB,Physique,6,Terrence Hua,
Arnold Classic - IFBB,Physique,7,Riccardo Croci,
Arnold Classic - IFBB,Physique,8,Daniel Leone,
Arnold Classic - IFBB,Physique,9,Drelyn Hunt,
Boston Pro - IFBB,Open,1,William Kwaku Bonac,
Boston Pro - IFBB,Open,2,Justin Rodriguez,
Boston Pro - IFBB,Open,3,Stephen Kuclo,
Boston Pro - IFBB,Open,4,Samson Dauda,
Boston Pro - IFBB,Open,5,Max Charles,
Boston Pro - IFBB,Open,6,Philip Clahar,
Boston Pro - IFBB,Open,7,Regan Grimes,
Boston Pro - IFBB,Open,8,Nathan Spear,
Boston Pro - IFBB,Open,9,Douglas Fruchey,
Boston Pro - IFBB,Open,10,Eslam Mohamed,
Boston Pro - IFBB,Open,11,Justin Maki,
Boston Pro - IFBB,Classic,1,Urs Kalecinski,
Boston Pro - IFBB,Classic,2,Tony Duong,
Boston Pro - IFBB,Classic,3,Andrew Wilson,
Boston Pro - IFBB,Classic,4,Lamar Shaw,
Boston Pro - IFBB,Classic,5,Michael Bell (2),
Boston Pro - IFBB,Classic,6,Bartley Weaver,
Boston Pro - IFBB,Classic,7,Jared Keys,
Boston Pro - IFBB,Classic,8,Antonio Cummings,
Boston Pro - IFBB,Classic,9,Ricardo Martinez,
Boston Pro - IFBB,Physique,1,Erin Banks,
Boston Pro - IFBB,Physique,2,Diogo Ferreira Montenegro,
Boston Pro - IFBB,Physique,3,Joshua Guidry,
Boston Pro - IFBB,Physique,4,Emanual C Hunter,
Boston Pro - IFBB,Physique,5,Antoine Weatherspoon,
Boston Pro - IFBB,Physique,6,Riccardo Croci,
Boston Pro - IFBB,Physique,7,Daniel Leone,
Boston Pro - IFBB,Physique,8,Sharif Reid,
Boston Pro - IFBB,Physique,9,Puwanat Putoya,
Boston Pro - IFBB,Physique,10,Daniele D'Onofrio,
Boston Pro - IFBB,Physique,11,Jeremy Henry,
Boston Pro - IFBB,Physique,12,Franklin Turner,
Boston Pro - IFBB,Physique,13,Julian Ibes,
Boston Pro - IFBB,Physique,14,Drelyn Hunt,
Boston Pro - IFBB,Physique,15,Lee Harvey,
Boston Pro - IFBB,Physique,16,Jerome Shanklin,
Campinas Pro - IFBB,Classic,1,Junior Javorski,
Campinas Pro - IFBB,Classic,2,Fabio Vale,
Campinas Pro - IFBB,Classic,3,Julio Simoes,
Campinas Pro - IFBB,Classic,4,Luan DeSouza Bento,
Campinas Pro - IFBB,Classic,5,Maycon Viana DaSilva,
