Competition,Category,Place,Name,Score
French Championships - IFBB,Light-HeavyWeight,1,Patrice Linguet,
French Championships - IFBB,MiddleWeight,1,Daniel Courageot,
French Championships - IFBB,LightWeight,1,Serge Belkaris,
French Championships - IFBB,Junior - HeavyWeight,1,Philippe Houzeau,
French Championships - IFBB,Junior - MiddleWeight,1,Emmanuel Esch,
French Championships - IFBB,Junior - LightWeight,1,David Angelosanto,
French Championships - IFBB,Masters HeavyWeight,1,Jean Sanz,
French Championships - IFBB,Masters MiddleWeight,1,Henri Bellanger,
French Championships - IFBB,Masters LightWeight,1,Robert Rontaine,
Grand Prix England - IFBB,,1,Lee Labrada,
Grand Prix England - IFBB,,2,Rich Gaspari,
Grand Prix England - IFBB,,3,Berry DeMey,
Grand Prix England - IFBB,,4,Brian Buchanan,
Grand Prix England - IFBB,,5,Mike Quinn,
Grand Prix England - IFBB,,6,Bob Paris,
Grand Prix England - IFBB,,7,Albert Beckles,
Grand Prix England - IFBB,,8,Robby Robinson,
Grand Prix England - IFBB,,9,Mike Ashley,
Grand Prix England - IFBB,,10,Samir Bannout,
Grand Prix England - IFBB,,11,Ron Love,
Grand Prix England - IFBB,,12,Selwyn Cottrell,
Grand Prix England - IFBB,,13,Luiz Freitas,
Grand Prix England - IFBB,,14,Bill Richardson,
Grand Prix England - IFBB,,15,Bill Tierney,
Grand Prix England - IFBB,,16,Richard Farmer,
Grand Prix England - IFBB,,17,Edouard Kawak,
Grand Prix France - IFBB,,1,Rich Gaspari,
Grand Prix France - IFBB,,2,Lee Labrada,
Grand Prix France - IFBB,,3,Berry DeMey,
Grand Prix France - IFBB,,4,Bob Paris,
Grand Prix France - IFBB,,5,Mike Quinn,
Grand Prix France - IFBB,,6,Brian Buchanan,
Grand Prix France - IFBB,,7,Ron Love,
Grand Prix France - IFBB,,8,Mohammed Benaziza,
Grand Prix France - IFBB,,9,Francis Benfatto,
Grand Prix France - IFBB,,10,Paul Jean-Guillaume,
Grand Prix France - IFBB,,11,Albert Beckles,
Grand Prix France - IFBB,,12,Mike Ashley,
Grand Prix France - IFBB,,13,Luiz Freitas,
Grand Prix France - IFBB,,14,Ronald Matz,
Grand Prix France - IFBB,,15,Roberto Zardinoni,
Grand Prix France - IFBB,,16,Gerard Buinoud,
Grand Prix France - IFBB,,17,Armando Defant,
Grand Prix France - IFBB,,18,Bill Richardson,
Grand Prix Germany - IFBB,,1,Rich Gaspari,
Grand Prix Germany - IFBB,,2,Berry DeMey,
Grand Prix Germany - IFBB,,3,Lee Labrada,
Grand Prix Germany - IFBB,,4,Mike Quinn,
Grand Prix Germany - IFBB,,5,Brian Buchanan,
Grand Prix Germany - IFBB,,6,Bob Paris,
Grand Prix Germany - IFBB,,7,Ron Love,
Grand Prix Germany - IFBB,,8,Albert Beckles,
Grand Prix Germany - IFBB,,9,Mike Ashley,
Grand Prix Germany - IFBB,,10,Robby Robinson,
Grand Prix Germany - IFBB,,11,Edouard Kawak,
Grand Prix Germany - IFBB,,12,Peter Hensel,
Grand Prix Germany - IFBB,,13,Ronald Matz,
Grand Prix Germany - IFBB,,14,Luiz Freitas,
Grand Prix Germany - IFBB,,15,Bill Richardson,
Grand Prix Germany - IFBB,,16,Roberto Zardinoni,
Grand Prix Germany - IFBB,,17,Hubert Metz,
Grand Prix Greece - IFBB,,1,Lee Labrada,
Grand Prix Greece - IFBB,,2,Rich Gaspari,
Grand Prix Greece - IFBB,,3,Berry DeMey,
Grand Prix Greece - IFBB,,4,Mike Quinn,
Grand Prix Greece - IFBB,,5,Brian Buchanan,
Grand Prix Greece - IFBB,,6,Bob Paris,
Grand Prix Greece - IFBB,,7,Robby Robinson,
Grand Prix Greece - IFBB,,8,Ron Love,
Grand Prix Greece - IFBB,,9,Mike Ashley,
Grand Prix Greece - IFBB,,10,Edouard Kawak,
Grand Prix Greece - IFBB,,11,Bill Richardson,
Grand Prix Greece - IFBB,,12,Luiz Freitas,
Grand Prix Italy - IFBB,,1,Rich Gaspari,
Grand Prix Italy - IFBB,,2,Lee Labrada,
Grand Prix Italy - IFBB,,3,Bob Paris,
Grand Prix Italy - IFBB,,4,Berry DeMey,
Grand Prix Italy - IFBB,,5,Brian Buchanan,
Grand Prix Italy - IFBB,,6,Ron Love,
Grand Prix Italy - IFBB,,7,Mike Quinn,
Grand Prix Italy - IFBB,,8,Albert Beckles,
Grand Prix Italy - IFBB,,9,Samir Bannout,
Grand Prix Italy - IFBB,,10,Armando Defant,
Grand Prix Italy - IFBB,,11,Mike Ashley,
Grand Prix Italy - IFBB,,12,Roberto Zardinoni,
Grand Prix Italy - IFBB,,13,Luiz Freitas,
Grand Prix Italy - IFBB,,14,Jacques Neuville,
Grand Prix Italy - IFBB,,15,Maurizio Santoro,
Grand Prix Italy - IFBB,,16,Bill Richardson,
Grand Prix Italy - IFBB,,17,Ken Passariello,
Grand Prix Italy - IFBB,,18,Antonio Stella,
Grand Prix Spain (2) - IFBB,,1,Lee Labrada,
Grand Prix Spain (2) - IFBB,,2,Rich Gaspari,
Grand Prix Spain (2) - IFBB,,3,Berry DeMey,
Grand Prix Spain (2) - IFBB,,4,Bob Paris,
Grand Prix Spain (2) - IFBB,,5,Mike Quinn,
Grand Prix Spain (2) - IFBB,,6,Ron Love,
Grand Prix Spain (2) - IFBB,,7,Brian Buchanan,
Grand Prix Spain (2) - IFBB,,8,Albert Beckles,
Grand Prix Spain (2) - IFBB,,9,Mike Ashley,
Grand Prix Spain (2) - IFBB,,10,Luiz Freitas,
Grand Prix Spain (2) - IFBB,,11,Ronald Matz,
Grand Prix Spain (2) - IFBB,,12,Jacques Neuville,
Grand Prix Spain (2) - IFBB,,13,Bill Richardson,
Grand Prix Spain - IFBB,,1,Rich Gaspari,
Grand Prix Spain - IFBB,,2,Lee Labrada,
Grand Prix Spain - IFBB,,3,Berry DeMey,
Grand Prix Spain - IFBB,,4,Mike Quinn,
Grand Prix Spain - IFBB,,5,Bob Paris,
Grand Prix Spain - IFBB,,6,Brian Buchanan,
Grand Prix Spain - IFBB,,7,Albert Beckles,
Grand Prix Spain - IFBB,,8,Mike Ashley,
Grand Prix Spain - IFBB,,9,Robby Robinson,
Grand Prix Spain - IFBB,,10,Ron Love,
Grand Prix Spain - IFBB,,11,Luiz Freitas,
Grand Prix Spain - IFBB,,12,Jacques Neuville,
Grand Prix Spain - IFBB,,13,Bill Richardson,
Grand Prix Spain - IFBB,,14,Edouard Kawak,
Grand Prix US Pro - IFBB,,1,Mike Christian,
Grand Prix US Pro - IFBB,,2,Brian Buchanan,
Grand Prix US Pro - IFBB,,3,Robby Robinson,
Grand Prix US Pro - IFBB,,4,Scott Wilson,
Grand Prix US Pro - IFBB,,5,Mike Quinn,
Grand Prix US Pro - IFBB,,6,Tony Pearson,
Grand Prix US Pro - IFBB,,7,Gary Leonard,
Grand Prix US Pro - IFBB,,8,Tom Terwilliger,
Grand Prix US Pro - IFBB,,9,Dean Tornabene,
Grand Prix US Pro - IFBB,,10,Gunther Kohaut,
Grand Prix US Pro - IFBB,,11,Ali Malla,
Niagara Falls Pro Invitational - IFBB,,1,Robby Robinson,
Niagara Falls Pro Invitational - IFBB,,2,Phil Hill,
Niagara Falls Pro Invitational - IFBB,,3,Bob Paris,
Niagara Falls Pro Invitational - IFBB,,4,Mike Ashley,
Niagara Falls Pro Invitational - IFBB,,5,Tony Pearson,
Niagara Falls Pro Invitational - IFBB,,6,Dan Smith,
Niagara Falls Pro Invitational - IFBB,,6,John Terilli,
Niagara Falls Pro Invitational - IFBB,,8,Scott Wilson,
Niagara Falls Pro Invitational - IFBB,,9,Sean Jenkins,
Niagara Falls Pro Invitational - IFBB,,10,Gary Leonard,
Niagara Falls Pro Invitational - IFBB,,11,Steve Brisbois,
Niagara Falls Pro Invitational - IFBB,,12,Jesse Lujan,
Night of Champions - IFBB,,1,Phil Hill,
Night of Champions - IFBB,,2,Robby Robinson,
Night of Champions - IFBB,,3,Bob Paris,
Night of Champions - IFBB,,4,Shawn Ray,
Night of Champions - IFBB,,5,Albert Beckles,
Night of Champions - IFBB,,6,Dan Smith,
Night of Champions - IFBB,,7,Paul Jean-Guillaume,
Night of Champions - IFBB,,8,Tony Pearson,
Night of Champions - IFBB,,9,Francis Benfatto,
Night of Champions - IFBB,,10,Luiz Freitas,
Night of Champions - IFBB,,11,Gunther Kuhni,
Night of Champions - IFBB,,12,Koos Hemminga,
Night of Champions - IFBB,,13,Bill Grant,
Night of Champions - IFBB,,14,Sean Jenkins,
Night of Champions - IFBB,,15,Hayrettin Dinger,
Night of Champions - IFBB,,16,Bill Tierney,
Night of Champions - IFBB,,17,Bill Richardson,
Night of Champions - IFBB,,18,Steve Brisbois,
North American Championships - IFBB,HeavyWeight,1,Nimrod King,
North American Championships - IFBB,HeavyWeight,2,Troy Zuccolotto,
North American Championships - IFBB,HeavyWeight,3,Johnnie Morant,
North American Championships - IFBB,HeavyWeight,4,Jim Quinn,
North American Championships - IFBB,Light-HeavyWeight,1,Glenn Knerr,
North American Championships - IFBB,Light-HeavyWeight,2,Arne List,
North American Championships - IFBB,Light-HeavyWeight,3,Henderson Thorne,
North American Championships - IFBB,Light-HeavyWeight,4,Darren Dumba,
North American Championships - IFBB,Light-HeavyWeight,5,Les Berthelette,
North American Championships - IFBB,MiddleWeight,1,Graham Livingston,
North American Championships - IFBB,MiddleWeight,2,Kevin Wagner,
North American Championships - IFBB,MiddleWeight,3,Tom D'Annunzio,
North American Championships - IFBB,MiddleWeight,4,Kevin Creeden,
North American Championships - IFBB,LightWeight,1,Khalil El Amin,
North American Championships - IFBB,LightWeight,2,Tony McCurry,
North American Championships - IFBB,LightWeight,3,Von Bennum,
North American Championships - IFBB,LightWeight,4,John Moser,
North American Championships - IFBB,BantamWeight,1,Don Kowalchuk,
North American Championships - IFBB,BantamWeight,2,Tom Doyle,
North American Championships - IFBB,BantamWeight,3,John Wilson (1),
North American Championships - IFBB,BantamWeight,4,Wayne Shimane,
Olympia - IFBB,,1,Lee Haney,
Olympia - IFBB,,2,Rich Gaspari,
Olympia - IFBB,,3,Berry DeMey,
Olympia - IFBB,,4,Lee Labrada,
Olympia - IFBB,,5,Gary Strydom,
Olympia - IFBB,,6,Mike Quinn,
Olympia - IFBB,,7,Brian Buchanan,
Olympia - IFBB,,8,Samir Bannout,
Olympia - IFBB,,9,Ron Love,
Olympia - IFBB,,10,Bob Paris,
Olympia - IFBB,,11,Mohammed Benaziza,
Olympia - IFBB,,12,Phil Hill,
Olympia - IFBB,,13,Shawn Ray,
Olympia - IFBB,,14,Mike Ashley,
Olympia - IFBB,,15,Albert Beckles,
Olympia - IFBB,,16,Edouard Kawak,
Olympia - IFBB,,17,Robby Robinson,
Olympia - IFBB,,18,Peter Hensel,
Olympia - IFBB,,19,Luiz Freitas,
Olympia - IFBB,,20,Ralf Moeller,
World Amateur Championships - IFBB,HeavyWeight,1,Pavol Jablonicky,
World Amateur Championships - IFBB,HeavyWeight,2,Mats Kardell,
World Amateur Championships - IFBB,HeavyWeight,3,Gene Howell,
World Amateur Championships - IFBB,HeavyWeight,4,Jarno Seymonsbergen,
World Amateur Championships - IFBB,HeavyWeight,5,Alfred Neugebauer,
World Amateur Championships - IFBB,HeavyWeight,6,Jean Luc Favre,
World Amateur Championships - IFBB,Light-HeavyWeight,1,Renel Janvier,
World Amateur Championships - IFBB,Light-HeavyWeight,2,Patrick Nicholls,
World Amateur Championships - IFBB,Light-HeavyWeight,3,Andreas Munzer,
World Amateur Championships - IFBB,Light-HeavyWeight,4,Ahmet Enünlü
  (Turkey),
World Amateur Championships - IFBB,Light-HeavyWeight,5,Albert Scantlebury,
World Amateur Championships - IFBB,Light-HeavyWeight,6,Les Berthelette,
World Amateur Championships - IFBB,Light-HeavyWeight,-,Walter Van Elderen,
World Amateur Championships - IFBB,MiddleWeight,1,Prem Chand Degra,
World Amateur Championships - IFBB,MiddleWeight,2,Todd Roberts,
World Amateur Championships - IFBB,MiddleWeight,3,Bernard Sealy,
World Amateur Championships - IFBB,MiddleWeight,4,Angelo Bardoni,
World Amateur Championships - IFBB,MiddleWeight,5,Daniel Coussieu,
World Amateur Championships - IFBB,MiddleWeight,6,Karl-Heinz Loose,
World Amateur Championships - IFBB,LightWeight,1,Juan Marquez,
World Amateur Championships - IFBB,LightWeight,2,Han Dong Ki,
World Amateur Championships - IFBB,LightWeight,3,Park Yung Chul
  (Korea),
World Amateur Championships - IFBB,LightWeight,4,Ernesto Pinegro,
World Amateur Championships - IFBB,LightWeight,5,Wilfred Sylvester,
World Amateur Championships - IFBB,LightWeight,6,Luciano Andreose,
World Amateur Championships - IFBB,LightWeight,10,Dennis Castillon,
World Amateur Championships - IFBB,BantamWeight,1,Tevfik Ulusoglu,
World Amateur Championships - IFBB,BantamWeight,2,Jose Ballester,
World Amateur Championships - IFBB,BantamWeight,3,Flavio Baccianini,
World Amateur Championships - IFBB,BantamWeight,4,Fatholomein Ali,
World Amateur Championships - IFBB,BantamWeight,5,Luke Canestri,
World Amateur Championships - IFBB,BantamWeight,6,Juha Kanervisto,
World Pro Championships - IFBB,,1,Mike Christian,
World Pro Championships - IFBB,,2,Brian Buchanan,
World Pro Championships - IFBB,,3,Robby Robinson,
World Pro Championships - IFBB,,4,Mike Quinn,
World Pro Championships - IFBB,,5,Peter Hensel,
World Pro Championships - IFBB,,6,Scott Wilson,
World Pro Championships - IFBB,,7,Shane DiMora,
World Pro Championships - IFBB,,8,Tony Pearson,
World Pro Championships - IFBB,,9,Gary Leonard,
World Pro Championships - IFBB,,10,Albert Beckles,
World Pro Championships - IFBB,,11,Tom Terwilliger,
World Pro Championships - IFBB,,12,Edouard Kawak,
World Pro Championships - IFBB,,13,Dan Smith,
World Pro Championships - IFBB,,14,James Gaubert,
World Pro Championships - IFBB,,15,Gunther Kohaut,
World Pro Championships - IFBB,,16,Chris Oskie,
World Pro Championships - IFBB,,17,Honore Cironte,
