Competition,Category,Place,Name,Score
Grand Prix Las Vegas - IFBB,,8,Mohamed Makkawy,
Grand Prix Las Vegas - IFBB,,9,Johnny Fuller,
Grand Prix Las Vegas - IFBB,,10,Tim Belknap,
Grand Prix Las Vegas - IFBB,,-,Dave Johns,
Grand Prix Las Vegas - IFBB,,-,Ali Malla,
Grand Prix Las Vegas - IFBB,,-,Jacques Neuville,
Grand Prix Portland - IFBB,,1,Scott Wilson,
Grand Prix Portland - IFBB,,2,Tony Pearson,
Grand Prix Portland - IFBB,,3,Johnny Fuller,
Grand Prix Portland - IFBB,,4,Albert Beckles,
Grand Prix Portland - IFBB,,5,Dave Johns,
Grand Prix Portland - IFBB,,6,Bob Birdsong,
Grand Prix Portland - IFBB,,7,Steve Michalik,
Grand Prix Portland - IFBB,,8,Ali Malla,
Grand Prix Portland - IFBB,,9,Tony Emmott,
Grand Prix Sweden - IFBB,,1,Mohamed Makkawy,
Grand Prix Sweden - IFBB,,2,Lee Haney,
Grand Prix Sweden - IFBB,,3,Jusup Wilkosz,
Grand Prix Sweden - IFBB,,4,Bertil Fox,
Grand Prix Sweden - IFBB,,5,Albert Beckles,
Grand Prix Sweden - IFBB,,6,Tony Pearson,
Grand Prix Sweden - IFBB,,7,Johnny Fuller,
Grand Prix Sweden - IFBB,,8,James Gaubert,
Grand Prix Switzerland - IFBB,,1,Mohamed Makkawy,
Grand Prix Switzerland - IFBB,,2,Bertil Fox,
Grand Prix Switzerland - IFBB,,3,Lee Haney,
Grand Prix Switzerland - IFBB,,4,Jusup Wilkosz,
Grand Prix Switzerland - IFBB,,5,Albert Beckles,
Grand Prix Switzerland - IFBB,,6,Tony Pearson,
Grand Prix Switzerland - IFBB,,7,Johnny Fuller,
Grand Prix Switzerland - IFBB,,8,James Gaubert,
Night of Champions - IFBB,,1,Lee Haney,
Night of Champions - IFBB,,2,Greg DeFerro,
Night of Champions - IFBB,,3,Albert Beckles,
Night of Champions - IFBB,,4,Johnny Fuller,
Night of Champions - IFBB,,5,John Terilli,
Night of Champions - IFBB,,6,Bob Birdsong,
Night of Champions - IFBB,,7,Dave Johns,
Night of Champions - IFBB,,8,Ali Malla,
Night of Champions - IFBB,,9,Danny Padilla,
Night of Champions - IFBB,,10,Rod Koontz,
Night of Champions - IFBB,,11,Steve Michalik,
Night of Champions - IFBB,,12,Wayne Robbins,
Olympia - IFBB,,1,Samir Bannout,
Olympia - IFBB,,2,Mohamed Makkawy,
Olympia - IFBB,,3,Lee Haney,
Olympia - IFBB,,4,Frank Zane,
Olympia - IFBB,,5,Bertil Fox,
Olympia - IFBB,,6,Jusup Wilkosz,
Olympia - IFBB,,7,Albert Beckles,
Olympia - IFBB,,8,Johnny Fuller,
Olympia - IFBB,,9,Hubert Metz,
Olympia - IFBB,,10,Jacques Neuville,
Olympia - IFBB,,11,James Gaubert,
Olympia - IFBB,,12,Dale Ruplinger,
Olympia - IFBB,,13,Gerard Buinoud,
Olympia - IFBB,,14,Ed Corney,
Olympia - IFBB,,15,Lance Dreher,
World Amateur Championships - IFBB,HeavyWeight,1,Bob Paris
  (United States),
World Amateur Championships - IFBB,HeavyWeight,2,Berry DeMey
  (Netherlands),
World Amateur Championships - IFBB,HeavyWeight,3,Ralf Moeller
  (West Germany),
World Amateur Championships - IFBB,HeavyWeight,4,Christian Janatsch
  (Austria),
World Amateur Championships - IFBB,HeavyWeight,5,Karl Kainrath
  (Austria),
World Amateur Championships - IFBB,HeavyWeight,6,Roy Chavez
  (United Kingdom),
World Amateur Championships - IFBB,HeavyWeight,7,Alfred Neugebauer,
World Amateur Championships - IFBB,HeavyWeight,8,Jyrki Savolainen,
World Amateur Championships - IFBB,HeavyWeight,9,Henning Hansen,
World Amateur Championships - IFBB,HeavyWeight,10,Steve Keesa
  (Canada),
World Amateur Championships - IFBB,Light-HeavyWeight,1,Chuck Williams (1)
  (United States),
World Amateur Championships - IFBB,Light-HeavyWeight,2,Keijo Reiman
  (Finland),
World Amateur Championships - IFBB,Light-HeavyWeight,3,Ian Dowe
  (United Kingdom),
World Amateur Championships - IFBB,Light-HeavyWeight,4,Ulf Larsson
  (Sweden),
World Amateur Championships - IFBB,Light-HeavyWeight,5,Yasushi Koyama    小山裕史

  (Japan),
World Amateur Championships - IFBB,Light-HeavyWeight,6,Dirk Warnez
  (Belgium),
World Amateur Championships - IFBB,Light-HeavyWeight,7,Graeme Lancefield
  (Australia),
World Amateur Championships - IFBB,Light-HeavyWeight,8,Les Berthelette
  (Canada),
World Amateur Championships - IFBB,Light-HeavyWeight,9,Gunther Kohaut,
World Amateur Championships - IFBB,Light-HeavyWeight,10,Albert Ostermayr,
World Amateur Championships - IFBB,Light-HeavyWeight,11,Angelito Lesta
  (England),
World Amateur Championships - IFBB,MiddleWeight,1,Charles Glass
  (United States),
World Amateur Championships - IFBB,MiddleWeight,2,Erwin Note
  (Belgium),
World Amateur Championships - IFBB,MiddleWeight,3,Erwin Knoller
  (West Germany),
World Amateur Championships - IFBB,MiddleWeight,4,El Shahat Mabrouk
  (Egypt),
World Amateur Championships - IFBB,MiddleWeight,5,Lars Lunde
  (Norway),
World Amateur Championships - IFBB,MiddleWeight,6,Martin Alamango,
World Amateur Championships - IFBB,MiddleWeight,7,Esteve Alcaide
  (France),
World Amateur Championships - IFBB,MiddleWeight,8,Lourenco Brasil,
World Amateur Championships - IFBB,MiddleWeight,9,Marc Bolduc
  (Canada),
World Amateur Championships - IFBB,MiddleWeight,10,Glenn Gravenbeek
  (Netherlands),
World Amateur Championships - IFBB,MiddleWeight,11,Michel Dermaux
  (Belgium),
World Amateur Championships - IFBB,LightWeight,1,Appie Steenbeek
  (Netherlands),
World Amateur Championships - IFBB,LightWeight,2,Michael Piliotis
  (England),
World Amateur Championships - IFBB,LightWeight,3,Jesse Lujan
  (United States),
World Amateur Championships - IFBB,LightWeight,4,Wilhelm Jasinowski
  (West Germany),
World Amateur Championships - IFBB,LightWeight,5,Calvin Nyuli
  (Canada),
World Amateur Championships - IFBB,LightWeight,6,Reijo Kivioja
  (Finland),
World Amateur Championships - IFBB,LightWeight,7,Antonio Venegas
  (Netherlands),
World Amateur Championships - IFBB,LightWeight,8,Park Yung Chul
  (Korea),
World Amateur Championships - IFBB,LightWeight,9,Didier Cabrol
  (France),
World Amateur Championships - IFBB,LightWeight,10,Ali Eldin Abd El Rahman,
World Amateur Championships - IFBB,BantamWeight,1,Herman Hoffend
  (West Germany),
World Amateur Championships - IFBB,BantamWeight,2,Antonio Stella
  (Italy),
World Amateur Championships - IFBB,BantamWeight,3,Alain Leroy,
World Amateur Championships - IFBB,BantamWeight,4,Fatholomein Ali
  (Singapore),
World Amateur Championships - IFBB,BantamWeight,5,Katsumi Ishimura    石村勝巳

  (Japan),
World Amateur Championships - IFBB,BantamWeight,6,Sadakatsu China    知名定勝

  (Japan),
World Amateur Championships - IFBB,BantamWeight,7,Kit Meejom,
World Amateur Championships - IFBB,BantamWeight,8,Greg Dwyer,
World Amateur Championships - IFBB,BantamWeight,9,Megahed Hassanein,
World Amateur Championships - IFBB,BantamWeight,10,? Zarmi,
World Amateur Championships - IFBB,BantamWeight,11,Paul Thill,
World Amateur Championships - IFBB,BantamWeight,12,Peter Lotriet,
World Amateur Championships - IFBB,BantamWeight,13,Song Ye Shieh,
World Pro Championships - IFBB,,1,Mohamed Makkawy,
World Pro Championships - IFBB,,2,Greg DeFerro,
World Pro Championships - IFBB,,3,Lee Haney,
World Pro Championships - IFBB,,4,Robby Robinson,
World Pro Championships - IFBB,,5,Scott Wilson,
World Pro Championships - IFBB,,6,Johnny Fuller,
World Pro Championships - IFBB,,7,Bob Birdsong,
World Pro Championships - IFBB,,8,Tony Pearson,
World Pro Championships - IFBB,,9,Ali Malla,
World Pro Championships - IFBB,,10,Dave Johns,
World Pro Championships - IFBB,,11,Steve Michalik,
World Pro Championships - IFBB,,12,Gary Leonard,
World Pro Championships - IFBB,,13,Kozo Sudo    須藤孝三,
World Pro Championships - IFBB,,14,Salvador Ruiz,
World Pro Championships - IFBB,,15,Ken Passariello,
World Pro Championships - IFBB,,16,Don Modzelewski,
