Competition,Category,Place,Name,Score
Atlantic City Pro - IFBB,,1,Lisa Aukland,
Atlantic City Pro - IFBB,,2,Helen Bouchard,
Atlantic City Pro - IFBB,,3,Tazzie Colomb,
Atlantic City Pro - IFBB,,4,Gayle Moher,
Atlantic City Pro - IFBB,,5,Betty Pariso,
Atlantic City Pro - IFBB,,6,Antoinette Norman,
Atlantic City Pro - IFBB,,7,Kimberly Perez,
Atlantic City Pro - IFBB,,8,Colette Nelson,
Atlantic City Pro - IFBB,,9,Cathy Lefrançois,
Atlantic City Pro - IFBB,,10,Angela Debatin,
Atlantic City Pro - IFBB,,11,Emery Miller,
Atlantic City Pro - IFBB,,12,Maria Calo,
Atlantic City Pro - IFBB,,13,Klaudia Larson,
Atlantic City Pro - IFBB,,14,Vickie Nixon,
Atlantic City Pro - IFBB,,15,Carla Salotti,
Atlantic City Pro - IFBB,,-,Nathalie Abellan,
Atlantic City Pro - IFBB,,-,Irene Andersen,
Atlantic City Pro - IFBB,,-,Mercedes Bazemore,
Atlantic City Pro - IFBB,,-,Elizabeth Gomez,
Atlantic City Pro - IFBB,,-,Aurelia Grozajova,
Atlantic City Pro - IFBB,,-,Mereta Horness,
Atlantic City Pro - IFBB,,-,Mary Ellen Jerumbo,
Atlantic City Pro - IFBB,,-,Marika Johansson,
Atlantic City Pro - IFBB,,-,Jana Linke-Sippl,
Atlantic City Pro - IFBB,,-,Debbie Patton,
Atlantic City Pro - IFBB,,-,Kim Pfuetzenreuter,
Atlantic City Pro - IFBB,,-,Tonia Villalobos,
British Championships - IFBB,HeavyWeight,1,Sharon Madderson,
British Championships - IFBB,HeavyWeight,2,Agatha Dulson,
British Championships - IFBB,HeavyWeight,3,Jeannie Ellam,
British Championships - IFBB,HeavyWeight,4,Sandra Probert,
British Championships - IFBB,HeavyWeight,5,Denise John,
British Championships - IFBB,LightWeight,1,Michelle Jones (1),
British Championships - IFBB,LightWeight,2,Jaqueline Reilly,
British Championships - IFBB,LightWeight,3,Lynn Gray,
British Championships - IFBB,LightWeight,4,Caroline Jones,
British Championships - IFBB,LightWeight,5,Louise Facey,
British Championships - IFBB,Figure,1,Claire McKee,
British Championships - IFBB,Figure,2,Shalmieno Paper,
British Championships - IFBB,Figure,3,Clare Taubman,
British Championships - IFBB,Figure,4,Magdalena Lipinski,
British Championships - IFBB,Figure,5,Carrie Portman,
California Pro - IFBB,Figure,1,Christine Pomponio-Pate,
California Pro - IFBB,Figure,2,Gina Camacho,
California Pro - IFBB,Figure,3,Latisha Wilder,
California Pro - IFBB,Figure,4,Gina Aliotti,
California Pro - IFBB,Figure,5,Michelle Flake,
California Pro - IFBB,Figure,6,Melissa Frabbiele,
California Pro - IFBB,Figure,7,Zena Collins,
California Pro - IFBB,Figure,8,Pauline Nordin,
California Pro - IFBB,Figure,9,Marcy Porter,
California Pro - IFBB,Figure,10,Zhanna Rotar,
California Pro - IFBB,Figure,11,Valle Waleska,
California Pro - IFBB,Figure,12,Cathy Lefrançois,
California Pro - IFBB,Figure,13,Andrea Dumon,
California Pro - IFBB,Figure,14,Trish Mayberry,
California Pro - IFBB,Figure,15,Deborah Denio,
California Pro - IFBB,Figure,16,Chrissy Garcia,
California Pro - IFBB,Figure,17,Nicole Pitcher,
California Pro - IFBB,Figure,-,Lynsey Ahearne-Beattie,
California Pro - IFBB,Figure,-,Jennifer Becerra,
California Pro - IFBB,Figure,-,Susanne Bock,
California Pro - IFBB,Figure,-,Natasha Brown,
California Pro - IFBB,Figure,-,Myriam Bustamante,
California Pro - IFBB,Figure,-,Alexis Ellis,
California Pro - IFBB,Figure,-,Ines Jimenez,
California Pro - IFBB,Figure,-,Pia Maria Johnsen,
California Pro - IFBB,Figure,-,Deborah Leung,
California Pro - IFBB,Figure,-,Martha Lombardo-Grant,
California Pro - IFBB,Figure,-,Petra Mertl,
California Pro - IFBB,Figure,-,Sherie Salvadori,
California Pro - IFBB,Figure,-,Masae Tagamai,
California Pro - IFBB,Figure,-,Mascha Tieken,
Central American and Caribbean Championships - IFBB,HeavyWeight,1,Zoraida Figueroa Rivera
  (Puerto Rico),
Central American and Caribbean Championships - IFBB,LightWeight,1,Judith Allen
  (Jamaica),
Central American and Caribbean Championships - IFBB,Masters,1,Zoraida Figueroa Rivera
  (Puerto Rico),
Colorado Pro Championships - IFBB,Figure,1,Valerie Waugaman,
Colorado Pro Championships - IFBB,Figure,2,Jenny Lynn,
Colorado Pro Championships - IFBB,Figure,3,Christine Pomponio-Pate,
Colorado Pro Championships - IFBB,Figure,4,Tara Scotti,
Colorado Pro Championships - IFBB,Figure,5,Inga Neverauskaite,
Colorado Pro Championships - IFBB,Figure,6,Zena Collins,
Colorado Pro Championships - IFBB,Figure,7,Gina Aliotti,
Colorado Pro Championships - IFBB,Figure,8,Marcy Porter,
Colorado Pro Championships - IFBB,Figure,9,Jeanette Freed,
Colorado Pro Championships - IFBB,Figure,10,Zhanna Rotar,
Colorado Pro Championships - IFBB,Figure,11,Carina Dupree,
Colorado Pro Championships - IFBB,Figure,12,Bernadette Galvan,
Colorado Pro Championships - IFBB,Figure,13,Alana Hernandez,
Colorado Pro Championships - IFBB,Figure,14,Liane Seiwald,
Colorado Pro Championships - IFBB,Figure,15,Carla Sanchez,
Colorado Pro Championships - IFBB,Figure,16,Andrea Dumon,
Colorado Pro Championships - IFBB,Figure,17,Alejandra Abdala,
Colorado Pro Championships - IFBB,Figure,-,Jennifer Becerra,
Colorado Pro Championships - IFBB,Figure,-,Natasha Brown,
Colorado Pro Championships - IFBB,Figure,-,Alexis Ellis,
Colorado Pro Championships - IFBB,Figure,-,Lisabeth Halikka,
Colorado Pro Championships - IFBB,Figure,-,Laura Sutter,
Colorado Pro Championships - IFBB,Figure,-,Mascha Tieken,
Eastern European Amateur Championships - IFBB,HeavyWeight,1,Elena Shportun,
Eastern European Amateur Championships - IFBB,HeavyWeight,2,Elena Lomakina,
Eastern European Amateur Championships - IFBB,HeavyWeight,3,Viktoria Sheludko,
Eastern European Amateur Championships - IFBB,HeavyWeight,4,Elena Bulanova,
Eastern European Amateur Championships - IFBB,MiddleWeight,1,Olga Guryeva,
Eastern European Amateur Championships - IFBB,MiddleWeight,2,Svietlana Shubinkova,
Eastern European Amateur Championships - IFBB,LightWeight,1,Ekaterina Sinitsina,
Eastern European Amateur Championships - IFBB,LightWeight,2,Kira Vaksina,
Eastern European Amateur Championships - IFBB,LightWeight,3,Olga Omarova,
Eastern European Amateur Championships - IFBB,LightWeight,4,Ekaterina Dementieva,
Europa Supershow - IFBB,,1,Heather Foster,
Europa Supershow - IFBB,,2,Dena Westerfield,
Europa Supershow - IFBB,,3,Colette Nelson,
Europa Supershow - IFBB,,4,Tazzie Colomb,
Europa Supershow - IFBB,,5,Jeannie Paparone,
Europa Supershow - IFBB,,6,Kimberly Perez,
Europa Supershow - IFBB,,7,Gina Davis,
Europa Supershow - IFBB,,8,Maria Calo,
Europa Supershow - IFBB,,9,Kim Buck,
Europa Supershow - IFBB,,10,Angela Debatin,
Europa Supershow - IFBB,,11,Antoinette Norman,
Europa Supershow - IFBB,,12,Vickie Nixon,
Europa Supershow - IFBB,,13,Sarah Dunlap,
Europa Supershow - IFBB,,14,Marika Johansson,
Europa Supershow - IFBB,,15,Robin Parker,
Europa Supershow - IFBB,,16,Klaudia Larson,
Europa Supershow - IFBB,,-,Nathalie Abellan,
Europa Supershow - IFBB,,-,Elizabeth Gomez,
Europa Supershow - IFBB,,-,Aurelia Grozajova,
Europa Supershow - IFBB,,-,Mary Ellen Jerumbo,
Europa Supershow - IFBB,,-,Jana Linke-Sippl,
Europa Supershow - IFBB,,-,Maryse Manios,
Europa Supershow - IFBB,Figure,1,Amanda Jo Earhart-Savell,
Europa Supershow - IFBB,Figure,2,Michelle Adams,
Europa Supershow - IFBB,Figure,3,D J Wallis,
Europa Supershow - IFBB,Figure,4,Bernadette Galvan,
Europa Supershow - IFBB,Figure,5,Latisha Wilder,
Europa Supershow - IFBB,Figure,6,Kate Shelby,
Europa Supershow - IFBB,Figure,7,Pauline Nordin,
Europa Supershow - IFBB,Figure,8,Christine Wan,
Europa Supershow - IFBB,Figure,9,Amy Peters,
Europa Supershow - IFBB,Figure,10,Kirsten Nicewarner,
Europa Supershow - IFBB,Figure,11,Jenny Guenther,
Europa Supershow - IFBB,Figure,11,Mavis Tozzi,
Europa Supershow - IFBB,Figure,13,Erica Davidson,
Europa Supershow - IFBB,Figure,14,Petra Mertl,
Europa Supershow - IFBB,Figure,15,Lisa Morton,
Europa Supershow - IFBB,Figure,16,Leslie Morris,
