Competition,Category,Place,Name,Score
European Amateur Championships - IFBB,HeavyWeight,1,Marjo Selin
  (Finland),
European Amateur Championships - IFBB,HeavyWeight,2,Angela Graham
  (England),
European Amateur Championships - IFBB,HeavyWeight,3,Asa Gillberg
  (Sweden),
European Amateur Championships - IFBB,HeavyWeight,4,Connie Heusdans
  (Netherlands),
European Amateur Championships - IFBB,HeavyWeight,5,Vera Bendel
  (Germany),
European Amateur Championships - IFBB,HeavyWeight,6,Veronique Bourcelet
  (Belgium),
European Amateur Championships - IFBB,LightWeight,1,Jacqueline Roos
  (Netherlands),
European Amateur Championships - IFBB,LightWeight,2,Lisser Frost-Larsen
  (Denmark),
European Amateur Championships - IFBB,LightWeight,3,Jose Baumgartner
  (France),
European Amateur Championships - IFBB,LightWeight,4,Prudence Ravasi
  (Switzerland),
European Amateur Championships - IFBB,LightWeight,5,Dagmar Zuso
  (Switzerland),
European Amateur Championships - IFBB,LightWeight,6,Liv Sundby
  (Norway),
Olympia - IFBB,,1,Rachel McLish,
Olympia - IFBB,,2,Carla Dunlap,
Olympia - IFBB,,3,Kike Elomaa,
Olympia - IFBB,,4,Lynn Conkwright,
Olympia - IFBB,,5,Deborah Diana,
Olympia - IFBB,,6,Laura Combes,
Olympia - IFBB,,7,Candy Csencsits,
Olympia - IFBB,,8,Kay Baxter,
Olympia - IFBB,,9,Sherry Atton,
Olympia - IFBB,,10,Lisser Frost-Larsen,
Olympia - IFBB,,11,Georgia Fudge,
Olympia - IFBB,,12,Shelley Gruwell,
Olympia - IFBB,,13,Corine Machado-Ching,
Olympia - IFBB,,14,Carolyn Cheshire,
Olympia - IFBB,,15,Marie Frances Misat,
Olympia - IFBB,,16,Cathy Chang,
Olympia - IFBB,,16,Patsy Chapman,
Olympia - IFBB,,16,Laura Davies,
Olympia - IFBB,,16,Anita Gandol,
Olympia - IFBB,,16,Susan Koch,
Olympia - IFBB,,16,Kazuko Nakao    中尾和子,
Olympia - IFBB,,16,Kyle Newman,
Olympia - IFBB,,16,Jacqueline Roos,
Olympia - IFBB,,16,Marjo Selin,
Olympia - IFBB,,16,Lena Trulsson,
Olympia - IFBB,,16,Claudia Wilbourn,
World Pro Championships - IFBB,,1,Rachel McLish,
World Pro Championships - IFBB,,2,Candy Csencsits,
World Pro Championships - IFBB,,3,Lynn Pirie,
World Pro Championships - IFBB,,4,Corine Machado-Ching,
World Pro Championships - IFBB,,5,Deborah Diana,
World Pro Championships - IFBB,,6,Shelley Gruwell,
World Pro Championships - IFBB,,7,Georgia Fudge,
World Pro Championships - IFBB,,8,Mary Roberts,
World Pro Championships - IFBB,,9,Kay Baxter,
World Pro Championships - IFBB,,10,Christine Reed,
World Pro Championships - IFBB,,11,Jose Baumgartner,
World Pro Championships - IFBB,,12,Carolyn Cheshire,
World Pro Championships - IFBB,,13,Bobbie Price,
World Pro Championships - IFBB,,13,Jacqueline Roos,
World Pro Championships - IFBB,,15,Pam Brooks,
World Pro Championships - IFBB,,15,Angela Graham,
World Pro Championships - IFBB,,17,Elizabeth Lopez,
World Pro Championships - IFBB,,18,Suzy Martin,
World Pro Championships - IFBB,,19,Ricky DeMan,
World Pro Championships - IFBB,,20,Carole Bennett,
World Pro Championships - IFBB,,21,Josian Jamar,
World Pro Championships - IFBB,,22,Gail Lorie,
World Pro Championships - IFBB,,23,Mary Ann Placide,
World Pro Championships - IFBB,,24,Asu Lee Dan,
