Competition,Category,Place,Name,Score
World Pro Championships - IFBB,,3,Dominique Darde,
World Pro Championships - IFBB,,4,Diana Dennis,
World Pro Championships - IFBB,,5,Marjo Selin,
World Pro Championships - IFBB,,6,Sue Ann McKean,
World Pro Championships - IFBB,,7,Juliette Bergmann,
World Pro Championships - IFBB,,8,Maria Serio,
World Pro Championships - IFBB,,9,Connie Heusdans,
World Pro Championships - IFBB,,10,Renate Holland,
World Pro Championships - IFBB,,11,Mary Ellen Jerumbo,
World Pro Championships - IFBB,,12,Dinah Anderson,
World Pro Championships - IFBB,,13,Lupita Lugo,
World Pro Championships - IFBB,,14,Anita Gandol,
World Pro Championships - IFBB,,15,Jerri Miller,
World Pro Championships - IFBB,,16,Susie Jaso,
World Pro Championships - IFBB,,17,Joy Nichols,
World Pro Championships - IFBB,,18,Erika Mes,
World Pro Championships - IFBB,,19,Vera Bendel,
World Pro Championships - IFBB,,20,Sandra Blackie (1),
World Pro Championships - IFBB,,21,Krista Anderson,
World Pro Championships - IFBB,,22,Peggie Ouwerling,
World Pro Championships - IFBB,,23,Kris Alexander,
