Competition,Category,Place,Name,Score
British Championships - IFBB,HeavyWeight,1,Elaine Bell,
British Championships - IFBB,HeavyWeight,2,Karen Cameron,
British Championships - IFBB,MiddleWeight,1,Anita Hibberd,
British Championships - IFBB,MiddleWeight,2,Sharon Munro,
British Championships - IFBB,LightWeight,1,Rachel Holt,
British Championships - IFBB,LightWeight,2,Gaynor Davis,
European Amateur Championships - IFBB,HeavyWeight,1,Olga Kolot,
European Amateur Championships - IFBB,HeavyWeight,2,Ludmila Glacnerova,
European Amateur Championships - IFBB,HeavyWeight,3,Aurelia Grozajova,
European Amateur Championships - IFBB,HeavyWeight,4,Katharina Gercke,
European Amateur Championships - IFBB,HeavyWeight,5,Ann Sofie Jonsson,
European Amateur Championships - IFBB,HeavyWeight,6,Felecia Popa,
European Amateur Championships - IFBB,MiddleWeight,1,Iryna Petrenko
  (Ukraine),
European Amateur Championships - IFBB,MiddleWeight,2,Jana Purdjakova
  (Slovakia),
European Amateur Championships - IFBB,MiddleWeight,3,Daria Piznal,
European Amateur Championships - IFBB,MiddleWeight,4,Leila Bogdanovich,
European Amateur Championships - IFBB,MiddleWeight,5,Elena Aloyarova,
European Amateur Championships - IFBB,MiddleWeight,6,Svetlana Borisenko,
European Amateur Championships - IFBB,LightWeight,1,Olga Novik
  (Ukraine),
European Amateur Championships - IFBB,LightWeight,2,Jitka Statsna,
European Amateur Championships - IFBB,LightWeight,3,Helene Hoby
  (Sweden),
European Amateur Championships - IFBB,LightWeight,4,Barbora Manetta,
European Amateur Championships - IFBB,LightWeight,5,Alina Čepurniené
  (Lithuania),
European Amateur Championships - IFBB,LightWeight,6,Florina Visan,
Pro Extravaganza - IFBB,HeavyWeight,1,Heather Foster,
Pro Extravaganza - IFBB,HeavyWeight,2,Yaxeni Oriquen,
Pro Extravaganza - IFBB,HeavyWeight,3,Betty Pariso,
Pro Extravaganza - IFBB,HeavyWeight,4,Amy Pazzo,
Pro Extravaganza - IFBB,HeavyWeight,5,Sharon Robelle,
Pro Extravaganza - IFBB,HeavyWeight,6,Christine Envall,
Pro Extravaganza - IFBB,HeavyWeight,7,Mereta Horness,
Pro Extravaganza - IFBB,HeavyWeight,8,Donna Logue,
Pro Extravaganza - IFBB,MiddleWeight,1,Kim Harris,
Pro Extravaganza - IFBB,MiddleWeight,2,Marja-Leana Lehtonen,
Pro Extravaganza - IFBB,MiddleWeight,3,Vilma Caez,
Pro Extravaganza - IFBB,MiddleWeight,4,Myriam Bustamante,
Pro Extravaganza - IFBB,LightWeight,1,Gayle Moher,
Pro Extravaganza - IFBB,LightWeight,2,Mary Ellen Jerumbo,
Ms International - IFBB,HeavyWeight,1,Vickie Gates,
Ms International - IFBB,HeavyWeight,2,Iris Kyle,
Ms International - IFBB,HeavyWeight,3,Lesa Lewis,
Ms International - IFBB,HeavyWeight,4,Yaxeni Oriquen,
Ms International - IFBB,HeavyWeight,5,Betty Pariso,
Ms International - IFBB,HeavyWeight,6,Gayle Moher,
Ms International - IFBB,HeavyWeight,7,Tazzie Colomb,
Ms International - IFBB,HeavyWeight,8,Amy Pazzo,
Ms International - IFBB,HeavyWeight,9,Thresa Bostick,
Ms International - IFBB,HeavyWeight,10,Paula Suzuki,
Ms International - IFBB,HeavyWeight,11,Carmen Cotter,
Ms International - IFBB,HeavyWeight,12,Pauliina Talus,
Ms International - IFBB,LightWeight,1,Dayana Cadeau,
Ms International - IFBB,LightWeight,2,Brenda Raganot,
Ms International - IFBB,LightWeight,3,Angela Debatin,
Ms International - IFBB,LightWeight,4,Cathy Lefrançois,
Ms International - IFBB,LightWeight,5,Denise Masino,
Ms International - IFBB,LightWeight,6,Yaz Boyum,
Ms International - IFBB,LightWeight,7,Jennifer McVicar,
Ms International - IFBB,LightWeight,8,Raejha Douziech-Savary,
Ms International - IFBB,LightWeight,9,Peggy Schoolcraft,
Ms International - IFBB,LightWeight,10,Monica Martin,
Jan Tana Pro Classic - IFBB,HeavyWeight,1,Betty Pariso,
Jan Tana Pro Classic - IFBB,HeavyWeight,2,Yaxeni Oriquen,
Jan Tana Pro Classic - IFBB,HeavyWeight,3,Amy Pazzo,
Jan Tana Pro Classic - IFBB,HeavyWeight,4,Heather Foster,
Jan Tana Pro Classic - IFBB,HeavyWeight,5,Sharon Robelle,
Jan Tana Pro Classic - IFBB,HeavyWeight,6,Christine Envall,
