Competition,Category,Place,Name,Score
Arnold Classic - IFBB,,1,Michael Francois,
Arnold Classic - IFBB,,2,Ken Wheeler,
Arnold Classic - IFBB,,3,Charles Clairmonte,
Arnold Classic - IFBB,,4,Andreas Munzer,
Arnold Classic - IFBB,,5,Lee Labrada,
Arnold Classic - IFBB,,6,Aaron Baker,
Arnold Classic - IFBB,,7,Ian Harrison,
Arnold Classic - IFBB,,8,Darrem Charles,
Arnold Classic - IFBB,,9,Lee Priest,
Arnold Classic - IFBB,,10,Henderson Thorne,
Arnold Classic - IFBB,,11,David Fisher,
Arnold Classic - IFBB,,12,David Dearth,
Arnold Classic - IFBB,,13,Leif Langbacka,
Arnold Classic - IFBB,,14,Michael Devitis,
Asian Amateur Championships - IFBB,HeavyWeight,1,Kusuma Yudha
  (Indonesia),
Asian Amateur Championships - IFBB,HeavyWeight,2,Terry Gallyot
  (Malaysia),
Asian Amateur Championships - IFBB,HeavyWeight,3,Yeun Je Ho
  (Korea),
Asian Amateur Championships - IFBB,HeavyWeight,4,Hamzen Hoshmand
  (Iran),
Asian Amateur Championships - IFBB,HeavyWeight,5,Lin Jih Chen
  (Taiwan),
Asian Amateur Championships - IFBB,HeavyWeight,6,Lei Mai Long
  (Mongolia),
Asian Amateur Championships - IFBB,HeavyWeight,7,Lee Ching Piao
  (Taiwan),
Asian Amateur Championships - IFBB,HeavyWeight,-,Yazdan Rad
  (Iran),
Asian Amateur Championships - IFBB,Light-HeavyWeight,1,Augustine Lee
  (Singapore),
Asian Amateur Championships - IFBB,Light-HeavyWeight,2,Lee Young Sub
  (Korea),
Asian Amateur Championships - IFBB,Light-HeavyWeight,3,Yoshinori Yamamoto    山本義徳

  (Japan),
Asian Amateur Championships - IFBB,Light-HeavyWeight,4,Wimpi Albertus Wungow
  (Indonesia),
Asian Amateur Championships - IFBB,Light-HeavyWeight,5,Andrei Kuzmechov
  (Kazakhstan),
Asian Amateur Championships - IFBB,MiddleWeight,1,Mohd Ismail Mohammed
  (Singapore),
Asian Amateur Championships - IFBB,MiddleWeight,2,Lee Jin Ho
  (Korea),
Asian Amateur Championships - IFBB,MiddleWeight,3,Mohamad Shabah
  (Bahrain),
Asian Amateur Championships - IFBB,MiddleWeight,4,Othman Yahaya
  (Malaysia),
Asian Amateur Championships - IFBB,MiddleWeight,5,Arsenio Agpoon
  (Philippines),
Asian Amateur Championships - IFBB,MiddleWeight,6,Khosrow Mohammadi
  (Iran),
Asian Amateur Championships - IFBB,MiddleWeight,7,Yi Kangming
  (China),
Asian Amateur Championships - IFBB,MiddleWeight,8,Morteza Dehghani
  (Iran),
Asian Amateur Championships - IFBB,MiddleWeight,9,Serguei Rubalko
  (Kazakhstan),
Asian Amateur Championships - IFBB,MiddleWeight,10,Sunil Aptekar
  (India),
Asian Amateur Championships - IFBB,MiddleWeight,11,Huang A Wen
  (Taiwan),
Asian Amateur Championships - IFBB,MiddleWeight,12,Tiag Chi Yau
  (Hong Kong),
Asian Amateur Championships - IFBB,Light-MiddleWeight,1,Katsuhiko Ueno    上野克彦

  (Japan),
Asian Amateur Championships - IFBB,Light-MiddleWeight,2,Kwon Man Geun
  (Korea),
Asian Amateur Championships - IFBB,Light-MiddleWeight,3,Simon Chua Ling Fung
  (Singapore),
Asian Amateur Championships - IFBB,Light-MiddleWeight,4,Yu Jianguo
  (China),
Asian Amateur Championships - IFBB,Light-MiddleWeight,5,Valeri Davudenko
  (Kazakhstan),
Asian Amateur Championships - IFBB,Light-MiddleWeight,6,Mohamed Nazir Bona
  (Singapore),
Asian Amateur Championships - IFBB,Light-MiddleWeight,7,Zhang Hengping
  (China),
Asian Amateur Championships - IFBB,Light-MiddleWeight,8,Tsai Yuan
  (Taiwan),
Asian Amateur Championships - IFBB,Light-MiddleWeight,9,Che Chi Keong
  (Mongolia),
Asian Amateur Championships - IFBB,Light-MiddleWeight,-,Mohamad Yaser Almuri
  (Syria),
Asian Amateur Championships - IFBB,WelterWeight,1,Qin Cheng Yong
  (China),
Asian Amateur Championships - IFBB,WelterWeight,2,Young Joo Ki
  (Korea),
Asian Amateur Championships - IFBB,WelterWeight,3,Chan Wooi Cheng
  (Malaysia),
Asian Amateur Championships - IFBB,WelterWeight,4,Yoshihiro Yano    谷野義弘

  (Japan),
Asian Amateur Championships - IFBB,WelterWeight,5,Gholam Reza Sadeghi
  (Iran),
Asian Amateur Championships - IFBB,WelterWeight,6,Cheng Hai-Yuan
  (Taiwan),
Asian Amateur Championships - IFBB,WelterWeight,7,Kassim Suarno
  (Singapore),
Asian Amateur Championships - IFBB,WelterWeight,8,Michael A Tio Tio
  (Philippines),
Asian Amateur Championships - IFBB,WelterWeight,9,Yogesh Kumar Sanan
  (India),
Asian Amateur Championships - IFBB,WelterWeight,10,Zhang Shuwen
  (China),
Asian Amateur Championships - IFBB,LightWeight,1,Mohd Said Suib
  (Singapore),
Asian Amateur Championships - IFBB,LightWeight,2,Toshihiko Hirota    廣田俊彦

  (Japan),
Asian Amateur Championships - IFBB,LightWeight,3,Nam Do Jin
  (Korea),
Asian Amateur Championships - IFBB,LightWeight,4,Lu Yun
  (China),
Asian Amateur Championships - IFBB,LightWeight,5,Felix Barajan
  (Philippines),
Asian Amateur Championships - IFBB,LightWeight,6,Kumar Vitendra
  (India),
Asian Amateur Championships - IFBB,LightWeight,7,Liu Shu Hang
  (China),
Asian Amateur Championships - IFBB,LightWeight,8,Chen Chi Ler
  (Taiwan),
Asian Amateur Championships - IFBB,LightWeight,9,Chow Wai Ming
  (Hong Kong),
Asian Amateur Championships - IFBB,LightWeight,10,Lu Sang Yu
  (Taiwan),
Asian Amateur Championships - IFBB,LightWeight,-,Mohsen Yazdani
  (Iran),
Asian Amateur Championships - IFBB,BantamWeight,1,Na In Chai
  (Korea),
