Competition,Category,Place,Name,Score
Mr Canada - IFBB,,1,René Leger,
Mr Canada - IFBB,,2,Alan Paivio,
Mr Canada - IFBB,,3,John Bavington,
Mr Canada - IFBB,,4,Roland Rajotte,
Mr Canada - IFBB,,5,N Gauvin,
Mr Canada - IFBB,,6,Vic Scalzo,
Canada's Most Perfect Physique - IFBB,,1,Joffre L'Heureux,
Canada's Most Perfect Physique - IFBB,,2,Ovila Asselin,
Canada's Most Perfect Physique - IFBB,,3,Leo Desjardins,
Canada's Most Perfect Physique - IFBB,Most Muscular,1,Ed Theriault,
Canada's Most Perfect Physique - IFBB,Most Muscular,2,Leo Robert,
Canada's Most Perfect Physique - IFBB,Most Muscular,3,Paul Blanchette,
