Competition,Category,Place,Name,Score
Mr Canada - IFBB,,1,Alan Paivio,
Mr Canada - IFBB,,2,Robert Roy,
Mr Canada - IFBB,,3,Vic Scalzo,
Mr Canada - IFBB,Most Muscular,1,Leo Robert,
Mr Canada - IFBB,Most Muscular,2,John Bavington,
Mr Canada - IFBB,Junior,1,Raymond Aubry,
Mr Canada - IFBB,Junior,2,Sonny James,
Mr Canada - IFBB,Junior,3,Henri Paul Maurais,
Mr Eastern North America - IFBB,,1,Abe Goldberg,
Mr Eastern North America - IFBB,,2,Alan Paivio,
Mr Eastern North America - IFBB,,2,Leo Robert,
Mr Eastern North America - IFBB,,4,Fred Massaro,
Mr Eastern North America - IFBB,,4,Robert Roy,
Mr Eastern North America - IFBB,,6,Santo Leone,
Mr Eastern North America - IFBB,,7,Frank Galiardi,
Mr Eastern North America - IFBB,,7,John Gallagher (1),
Mr Eastern North America - IFBB,,9,Fred Hacker,
Mr Eastern North America - IFBB,,10,Leone Gottesman,
Mr Eastern North America - IFBB,,11,? Witman,
Mr Eastern North America - IFBB,,12,Joe Koytila,
Mr Eastern North America - IFBB,Short,1,Ed Theriault,
Mr Eastern North America - IFBB,Short,2,Rene Blanchette,
Mr Eastern North America - IFBB,Short,3,Joe Piccirilli (1),
Mr Eastern North America - IFBB,Most Muscular,1,Abe Goldberg,
Mr Eastern North America - IFBB,Most Muscular,2,Joffre L'Heureux,
Mr Eastern North America - IFBB,Most Muscular,3,Frank Galiardi,
Mr Eastern North America - IFBB,Most Muscular,3,Alan Paivio,
Mr Eastern North America - IFBB,Most Muscular,3,Leo Robert,
Mr New York State - IFBB,,1,Santo Leone,
Mr New York State - IFBB,,2,Frank Leight,
Mr New York State - IFBB,,3,Fred Massaro,
Mr New York State - IFBB,,4,Jack Gottesman,
Mr New York State - IFBB,,5,Fred Hacker,
