Competition,Category,Place,Name,Score
Mr America - IFBB,,1,Alan Stephan,
Mr America - IFBB,,2,Joffre L'Heureux,
Mr America - IFBB,,3,Leo Robert,
Mr America - IFBB,,4,Fraysher Ferguson,
Mr America - IFBB,,5,Fred Massaro,
Mr America - IFBB,Junior,1,John Icino,
Mr America - IFBB,Junior,2,Marvin Eder,
Mr America - IFBB,Junior,3,Felix Geraditis,
Mr America - IFBB,Junior,4,Ralph Salzillo,
Mr America - IFBB,Junior,5,Frank Cuva,
Mr California - IFBB,,1,Norman Marks,
Mr California - IFBB,,2,Bob McCune,
Mr California - IFBB,,3,Walt Baptiste,
Mr Canada - IFBB,,1,Georges Boulanger,
Mr Canada - IFBB,,3,Phil Molson,
Canada's Most Perfect Physique - IFBB,,1,Ed Theriault,
Canada's Most Perfect Physique - IFBB,,2,Joffre L'Heureux,
Canada's Most Perfect Physique - IFBB,,2,Leo Robert,
Canada's Most Perfect Physique - IFBB,,4,Alan Paivio,
Mr New York City - IFBB,Most Muscular,1,Fred Massaro,
Mr New York City - IFBB,Most Muscular,2,Fred Hacker,
Mr New York City - IFBB,Most Muscular,3,Charles Whitlock,
Mr New York City - IFBB,Most Symmetrical,1,Fred Massaro,
Mr New York City - IFBB,Most Symmetrical,2,Eugene DuBuque,
Mr New York City - IFBB,Most Symmetrical,3,Cecil Bowen,
Mr New York City - IFBB,Junior Most Muscular,1,Marvin Eder,
Mr New York City - IFBB,Junior Most Muscular,2,Ralph Salzillo,
Mr New York City - IFBB,Junior Most Muscular,3,Leonard Rutcofsky,
Mr New York City - IFBB,Junior Most Muscular,-,Art Zeller,
Mr New York City - IFBB,Junior Most Symmetrical,1,Felix Geraditis,
Mr New York City - IFBB,Junior Most Symmetrical,2,Floyd Redner,
Mr New York City - IFBB,Junior Most Symmetrical,3,Bob Eisenberg,
North American Championships - IFBB,,1,Clarence Ross,
North American Championships - IFBB,,2,Alan Stephan,
North American Championships - IFBB,,3,Floyd Page,
North American Championships - IFBB,,4,Armand Tanny,
North American Championships - IFBB,,5,Leo Robert,
North American Championships - IFBB,,6,Abe Goldberg,
North American Championships - IFBB,,7,Joffre L'Heureux,
North American Championships - IFBB,,8,Alan Paivio,
North American Championships - IFBB,,-,Ed Bartlett,
North American Championships - IFBB,,-,Georges Boulanger,
North American Championships - IFBB,,-,Eugene DuBuque,
North American Championships - IFBB,,-,? Johnson,
North American Championships - IFBB,,-,Joe Koytila,
North American Championships - IFBB,,-,Fred Massaro,
North American Championships - IFBB,,-,Clarence Nelson,
North American Championships - IFBB,,-,Carl Olson,
North American Championships - IFBB,,-,Charles Whitlock,
North American Championships - IFBB,Junior,1,Marvin Eder,
North American Championships - IFBB,Junior,2,John Icino,
North American Championships - IFBB,Junior,3,Felix Geraditis,
North American Championships - IFBB,Junior,4,Leonard Rutcofsky,
North American Championships - IFBB,Junior,5,Salzo,
North American Championships - IFBB,Junior,-,Dominick Juliano,
