Competition,Category,Place,Name,Score
New York Pro Championships - IFBB,Bodybuilding,1,Leah Dennie,
New York Pro Championships - IFBB,Bodybuilding,2,LaDawn McDay,
New York Pro Championships - IFBB,Bodybuilding,3,Tamara Makár,
New York Pro Championships - IFBB,Bodybuilding,4,Anne Sheehan,
New York Pro Championships - IFBB,Bodybuilding,5,Wendy Sanchez,
New York Pro Championships - IFBB,Physique,1,Alyssa Kiessling,
New York Pro Championships - IFBB,Physique,2,Sheronica Henton,
New York Pro Championships - IFBB,Physique,3,Yuna Kim,
New York Pro Championships - IFBB,Physique,4,Julia Whitesel,
New York Pro Championships - IFBB,Physique,5,Claudia Arroyo,
New York Pro Championships - IFBB,Physique,6,Trisha Vezirian,
New York Pro Championships - IFBB,Figure,1,Maria Luisa Baeza Diaz,
New York Pro Championships - IFBB,Figure,2,Shelace Shoemaker,
New York Pro Championships - IFBB,Figure,3,Latoya Farley,
New York Pro Championships - IFBB,Figure,4,Jessica Huete,
New York Pro Championships - IFBB,Figure,5,Desiree Alferes,
New York Pro Championships - IFBB,Figure,6,Shanice Abrams,
New York Pro Championships - IFBB,Figure,7,Kandace Kuhnle,
New York Pro Championships - IFBB,Figure,8,Rita Villarreal,
New York Pro Championships - IFBB,Figure,9,Kimberly Olson,
New York Pro Championships - IFBB,Figure,10,Sara Myles,
New York Pro Championships - IFBB,Figure,11,Bridget Gladmon,
Pittsburgh Pro - IFBB,Figure,1,Maria Luisa Baeza Diaz,
Pittsburgh Pro - IFBB,Figure,2,Christine Stearns,
Pittsburgh Pro - IFBB,Figure,3,Heather Dees,
Pittsburgh Pro - IFBB,Figure,4,Bojana Vasiljevic,
Pittsburgh Pro - IFBB,Figure,5,Latoya Farley,
Pittsburgh Pro - IFBB,Figure,6,Thais Cabrices Werner,
Pittsburgh Pro - IFBB,Figure,7,Kandace Kuhnle,
Pittsburgh Pro - IFBB,Figure,8,Shanice Abrams,
Pittsburgh Pro - IFBB,Figure,9,Rita Villarreal,
Pittsburgh Pro - IFBB,Figure,10,Desiree Jackson,
Pittsburgh Pro - IFBB,Figure,11,Kenina Bonner,
Pittsburgh Pro - IFBB,Figure,12,Nabila Nedjar,
St Louis Pro - IFBB,Physique,1,Carli Terepka,
St Louis Pro - IFBB,Physique,2,Sheena Washington,
St Louis Pro - IFBB,Physique,3,Jennifer Faccinto,
St Louis Pro - IFBB,Physique,4,Lorraine Gonzalez,
St Louis Pro - IFBB,Physique,5,Laura Richards,
St Louis Pro - IFBB,Physique,6,Oksana Piari,
St Louis Pro - IFBB,Physique,7,Julia Whitesel,
St Louis Pro - IFBB,Physique,8,Yarelis Ramos Perez,
St Louis Pro - IFBB,Physique,9,Christine Porter,
Wasatch Warrior Pro - IFBB,Figure,1,Bojana Vasiljevic,
Wasatch Warrior Pro - IFBB,Figure,2,Shelace Shoemaker,
Wasatch Warrior Pro - IFBB,Figure,3,Shanice Abrams,
Wasatch Warrior Pro - IFBB,Figure,4,Desiree Alferes,
Wasatch Warrior Pro - IFBB,Figure,5,Rita Villarreal,
Wasatch Warrior Pro - IFBB,Figure,6,Nina Pacchia,
Wasatch Warrior Pro - IFBB,Figure,7,Kenina Bonner,
Wasatch Warrior Pro - IFBB,Figure,8,Stephanie Santamaria,
Wasatch Warrior Pro - IFBB,Figure,9,Jill Braxmeyer,
Wasatch Warrior Pro - IFBB,Figure,10,Militsa Rivera,
Wasatch Warrior Pro - IFBB,Figure,11,Destinee Silva,
Wasatch Warrior Pro - IFBB,Figure,12,Crystal Harris,
