Competition,Category,Place,Name,Score
Canada Cup - IFBB,HeavyWeight,1,Lisa Moore,
Canada Cup - IFBB,HeavyWeight,2,Jacinthe Castonguay,
Canada Cup - IFBB,HeavyWeight,3,Line Grenier,
Canada Cup - IFBB,HeavyWeight,4,Dayana Cadeau,
Canada Cup - IFBB,MiddleWeight,1,Cathy Lefrançois,
Canada Cup - IFBB,LightWeight,1,Natalie Beland,
Canada Cup - IFBB,LightWeight,2,Stephanie Veinot,
Canada Cup - IFBB,Junior,1,Cherie Valiquette,
Canada Cup - IFBB,Junior,2,Natalie Perkins,
Canada Cup - IFBB,Masters,1,Nancy McMurray,
Canada Cup - IFBB,Masters,2,Cindy Gear,
Canada Cup - IFBB,Masters,3,Juliette Szi-Renedir,
European Amateur Championships - IFBB,HeavyWeight,1,Zdenka Tvrda
  (Czech Republic),
European Amateur Championships - IFBB,HeavyWeight,2,Anne Oksanen
  (Finland),
European Amateur Championships - IFBB,HeavyWeight,3,Tatyana Ionenko
  (Ukraine),
European Amateur Championships - IFBB,HeavyWeight,9,Ilse Huberts
  (Netherlands),
European Amateur Championships - IFBB,MiddleWeight,1,Inna Uit
  (Estonia),
European Amateur Championships - IFBB,MiddleWeight,2,Elena Kurakova
  (Moldova),
European Amateur Championships - IFBB,MiddleWeight,3,Guzel Akgul
  (Netherlands),
European Amateur Championships - IFBB,LightWeight,1,Tülay Caner-Ozbek
  (Turkey),
European Amateur Championships - IFBB,LightWeight,2,Iryna Petrenko
  (Ukraine),
European Amateur Championships - IFBB,LightWeight,3,Angelina Cilione
  (Italy),
European Amateur Championships - IFBB,LightWeight,8,Sjeanne Raaymakers,
Grand Prix Prague - IFBB,,1,Natalja Murnikoviene,
Grand Prix Prague - IFBB,,2,Laura Binetti,
Grand Prix Prague - IFBB,,3,Eva Sukupova,
Grand Prix Prague - IFBB,,4,Nancy Lewis,
Grand Prix Prague - IFBB,,5,Yaxeni Oriquen,
Grand Prix Prague - IFBB,,6,Gabriella Szikszay,
Grand Prix Prague - IFBB,,7,Astrid Falconi,
Grand Prix Prague - IFBB,,8,Francesca Petitjean,
Grand Prix Prague - IFBB,,9,Frederique Auchart,
Grand Prix Prague - IFBB,,10,Susanna Kieserly,
Grand Prix Prague - IFBB,,11,Meral Ertunc,
Grand Prix Prague - IFBB,,12,Colleen Yates,
Grand Prix Prague - IFBB,,13,Janet Marchi,
Grand Prix Prague - IFBB,,14,Mary Ellen Jerumbo,
Grand Prix Prague - IFBB,,15,Yurie Iijima    飯島ゆりえ,
Grand Prix Prague - IFBB,,16,Sandra Berry,
Grand Prix Prague - IFBB,,17,Kornelia Stoll,
Ms International - IFBB,,1,Laura Creavalle,
Ms International - IFBB,,2,Kim Chizevsky,
Ms International - IFBB,,3,Debbie Muggli,
Ms International - IFBB,,4,Audrey Harris,
Ms International - IFBB,,5,Joanne Lee,
Ms International - IFBB,,6,Nikki Fuller,
Ms International - IFBB,,7,Yvonne Vasquez,
Ms International - IFBB,,8,Astrid Falconi,
Ms International - IFBB,,9,Michelle Andrea,
Ms International - IFBB,,10,Laura Bass,
Ms International - IFBB,,11,Vickie Gates,
Ms International - IFBB,,12,Katalin Rubos,
Ms International - IFBB,,13,Diana Gimmler,
Jan Tana Pro Classic - IFBB,,1,Michelle Ralabate,
Jan Tana Pro Classic - IFBB,,2,Gillian Hodge,
Jan Tana Pro Classic - IFBB,,3,Nancy Lewis,
Jan Tana Pro Classic - IFBB,,4,Rozann Keyser,
Jan Tana Pro Classic - IFBB,,5,Christa Bauch,
Jan Tana Pro Classic - IFBB,,6,Andrulla Blanchette,
Jan Tana Pro Classic - IFBB,,7,Zuzanna Korinkova,
Jan Tana Pro Classic - IFBB,,8,Vickie Gates,
Jan Tana Pro Classic - IFBB,,9,Yaxeni Oriquen,
Jan Tana Pro Classic - IFBB,,10,Sharon Marvel,
Jan Tana Pro Classic - IFBB,,11,Laura Carolan,
Jan Tana Pro Classic - IFBB,,12,Cathy Lefrançois,
Jan Tana Pro Classic - IFBB,,13,Linda Battaglia,
Jan Tana Pro Classic - IFBB,,14,Stacy Ross,
Jan Tana Pro Classic - IFBB,,15,Renee Casella,
Jan Tana Pro Classic - IFBB,,16,Meral Ertunc,
Jan Tana Pro Classic - IFBB,,16,Katherine Sartor,
Jan Tana Pro Classic - IFBB,,18,Sandra Blackie (1),
Jan Tana Pro Classic - IFBB,,18,Beatriz Galca,
Jan Tana Pro Classic - IFBB,,18,Anita Gandol,
Jan Tana Pro Classic - IFBB,,18,Amelia Hernandez,
Jan Tana Pro Classic - IFBB,,18,Mary Ellen Jerumbo,
Jan Tana Pro Classic - IFBB,,18,Trina Tejeda,
Jan Tana Pro Classic - IFBB,,18,Jennifer White,
North American Championships - IFBB,HeavyWeight,1,Ericca Kern,
North American Championships - IFBB,HeavyWeight,2,Lisa Moore,
North American Championships - IFBB,HeavyWeight,3,Amanda Aivaliotis,
North American Championships - IFBB,HeavyWeight,4,Rachel Mathias,
North American Championships - IFBB,HeavyWeight,5,Jennifer Greenbaum,
North American Championships - IFBB,HeavyWeight,6,Petula Gillingham,
North American Championships - IFBB,HeavyWeight,7,Marisol Almela,
North American Championships - IFBB,HeavyWeight,8,Myriam Bustamante,
North American Championships - IFBB,HeavyWeight,9,Traci Lopez,
North American Championships - IFBB,HeavyWeight,10,Jacinthe Castonguay,
North American Championships - IFBB,HeavyWeight,11,Melody Bennett,
North American Championships - IFBB,HeavyWeight,12,Violeta Vasquez
  (Mexico),
North American Championships - IFBB,MiddleWeight,1,Desiree Ellis,
North American Championships - IFBB,MiddleWeight,2,Caron Hospedales,
North American Championships - IFBB,MiddleWeight,3,Fiona Dunbar,
North American Championships - IFBB,MiddleWeight,4,Lisa Boscarino,
North American Championships - IFBB,MiddleWeight,5,Karen Smith,
North American Championships - IFBB,MiddleWeight,6,Danét Seely,
North American Championships - IFBB,MiddleWeight,7,Fabienne Guay,
North American Championships - IFBB,MiddleWeight,8,Terry Cymbalist,
North American Championships - IFBB,MiddleWeight,9,Marta Rossello,
North American Championships - IFBB,LightWeight,1,Lourdes Bermuda,
North American Championships - IFBB,LightWeight,2,Nikki Peck,
Olympia - IFBB,,1,Lenda Murray,
Olympia - IFBB,,2,Kim Chizevsky,
Olympia - IFBB,,3,Natalja Murnikoviene,
Olympia - IFBB,,4,Sue Price,
Olympia - IFBB,,5,Laura Creavalle,
Olympia - IFBB,,6,Debbie Muggli,
Olympia - IFBB,,7,Joanne Lee,
Olympia - IFBB,,8,Michelle Ralabate,
Olympia - IFBB,,9,Eva Sukupova,
Olympia - IFBB,,10,Nancy Lewis,
Olympia - IFBB,,11,Yolanda Hughes,
Olympia - IFBB,,12,Laura Binetti,
Olympia - IFBB,,13,Marie Mahabir,
