Competition,Category,Place,Name,Score
Arnold Classic - IFBB,,1,Vince Taylor,
Arnold Classic - IFBB,,2,Mohammed Benaziza,
Arnold Classic - IFBB,,3,Sonny Schmidt,
Arnold Classic - IFBB,,4,Achim Albrecht,
Arnold Classic - IFBB,,5,Steve Brisbois,
Arnold Classic - IFBB,,6,Thierry Pastel,
Arnold Classic - IFBB,,7,J J Marsh,
Arnold Classic - IFBB,,8,Milos Sarcev,
Arnold Classic - IFBB,,9,Francis Benfatto,
Arnold Classic - IFBB,,10,Renel Janvier,
Arnold Classic - IFBB,,11,Frank Hillebrand,
Arnold Classic - IFBB,,12,Ron Love,
Arnold Classic - IFBB,,13,Rich Gaspari,
Arnold Classic - IFBB,,14,Mike Ashley,
Arnold Classic - IFBB,,15,Mike Matarazzo,
Arnold Classic - IFBB,,16,Bertil Fox,
Arnold Classic - IFBB,,-,Samir Bannout,
Arnold Classic - IFBB,,-,Eddie Ellwood,
Arnold Classic - IFBB,,-,David Hawk,
Arnold Classic - IFBB,,-,Peter Hensel,
Asian Amateur Championships - IFBB,HeavyWeight,1,Ishak Raja Etam
  (Malaysia),
Asian Amateur Championships - IFBB,HeavyWeight,2,Augustine Lee
  (Singapore),
Asian Amateur Championships - IFBB,HeavyWeight,3,Yeun Je Ho
  (Korea),
Asian Amateur Championships - IFBB,Light-HeavyWeight,1,Wimpi Albertus Wungow
  (Indonesia),
Asian Amateur Championships - IFBB,Light-HeavyWeight,2,Lee Young Sub
  (Korea),
Asian Amateur Championships - IFBB,Light-HeavyWeight,3,Andy Toh Kua Chwee
  (Singapore),
Asian Amateur Championships - IFBB,MiddleWeight,1,Abdullah Azman
  (Singapore),
Asian Amateur Championships - IFBB,MiddleWeight,2,Kang Kyung Soon
  (Korea),
Asian Amateur Championships - IFBB,MiddleWeight,3,Seiji Aruga    有賀誠司

  (Japan),
Asian Amateur Championships - IFBB,Light-MiddleWeight,1,Fumitoshi Takanishi    高西文利

  (Japan),
Asian Amateur Championships - IFBB,Light-MiddleWeight,2,Mohd Ismail Mohammed
  (Singapore),
Asian Amateur Championships - IFBB,Light-MiddleWeight,3,Cheng Hai-Yuan
  (Taiwan),
Asian Amateur Championships - IFBB,WelterWeight,1,Kim Jun Ho
  (Korea),
Asian Amateur Championships - IFBB,WelterWeight,2,Fatholomein Ali
  (Singapore),
Asian Amateur Championships - IFBB,WelterWeight,3,Teruo Aso    朝生照雄

  (Japan),
Asian Amateur Championships - IFBB,LightWeight,1,Levi Rumbewas
  (Indonesia),
Asian Amateur Championships - IFBB,LightWeight,2,Han Gyun Seok
  (Korea),
Asian Amateur Championships - IFBB,LightWeight,3,Mohd Ramlan Nordin
  (Singapore),
Asian Amateur Championships - IFBB,BantamWeight,1,Ibrahim Sihat
  (Singapore),
