Competition,Category,Place,Name,Score
British Championships - IFBB,HeavyWeight,1,Joanne Lee,
British Championships - IFBB,HeavyWeight,2,Colleen Yates,
British Championships - IFBB,HeavyWeight,3,Kathy Knopp,
British Championships - IFBB,HeavyWeight,4,Pam Davies,
British Championships - IFBB,HeavyWeight,5,Danielle Smith (1),
British Championships - IFBB,HeavyWeight,6,Beverly Downie,
British Championships - IFBB,MiddleWeight,1,Rachel Baser,
British Championships - IFBB,MiddleWeight,2,Louise Carey,
British Championships - IFBB,MiddleWeight,3,Cheryl Richards,
British Championships - IFBB,MiddleWeight,4,Sharon Austin,
British Championships - IFBB,MiddleWeight,5,Susan Blandford,
British Championships - IFBB,MiddleWeight,6,Hazel Stokes,
British Championships - IFBB,LightWeight,1,Anita Bean,
British Championships - IFBB,LightWeight,2,Christine Jones (1),
British Championships - IFBB,LightWeight,3,Gill Plant,
British Championships - IFBB,LightWeight,4,Michelle Barber-Ebb,
British Championships - IFBB,LightWeight,5,Mandy Edge,
British Championships - IFBB,LightWeight,6,Diana Defries,
European Amateur Championships - IFBB,HeavyWeight,1,Christine Binder
  (Germany),
European Amateur Championships - IFBB,HeavyWeight,2,Gunilla Söderberg
  (Sweden),
European Amateur Championships - IFBB,HeavyWeight,3,Ursula Teply
  (Austria),
European Amateur Championships - IFBB,HeavyWeight,4,Marjo Krishi
  (Finland),
European Amateur Championships - IFBB,HeavyWeight,5,Roswitha Janatsch
  (Austria),
European Amateur Championships - IFBB,HeavyWeight,6,Linda Jansen
  (Netherlands),
European Amateur Championships - IFBB,HeavyWeight,7,Sabine Steinbach,
European Amateur Championships - IFBB,HeavyWeight,8,Danielle Pypops
  (Netherlands),
European Amateur Championships - IFBB,HeavyWeight,9,Arlette Laval,
European Amateur Championships - IFBB,HeavyWeight,10,Pilar Trevino,
European Amateur Championships - IFBB,HeavyWeight,11,Isivileva Valentina,
European Amateur Championships - IFBB,HeavyWeight,12,Biserka Sifka,
European Amateur Championships - IFBB,HeavyWeight,13,Klara Kollmann,
European Amateur Championships - IFBB,HeavyWeight,14,Gelicia Muraru,
European Amateur Championships - IFBB,MiddleWeight,1,Diana Gimmler
  (Germany),
European Amateur Championships - IFBB,MiddleWeight,2,Daniela Follis
  (Italy),
European Amateur Championships - IFBB,MiddleWeight,3,Eija Veijalainen
  (Finland),
European Amateur Championships - IFBB,MiddleWeight,4,Regina Pirkelbauer
  (Austria),
European Amateur Championships - IFBB,MiddleWeight,5,Gina Carla Girardello
  (Italy),
European Amateur Championships - IFBB,MiddleWeight,6,Ewa Krynska
  (Poland),
European Amateur Championships - IFBB,MiddleWeight,7,Christa Kreismayr
  (Austria),
European Amateur Championships - IFBB,MiddleWeight,8,Esperanza DeBruin
  (Netherlands),
European Amateur Championships - IFBB,MiddleWeight,9,Camilla Sinclar,
European Amateur Championships - IFBB,MiddleWeight,10,Erika Taksony
  (Hungary),
European Amateur Championships - IFBB,MiddleWeight,11,Inger Kristoffersen,
