Competition,Category,Place,Name,Score
European Amateur Championships - IFBB,MiddleWeight,9,Mirosław Daszkiewicz,
European Amateur Championships - IFBB,MiddleWeight,10,Anton Sara,
European Amateur Championships - IFBB,MiddleWeight,11,Egbert Edwards,
European Amateur Championships - IFBB,MiddleWeight,12,Lourenco Brasil,
European Amateur Championships - IFBB,MiddleWeight,13,Ole Christensen,
European Amateur Championships - IFBB,MiddleWeight,14,Manuel Lucena,
European Amateur Championships - IFBB,MiddleWeight,15,Arie Ludwig,
European Amateur Championships - IFBB,LightWeight,1,Andrzej Cugier,
European Amateur Championships - IFBB,LightWeight,2,Vicente Segovia,
European Amateur Championships - IFBB,LightWeight,3,Marion Wysochi,
European Amateur Championships - IFBB,LightWeight,4,Fikret Hodzic
  (Yugoslavia),
European Amateur Championships - IFBB,LightWeight,5,Moena Sampat,
European Amateur Championships - IFBB,LightWeight,6,Pedro Perez Torres,
European Amateur Championships - IFBB,LightWeight,7,Walter Truckler,
European Amateur Championships - IFBB,LightWeight,8,Eddi Quillet,
European Amateur Championships - IFBB,LightWeight,9,Riza Batur,
European Amateur Championships - IFBB,LightWeight,10,Harald Skjoldt,
European Amateur Championships - IFBB,LightWeight,11,Bernhardt Nobel,
European Amateur Championships - IFBB,LightWeight,12,Istvan Simon,
European Amateur Championships - IFBB,LightWeight,13,Todor Todorov,
European Amateur Championships - IFBB,LightWeight,14,Stojan Katchov,
Los Angeles Pro Championships - IFBB,,1,Rich Gaspari,
Los Angeles Pro Championships - IFBB,,2,Mike Christian,
Los Angeles Pro Championships - IFBB,,3,Frank Richard,
Los Angeles Pro Championships - IFBB,,4,David Hawk,
Los Angeles Pro Championships - IFBB,,5,Tony Pearson,
Los Angeles Pro Championships - IFBB,,6,John Terilli,
Los Angeles Pro Championships - IFBB,,7,Bob Paris,
Los Angeles Pro Championships - IFBB,,8,Edouard Kawak,
Los Angeles Pro Championships - IFBB,,8,Gary Leonard,
Los Angeles Pro Championships - IFBB,,10,Scott Wilson,
Los Angeles Pro Championships - IFBB,,-,Bob Birdsong,
Los Angeles Pro Championships - IFBB,,-,John Brown,
Los Angeles Pro Championships - IFBB,,-,Rod Koontz,
Los Angeles Pro Championships - IFBB,,-,Ali Malla,
Los Angeles Pro Championships - IFBB,,-,Robby Robinson,
Night of Champions - IFBB,,1,Lee Labrada,
Night of Champions - IFBB,,2,Ron Love,
Night of Champions - IFBB,,3,Frank Richard,
Night of Champions - IFBB,,4,Tony Pearson,
Night of Champions - IFBB,,5,David Hawk,
Night of Champions - IFBB,,6,Berry DeMey,
Night of Champions - IFBB,,7,Robby Robinson,
Night of Champions - IFBB,,8,Edouard Kawak,
Night of Champions - IFBB,,9,Bill Grant,
Night of Champions - IFBB,,10,Charles Glass,
Night of Champions - IFBB,,11,Ali Malla,
Night of Champions - IFBB,,12,Bob Birdsong,
Night of Champions - IFBB,,13,Wilfred Sylvester,
Night of Champions - IFBB,,14,Gary Leonard,
Night of Champions - IFBB,,15,Appie Steenbeek,
Night of Champions - IFBB,,16,John Brown,
Night of Champions - IFBB,,17,Dale Ruplinger,
Night of Champions - IFBB,,18,Sean Jenkins,
Olympia - IFBB,,1,Lee Haney,
Olympia - IFBB,,2,Rich Gaspari,
Olympia - IFBB,,3,Mike Christian,
Olympia - IFBB,,4,Albert Beckles,
Olympia - IFBB,,5,Berry DeMey,
Olympia - IFBB,,6,Peter Hensel,
Olympia - IFBB,,7,Bertil Fox,
Olympia - IFBB,,8,Ron Love,
Olympia - IFBB,,9,John Terilli,
Olympia - IFBB,,10,Josef Grolmus,
Olympia - IFBB,,11,Tom Platz,
Olympia - IFBB,,12,Jusup Wilkosz,
Olympia - IFBB,,13,Edouard Kawak,
Olympia - IFBB,,14,Frank Richard,
Olympia - IFBB,,15,Gary Leonard,
World Amateur Championships - IFBB,HeavyWeight,1,Ralf Moeller
  (Germany),
World Amateur Championships - IFBB,HeavyWeight,2,François Gay,
World Amateur Championships - IFBB,HeavyWeight,3,Koos Hemminga,
World Amateur Championships - IFBB,HeavyWeight,4,Alfred Neugebauer,
World Amateur Championships - IFBB,HeavyWeight,5,Patrick O'Mallet,
World Amateur Championships - IFBB,HeavyWeight,6,Vince Morrison,
World Amateur Championships - IFBB,HeavyWeight,-,Jeroen Van Der Linde,
World Amateur Championships - IFBB,Light-HeavyWeight,1,Mike Ashley,
World Amateur Championships - IFBB,Light-HeavyWeight,2,Libor Minarik,
World Amateur Championships - IFBB,Light-HeavyWeight,3,Ian Dowe,
World Amateur Championships - IFBB,Light-HeavyWeight,4,Ahmet Enünlü
  (Turkey),
World Amateur Championships - IFBB,Light-HeavyWeight,5,Pawel Filleborn,
World Amateur Championships - IFBB,Light-HeavyWeight,6,Soel Nouri,
World Amateur Championships - IFBB,MiddleWeight,1,Paul Jean-Guillaume,
World Amateur Championships - IFBB,MiddleWeight,2,Prem Chand Degra,
World Amateur Championships - IFBB,MiddleWeight,3,Francis Benfatto,
World Amateur Championships - IFBB,MiddleWeight,4,Joseph Brian,
World Amateur Championships - IFBB,MiddleWeight,5,Erwin Knoller,
World Amateur Championships - IFBB,MiddleWeight,6,Karl-Heinz Loose,
World Amateur Championships - IFBB,MiddleWeight,12,Richard Martina,
World Amateur Championships - IFBB,LightWeight,1,Herman Hoffend,
World Amateur Championships - IFBB,LightWeight,2,Jose Guzman,
World Amateur Championships - IFBB,LightWeight,3,Esmat Sadek
  (Egypt),
World Amateur Championships - IFBB,LightWeight,4,Park Yung Chul
  (Korea),
World Amateur Championships - IFBB,LightWeight,5,Wilhelm Janach,
World Amateur Championships - IFBB,LightWeight,6,Han Dong Ki,
World Amateur Championships - IFBB,LightWeight,-,Marcel Suitela,
World Amateur Championships - IFBB,BantamWeight,1,Steve Brisbois,
World Amateur Championships - IFBB,BantamWeight,2,John Ruehlman,
World Amateur Championships - IFBB,BantamWeight,3,Jose Ballester,
World Amateur Championships - IFBB,BantamWeight,4,Mohammed El Fasakhani,
World Amateur Championships - IFBB,BantamWeight,4,Mohammed Lofty,
World Amateur Championships - IFBB,BantamWeight,5,Francois Chung,
World Amateur Championships - IFBB,BantamWeight,6,Bang Woon Hyuk,
World Pro Championships - IFBB,,1,Rich Gaspari,
World Pro Championships - IFBB,,2,Mike Christian,
World Pro Championships - IFBB,,3,Frank Richard,
World Pro Championships - IFBB,,4,David Hawk,
World Pro Championships - IFBB,,5,John Terilli,
World Pro Championships - IFBB,,6,Bob Paris,
World Pro Championships - IFBB,,7,Gary Leonard,
World Pro Championships - IFBB,,8,Edouard Kawak,
World Pro Championships - IFBB,,9,Tony Pearson,
World Pro Championships - IFBB,,10,Charles Glass,
World Pro Championships - IFBB,,11,Bob Birdsong,
World Pro Championships - IFBB,,12,Scott Wilson,
World Pro Championships - IFBB,,13,Danny Padilla,
World Pro Championships - IFBB,,14,John Brown,
World Pro Championships - IFBB,,15,Ali Malla,
World Pro Championships - IFBB,,16,Appie Steenbeek,
World Pro Championships - IFBB,,17,Jacques Neuville,
World Pro Championships - IFBB,,18,Joe Nazario,
