Competition,Category,Place,Name,Score
Arnold Classic - IFBB,,1,Dexter Jackson,
Arnold Classic - IFBB,,2,Branch Warren,
Arnold Classic - IFBB,,3,Victor Martinez,
Arnold Classic - IFBB,,4,Gustavo Badell,
Arnold Classic - IFBB,,5,Melvin Anthony,
Arnold Classic - IFBB,,6,Lee Priest,
Arnold Classic - IFBB,,7,Mustafa Mohammad,
Arnold Classic - IFBB,,8,Darrem Charles,
Arnold Classic - IFBB,,9,Toney Freeman,
Arnold Classic - IFBB,,10,Troy Alves,
Arnold Classic - IFBB,,11,David Henry,
Arnold Classic - IFBB,,12,Ahmad Haidar,
Arnold Classic - IFBB,,13,Johnnie Jackson,
Arnold Classic - IFBB,,14,Krisna Dim,
Arnold Classic - IFBB,,15,Chris Cook,
Atlantic City Pro - IFBB,,1,Darrem Charles,
Atlantic City Pro - IFBB,,2,Johnnie Jackson,
Atlantic City Pro - IFBB,,3,Rodney St Cloud,
Atlantic City Pro - IFBB,,4,Marcus Haley,
Atlantic City Pro - IFBB,,5,Shari Kamali,
Atlantic City Pro - IFBB,,6,Brian Chamberlain,
Atlantic City Pro - IFBB,,7,Jason Arntz,
Atlantic City Pro - IFBB,,8,Craig Richardson,
Atlantic City Pro - IFBB,,9,Will Harris,
Atlantic City Pro - IFBB,,10,Art Atwood,
Atlantic City Pro - IFBB,,11,Luke Wood,
Atlantic City Pro - IFBB,,12,Joel Stubbs,
Atlantic City Pro - IFBB,,13,Mat DuVall,
Atlantic City Pro - IFBB,,14,Idrise WarđEl,
Atlantic City Pro - IFBB,,15,Fouad Abiad,
Atlantic City Pro - IFBB,,-,Lee Apperson,
Atlantic City Pro - IFBB,,-,Milton Holloway,
Atlantic City Pro - IFBB,,-,Richard Jackson,
Atlantic City Pro - IFBB,,-,Emro Karadjuzovic,
Atlantic City Pro - IFBB,,-,Don Long,
Atlantic City Pro - IFBB,,-,Joseph Palumbo,
Atlantic City Pro - IFBB,,-,Edson Prado,
Atlantic City Pro - IFBB,,-,Greg Rando,
Atlantic City Pro - IFBB,,-,George Turmon,
Atlantic City Pro - IFBB,,-,Nathaniel Wonsley,
British Championships - IFBB,HeavyWeight,1,Troy Brown,
British Championships - IFBB,HeavyWeight,2,Zack Khan,
British Championships - IFBB,HeavyWeight,3,Patrick Warner,
British Championships - IFBB,HeavyWeight,4,David Talbot,
British Championships - IFBB,HeavyWeight,5,David Titterton,
British Championships - IFBB,Light-HeavyWeight,1,James Lewis,
British Championships - IFBB,Light-HeavyWeight,2,Barney DuPlessis,
British Championships - IFBB,Light-HeavyWeight,3,Dean Lesiak,
British Championships - IFBB,Light-HeavyWeight,4,Dotun Diya,
British Championships - IFBB,Light-HeavyWeight,5,Paul Stenning,
British Championships - IFBB,MiddleWeight,1,Nana Manu,
British Championships - IFBB,MiddleWeight,2,Tony Bailey,
British Championships - IFBB,MiddleWeight,3,Glen Casey,
British Championships - IFBB,MiddleWeight,4,Wade Stafford,
British Championships - IFBB,MiddleWeight,5,James Room,
British Championships - IFBB,LightWeight,1,Kevin Taylor,
British Championships - IFBB,LightWeight,2,Nav Sword Almashan,
British Championships - IFBB,LightWeight,3,Charles Rambo,
British Championships - IFBB,LightWeight,4,Paul Smillie,
British Championships - IFBB,LightWeight,5,Mark Deane,
British Championships - IFBB,Junior,1,Gary Farr,
British Championships - IFBB,Junior,2,Shawan Ali,
British Championships - IFBB,Junior,3,Nicholas Mazza,
British Championships - IFBB,Junior,4,Mike Kitto,
British Championships - IFBB,Junior,5,Hasam Azizi,
British Championships - IFBB,Masters 40+,1,Kenneth Clarke,
British Championships - IFBB,Masters 40+,2,Tim Girdler,
British Championships - IFBB,Masters 40+,3,Mark Blundell,
British Championships - IFBB,Masters 40+,4,Nick Hobson,
British Championships - IFBB,Masters 40+,5,James Coley,
British Championships - IFBB,Masters 50+,1,Cavan Darby,
British Championships - IFBB,Masters 50+,2,Brian Balmer,
British Championships - IFBB,Masters 50+,3,Mal Evans,
British Championships - IFBB,Masters 50+,4,Michael McLaughlin (1),
British Championships - IFBB,Masters 50+,5,Mick Vaughan,
Central American and Caribbean Championships - IFBB,HeavyWeight,1,Henry Graham
  (Jamaica),
Central American and Caribbean Championships - IFBB,HeavyWeight,2,Ollyn Martin
  (Antigua and Barbuda),
Central American and Caribbean Championships - IFBB,HeavyWeight,3,Andres Silva
  (Venezuela),
Central American and Caribbean Championships - IFBB,Light-HeavyWeight,1,Sandro Ramirez
  (Dominican Republic),
Central American and Caribbean Championships - IFBB,Light-HeavyWeight,2,Steve Williams (2)
  (Antigua and Barbuda),
Central American and Caribbean Championships - IFBB,Light-HeavyWeight,3,Jose Rafael Cermeño
  (Venezuela),
Central American and Caribbean Championships - IFBB,MiddleWeight,1,Jose Bustamante (1)
  (Venezuela),
Central American and Caribbean Championships - IFBB,MiddleWeight,2,Didier Espinosa
  (Panama),
Central American and Caribbean Championships - IFBB,MiddleWeight,3,James Darling
  (Bahamas),
Central American and Caribbean Championships - IFBB,MiddleWeight,4,Rupert Johnson
  (Jamaica),
Central American and Caribbean Championships - IFBB,MiddleWeight,5,Andrew Chisholm
  (Jamaica),
Central American and Caribbean Championships - IFBB,Light-MiddleWeight,1,Rixio Tapia
  (Venezuela),
Central American and Caribbean Championships - IFBB,Light-MiddleWeight,2,Ross Caesar
  (Bermuda),
Central American and Caribbean Championships - IFBB,Light-MiddleWeight,3,Owen Dottin
  (Barbados),
Central American and Caribbean Championships - IFBB,WelterWeight,1,Hoskin Worrell
  (Barbados),
Central American and Caribbean Championships - IFBB,WelterWeight,2,Raymond Tucker
  (Bahamas),
Central American and Caribbean Championships - IFBB,WelterWeight,3,Richard Scotchman
  (Jamaica),
Central American and Caribbean Championships - IFBB,Junior,1,Leslie Howard
  (Jamaica),
Central American and Caribbean Championships - IFBB,Junior,2,Andre Millare
  (Barbados),
Central American and Caribbean Championships - IFBB,Junior,3,Trevis Baynes
  (Antigua and Barbuda),
Colorado Pro Championships - IFBB,,1,Phil Heath,
Colorado Pro Championships - IFBB,,2,Darrem Charles,
Colorado Pro Championships - IFBB,,3,David Henry,
Colorado Pro Championships - IFBB,,4,Marcus Haley,
Colorado Pro Championships - IFBB,,5,Bill Wilmore,
Colorado Pro Championships - IFBB,,6,Rodney St Cloud,
Colorado Pro Championships - IFBB,,7,Gary Strydom,
Colorado Pro Championships - IFBB,,8,Troy Alves,
Colorado Pro Championships - IFBB,,9,Jason Arntz,
Colorado Pro Championships - IFBB,,10,Johnny Moya,
Colorado Pro Championships - IFBB,,11,Thomas Benagli,
Colorado Pro Championships - IFBB,,12,Miguel Filho,
Colorado Pro Championships - IFBB,,13,Edson Prado,
Colorado Pro Championships - IFBB,,14,Kai Greene,
Colorado Pro Championships - IFBB,,16,Martin Kjellström,
Colorado Pro Championships - IFBB,,16,Jojo Ntiforo,
Colorado Pro Championships - IFBB,,-,Oliver Adzievski,
Colorado Pro Championships - IFBB,,-,Eryk Bui,
Colorado Pro Championships - IFBB,,-,Derik Farnsworth,
Colorado Pro Championships - IFBB,,-,Milton Holloway,
Colorado Pro Championships - IFBB,,-,Ken Jones,
Colorado Pro Championships - IFBB,,-,Rod Ketchens,
Colorado Pro Championships - IFBB,,-,Jeff Long (1),
Colorado Pro Championships - IFBB,,-,Evgeny Mishin,
Colorado Pro Championships - IFBB,,-,Dragan Paunovic,
Colorado Pro Championships - IFBB,,-,Manfred Petautschnig,
Colorado Pro Championships - IFBB,,-,Heinz Senior,
Colorado Pro Championships - IFBB,,-,Zoran Vejic,
Colorado Pro Championships - IFBB,,-,Fabrizio Zittugro,
Eastern European Amateur Championships - IFBB,Super-HeavyWeight,1,Dmitry Golubochkin,
Eastern European Amateur Championships - IFBB,Super-HeavyWeight,2,Vitaly Fateev
  (Russia),
Eastern European Amateur Championships - IFBB,Super-HeavyWeight,3,Andreas Frey,
Eastern European Amateur Championships - IFBB,Super-HeavyWeight,4,Maksim Samoylo,
Eastern European Amateur Championships - IFBB,Super-HeavyWeight,5,Vadim Khaldin,
Eastern European Amateur Championships - IFBB,Super-HeavyWeight,6,Stanislav Shakh-Nazarov,
Eastern European Amateur Championships - IFBB,Super-HeavyWeight,7,Andrey Ledovskoy,
Eastern European Amateur Championships - IFBB,Super-HeavyWeight,8,Aleksandr Timoshenko,
Eastern European Amateur Championships - IFBB,HeavyWeight,1,Yury Leonov,
Eastern European Amateur Championships - IFBB,HeavyWeight,2,Roman Dudushkin,
Eastern European Amateur Championships - IFBB,HeavyWeight,3,Roman Plachinta,
Eastern European Amateur Championships - IFBB,HeavyWeight,4,Vyacheslav Kipenko,
Eastern European Amateur Championships - IFBB,HeavyWeight,5,Sergey Cheremnykh,
Eastern European Amateur Championships - IFBB,HeavyWeight,6,Andrey Popov,
Eastern European Amateur Championships - IFBB,HeavyWeight,7,Gleb Ponomarev,
Eastern European Amateur Championships - IFBB,Light-HeavyWeight,1,Oleg Nevsky,
Eastern European Amateur Championships - IFBB,Light-HeavyWeight,2,Dmitry Kirillov,
Eastern European Amateur Championships - IFBB,Light-HeavyWeight,3,Vadim Solonchak,
Eastern European Amateur Championships - IFBB,Light-HeavyWeight,4,Ivan Surovtsev,
Eastern European Amateur Championships - IFBB,Light-HeavyWeight,5,Dmitry Molskiy,
Eastern European Amateur Championships - IFBB,Light-HeavyWeight,6,Sergey Rodin,
Eastern European Amateur Championships - IFBB,Light-HeavyWeight,7,Vladimir Antonenko,
Eastern European Amateur Championships - IFBB,Light-HeavyWeight,8,Igor Gavrik,
Eastern European Amateur Championships - IFBB,Light-HeavyWeight,9,Aleksandr Dubovikov,
Eastern European Amateur Championships - IFBB,Light-HeavyWeight,10,Aleksey Gavrichkov,
Eastern European Amateur Championships - IFBB,MiddleWeight,1,Ilya Goroshko,
Eastern European Amateur Championships - IFBB,MiddleWeight,2,Sergey Kopantsev,
Eastern European Amateur Championships - IFBB,MiddleWeight,3,Sergey Doronichev,
Eastern European Amateur Championships - IFBB,MiddleWeight,4,Sergey Mezhuev,
Eastern European Amateur Championships - IFBB,MiddleWeight,5,Oleg Dudin,
Eastern European Amateur Championships - IFBB,MiddleWeight,6,Mikhail Dmitriev,
Eastern European Amateur Championships - IFBB,MiddleWeight,7,Vitaliy Semenov,
Eastern European Amateur Championships - IFBB,MiddleWeight,8,Andrey Amosov,
Eastern European Amateur Championships - IFBB,MiddleWeight,9,Sergey Karandashov,
Eastern European Amateur Championships - IFBB,MiddleWeight,10,Andrey Kruglyashov,
Eastern European Amateur Championships - IFBB,Light-MiddleWeight,1,Pavel Goncharov,
Eastern European Amateur Championships - IFBB,Light-MiddleWeight,2,Igor Losev,
Eastern European Amateur Championships - IFBB,Light-MiddleWeight,3,Sergei Spichenkov,
Eastern European Amateur Championships - IFBB,Light-MiddleWeight,4,Sergey Veselkov,
Eastern European Amateur Championships - IFBB,Light-MiddleWeight,5,Petr Fedorov,
Eastern European Amateur Championships - IFBB,Light-MiddleWeight,6,Maksim Semenikhin,
Eastern European Amateur Championships - IFBB,Light-MiddleWeight,7,Andrey Baybulin,
Eastern European Amateur Championships - IFBB,Light-MiddleWeight,8,Denis Zamotaev,
Eastern European Amateur Championships - IFBB,WelterWeight,1,Nikolay Chernetsky
  (Russia),
Eastern European Amateur Championships - IFBB,WelterWeight,2,Roman Mikhaylenko,
Eastern European Amateur Championships - IFBB,WelterWeight,3,Ivan Rossomagin,
Eastern European Amateur Championships - IFBB,WelterWeight,4,Igor Pavlov,
Eastern European Amateur Championships - IFBB,WelterWeight,5,Aleksei Lesukov    Алексей Лесуков,
Eastern European Amateur Championships - IFBB,WelterWeight,6,Alekksandr Kruglikov,
Eastern European Amateur Championships - IFBB,WelterWeight,7,Andrey Rodichev,
Eastern European Amateur Championships - IFBB,LightWeight,1,Aleksey Bekker,
Eastern European Amateur Championships - IFBB,LightWeight,2,Aleksey Stroykov,
