Competition,Category,Place,Name,Score
Mr America - IFBB,Tall,1,Reg Lewis,
Mr America - IFBB,Tall,2,Art Harris,
Mr America - IFBB,Tall,3,Larry Powers,
Mr America - IFBB,Medium,1,Hugo Labra,
Mr America - IFBB,Medium,2,Dominick Juliano,
Mr America - IFBB,Medium,3,Ernie Phillips,
Mr America - IFBB,Short,1,Freddy Ortiz,
Mr America - IFBB,Short,2,Carlos Rodriguez,
Mr America - IFBB,Short,3,Leo Pereira,
Mr Canada - IFBB,,1,Andre Desjeans,
Mr Canada - IFBB,Most Muscular,1,Julius Kocsis,
Mr East Coast - IFBB,Tall,1,Art Harris,
Mr East Coast - IFBB,Tall,2,Allen Keene,
Mr East Coast - IFBB,Tall,3,Larry Powers,
Mr East Coast - IFBB,Medium,1,Harry Scott,
Mr East Coast - IFBB,Medium,2,Jerry Winick,
Mr East Coast - IFBB,Medium,3,Ken Newman,
Mr East Coast - IFBB,Short,1,John Bianculli,
Mr East Coast - IFBB,Short,2,Leo Pereira,
Mr East Coast - IFBB,Short,3,John Benefield,
Mr East Coast - IFBB,Most Muscular,1,Harry Scott,
Mr East Coast - IFBB,Junior - Tall,1,Dennis Walter,
Mr East Coast - IFBB,Junior - Tall,2,Jerry Valente,
Mr East Coast - IFBB,Junior - Tall,3,Richard Ficken,
Mr East Coast - IFBB,Junior - Medium,1,Nick Perrotti,
Mr East Coast - IFBB,Junior - Medium,2,Bernard Booth,
Mr East Coast - IFBB,Junior - Medium,3,Raymond Alfonzo,
Mr East Coast - IFBB,Junior - Short,1,Angel Luis Evans,
Mr East Coast - IFBB,Junior - Short,2,Wilfredo Rodriguez,
Mr East Coast - IFBB,Junior - Short,3,Tony DeMarco,
Mr New Jersey - IFBB,Tall,1,Dave Draper,
Mr New Jersey - IFBB,Tall,2,Willie Roy Cormier,
Mr New Jersey - IFBB,Tall,3,Eddie Davis,
Mr New Jersey - IFBB,Short,1,Jack DeMarco,
Mr New Jersey - IFBB,Short,2,Patrick Erwin,
Mr New Jersey - IFBB,Short,3,Eddie Robinson (3),
Universe - IFBB,Tall,1,Harold Poole,
Universe - IFBB,Tall,2,Allen Keene,
Universe - IFBB,Tall,3,Americo Quartarone,
Universe - IFBB,Medium,1,Larry Scott,
Universe - IFBB,Medium,2,Jerry Winick,
Universe - IFBB,Medium,3,Burnell Williams,
Universe - IFBB,Short,1,Yvon Brunet,
Universe - IFBB,Short,2,Angel Luis Evans,
Universe - IFBB,Short,3,John Bianculli,
