Competition,Category,Place,Name,Score
European Amateur Championships - IFBB,HeavyWeight,3,Christian Janatsch
  (Austria),
European Amateur Championships - IFBB,HeavyWeight,4,Franz Bach,
European Amateur Championships - IFBB,HeavyWeight,5,Juhani Nyholm,
European Amateur Championships - IFBB,HeavyWeight,6,Wilhelm Hauck,
European Amateur Championships - IFBB,HeavyWeight,7,Gheorghe Huma,
European Amateur Championships - IFBB,HeavyWeight,8,Manfred Grössler,
European Amateur Championships - IFBB,HeavyWeight,9,Giovanni Curtarelli,
European Amateur Championships - IFBB,HeavyWeight,10,Jan Malmqvist,
European Amateur Championships - IFBB,HeavyWeight,11,Marc Stroobandt,
European Amateur Championships - IFBB,HeavyWeight,12,Andrew Searle,
European Amateur Championships - IFBB,HeavyWeight,13,D Miljkovic,
European Amateur Championships - IFBB,HeavyWeight,14,Bert Holtman,
European Amateur Championships - IFBB,HeavyWeight,15,Pascal Brochier,
European Amateur Championships - IFBB,HeavyWeight,16,Johannis Kostoglakis,
European Amateur Championships - IFBB,HeavyWeight,17,Mahmoud Jizawi,
European Amateur Championships - IFBB,Light-HeavyWeight,1,Libor Minarik
  (Serbia & Montenegro),
European Amateur Championships - IFBB,Light-HeavyWeight,2,Keijo Reiman
  (Finland),
European Amateur Championships - IFBB,Light-HeavyWeight,3,Angelito Lesta
  (England),
European Amateur Championships - IFBB,Light-HeavyWeight,4,Hubert Tschaudi,
European Amateur Championships - IFBB,Light-HeavyWeight,5,Erwin Note,
European Amateur Championships - IFBB,Light-HeavyWeight,6,Johann Ossner,
European Amateur Championships - IFBB,Light-HeavyWeight,7,Jean-Marie Dudreuil,
European Amateur Championships - IFBB,Light-HeavyWeight,8,Mats Kardell,
European Amateur Championships - IFBB,Light-HeavyWeight,9,Ali Changezi,
European Amateur Championships - IFBB,Light-HeavyWeight,10,Stephen McCulloch,
European Amateur Championships - IFBB,Light-HeavyWeight,11,Jesper Vernon,
European Amateur Championships - IFBB,Light-HeavyWeight,12,Marcel Derel,
European Amateur Championships - IFBB,Light-HeavyWeight,13,Jova Stojanovski,
European Amateur Championships - IFBB,Light-HeavyWeight,14,Metin Cetin,
European Amateur Championships - IFBB,MiddleWeight,1,Anton Holic
  (Serbia & Montenegro),
European Amateur Championships - IFBB,MiddleWeight,2,Erwin Knoller
  (West Germany),
European Amateur Championships - IFBB,MiddleWeight,3,Ereyetis Kurtural
  (Turkey),
European Amateur Championships - IFBB,MiddleWeight,4,Daniel Coussieu,
European Amateur Championships - IFBB,MiddleWeight,5,Ludwig Ingebretsen,
European Amateur Championships - IFBB,MiddleWeight,6,Lucien Gunther,
European Amateur Championships - IFBB,MiddleWeight,7,Martin Alamango,
European Amateur Championships - IFBB,MiddleWeight,7,Sauro Calistri,
European Amateur Championships - IFBB,MiddleWeight,9,Michel Dermaux,
European Amateur Championships - IFBB,MiddleWeight,9,Renato Somenzi,
European Amateur Championships - IFBB,MiddleWeight,11,Michael Piliotis,
European Amateur Championships - IFBB,MiddleWeight,12,Vicente Segovia,
European Amateur Championships - IFBB,MiddleWeight,13,Juhani Hokkanen,
European Amateur Championships - IFBB,MiddleWeight,14,Bobby Thomas (2),
European Amateur Championships - IFBB,MiddleWeight,15,Edgar Dal Ponte,
European Amateur Championships - IFBB,MiddleWeight,16,Dicky Martin,
European Amateur Championships - IFBB,MiddleWeight,17,James Shinners,
European Amateur Championships - IFBB,MiddleWeight,18,Ray Banfield,
European Amateur Championships - IFBB,LightWeight,1,Jose Rabanal
  (France),
European Amateur Championships - IFBB,LightWeight,2,Fikret Hodzic
  (Yugoslavia),
European Amateur Championships - IFBB,LightWeight,3,Reijo Kivioja
  (Finland),
European Amateur Championships - IFBB,LightWeight,4,Mario Gionotta,
European Amateur Championships - IFBB,LightWeight,5,Anton Hoppacher,
European Amateur Championships - IFBB,LightWeight,6,Appie Steenbeek,
European Amateur Championships - IFBB,LightWeight,7,Kent Malmstroem,
European Amateur Championships - IFBB,LightWeight,8,Romeo Speccia,
European Amateur Championships - IFBB,LightWeight,9,Tony Ashmore,
European Amateur Championships - IFBB,LightWeight,10,Peter Peck,
European Amateur Championships - IFBB,LightWeight,11,Albin Steiner,
European Amateur Championships - IFBB,LightWeight,12,Kevin Robinson,
European Amateur Championships - IFBB,LightWeight,13,D Radovanovic,
European Amateur Championships - IFBB,LightWeight,14,Luis Toribo,
European Amateur Championships - IFBB,LightWeight,15,Ken Jones (2),
European Amateur Championships - IFBB,LightWeight,16,Harald Skjoldt,
Grand Prix Belgium - IFBB,,1,Boyer Coe,
Grand Prix Belgium - IFBB,,2,Albert Beckles,
Grand Prix Belgium - IFBB,,3,Jusup Wilkosz,
Grand Prix Belgium - IFBB,,4,Johnny Fuller,
Grand Prix Belgium - IFBB,,5,Bertil Fox,
Grand Prix Belgium - IFBB,,6,Tony Pearson,
Grand Prix Belgium - IFBB,,7,Bill Grant,
Grand Prix Belgium - IFBB,,8,Carlos Rodriguez,
Grand Prix Belgium - IFBB,,9,Jorma Raty,
Grand Prix Belgium - IFBB,,10,Mohamed Makkawy,
Grand Prix Belgium - IFBB,,11,Ben Herder,
Grand Prix California - IFBB,,1,Chris Dickerson,
Grand Prix California - IFBB,,2,Roy Callendar,
Grand Prix California - IFBB,,3,Boyer Coe,
Grand Prix California - IFBB,,4,Albert Beckles,
Grand Prix California - IFBB,,5,Johnny Fuller,
Grand Prix California - IFBB,,6,Greg DeFerro,
Grand Prix California - IFBB,,7,Samir Bannout,
Grand Prix California - IFBB,,-,Bob Birdsong,
Grand Prix California - IFBB,,-,Steve Davis (1),
Grand Prix California - IFBB,,-,Eddie Giuliani,
Grand Prix California - IFBB,,-,Bill Grant,
Grand Prix California - IFBB,,-,Rod Koontz,
Grand Prix California - IFBB,,-,Ali Malla,
Grand Prix California - IFBB,,-,Ray Mentzer,
Grand Prix California - IFBB,,-,Steve Michalik,
Grand Prix California - IFBB,,-,Rogelio Montenegro,
Grand Prix California - IFBB,,-,Don Peters,
Grand Prix California - IFBB,,-,Harold Poole,
Grand Prix California - IFBB,,-,Casey Viator,
Grand Prix California - IFBB,,-,Frank Wainwright,
Grand Prix California - IFBB,,-,Rick Wayne,
Grand Prix Louisiana - IFBB,,1,Chris Dickerson,
Grand Prix Louisiana - IFBB,,2,Albert Beckles,
Grand Prix Louisiana - IFBB,,3,Roy Callendar,
Grand Prix Massachusets - IFBB,,1,Boyer Coe,
Grand Prix Massachusets - IFBB,,2,Albert Beckles,
Grand Prix New England - IFBB,,1,Albert Beckles,
Grand Prix New England - IFBB,,2,Chris Dickerson,
Grand Prix New England - IFBB,,3,Boyer Coe,
Grand Prix New England - IFBB,,4,Greg DeFerro,
Grand Prix New England - IFBB,,5,Johnny Fuller,
Grand Prix New England - IFBB,,6,Samir Bannout,
Grand Prix New England - IFBB,,6,Hubert Metz,
Grand Prix New England - IFBB,,8,Carlos Rodriguez,
Grand Prix New England - IFBB,,9,Harold Poole,
Grand Prix New England - IFBB,,10,Frank Wainwright,
Grand Prix New England - IFBB,,11,Ron Magnum,
Grand Prix New England - IFBB,,11,Ray Mentzer,
Grand Prix New England - IFBB,,13,Len Archambault,
Grand Prix New England - IFBB,,14,Rod Koontz,
Grand Prix Wales - IFBB,,1,Boyer Coe,
Grand Prix Wales - IFBB,,2,Jusup Wilkosz,
Grand Prix Wales - IFBB,,3,Albert Beckles,
Grand Prix Wales - IFBB,,4,Johnny Fuller,
Grand Prix Wales - IFBB,,5,Tony Pearson,
Grand Prix Wales - IFBB,,6,Bill Grant,
Grand Prix Wales - IFBB,,7,Carlos Rodriguez,
Grand Prix Wales - IFBB,,8,Mohamed Makkawy,
Grand Prix Wales - IFBB,,9,Jorma Raty,
Grand Prix Washington - IFBB,,1,Chris Dickerson,
Grand Prix Washington - IFBB,,2,Roy Callendar,
Grand Prix Washington - IFBB,,3,Boyer Coe,
Grand Prix Washington - IFBB,,4,Johnny Fuller,
Grand Prix Washington - IFBB,,5,Ron Teufel,
Grand Prix Washington - IFBB,,-,Rogelio Montenegro,
Grand Prix Washington - IFBB,,-,Frank Wainwright,
Grand Prix World Cup - IFBB,,1,Boyer Coe,
Grand Prix World Cup - IFBB,,2,Chris Dickerson,
Grand Prix World Cup - IFBB,,3,Bronston Austin,
Grand Prix World Cup - IFBB,,4,Johnny Fuller,
Grand Prix World Cup - IFBB,,5,Dennis Tinerino,
Grand Prix World Cup - IFBB,,6,Albert Beckles,
Grand Prix World Cup - IFBB,,-,Clint Beyerle,
Grand Prix World Cup - IFBB,,-,Steve Davis (1),
Grand Prix World Cup - IFBB,,-,Greg DeFerro,
Grand Prix World Cup - IFBB,,-,Tony Emmott,
Grand Prix World Cup - IFBB,,-,Bill Grant,
Grand Prix World Cup - IFBB,,-,Don Modzelewski,
Grand Prix World Cup - IFBB,,-,Bill Register,
Grand Prix World Cup - IFBB,,-,Charles Thomas,
Mr International - IFBB,HeavyWeight,1,Scott Wilson,
Mr International - IFBB,HeavyWeight,2,Larry Jackson (1),
Mr International - IFBB,HeavyWeight,3,Rod Koontz,
Mr International - IFBB,HeavyWeight,4,Robert Reis,
Mr International - IFBB,HeavyWeight,5,Christian Janatsch,
Mr International - IFBB,HeavyWeight,6,James Windus,
Mr International - IFBB,HeavyWeight,7,Pat Stewart,
Mr International - IFBB,HeavyWeight,8,Larry Ferris,
Mr International - IFBB,HeavyWeight,9,Wayne Robbins,
Mr International - IFBB,HeavyWeight,10,Ben Herder,
Mr International - IFBB,HeavyWeight,11,Josef Laufer,
Mr International - IFBB,HeavyWeight,12,Tiekie Joubert,
Mr International - IFBB,HeavyWeight,13,Denzel Pretorius,
Mr International - IFBB,Light-HeavyWeight,1,Ali Malla,
Mr International - IFBB,Light-HeavyWeight,2,Les Galvin,
Mr International - IFBB,Light-HeavyWeight,3,Billy Arlen,
Mr International - IFBB,Light-HeavyWeight,4,Robert Jodkiewicz,
Mr International - IFBB,Light-HeavyWeight,5,Ulf Bengtsson,
Mr International - IFBB,Light-HeavyWeight,6,Charles Thomas,
Mr International - IFBB,Light-HeavyWeight,7,Len Archambault,
Mr International - IFBB,Light-HeavyWeight,8,Darcy Beccles,
Mr International - IFBB,Light-HeavyWeight,9,Leon Van Der Westhuizen,
Mr International - IFBB,Light-HeavyWeight,10,Morris Berthelet,
Mr International - IFBB,Light-HeavyWeight,11,Paul McFarlane,
Mr International - IFBB,Light-HeavyWeight,12,Filippo Alfani,
Mr International - IFBB,Light-HeavyWeight,13,Chris Scott (1),
Mr International - IFBB,Light-HeavyWeight,14,Franklyn Greene,
Mr International - IFBB,MiddleWeight,1,Shigeru Sugita    杉田茂,
Mr International - IFBB,MiddleWeight,2,Lourenco Brasil,
Mr International - IFBB,MiddleWeight,3,Henry Caulker,
Mr International - IFBB,MiddleWeight,4,Pat Laop,
Mr International - IFBB,MiddleWeight,5,Frank Grieco,
Mr International - IFBB,MiddleWeight,6,George Herwill,
Mr International - IFBB,MiddleWeight,7,Dan Samuda,
Mr International - IFBB,MiddleWeight,8,Moses Somo,
Mr International - IFBB,MiddleWeight,9,Francis Adams,
Mr International - IFBB,MiddleWeight,10,Raffael Madrid,
Mr International - IFBB,LightWeight,1,Ralph Piers,
Mr International - IFBB,LightWeight,2,Ray Beaulieu,
Mr International - IFBB,LightWeight,3,Philip Dhiamini,
Mr International - IFBB,LightWeight,4,Peter Jensen,
Mr International - IFBB,LightWeight,5,Johann DuToit,
Mr International - IFBB,LightWeight,6,Clem McLaughlin,
Night of Champions - IFBB,,1,Chris Dickerson,
Night of Champions - IFBB,,2,Albert Beckles,
Night of Champions - IFBB,,3,Boyer Coe,
Night of Champions - IFBB,,4,Johnny Fuller,
Night of Champions - IFBB,,5,Carlos Rodriguez,
Night of Champions - IFBB,,6,Harold Poole,
Night of Champions - IFBB,,7,Hubert Metz,
Night of Champions - IFBB,,8,Greg DeFerro,
Night of Champions - IFBB,,9,Ray Mentzer,
Night of Champions - IFBB,,10,Samir Bannout,
Night of Champions - IFBB,,11,Frank Wainwright,
Night of Champions - IFBB,,12,Rod Koontz,
Night of Champions - IFBB,,13,Rogelio Montenegro,
Night of Champions - IFBB,,14,Anibal Lopez,
North American Championships - IFBB,HeavyWeight,1,Marty Vranicar,
North American Championships - IFBB,Light-HeavyWeight,1,Jesse Gautreaux,
North American Championships - IFBB,MiddleWeight,1,James Youngblood,
North American Championships - IFBB,LightWeight,1,Joe Distinti,
Olympia - IFBB,,1,Franco Columbu,
Olympia - IFBB,,2,Chris Dickerson,
Olympia - IFBB,,3,Tom Platz,
Olympia - IFBB,,4,Roy Callendar,
Olympia - IFBB,,5,Danny Padilla,
Olympia - IFBB,,6,Jusup Wilkosz,
Olympia - IFBB,,7,Dennis Tinerino,
Olympia - IFBB,,8,Johnny Fuller,
Olympia - IFBB,,9,Samir Bannout,
Olympia - IFBB,,10,Roger Walker,
Olympia - IFBB,,11,Hubert Metz,
Olympia - IFBB,,12,Carlos Rodriguez,
Olympia - IFBB,,13,Ed Corney,
Olympia - IFBB,,14,Steve Davis (1),
Olympia - IFBB,,15,Mike Katz,
Olympia - IFBB,,16,Ken Waller,
Olympia - IFBB,,17,Jorma Raty,
Professional World Cup - IFBB,,1,Boyer Coe,
Professional World Cup - IFBB,,2,Chris Dickerson,
Professional World Cup - IFBB,,3,Bronston Austin,
Professional World Cup - IFBB,,4,Johnny Fuller,
Professional World Cup - IFBB,,5,Dennis Tinerino,
Professional World Cup - IFBB,,6,Albert Beckles,
Professional World Cup - IFBB,,-,Clint Beyerle,
Professional World Cup - IFBB,,-,Steve Davis (1),
Professional World Cup - IFBB,,-,Greg DeFerro,
Professional World Cup - IFBB,,-,Tony Emmott,
Professional World Cup - IFBB,,-,Bill Grant,
Professional World Cup - IFBB,,-,Don Modzelewski,
Professional World Cup - IFBB,,-,Bill Register,
Professional World Cup - IFBB,,-,Charles Thomas,
Universe - Pro - IFBB,,1,Dennis Tinerino,
Universe - Pro - IFBB,,2,Roger Walker,
Universe - Pro - IFBB,,3,Tony Pearson,
World Amateur Championships - IFBB,HeavyWeight,1,Lance Dreher,
World Amateur Championships - IFBB,HeavyWeight,2,Gunnar Rosbo,
World Amateur Championships - IFBB,HeavyWeight,3,Josef Vesely,
World Amateur Championships - IFBB,HeavyWeight,4,Reid Schindle,
World Amateur Championships - IFBB,HeavyWeight,5,Christer Eriksson,
World Amateur Championships - IFBB,HeavyWeight,6,Jyrki Savolainen,
World Amateur Championships - IFBB,HeavyWeight,15,Jammo Brizzi,
World Amateur Championships - IFBB,Light-HeavyWeight,1,Jacques Neuville,
World Amateur Championships - IFBB,Light-HeavyWeight,2,Tim Belknap,
World Amateur Championships - IFBB,Light-HeavyWeight,3,Keijo Reiman
  (Finland),
World Amateur Championships - IFBB,Light-HeavyWeight,4,Libor Minarik,
World Amateur Championships - IFBB,Light-HeavyWeight,5,Angelito Lesta,
World Amateur Championships - IFBB,Light-HeavyWeight,6,Franz Bach,
World Amateur Championships - IFBB,MiddleWeight,1,Gerard Buinoud,
World Amateur Championships - IFBB,MiddleWeight,2,James Youngblood,
World Amateur Championships - IFBB,MiddleWeight,3,Anton Holic,
World Amateur Championships - IFBB,MiddleWeight,4,El Shahat Mabrouk,
World Amateur Championships - IFBB,MiddleWeight,5,Erwin Note,
World Amateur Championships - IFBB,MiddleWeight,6,Ali Tez,
World Amateur Championships - IFBB,MiddleWeight,7,Erwin Knoller
  (West Germany),
World Amateur Championships - IFBB,MiddleWeight,8,Doug Ross,
World Amateur Championships - IFBB,MiddleWeight,9,Ugo Romano,
World Amateur Championships - IFBB,MiddleWeight,10,Saied Osman,
World Amateur Championships - IFBB,MiddleWeight,20,Lucien Gunther,
World Amateur Championships - IFBB,LightWeight,1,Ken Passariello,
World Amateur Championships - IFBB,LightWeight,2,Jose Rabanal,
World Amateur Championships - IFBB,LightWeight,3,Fikret Hodzic,
World Amateur Championships - IFBB,LightWeight,4,Esmat Sadek,
World Amateur Championships - IFBB,LightWeight,5,Tevfik Ulusoglu,
World Amateur Championships - IFBB,LightWeight,6,Ray Beaulieu,
World Amateur Championships - IFBB,LightWeight,7,Antonio Stella
  (Italy),
World Amateur Championships - IFBB,LightWeight,8,Mohammed Youssef,
World Amateur Championships - IFBB,LightWeight,9,Reijo Kivioja,
World Amateur Championships - IFBB,LightWeight,10,Raffaele Fornuto,
World Amateur Championships - IFBB,LightWeight,11,Harry Derglin,
World Amateur Championships - IFBB,LightWeight,12,Appie Steenbeek,
World Amateur Championships - IFBB,LightWeight,13,Mario Gionotta,
World Amateur Championships - IFBB,LightWeight,14,Edwin Buttigieg,
World Amateur Championships - IFBB,LightWeight,15,Benny Cincis,
World Grand Prix - IFBB,,1,Boyer Coe,
World Grand Prix - IFBB,,2,Albert Beckles,
World Grand Prix - IFBB,,3,Johnny Fuller,
World Grand Prix - IFBB,,4,Tony Pearson,
World Grand Prix - IFBB,,5,Jusup Wilkosz,
World Grand Prix - IFBB,,6,Andreas Cahling,
World Pro Championships - IFBB,,1,Dennis Tinerino,
World Pro Championships - IFBB,,2,Roger Walker,
World Pro Championships - IFBB,,3,Tony Pearson,
World Pro Championships - IFBB,,5,Hubert Metz,
