Competition,Category,Place,Name,Score
World Amateur Championships - IFBB,Light-HeavyWeight,1,Rich Gaspari,
World Amateur Championships - IFBB,Light-HeavyWeight,2,Josef Grolmus,
World Amateur Championships - IFBB,Light-HeavyWeight,3,Keijo Reiman
  (Finland),
World Amateur Championships - IFBB,Light-HeavyWeight,4,Ulf Larsson
  (Sweden),
World Amateur Championships - IFBB,Light-HeavyWeight,5,Marc Bolduc,
World Amateur Championships - IFBB,Light-HeavyWeight,6,Ian Dowe,
World Amateur Championships - IFBB,Light-HeavyWeight,7,Arnold Buurman,
World Amateur Championships - IFBB,MiddleWeight,1,John Hnatyschak,
World Amateur Championships - IFBB,MiddleWeight,2,Graeme Lancefield
  (Australia),
World Amateur Championships - IFBB,MiddleWeight,3,Erwin Knoller
  (West Germany),
World Amateur Championships - IFBB,MiddleWeight,4,El Shahat Mabrouk
  (Egypt),
World Amateur Championships - IFBB,MiddleWeight,5,Yasushi Koyama    小山裕史

  (Japan),
World Amateur Championships - IFBB,MiddleWeight,6,Erwin Note
  (Belgium),
World Amateur Championships - IFBB,LightWeight,1,Wilfred Sylvester,
World Amateur Championships - IFBB,LightWeight,2,Herman Hoffend,
World Amateur Championships - IFBB,LightWeight,3,Esmat Sadek,
World Amateur Championships - IFBB,LightWeight,4,Calvin Nyuli
  (Canada),
World Amateur Championships - IFBB,LightWeight,5,Juan Carlos Lopez,
World Amateur Championships - IFBB,LightWeight,6,Antonio Stella
  (Italy),
World Grand Prix - IFBB,,1,Albert Beckles,
World Grand Prix - IFBB,,2,Bob Birdsong,
World Grand Prix - IFBB,,3,Tony Pearson,
World Grand Prix - IFBB,,4,Jusup Wilkosz,
World Grand Prix - IFBB,,5,Samir Bannout,
World Grand Prix - IFBB,,6,Scott Wilson,
World Grand Prix - IFBB,,7,Bill Grant,
World Grand Prix - IFBB,,8,Charles Glass,
World Grand Prix - IFBB,,9,John Brown,
World Grand Prix - IFBB,,10,Chuck Williams (1),
World Grand Prix - IFBB,,11,Steve Davis (1),
World Grand Prix - IFBB,,12,Dave Johns,
World Grand Prix - IFBB,,13,Robby Robinson,
World Grand Prix - IFBB,,14,Ken Passariello,
World Grand Prix - IFBB,,15,Jocelyn Pelletier,
World Grand Prix - IFBB,,16,Ron Magnum,
World Pro Championships - IFBB,,1,Albert Beckles,
World Pro Championships - IFBB,,2,Greg DeFerro,
World Pro Championships - IFBB,,3,Bill Grant,
World Pro Championships - IFBB,,4,Bob Birdsong,
World Pro Championships - IFBB,,5,Bertil Fox,
World Pro Championships - IFBB,,6,Andreas Cahling,
World Pro Championships - IFBB,,7,Danny Padilla,
World Pro Championships - IFBB,,8,John Terilli,
World Pro Championships - IFBB,,9,Scott Wilson,
World Pro Championships - IFBB,,10,Dave Johns,
World Pro Championships - IFBB,,11,Steve Michalik,
World Pro Championships - IFBB,,12,Salvador Ruiz,
World Pro Championships - IFBB,,13,Roger Callard,
