Year,Gender,Competition,Category,Place,Name,Score,Category_Subtype
1976,female,Ms Eastern America,womensbb,1,Mary Kitt,,
1976,female,Ms Eastern America,womensbb,2,Nytza Maldonado,,
1976,female,Ms Eastern America,womensbb,2,Zuleka Reyes,,
1976,female,Ms Eastern America,womensbb,3,Marjie Villa,,
1976,female,Ms Eastern USA,womensbb,1,April Nicotra,,
1976,female,Ms Eastern USA,womensbb,2,Nytza Maldonado,,
1976,female,Ms Eastern USA,womensbb,3,Patty Clifford,,
1979,female,Best in the World,womensbb,1,Patsy Chapman,,
1979,female,Best in the World,womensbb,2,April Nicotra,,
1979,female,Best in the World,womensbb,3,Stacey Bentley,,
1979,female,Best in the World,womensbb,4,Bette Brown,,
1979,female,Best in the World,womensbb,5,Carla Dunlap,,
1979,female,World Pro Championships,womensbb,1,Lisa Lyons,,
1979,female,World Pro Championships,womensbb,2,Claudia Wilbourn,,
1980,female,Olympia,womensbb,1,Rachel McLish,,
1980,female,Olympia,womensbb,2,Auby Paulick,,
1980,female,Olympia,womensbb,3,Lynn Conkwright,,
1980,female,Olympia,womensbb,4,Corine Machado-Ching,,
1980,female,Olympia,womensbb,5,Stacey Bentley,,
1980,female,Olympia,womensbb,6,Sue Green,,
1980,female,Olympia,womensbb,7,Patsy Chapman,,
1980,female,Olympia,womensbb,8,Kyle Newman,,
1980,female,Olympia,womensbb,9,Cammie Lusko,,
1980,female,Olympia,womensbb,10,Georgia Fudge,,
1980,female,Olympia,womensbb,11,Mimi Rivest,,
1980,female,Olympia,womensbb,12,April Nicotra,,
1980,female,Olympia,womensbb,13,Carolyn Cheshire,,
1980,female,Olympia,womensbb,14,Sandy Connors,,
1980,female,Olympia,womensbb,15,Lorie Johnston,,
1980,female,Olympia,womensbb,16,Anniqua Fors,,
1980,female,Olympia,womensbb,17,Lenore Clark,,
1980,female,Olympia,womensbb,18,Donna Simms,,
1980,female,Olympia,womensbb,19,Lynde Johnson,,
1980,female,Olympia,womensbb,20,Kelly Everts,,
1981,female,Grand Prix Montreal,womensbb,1,Shelley Gruwell,,
1981,female,Grand Prix Montreal,womensbb,2,Sherry Atton,,
1981,female,Grand Prix Montreal,womensbb,3,Kay Baxter,,
1981,female,Night of Champions,womensbb,1,Carla Dunlap,,
1981,female,Night of Champions,womensbb,2,Cynthia Williams,,
1981,female,Night of Champions,womensbb,3,Maro Bchakjian,,
1981,female,Night of Champions,womensbb,4,Patti Gogis,,
1981,female,Night of Champions,womensbb,5,Shirley Kemper,,
1981,female,Night of Champions,womensbb,6,Joan Hobbie,,
1981,female,Night of Champions,womensbb,7,Valerie Mayers,,
1981,female,Night of Champions,womensbb,8,Barbara Lamb,,
1981,female,Night of Champions,womensbb,9,Cindy Cittidari,,
1981,female,Olympia,womensbb,1,Kike Elomaa,,
1981,female,Olympia,womensbb,2,Rachel McLish,,
1981,female,Olympia,womensbb,3,Lynn Conkwright,,
1981,female,Olympia,womensbb,4,Laura Combes,,
1981,female,Olympia,womensbb,5,Georgia Fudge,,
1981,female,Olympia,womensbb,6,Candy Csencsits,,
1981,female,Olympia,womensbb,7,Corine Machado-Ching,,
1981,female,Olympia,womensbb,8,Marie Frances Misat,,
1981,female,Olympia,womensbb,9,Anita Gandol,,
1981,female,Olympia,womensbb,10,Melinda Perper,,
1981,female,Olympia,womensbb,11,Kyle Newman,,
1981,female,Olympia,womensbb,12,Karen Wainwright,,
1981,female,Olympia,womensbb,13,Ellen Davis,,
1981,female,Olympia,womensbb,14,April Nicotra,,
1981,female,Olympia,womensbb,15,Astrid Aschwender,,
1981,female,Olympia,womensbb,16,Vera Bendel,,
1981,female,Olympia,womensbb,17,Donna Frame,,
1981,female,Olympia,womensbb,18,Carolyn Cheshire,,
1981,female,Olympia,womensbb,19,Debbie Lemmel,,
1981,female,Olympia,womensbb,20,Lorie Johnston,,
1981,female,World Pro Championships,womensbb,1,Lynn Conkwright,,
1981,female,World Pro Championships,womensbb,2,Kay Baxter,,
1981,female,World Pro Championships,womensbb,3,Corine Machado-Ching,,
1981,female,World Pro Championships,womensbb,4,Carla Dunlap,,
1981,female,World Pro Championships,womensbb,5,Deborah Diana,,
1981,female,World Pro Championships,womensbb,6,Laura Combes,,
1981,female,World Pro Championships,womensbb,7,Georgia Fudge,,
1981,female,World Pro Championships,womensbb,8,Lisa Elliot,,
1981,female,World Pro Championships,womensbb,9,Madeline Almeida,,
1981,female,World Pro Championships,womensbb,10,April Nicotra,,
1981,female,World Pro Championships,womensbb,11,Mimi Rivest,,
1981,female,World Pro Championships,womensbb,11,Carolyn Cheshire,,
1981,female,World Pro Championships,womensbb,11,Ilyeana Vajakas,,
1981,female,World Pro Championships,womensbb,11,Carole Bennett,,
1981,female,World Pro Championships,womensbb,11,Lindsay Summers,,
1982,female,Olympia,womensbb,1,Rachel McLish,,
1982,female,Olympia,womensbb,2,Carla Dunlap,,
1982,female,Olympia,womensbb,3,Kike Elomaa,,
1982,female,Olympia,womensbb,4,Lynn Conkwright,,
1982,female,Olympia,womensbb,5,Deborah Diana,,
1982,female,Olympia,womensbb,6,Laura Combes,,
1982,female,Olympia,womensbb,7,Candy Csencsits,,
1982,female,Olympia,womensbb,8,Kay Baxter,,
1982,female,Olympia,womensbb,9,Sherry Atton,,
1982,female,Olympia,womensbb,10,Lisser Frost-Larsen,,
1982,female,Olympia,womensbb,11,Georgia Fudge,,
1982,female,Olympia,womensbb,12,Shelley Gruwell,,
1982,female,Olympia,womensbb,13,Corine Machado-Ching,,
1982,female,Olympia,womensbb,14,Carolyn Cheshire,,
1982,female,Olympia,womensbb,15,Marie Frances Misat,,
1982,female,Olympia,womensbb,16,Cathy Chang,,
1982,female,Olympia,womensbb,16,Patsy Chapman,,
1982,female,Olympia,womensbb,16,Laura Davies,,
1982,female,Olympia,womensbb,16,Anita Gandol,,
1982,female,Olympia,womensbb,16,Susan Koch,,
1982,female,Olympia,womensbb,16,Kazuko Nakao    中尾和子,,
1982,female,Olympia,womensbb,16,Kyle Newman,,
1982,female,Olympia,womensbb,16,Jacqueline Roos,,
1982,female,Olympia,womensbb,16,Marjo Selin,,
1982,female,Olympia,womensbb,16,Lena Trulsson,,
1982,female,Olympia,womensbb,16,Claudia Wilbourn,,
1982,female,World Pro Championships,womensbb,1,Rachel McLish,,
1982,female,World Pro Championships,womensbb,2,Candy Csencsits,,
1982,female,World Pro Championships,womensbb,3,Lynn Pirie,,
1982,female,World Pro Championships,womensbb,4,Corine Machado-Ching,,
1982,female,World Pro Championships,womensbb,5,Deborah Diana,,
1982,female,World Pro Championships,womensbb,6,Shelley Gruwell,,
1982,female,World Pro Championships,womensbb,7,Georgia Fudge,,
1982,female,World Pro Championships,womensbb,8,Mary Roberts,,
1982,female,World Pro Championships,womensbb,9,Kay Baxter,,
1982,female,World Pro Championships,womensbb,10,Christine Reed,,
1982,female,World Pro Championships,womensbb,11,Jose Baumgartner,,
1982,female,World Pro Championships,womensbb,12,Carolyn Cheshire,,
1982,female,World Pro Championships,womensbb,13,Bobbie Price,,
1982,female,World Pro Championships,womensbb,13,Jacqueline Roos,,
1982,female,World Pro Championships,womensbb,14,Pam Brooks,,
1982,female,World Pro Championships,womensbb,14,Angela Graham,,
1982,female,World Pro Championships,womensbb,14,Elizabeth Lopez,,
1982,female,World Pro Championships,womensbb,14,Suzy Martin,,
1982,female,World Pro Championships,womensbb,14,Ricky DeMan,,
1982,female,World Pro Championships,womensbb,14,Carole Bennett,,
1982,female,World Pro Championships,womensbb,14,Josian Jamar,,
1982,female,World Pro Championships,womensbb,14,Gail Lorie,,
1982,female,World Pro Championships,womensbb,14,Mary Ann Placide,,
1982,female,World Pro Championships,womensbb,14,Asu Lee Dan,,
1983,female,European Cup,womensbb,1,Christine Laurent,,
1983,female,European Cup,womensbb,2,Jose Baumgartner,,
1983,female,European Cup,womensbb,3,Ellen Van Maris,,
1983,female,European Cup,womensbb,4,Tina Van Duyn,,
1983,female,European Cup,womensbb,5,Dagmar Zuso,,
1983,female,European Cup,womensbb,6,Brenda Eppey,,
1983,female,Grand Prix Las Vegas,womensbb,1,Carla Dunlap,,
1983,female,Grand Prix Las Vegas,womensbb,2,Tina Plakinger,,
1983,female,Grand Prix Las Vegas,womensbb,3,Rachel McLish,,
1983,female,Grand Prix Las Vegas,womensbb,4,Lori Bowen,,
1983,female,Grand Prix Las Vegas,womensbb,5,Kris Alexander,,
1983,female,Grand Prix Las Vegas,womensbb,6,Marjo Selin,,
1983,female,Olympia,womensbb,1,Carla Dunlap,,
1983,female,Olympia,womensbb,2,Candy Csencsits,,
1983,female,Olympia,womensbb,3,Inger Zetterquist,,
1983,female,Olympia,womensbb,4,Lynn Conkwright,,
1983,female,Olympia,womensbb,5,Kike Elomaa,,
1983,female,Olympia,womensbb,6,Lisser Frost-Larsen,,
1983,female,Olympia,womensbb,7,Carolyn Cheshire,,
1983,female,Olympia,womensbb,8,Deborah Diana,,
1983,female,Olympia,womensbb,9,Marjo Selin,,
1983,female,Olympia,womensbb,10,Kay Baxter,,
1983,female,Olympia,womensbb,11,Anita Gandol,,
1983,female,Olympia,womensbb,12,Sherry Atton,,
1983,female,Olympia,womensbb,13,Georgia Fudge,,
1983,female,Olympia,womensbb,14,Melinda Perper,,
1983,female,Olympia,womensbb,15,Corine Machado-Ching,,
1983,female,Olympia,womensbb,16,Kathy Ruth,,
1983,female,Olympia,womensbb,17,Patsy Chapman,,
1983,female,World Pro Championships,womensbb,1,Carla Dunlap,,
1983,female,World Pro Championships,womensbb,2,Kike Elomaa,,
1983,female,World Pro Championships,womensbb,3,Sherry Atton,,
1983,female,World Pro Championships,womensbb,4,Jose Baumgartner,,
1983,female,World Pro Championships,womensbb,5,Candy Csencsits,,
1983,female,World Pro Championships,womensbb,6,Shelley Gruwell,,
1983,female,World Pro Championships,womensbb,7,Jacqueline Roos,,
1983,female,World Pro Championships,womensbb,8,Lisser Frost-Larsen,,
1983,female,World Pro Championships,womensbb,9,Georgia Fudge,,
1983,female,World Pro Championships,womensbb,10,Kay Baxter,,
1983,female,World Pro Championships,womensbb,11,Marjo Selin,,
1983,female,World Pro Championships,womensbb,12,Deborah Diana,,
1983,female,World Pro Championships,womensbb,13,Chris Dawkins,,
1983,female,World Pro Championships,womensbb,14,Corine Machado-Ching,,
1984,female,Grand Prix Las Vegas,womensbb,1,Carla Dunlap,,
1984,female,Grand Prix Las Vegas,womensbb,2,Tina Plakinger,,
1984,female,Grand Prix Las Vegas,womensbb,3,Rachel McLish,,
1984,female,Grand Prix Las Vegas,womensbb,4,Lori Bowen,,
1984,female,Grand Prix Las Vegas,womensbb,5,Kris Alexander,,
1984,female,Grand Prix Las Vegas,womensbb,6,Marjo Selin,,
1984,female,Grand Prix Las Vegas,womensbb,7,Shelley Gruwell,,
1984,female,Grand Prix Las Vegas,womensbb,8,Bev Francis,,
1984,female,Grand Prix Las Vegas,womensbb,9,Inger Zetterquist,,
1984,female,Grand Prix Las Vegas,womensbb,10,Carolyn Cheshire,,
1984,female,Grand Prix Las Vegas,womensbb,11,Lydia Cheng,,
1984,female,Grand Prix Las Vegas,womensbb,12,Gladys Portugues,,
1984,female,Grand Prix Las Vegas,womensbb,13,Sherry Atton,,
1984,female,Grand Prix Las Vegas,womensbb,14,Lisser Frost-Larsen,,
1984,female,Olympia,womensbb,1,Cory Everson,,
1984,female,Olympia,womensbb,2,Rachel McLish,,
1984,female,Olympia,womensbb,3,Mary Roberts,,
1984,female,Olympia,womensbb,4,Carla Dunlap,,
1984,female,Olympia,womensbb,5,Carla Temple,,
1984,female,Olympia,womensbb,6,Clare Furr,,
1984,female,Olympia,womensbb,7,Gladys Portugues,,
1984,female,Olympia,womensbb,8,Lynn Conkwright,,
1984,female,Olympia,womensbb,9,Ellen Van Maris,,
1984,female,Olympia,womensbb,10,Dinah Anderson,,
1984,female,Olympia,womensbb,11,Tina Plakinger,,
1984,female,Olympia,womensbb,12,Candy Csencsits,,
1984,female,Olympia,womensbb,13,Erika Mes,,
1984,female,Olympia,womensbb,14,Marjo Selin,,
1984,female,Olympia,womensbb,15,Inger Zetterquist,,
1984,female,World Pro Championships,womensbb,1,Lori Bowen,,
1984,female,World Pro Championships,womensbb,2,Carla Dunlap,,
1984,female,World Pro Championships,womensbb,3,Mary Roberts,,
1984,female,World Pro Championships,womensbb,4,Tina Plakinger,,
1984,female,World Pro Championships,womensbb,5,Carla Temple,,
1984,female,World Pro Championships,womensbb,6,Marjo Selin,,
1984,female,World Pro Championships,womensbb,7,Erika Mes,,
1984,female,World Pro Championships,womensbb,8,Dinah Anderson,,
1984,female,World Pro Championships,womensbb,9,Jose Baumgartner,,
1984,female,World Pro Championships,womensbb,10,Lydia Cheng,,
1984,female,World Pro Championships,womensbb,11,Jacqueline Roos,,
1984,female,World Pro Championships,womensbb,12,Holly Buss,,
1984,female,World Pro Championships,womensbb,13,Lynn Pirie,,
1984,female,World Pro Championships,womensbb,14,Kay Baxter,,
1984,female,World Pro Championships,womensbb,15,Susan Roberts,,
1984,female,World Pro Championships,womensbb,16,Gladys Portugues,,
1984,female,World Pro Championships,womensbb,17,Kris Alexander,,
1984,female,World Pro Championships,womensbb,18,Chris Dawkins,,
1985,female,Olympia,womensbb,1,Cory Everson,,
1985,female,Olympia,womensbb,2,Mary Roberts,,
1985,female,Olympia,womensbb,3,Diana Dennis,,
1985,female,Olympia,womensbb,4,Carla Dunlap,,
1985,female,Olympia,womensbb,5,Clare Furr,,
1985,female,Olympia,womensbb,6,Tina Plakinger,,
1985,female,Olympia,womensbb,7,Ellen Van Maris,,
1985,female,Olympia,womensbb,8,Gladys Portugues,,
1985,female,Olympia,womensbb,9,Lori Bowen,,
1985,female,Olympia,womensbb,10,Dinah Anderson,,
1985,female,Olympia,womensbb,11,Marjo Selin,,
1985,female,Olympia,womensbb,12,Vera Bendel,,
1985,female,Olympia,womensbb,13,Kay Baxter,,
1985,female,Olympia,womensbb,14,Juliette Bergmann,,
1985,female,Olympia,womensbb,15,Erika Mes,,
1985,female,World Pro Championships,womensbb,1,Mary Roberts,,
1985,female,World Pro Championships,womensbb,2,Tina Plakinger,,
1985,female,World Pro Championships,womensbb,3,Vera Bendel,,
1985,female,World Pro Championships,womensbb,4,Deanna Panting,,
1985,female,World Pro Championships,womensbb,5,Dinah Anderson,,
1985,female,World Pro Championships,womensbb,6,Erika Mes,,
1985,female,World Pro Championships,womensbb,7,Gladys Portugues,,
1985,female,World Pro Championships,womensbb,8,Dawn Marie Gnaegi,,
1985,female,World Pro Championships,womensbb,9,Marjo Selin,,
1985,female,World Pro Championships,womensbb,10,Kay Baxter,,
1985,female,World Pro Championships,womensbb,11,Anita Gandol,,
1985,female,World Pro Championships,womensbb,12,Carolyn Cheshire,,
1985,female,World Pro Championships,womensbb,13,Susan Roberts,,
1985,female,World Pro Championships,womensbb,14,Lynn Pirie,,
1985,female,World Pro Championships,womensbb,15,Ana Sanchez,,
1985,female,World Pro Championships,womensbb,16,Joy Nichols,,
1985,female,World Pro Championships,womensbb,17,Kris Alexander,,
1985,female,World Pro Championships,womensbb,18,Lydia Cheng,,
1986,female,Gran Prix Los Angeles,womensbb,1,Diana Dennis,,
1986,female,Gran Prix Los Angeles,womensbb,2,Juliette Bergmann,,
1986,female,Gran Prix Los Angeles,womensbb,3,Bev Francis,,
1986,female,Gran Prix Los Angeles,womensbb,4,Sue Ann McKean,,
1986,female,Gran Prix Los Angeles,womensbb,5,Mary Roberts,,
1986,female,Gran Prix Los Angeles,womensbb,6,Janice Ragain,,
1986,female,Gran Prix Los Angeles,womensbb,7,Melinda Perper,,
1986,female,Gran Prix Los Angeles,womensbb,8,Michelle Thomas,,
1986,female,Gran Prix Los Angeles,womensbb,9,Kay Baxter,,
1986,female,Gran Prix Los Angeles,womensbb,10,Deanna Panting,,
1986,female,Ms International,womensbb,1,Erica Giesen,,
1986,female,Ms International,womensbb,2,Juliette Bergmann,,
1986,female,Ms International,womensbb,3,Bev Francis,,
1986,female,Ms International,womensbb,4,Sue Ann McKean,,
1986,female,Ms International,womensbb,5,Jerri Miller,,
1986,female,Ms International,womensbb,6,Krista Anderson,,
1986,female,Ms International,womensbb,7,Karin Mitchell,,
1986,female,Ms International,womensbb,8,Michelle Thomas,,
1986,female,Ms International,womensbb,9,Penny Price,,
1986,female,Ms International,womensbb,10,Mary Ellen Jerumbo,,
1986,female,Ms International,womensbb,11,Susie Jaso,,
1986,female,Ms International,womensbb,12,Hildegard Schaeffer,,
1986,female,Ms International,womensbb,13,Sandra Blackie,,
1986,female,Ms International,womensbb,14,Kris Alexander,,
1986,female,Ms International,womensbb,15,Kay Baxter,,
1986,female,Ms International,womensbb,16,Nicole Bass,,
1986,female,Ms International,womensbb,17,Anita Gandol,,
1986,female,Ms International,womensbb,18,Della Shahabi,,
1986,female,Ms International,womensbb,19,Zoe Warwick,,
1986,female,Ms International,womensbb,20,Mary Ann Gay,,
1986,female,Los Angeles Pro Championships,womensbb,1,Diana Dennis,,
1986,female,Los Angeles Pro Championships,womensbb,2,Juliette Bergmann,,
1986,female,Los Angeles Pro Championships,womensbb,3,Bev Francis,,
1986,female,Los Angeles Pro Championships,womensbb,4,Sue Ann McKean,,
1986,female,Los Angeles Pro Championships,womensbb,5,Mary Roberts,,
1986,female,Los Angeles Pro Championships,womensbb,6,Janice Ragain,,
1986,female,Los Angeles Pro Championships,womensbb,7,Melinda Perper,,
1986,female,Los Angeles Pro Championships,womensbb,8,Deanna Panting,,
1986,female,Los Angeles Pro Championships,womensbb,9,Michelle Thomas,,
1986,female,Los Angeles Pro Championships,womensbb,10,Kay Baxter,,
1986,female,Olympia,womensbb,1,Cory Everson,,
1986,female,Olympia,womensbb,2,Clare Furr,,
1986,female,Olympia,womensbb,3,Ellen Van Maris,,
1986,female,Olympia,womensbb,4,Diana Dennis,,
1986,female,Olympia,womensbb,5,Mary Roberts,,
1986,female,Olympia,womensbb,6,Juliette Bergmann,,
1986,female,Olympia,womensbb,7,Sue Ann McKean,,
1986,female,Olympia,womensbb,8,Janice Ragain,,
1986,female,Olympia,womensbb,9,Carla Dunlap,,
1986,female,Olympia,womensbb,10,Bev Francis,,
1986,female,Olympia,womensbb,11,Dominique Darde,,
1986,female,Olympia,womensbb,11,Erica Giesen,,
1986,female,Olympia,womensbb,11,Dawn Marie Gnaegi,,
1986,female,Olympia,womensbb,11,Susie Jaso,,
1986,female,Olympia,womensbb,11,Dona Oliviera,,
1986,female,Olympia,womensbb,11,Penny Price,,
1986,female,Olympia,womensbb,11,Marjo Selin,,
1986,female,World Pro Championships,womensbb,1,Juliette Bergmann,,
1986,female,World Pro Championships,womensbb,2,Diana Dennis,,
1986,female,World Pro Championships,womensbb,3,Janice Ragain,,
1986,female,World Pro Championships,womensbb,4,Marjo Selin,,
1986,female,World Pro Championships,womensbb,5,Sue Ann McKean,,
1986,female,World Pro Championships,womensbb,6,Dawn Marie Gnaegi,,
1986,female,World Pro Championships,womensbb,7,Penny Price,,
1986,female,World Pro Championships,womensbb,8,Susie Jaso,,
1986,female,World Pro Championships,womensbb,9,Dona Oliviera,,
1986,female,World Pro Championships,womensbb,10,Dominique Darde,,
1986,female,World Pro Championships,womensbb,11,Michelle Thomas,,
1986,female,World Pro Championships,womensbb,12,Dinah Anderson,,
1986,female,World Pro Championships,womensbb,13,Anita Gandol,,
1986,female,World Pro Championships,womensbb,14,Christa Anderson,,
1986,female,World Pro Championships,womensbb,15,Carla Temple,,
1986,female,World Pro Championships,womensbb,16,Vera Bendel,,
1986,female,World Pro Championships,womensbb,17,Deanna Panting,,
1986,female,World Pro Championships,womensbb,18,Ana Sanchez,,
1986,female,World Pro Championships,womensbb,DQ,Jerri Miller,,
1987,female,Olympia,womensbb,1,Cory Everson,,
1987,female,Olympia,womensbb,2,Ellen Van Maris,,
1987,female,Olympia,womensbb,3,Bev Francis,,
1987,female,Olympia,womensbb,4,Anja Langer,,
1987,female,Olympia,womensbb,5,Mary Roberts,,
1987,female,Olympia,womensbb,6,Marjo Selin,,
1987,female,Olympia,womensbb,7,Janice Ragain,,
1987,female,Olympia,womensbb,8,Diana Dennis,,
1987,female,Olympia,womensbb,9,Juliette Bergmann,,
1987,female,Olympia,womensbb,10,Renate Holland,,
1987,female,Olympia,womensbb,11,Sue Ann McKean,,
1987,female,Olympia,womensbb,12,Carla Dunlap,,
1987,female,Olympia,womensbb,13,Dominique Darde,,
1987,female,Olympia,womensbb,14,Cathy Palyo,,
1987,female,Olympia,womensbb,15,Maria Serio,,
1987,female,Olympia,womensbb,16,Gundi Froder,,
1987,female,World Pro Championships,womensbb,1,Bev Francis,,
1987,female,World Pro Championships,womensbb,2,Anja Langer,,
1987,female,World Pro Championships,womensbb,3,Dominique Darde,,
1987,female,World Pro Championships,womensbb,4,Diana Dennis,,
1987,female,World Pro Championships,womensbb,5,Marjo Selin,,
1987,female,World Pro Championships,womensbb,6,Sue Ann McKean,,
1987,female,World Pro Championships,womensbb,7,Juliette Bergmann,,
1987,female,World Pro Championships,womensbb,8,Maria Serio,,
1987,female,World Pro Championships,womensbb,9,Connie Heusdans,,
1987,female,World Pro Championships,womensbb,10,Renate Holland,,
1987,female,World Pro Championships,womensbb,11,Mary Ellen Jerumbo,,
1987,female,World Pro Championships,womensbb,12,Dinah Anderson,,
1987,female,World Pro Championships,womensbb,13,Lupita Lugo,,
1987,female,World Pro Championships,womensbb,14,Anita Gandol,,
1987,female,World Pro Championships,womensbb,15,Jerri Miller,,
1987,female,World Pro Championships,womensbb,16,Susie Jaso,,
1987,female,World Pro Championships,womensbb,17,Joy Nichols,,
1987,female,World Pro Championships,womensbb,18,Erika Mes,,
1987,female,World Pro Championships,womensbb,19,Vera Bendel,,
1987,female,World Pro Championships,womensbb,20,Sandra Blackie,,
1987,female,World Pro Championships,womensbb,21,Krista Anderson,,
1987,female,World Pro Championships,womensbb,22,Peggie Ouwerling,,
1987,female,World Pro Championships,womensbb,23,Kris Alexander,,
1988,female,Ms International,womensbb,1,Cathy Palyo,,
1988,female,Ms International,womensbb,2,Tami Imbriale,,
1988,female,Ms International,womensbb,3,Jackie Paisley,,
1988,female,Ms International,womensbb,4,Della Wagnon,,
1988,female,Ms International,womensbb,5,Sandy Riddell,,
1988,female,Ms International,womensbb,6,Erica Giesen,,
1988,female,Ms International,womensbb,7,Diane Garrity,,
1988,female,Ms International,womensbb,8,Joanne McCartney,,
1988,female,Ms International,womensbb,9,Jerri Miller,,
1988,female,Ms International,womensbb,10,Marianne Duffy,,
1988,female,Ms International,womensbb,11,Sandra Blackie,,
1988,female,Ms International,womensbb,12,Dinah Anderson,,
1988,female,Ms International,womensbb,13,Karin Mitchell,,
1988,female,Ms International,womensbb,14,Velma Buckles,,
1988,female,Ms International,womensbb,15,Krista Anderson,,
1988,female,Ms International,womensbb,16,Audrey Harris,,
1988,female,Ms International,womensbb,17,Valerie Basilone,,
1988,female,Olympia,womensbb,1,Cory Everson,,
1988,female,Olympia,womensbb,2,Anja Langer,,
1988,female,Olympia,womensbb,3,Bev Francis,,
1988,female,Olympia,womensbb,4,Tonya Knight,,
1988,female,Olympia,womensbb,5,Ellen Van Maris,,
1988,female,Olympia,womensbb,6,Marjo Selin,,
1988,female,Olympia,womensbb,7,Dona Oliviera,,
1988,female,Olympia,womensbb,8,Janet Tech,,
1988,female,Olympia,womensbb,9,Renate Holland,,
1988,female,Olympia,womensbb,10,Carla Dunlap,,
1988,female,Olympia,womensbb,11,Laura Creavalle,,
1988,female,Olympia,womensbb,12,Renee Casella,,
1988,female,Olympia,womensbb,13,Juliette Bergmann,,
1988,female,Olympia,womensbb,14,Janice Ragain,,
1988,female,Olympia,womensbb,15,Joy Nichols,,
1988,female,Olympia,womensbb,16,Cathy Palyo,,
1988,female,Olympia,womensbb,17,Veronica Dahlin,,
1988,female,World Pro Championships,womensbb,1,Dona Oliviera,,
1988,female,World Pro Championships,womensbb,2,Janice Ragain,,
1988,female,World Pro Championships,womensbb,3,Marjo Selin,,
1988,female,World Pro Championships,womensbb,4,Cathy Palyo,,
1988,female,World Pro Championships,womensbb,5,Tonya Knight,,
1988,female,World Pro Championships,womensbb,6,Dominique Darde,,
1988,female,World Pro Championships,womensbb,7,Renee Casella,,
1988,female,World Pro Championships,womensbb,8,Jackie Paisley,,
1988,female,World Pro Championships,womensbb,9,Connie Heusdans,,
1988,female,World Pro Championships,womensbb,10,Carla Dunlap,,
1988,female,World Pro Championships,womensbb,11,Susie Jaso,,
1988,female,World Pro Championships,womensbb,12,Mary Ellen Jerumbo,,
1988,female,World Pro Championships,womensbb,13,Dinah Anderson,,
1988,female,World Pro Championships,womensbb,14,Lynn Conkwright,,
1988,female,World Pro Championships,womensbb,15,Joanne McCartney,,
1988,female,World Pro Championships,womensbb,16,Krista Anderson,,
1988,female,World Pro Championships,womensbb,16,Vera Bendel,,
1988,female,World Pro Championships,womensbb,16,Janice Graser,,
1988,female,World Pro Championships,womensbb,16,Collette Michelland,,
1988,female,World Pro Championships,womensbb,16,Jen Miller,,
1988,female,World Pro Championships,womensbb,16,Peggie Ouwerling,,
1988,female,World Pro Championships,womensbb,16,Sandi Parmelee,,
1988,female,World Pro Championships,womensbb,16,Penny Price,,
1988,female,World Pro Championships,womensbb,16,Ana Sanchez,,
1988,female,World Pro Championships,womensbb,16,Charla Sedacca,,
1989,female,Ms International,womensbb,1,Jackie Paisley,,
1989,female,Ms International,womensbb,2,Laura Beaudry,,
1989,female,Ms International,womensbb,3,Joanne McCartney,,
1989,female,Ms International,womensbb,4,Janet Tech,,
1989,female,Ms International,womensbb,5,Carol Mock,,
1989,female,Ms International,womensbb,6,Diane Garrity,,
1989,female,Ms International,womensbb,7,Kathy Unger,,
1989,female,Ms International,womensbb,8,Mary Ellen Jerumbo,,
1989,female,Ms International,womensbb,9,Dorothy Herndon,,
1989,female,Ms International,womensbb,10,Anja Schreiner,,
1989,female,Ms International,womensbb,10,Tara Dodane,,
1989,female,Ms International,womensbb,10,Connie Heusdans,,
1989,female,Ms International,womensbb,10,Penny Price,,
1989,female,Ms International,womensbb,DQ,Tonya Knight,,
1989,female,Olympia,womensbb,1,Cory Everson,,
1989,female,Olympia,womensbb,2,Sandy Riddell,,
1989,female,Olympia,womensbb,3,Bev Francis,,
1989,female,Olympia,womensbb,4,Jackie Paisley,,
1989,female,Olympia,womensbb,5,Ellen Van Maris,,
1989,female,Olympia,womensbb,6,Laura Creavalle,,
1989,female,Olympia,womensbb,7,Diana Dennis,,
1989,female,Olympia,womensbb,8,Marjo Selin,,
1989,female,Olympia,womensbb,9,Marie Mahabir,,
1989,female,Olympia,womensbb,10,Janet Tech,,
1989,female,Olympia,womensbb,11,Claudia Profanter,,
1989,female,Olympia,womensbb,12,Dona Oliviera,,
1989,female,Olympia,womensbb,13,Laura Beaudry,,
1989,female,Olympia,womensbb,14,Dorothy Herndon,,
1989,female,Olympia,womensbb,15,Lisa Lorio,,
1989,female,Olympia,womensbb,16,Lynn Lemieux,,
1989,female,Olympia,womensbb,17,Renate Holland,,
1989,female,Olympia,womensbb,18,Ina Lopulesa,,
1989,female,World Pro Championships,womensbb,1,Diana Dennis,,
1989,female,World Pro Championships,womensbb,2,Jackie Paisley,,
1989,female,World Pro Championships,womensbb,3,Dorothy Herndon,,
1989,female,World Pro Championships,womensbb,4,Laura Beaudry,,
1989,female,World Pro Championships,womensbb,5,Claudia Profanter,,
1989,female,World Pro Championships,womensbb,6,Janet Tech,,
1989,female,World Pro Championships,womensbb,7,Tami Imbriale,,
1989,female,World Pro Championships,womensbb,8,Laura Creavalle,,
1989,female,World Pro Championships,womensbb,9,Lisa Lorio,,
1989,female,World Pro Championships,womensbb,10,Marie Mahabir,,
1989,female,World Pro Championships,womensbb,11,Renee Casella,,
