Year,Gender,Competition,Category,Place,Name,Score,Category_Subtype
2015,female,Olympia,figure,16,Megan Wyble,,
2015,female,Omaha Pro,womensbb,1,Lisa Cross,,
2015,female,Omaha Pro,womensbb,2,Monique Jones,,
2015,female,Omaha Pro,womensbb,3,Christine Envall,,
2015,female,Omaha Pro,womensbb,4,Gillian Kovack,,
2015,female,Omaha Pro,womensbb,5,Angela Rayburn,,
2015,female,Omaha Pro,womensbb,6,Judy Gaillard,,
2015,female,Omaha Pro,womensbb,7,Margie Martin,,
2015,female,Omaha Pro,womensbb,8,Paula Francis,,
2015,female,Omaha Pro,womensbb,9,Irene Andersen,,
2015,female,Omaha Pro,womensbb,10,Rene Campbell,,
2015,female,Omaha Pro,womensbb,11,Elizabeth Gomez,,
2015,female,Omaha Pro,womensphysique,1,Leila Thompson,,
2015,female,Omaha Pro,womensphysique,2,Leonie Rose,,
2015,female,Omaha Pro,womensphysique,3,Andrea Lenihan,,
2015,female,Omaha Pro,womensphysique,4,Loan Leonard,,
2015,female,Omaha Pro,womensphysique,5,Margarita Charaim,,
2015,female,Omaha Pro,womensphysique,6,Caroline Gaume,,
2015,female,Omaha Pro,womensphysique,7,Joy Henderson,,
2015,female,Omaha Pro,womensphysique,8,Melanie Horton,,
2015,female,Omaha Pro,womensphysique,9,Sheila Mettler,,
2015,female,Omaha Pro,womensphysique,10,Casie Shepherd,,
2015,female,Omaha Pro,figure,1,Ivana Ivusic,,
2015,female,Omaha Pro,figure,2,Julie Mayer,,
2015,female,Omaha Pro,figure,3,Chaya Boone,,
2015,female,Omaha Pro,figure,4,Krista Dunn,,
2015,female,Omaha Pro,figure,5,Jessica Canty,,
2015,female,Omaha Pro,figure,6,Carly Starling,,
2015,female,Omaha Pro,figure,7,Danielle Kifer,,
2015,female,Omaha Pro,figure,8,Bojana Vasiljevic,,
2015,female,Omaha Pro,figure,9,Shalako Bradberry,,
2015,female,Omaha Pro,figure,10,Candice John,,
2015,female,Omaha Pro,figure,11,Kimberley Jones,,
2015,female,Omaha Pro,figure,11,Agnese Russon,,
2015,female,Omaha Pro,figure,11,Karen Noorlun,,
2015,female,Omaha Pro,figure,11,Charman Lett,,
2015,female,Omaha Pro,figure,11,Maria Carlone,,
2015,female,Omaha Pro,figure,11,Angela Coleman,,
2015,female,Omaha Pro,figure,11,Natasha Davis,,
2015,female,Omaha Pro,figure,11,Chrissy Garcia,,
2015,female,Omaha Pro,figure,11,Elizabeth Jenkins,,
2015,female,Omaha Pro,figure,11,Jennifer Palazzo,,
2015,female,Omaha Pro,figure,11,Dawn Reichley,,
2015,female,Omaha Pro,figure,11,Tamara Sedlack,,
2015,female,Omaha Pro,figure,11,Katerina Tarbox,,
2015,female,Omaha Pro,figure,11,Jessica Vetter,,
2015,female,Omaha Pro,figure,11,Natalie Waples,,
2015,female,Phoenix Pro,womensphysique,1,Susan Marie Smith,,
2015,female,Phoenix Pro,womensphysique,2,Jessica Gaines,,
2015,female,Phoenix Pro,womensphysique,3,La'Drissa Bonivel,,
2015,female,Phoenix Pro,womensphysique,4,Valerie Garcia Giovanoli,,
2015,female,Phoenix Pro,womensphysique,5,Angel Saucier,,
2015,female,Phoenix Pro,womensphysique,6,Melissa Pearo,,
2015,female,Phoenix Pro,womensphysique,7,Natalie Rochner,,
2015,female,Phoenix Pro,womensphysique,8,Kimberly Baum,,
2015,female,Phoenix Pro,womensphysique,9,Christine Sabo,,
2015,female,Phoenix Pro,womensphysique,10,Melissa Lesage,,
2015,female,Phoenix Pro,womensphysique,11,Tomefafa Ameka,,
2015,female,Phoenix Pro,womensphysique,12,Linda Simnick,,
2015,female,Phoenix Pro,womensphysique,13,Danelle Dison,,
2015,female,Phoenix Pro,womensphysique,14,Holly Chambliss,,
2015,female,Phoenix Pro,womensphysique,15,Stephanie Willes,,
2015,female,Phoenix Pro,womensphysique,16,Tannaz Malekzadeh,,
2015,female,Phoenix Pro,womensphysique,17,Cassandra Floyd,,
2015,female,Phoenix Pro,womensphysique,17,Donna Jones,,
2015,female,Pittsburgh Pro,figure,1,Allison Frahn,,
2015,female,Pittsburgh Pro,figure,2,Andrea Cantone,,
2015,female,Pittsburgh Pro,figure,3,Tamara Sedlack,,
2015,female,Pittsburgh Pro,figure,4,Wendy Fortino,,
2015,female,Pittsburgh Pro,figure,5,Julie Mayer,,
2015,female,Pittsburgh Pro,figure,5,Suni Sweeney,,
2015,female,Pittsburgh Pro,figure,6,Megan Olson,,
2015,female,Pittsburgh Pro,figure,7,Diana Schnaidt,,
2015,female,Pittsburgh Pro,figure,8,Andrea Calhoun,,
2015,female,Pittsburgh Pro,figure,9,Sophie Hoang-Lagace,,
2015,female,Pittsburgh Pro,figure,10,Christina Watson,,
2015,female,Pittsburgh Pro,figure,11,Andrea Paynter,,
2015,female,Pittsburgh Pro,figure,12,Vivien Oláh,,
2015,female,Pittsburgh Pro,figure,13,Vanessa Jacobs,,
2015,female,Pittsburgh Pro,figure,14,Rinnah Schmid,,
2015,female,Pittsburgh Pro,figure,15,Marie Allegro,,
2015,female,Pittsburgh Pro,figure,15,Rebecca Eger,,
2015,female,Pittsburgh Pro,figure,15,Monique Norval,,
2015,female,Pittsburgh Pro,figure,15,Samantha Rioux,,
2015,female,Pittsburgh Pro,figure,15,Rebecca Schubeck,,
2015,female,Puerto Rico Pro Championships,womensphysique,1,Gloria Faulls,,
2015,female,Puerto Rico Pro Championships,womensphysique,2,Silvia Alves Fraga,,
2015,female,Puerto Rico Pro Championships,womensphysique,3,Jennifer Hernandez,,
2015,female,Puerto Rico Pro Championships,womensphysique,4,Antoinette Downie,,
2015,female,Puerto Rico Pro Championships,womensphysique,5,Jessica Gaines,,
2015,female,Puerto Rico Pro Championships,womensphysique,6,Rachel Baker,,
2015,female,Puerto Rico Pro Championships,womensphysique,7,Frances Mendez,,
2015,female,Puerto Rico Pro Championships,womensphysique,8,Tammy Patnode,,
2015,female,Puerto Rico Pro Championships,womensphysique,9,Ana Paula DaSilva,,
2015,female,Puerto Rico Pro Championships,womensphysique,10,Mikaila Soto,,
2015,female,Puerto Rico Pro Championships,womensphysique,11,Paloma Parra,,
2015,female,Puerto Rico Pro Championships,womensphysique,12,Evangeline Belton,,
2015,female,Puerto Rico Pro Championships,womensphysique,13,Rose Brunner,,
2015,female,Puerto Rico Pro Championships,womensphysique,14,Orlandina Balan,,
2015,female,Puerto Rico Pro Championships,womensphysique,15,Rocio Guillen,,
2015,female,Puerto Rico Pro Championships,womensphysique,16,Jill Dearmin,,
2015,female,Puerto Rico Pro Championships,womensphysique,16,Lisa Lopez,,
2015,female,Puerto Rico Pro Championships,womensphysique,16,Danielle Mastromatteo,,
2015,female,Puerto Rico Pro Championships,womensphysique,16,Dona Pohl,,
2015,female,Puerto Rico Pro Championships,womensphysique,16,Sarah-Aude Salbot,,
2015,female,Puerto Rico Pro Championships,womensphysique,16,Elizabeth Schneider,,
2015,female,Puerto Rico Pro Championships,womensphysique,16,Nola Trimble,,
2015,female,Puerto Rico Pro Championships,womensphysique,16,Tracy Weller,,
2015,female,Puerto Rico Pro Championships,figure,1,Gennifer Strobo,,
2015,female,Puerto Rico Pro Championships,figure,2,Andrea Calhoun,,
2015,female,Puerto Rico Pro Championships,figure,3,Bruna Miyagui,,
2015,female,Puerto Rico Pro Championships,figure,4,Karina Grau,,
2015,female,Puerto Rico Pro Championships,figure,5,Yolanda Alvarado,,
2015,female,Puerto Rico Pro Championships,figure,6,Jennifer Brown,,
2015,female,Puerto Rico Pro Championships,figure,7,Maria Garcia,,
2015,female,Puerto Rico Pro Championships,figure,8,Kim Clark,,
2015,female,Puerto Rico Pro Championships,figure,9,Melanise Pettee,,
2015,female,Puerto Rico Pro Championships,figure,10,Brook Cook,,
2015,female,Puerto Rico Pro Championships,figure,11,Selena Pons,,
2015,female,Puerto Rico Pro Championships,figure,12,Tatum Bounds,,
2015,female,Puerto Rico Pro Championships,figure,13,Leah Berti,,
2015,female,Puerto Rico Pro Championships,figure,14,Vanessa Jacobs,,
2015,female,Puerto Rico Pro Championships,figure,15,Mavis Tozzi,,
2015,female,Puerto Rico Pro Championships,figure,16,Ann Bunge,,
2015,female,Puerto Rico Pro Championships,figure,16,Bernadette Matassa,,
2015,female,Puerto Rico Pro Championships,figure,16,Bernita Stuckey,,
2015,female,San Diego Spartan X Pro,womensphysique,1,Candrea JudđAdams,,
2015,female,San Diego Spartan X Pro,womensphysique,2,Leonie Rose,,
2015,female,San Diego Spartan X Pro,womensphysique,3,Erica Blockman,,
2015,female,San Diego Spartan X Pro,womensphysique,4,Jacklyn Sutton-Abrams,,
2015,female,San Diego Spartan X Pro,womensphysique,5,La'Drissa Bonivel,,
2015,female,San Diego Spartan X Pro,womensphysique,6,Susan Salazar,,
2015,female,San Diego Spartan X Pro,womensphysique,7,Danielle Mastromatteo,,
2015,female,San Diego Spartan X Pro,womensphysique,8,Tonya Hooker,,
2015,female,San Diego Spartan X Pro,womensphysique,9,Erika Laine,,
2015,female,San Diego Spartan X Pro,womensphysique,10,Marnee Winn,,
2015,female,San Diego Spartan X Pro,womensphysique,11,Tammy Patnode,,
2015,female,San Jose Pro,womensphysique,1,La'Drissa Bonivel,,
2015,female,San Jose Pro,womensphysique,2,Erica Blockman,,
2015,female,San Jose Pro,womensphysique,3,Claire O'Connell,,
2015,female,San Jose Pro,womensphysique,4,Akane Nigro-Ismeal,,
2015,female,San Jose Pro,womensphysique,5,Tonya Hooker,,
2015,female,San Jose Pro,womensphysique,6,Katrinka Chapek,,
2015,female,San Jose Pro,womensphysique,7,Venus Nguyen,,
2015,female,San Jose Pro,womensphysique,8,Trish Wood,,
2015,female,San Jose Pro,womensphysique,9,Lisa Stark,,
2015,female,San Jose Pro,womensphysique,10,Lenore Gregson,,
2015,female,San Jose Pro,womensphysique,11,Caroline Gaume,,
2015,female,San Jose Pro,womensphysique,12,Jodi Marchuck,,
2015,female,San Jose Pro,womensphysique,13,Keri Ann Heitzman,,
2015,female,San Jose Pro,womensphysique,14,Loan Leonard,,
2015,female,San Jose Pro,womensphysique,15,Frances Perkins,,
2015,female,San Jose Pro,womensphysique,16,Robin Gizzi,,
2015,female,San Marino Pro,figure,1,Adela Ondrejovicova,,
2015,female,San Marino Pro,figure,2,Myra Rogers,,
2015,female,San Marino Pro,figure,3,Veronica Gallego Garcia,,
2015,female,San Marino Pro,figure,4,Lorena Cozza,,
2015,female,San Marino Pro,figure,5,Anniken Frøyslie,,
2015,female,San Marino Pro,figure,6,Agnese Russo,,
2015,female,San Marino Pro,figure,7,Elena Kirshchina,,
2015,female,San Marino Pro,figure,8,Khoudiedji Sidiebe,,
2015,female,San Marino Pro,figure,9,Tiina Vaskelainen,,
2015,female,San Marino Pro,figure,10,Mari Päkkilä,,
2015,female,San Marino Pro,figure,11,Maria Scotland,,
2015,female,San Marino Pro,figure,12,Doina Gorun,,
2015,female,San Marino Pro,figure,13,Bryana Turner,,
2015,female,San Marino Pro,figure,14,Heidi Sorsa,,
2015,female,San Marino Pro,figure,15,Liubov Dreskova,,
2015,female,St Louis Pro,womensphysique,1,Autumn Swanson,,
2015,female,St Louis Pro,womensphysique,2,Sheronica Henton,,
2015,female,St Louis Pro,womensphysique,3,Danielle Reardon,,
2015,female,St Louis Pro,womensphysique,4,Leila Thompson,,
2015,female,St Louis Pro,womensphysique,5,Loana Paula Muttoni,,
2015,female,St Louis Pro,womensphysique,6,Marga Overby,,
2015,female,St Louis Pro,womensphysique,7,Lise Thexton,,
2015,female,St Louis Pro,womensphysique,8,Jennifer Robinson,,
2015,female,St Louis Pro,womensphysique,9,Candrea JudđAdams,,
2015,female,St Louis Pro,womensphysique,10,Tammy Patnode,,
2015,female,St Louis Pro,womensphysique,11,Andrea Lenihan,,
2015,female,St Louis Pro,womensphysique,12,Crystal Rieke,,
2015,female,St Louis Pro,womensphysique,13,Nicole Carter,,
2015,female,St Louis Pro,womensphysique,14,Cea Anna Kerr,,
2015,female,St Louis Pro,womensphysique,14,Natalie Rae Wolfe,,
2015,female,St Louis Pro,womensphysique,15,Lynn Reif,,
2015,female,St Louis Pro,womensphysique,16,Heather Barbee,,
2015,female,St Louis Pro,womensphysique,17,Amanda Limas,,
2015,female,St Louis Pro,womensphysique,17,Lisa Lopez,,
2015,female,St Louis Pro,womensphysique,17,Maritza Martinez,,
2015,female,St Louis Pro,womensphysique,17,Dona Pohl,,
2015,female,St Louis Pro,womensphysique,17,Kimberley Raber,,
2015,female,St Louis Pro,womensphysique,17,Mica Schneider,,
2015,female,Tahoe Pro,figure,1,Andrea Paynter,,
2015,female,Tahoe Pro,figure,2,Megan Wyble,,
2015,female,Tahoe Pro,figure,3,Amanda Doherty,,
2015,female,Tahoe Pro,figure,4,Wendy Fortino,,
2015,female,Tahoe Pro,figure,5,Shalako Bradberry,,
2015,female,Tahoe Pro,figure,6,Krista Dunn,,
2015,female,Tahoe Pro,figure,7,Natalia Fermin,,
2015,female,Tahoe Pro,figure,8,Karen Noorlun,,
2015,female,Tahoe Pro,figure,9,Bojana Vasiljevic,,
2015,female,Tahoe Pro,figure,10,Susetty Tabash,,
2015,female,Tahoe Pro,figure,11,Kassie Kemmis,,
2015,female,Tahoe Pro,figure,12,Chrissy Garcia,,
2015,female,Tahoe Pro,figure,13,Tori Gage,,
2015,female,Tahoe Pro,figure,14,Maria Scotland,,
2015,female,Tampa Pro Championships,womensbb,1,Margie Martin,,
2015,female,Tampa Pro Championships,womensbb,2,Alana Shipp,,
2015,female,Tampa Pro Championships,womensbb,3,Isabelle Turell,,
2015,female,Tampa Pro Championships,womensbb,4,Keli Watkins,,
2015,female,Tampa Pro Championships,womensbb,5,Jacqueline Fuchs,,
2015,female,Tampa Pro Championships,womensbb,6,Judy Gaillard,,
2015,female,Tampa Pro Championships,womensbb,7,Virginia Sanchez,,
2015,female,Tampa Pro Championships,womensbb,8,Laura Carolan,,
2015,female,Tampa Pro Championships,womensbb,9,Aleesha Young,,
2015,female,Tampa Pro Championships,womensbb,10,Angela Debatin,,
2015,female,Tampa Pro Championships,womensbb,11,Shawna Strong,,
2015,female,Tampa Pro Championships,womensbb,12,Irene Anderson,,
2015,female,Tampa Pro Championships,womensbb,13,Kim Buck,,
2015,female,Tampa Pro Championships,womensbb,14,Patricia Corbett,,
2015,female,Tampa Pro Championships,womensbb,15,Maryse Manios,,
2015,female,Tampa Pro Championships,womensbb,16,Elizabeth Meza,,
2015,female,Tampa Pro Championships,womensphysique,1,Mindi O'Brien,,
2015,female,Tampa Pro Championships,womensphysique,2,Reshanna Boswell,,
2015,female,Tampa Pro Championships,womensphysique,3,Sheronica Henton,,
2015,female,Tampa Pro Championships,womensphysique,4,Jennifer Hernandez,,
2015,female,Tampa Pro Championships,womensphysique,5,Mikaila Soto,,
2015,female,Tampa Pro Championships,womensphysique,6,Jennifer Robinson,,
2015,female,Tampa Pro Championships,womensphysique,7,Eva Pogacnik,,
2015,female,Tampa Pro Championships,womensphysique,8,Rosela Joseph,,
2015,female,Tampa Pro Championships,womensphysique,9,Andrea Holliday,,
2015,female,Tampa Pro Championships,womensphysique,10,Twana Barnett-Ferguson,,
2015,female,Tampa Pro Championships,womensphysique,11,Jen Ann Louwagie,,
2015,female,Tampa Pro Championships,womensphysique,12,Roxanne Edwards,,
2015,female,Tampa Pro Championships,womensphysique,13,Marnie Holley,,
2015,female,Tampa Pro Championships,womensphysique,14,Olivia Terry,,
2015,female,Tampa Pro Championships,womensphysique,15,Sherry Gray,,
2015,female,Tampa Pro Championships,womensphysique,16,Alicia Alfaro,,
2015,female,Tampa Pro Championships,womensphysique,16,Robin Connell,,
2015,female,Tampa Pro Championships,womensphysique,16,Kendel Dolen,,
2015,female,Tampa Pro Championships,womensphysique,16,Cassandra Floyd,,
2015,female,Tampa Pro Championships,womensphysique,16,Paula Frega,,
2015,female,Tampa Pro Championships,womensphysique,16,Asha Hadley,,
2015,female,Tampa Pro Championships,womensphysique,16,Lisa Horrigan,,
2015,female,Tampa Pro Championships,womensphysique,16,Alisa Lamay,,
2015,female,Tampa Pro Championships,womensphysique,16,Janeen Lankowski,,
2015,female,Tampa Pro Championships,womensphysique,16,Jillian Reville,,
2015,female,Tampa Pro Championships,womensphysique,16,Tracy Weller,,
2015,female,Tampa Pro Championships,figure,1,Ann Titone,,
2015,female,Tampa Pro Championships,figure,2,Joan Smith,,
2015,female,Tampa Pro Championships,figure,3,Jennifer Taylor,,
2015,female,Tampa Pro Championships,figure,4,Diana Schnaidt,,
2015,female,Tampa Pro Championships,figure,5,Shanique Grant,,
2015,female,Tampa Pro Championships,figure,6,Megan Wyble,,
2015,female,Tampa Pro Championships,figure,7,Jennifer Brown,,
2015,female,Tampa Pro Championships,figure,8,Tivisay Briceno,,
2015,female,Tampa Pro Championships,figure,9,Andressa Ribeiro,,
2015,female,Tampa Pro Championships,figure,10,Ava Cowan,,
2015,female,Tampa Pro Championships,figure,11,Rachelle Carter,,
2015,female,Tampa Pro Championships,figure,12,Chioma Uwasomba,,
2015,female,Tampa Pro Championships,figure,13,Marie Newman,,
2015,female,Tampa Pro Championships,figure,14,Angie Garcia,,
2015,female,Tampa Pro Championships,figure,15,Sharmane Williams,,
2015,female,Tampa Pro Championships,figure,16,Patricia Babineaux,,
2015,female,Tampa Pro Championships,figure,16,Magela Cambronero,,
2015,female,Tampa Pro Championships,figure,16,Jennifer Everson,,
2015,female,Tampa Pro Championships,figure,16,Federica Ghezzi,,
2015,female,Tampa Pro Championships,figure,16,Ester Gozmansky,,
2015,female,Tampa Pro Championships,figure,16,Jennifer Iritano,,
2015,female,Tampa Pro Championships,figure,16,Marissa Jordan,,
2015,female,Tampa Pro Championships,figure,16,Stacy Kinnard,,
2015,female,Tampa Pro Championships,figure,16,Gretchen Lichtenstein,,
2015,female,Tampa Pro Championships,figure,16,Andrea Paynter,,
2015,female,Tampa Pro Championships,figure,16,Selena Pons,,
2015,female,Tampa Pro Championships,figure,16,Tara Ramos,,
2015,female,Tampa Pro Championships,figure,16,Dawn Reichley,,
2015,female,Tampa Pro Championships,figure,16,Jessica Reyes Padilla,,
2015,female,Tampa Pro Championships,figure,16,Samantha Rioux,,
2015,female,Tampa Pro Championships,figure,16,Agnese Russo,,
2015,female,Tampa Pro Championships,figure,16,Rebecca Schubeck,,
2015,female,Tampa Pro Championships,figure,16,Lacy Smith,,
2015,female,Tampa Pro Championships,figure,16,Melissa Smith,,
2015,female,Tampa Pro Championships,figure,16,Linda Stephens,,
2015,female,Tampa Pro Championships,figure,16,Christina Watson,,
2015,female,Texas Pro Championships,womensbb,1,Margie Martin,,
2015,female,Texas Pro Championships,womensbb,2,Helle Trevino,,
2015,female,Texas Pro Championships,womensbb,3,Debbie Laszewski,,
2015,female,Texas Pro Championships,womensbb,4,Yaxeni Oriquen,,
2015,female,Texas Pro Championships,womensbb,5,Alana Shipp,,
2015,female,Texas Pro Championships,womensbb,6,Aleesha Young,,
2015,female,Texas Pro Championships,womensbb,7,Isabelle Turrell,,
2015,female,Texas Pro Championships,womensbb,8,Maria Rita Bello,,
2015,female,Texas Pro Championships,womensbb,9,Lisa Cross,,
2015,female,Texas Pro Championships,womensbb,10,Christine Envall,,
2015,female,Texas Pro Championships,womensbb,11,Shawna Strong,,
2015,female,Texas Pro Championships,womensbb,12,Virginia Sanchez,,
2015,female,Texas Pro Championships,womensbb,13,Monique Jones,,
2015,female,Texas Pro Championships,womensbb,14,Irene Andersen,,
2015,female,Texas Pro Championships,womensbb,15,Gillian Kovack,,
2015,female,Texas Pro Championships,womensphysique,1,Sheronica Henton,,
2015,female,Texas Pro Championships,womensphysique,2,Mikaila Soto,,
2015,female,Texas Pro Championships,womensphysique,3,Valerie Garcia Giovanoli,,
2015,female,Texas Pro Championships,womensphysique,4,Andrea Holliday,,
2015,female,Texas Pro Championships,womensphysique,5,Jessica Gaines,,
2015,female,Texas Pro Championships,womensphysique,6,Vicki Diaz,,
2015,female,Texas Pro Championships,womensphysique,7,Jennifer Robinson,,
2015,female,Texas Pro Championships,womensphysique,8,Zoa Linsey,,
2015,female,Texas Pro Championships,womensphysique,9,Jodi Leigh Miller,,
2015,female,Texas Pro Championships,womensphysique,10,Anne Luise Freitas,,
2015,female,Texas Pro Championships,womensphysique,11,Beni Bueno,,
2015,female,Texas Pro Championships,womensphysique,12,Marnie Holley,,
2015,female,Texas Pro Championships,womensphysique,13,Jill Livoti,,
2015,female,Texas Pro Championships,womensphysique,14,Asha Hadley,,
2015,female,Texas Pro Championships,womensphysique,15,Klaudia Larson,,
2015,female,Texas Pro Championships,womensphysique,16,Kendel Dolen,,
2015,female,Texas Pro Championships,womensphysique,16,Kristina Dybdahl,,
2015,female,Texas Pro Championships,womensphysique,16,Lenore Gregson,,
2015,female,Texas Pro Championships,womensphysique,16,Kari Hartmann,,
2015,female,Texas Pro Championships,womensphysique,16,Cathy Jackson,,
2015,female,Texas Pro Championships,womensphysique,16,Leah Johnson,,
2015,female,Texas Pro Championships,womensphysique,16,Tracy Mason,,
2015,female,Texas Pro Championships,womensphysique,16,Amber McElreath,,
2015,female,Texas Pro Championships,womensphysique,16,Akane Nigro-Ismeal,,
2015,female,Texas Pro Championships,womensphysique,16,Claire O'Connell,,
2015,female,Texas Pro Championships,womensphysique,16,Tye Pierpoint,,
2015,female,Texas Pro Championships,womensphysique,16,Lisa Marie Sanders,,
2015,female,Texas Pro Championships,womensphysique,16,Stacy Simons McDowell,,
2015,female,Texas Pro Championships,womensphysique,16,Trish Swander,,
2015,female,Texas Pro Championships,womensphysique,16,Yasha,,
2015,female,Texas Pro Championships,figure,1,Jennifer Taylor,,
2015,female,Texas Pro Championships,figure,2,Andressa Ribeiro,,
2015,female,Texas Pro Championships,figure,3,Idalia Molina,,
2015,female,Texas Pro Championships,figure,4,Magela Cambronero,,
2015,female,Texas Pro Championships,figure,5,Rachelle Carter,,
2015,female,Texas Pro Championships,figure,6,Susana Garcia,,
2015,female,Texas Pro Championships,figure,7,Bruna Miyagui,,
2015,female,Texas Pro Championships,figure,8,Katherine Lane,,
2015,female,Texas Pro Championships,figure,9,Kim Clark,,
2015,female,Texas Pro Championships,figure,10,Diana Schnaidt,,
2015,female,Texas Pro Championships,figure,11,B Barnett,,
2015,female,Texas Pro Championships,figure,12,Mara Brown,,
2015,female,Texas Pro Championships,figure,13,Brittany Campbell,,
2015,female,Texas Pro Championships,figure,14,Valerie Pequeno,,
2015,female,Texas Pro Championships,figure,15,Vanessa Jacobs,,
2015,female,Texas Pro Championships,figure,16,Yolanda Anthony,,
2015,female,Texas Pro Championships,figure,16,Kendra Beasley,,
2015,female,Texas Pro Championships,figure,16,Maria Carlone,,
2015,female,Texas Pro Championships,figure,16,Angela Doucette,,
2015,female,Texas Pro Championships,figure,16,Marisela Garcia,,
2015,female,Texas Pro Championships,figure,16,Federica Ghezzi,,
2015,female,Texas Pro Championships,figure,16,Selena Pons,,
2015,female,Texas Pro Championships,figure,16,Tara Ramos,,
2015,female,Texas Pro Championships,figure,16,Denise Rose,,
2015,female,Texas Pro Championships,figure,16,Rebecca Schubeck,,
2015,female,Texas Pro Championships,figure,16,Nicole Sturtze,,
2015,female,Toronto Pro,womensbb,1,Christine Envall,,
2015,female,Toronto Pro,womensbb,2,Vera Mikulcova,,
2015,female,Toronto Pro,womensbb,3,Jana Bendova,,
2015,female,Toronto Pro,womensbb,4,Gillian Kovack,,
2015,female,Toronto Pro,womensbb,5,Margie Martin,,
2015,female,Toronto Pro,womensbb,6,Bonnie Switzer-Pappas,,
2015,female,Toronto Pro,womensbb,7,Amanda Aivaliotis,,
2015,female,Toronto Pro,womensphysique,1,Cea Anna Kerr,,
2015,female,Toronto Pro,womensphysique,2,Pamela Slemmons,,
2015,female,Toronto Pro,womensphysique,3,Leah Johnson,,
2015,female,Toronto Pro,womensphysique,4,Antoinette Downie,,
2015,female,Toronto Pro,womensphysique,5,Caroline Gaume,,
2015,female,Toronto Pro,womensphysique,6,Cynthia Jansen,,
2015,female,Toronto Pro,womensphysique,7,Jeni Briscoe,,
2015,female,Toronto Pro,womensphysique,8,Janessa Roy,,
2015,female,Toronto Pro,womensphysique,9,Nkechi Nwafor-Robinson,,
2015,female,Toronto Pro,womensphysique,10,Nathalee Thompson,,
2015,female,Toronto Pro,womensphysique,11,Michelle Kennedy,,
2015,female,Toronto Pro,womensphysique,12,Nadia Meyer,,
2015,female,Toronto Pro,womensphysique,13,Sheila Mettler,,
2015,female,Toronto Pro,womensphysique,14,Melanie Horton,,
2015,female,Toronto Pro,figure,1,Gennifer Strobo,,
2015,female,Toronto Pro,figure,2,Linda Andrew,,
2015,female,Toronto Pro,figure,3,Azaria Glaim,,
2015,female,Toronto Pro,figure,4,Maria Scotland,,
2015,female,Toronto Pro,figure,5,Jennifer Brown,,
2015,female,Toronto Pro,figure,6,Jennifer Freeman,,
2015,female,Toronto Pro,figure,7,Holly Mitchell,,
2015,female,Toronto Pro,figure,8,Natalie Waples,,
2015,female,Toronto Pro,figure,9,Agnese Russo,,
2015,female,Toronto Pro,figure,10,Louise Rogers,,
2015,female,Toronto Pro,figure,11,Jerrica Thomas,,
2015,female,Toronto Pro,figure,12,Tamen Stuve,,
2015,female,Toronto Pro,figure,13,Selena Pons,,
2015,female,Toronto Pro,figure,14,Natalie Janik,,
2015,female,Toronto Pro,figure,15,Sue Ling Yip,,
2015,female,Toronto Pro,figure,16,Laura Davies,,
2015,female,UK Bodypower Pro,figure,1,Adela Ondrejovicova,,
2015,female,UK Bodypower Pro,figure,2,Vivien Oláh,,
2015,female,UK Bodypower Pro,figure,3,Louise Rogers,,
2015,female,UK Bodypower Pro,figure,4,Maria Garcia,,
2015,female,UK Bodypower Pro,figure,5,Agnese Russon,,
2015,female,UK Bodypower Pro,figure,6,Leah Dolan,,
2015,female,UK Bodypower Pro,figure,7,Maria Scotland,,
2015,female,UK Bodypower Pro,figure,8,Tamen Stuve,,
2015,female,UK Bodypower Pro,figure,9,Kizzy Vaines,,
2015,female,UK Bodypower Pro,figure,10,Glada Simari,,
2015,female,Vancouver Pro Championships,womensphysique,1,Leah Johnson,,
2015,female,Vancouver Pro Championships,womensphysique,2,Jodi Boam,,
2015,female,Vancouver Pro Championships,womensphysique,3,Kristina Dybdahl,,
2015,female,Vancouver Pro Championships,womensphysique,4,Ji Yeon Woo,,
2015,female,Vancouver Pro Championships,womensphysique,5,Tamara Qureshi,,
2015,female,Vancouver Pro Championships,womensphysique,6,Athena Siganakis,,
2015,female,Vancouver Pro Championships,womensphysique,7,Jeni Briscoe,,
2015,female,Vancouver Pro Championships,figure,1,Candice John,,
2015,female,Vancouver Pro Championships,figure,1,Shelly Paton,,
2015,female,Vancouver Pro Championships,figure,2,Janaina Ferreira,,
2015,female,Vancouver Pro Championships,figure,3,Swann Cardot-DeLaRosa,,
2015,female,Vancouver Pro Championships,figure,4,Jennifer Brown,,
2015,female,Vancouver Pro Championships,figure,5,Azaria Glaim,,
2015,female,Vancouver Pro Championships,figure,6,Erin Harding,,
2015,female,Vancouver Pro Championships,figure,7,Leah Berti,,
2015,female,Vancouver Pro Championships,figure,8,Tanya Chartrand,,
2015,female,Vancouver Pro Championships,figure,9,Agnese Russo,,
2015,female,Vancouver Pro Championships,figure,10,Jessica MacMillan,,
2015,female,Vancouver Pro Championships,figure,11,Natalie Janik,,
2015,female,Vancouver Pro Championships,figure,11,Laura Davies,,
2016,female,Arctic Pro,womensphysique,1,Anne Luise Freitas,,
2016,female,Arctic Pro,womensphysique,2,Jodi Miller,,
2016,female,Arctic Pro,womensphysique,3,Geraldine Morgan,,
2016,female,Arctic Pro,womensphysique,4,Tara Ostafichuk,,
2016,female,Arctic Pro,womensphysique,5,Jeni Briscoe,,
