url,start_date,end_date,location,comp_type,divisions,division_type,promoter,promoter_website,year,eventName,name,name_key
https://www.ifbbpro.com/competition/2025-southern-california-championships/,07.06.2025,07.06.2025,"{'city': 'San Diego', 'state': 'CA', 'country': 'United States'}",IFBB Pro,"[""Women's Wellness""]",Open,Tamer El Guindy,https://musclecontest.com/,2025,2025_southern_california_championships,southern_california_championships,southern_california_pro
https://www.ifbbpro.com/competition/2025-southern-muscle-showdown-pro/,04.10.2025,04.10.2025,"{'city': 'Dalton', 'state': 'GA', 'country': 'United States'}",IFBB Pro,"[""Men's Classic Physique"", ""Women's Bikini""]",Open and Masters,Steve Payne,https://southernmuscleshowdown.com/,2025,2025_southern_muscle_showdown_pro,southern_muscle_showdown_pro,southern_muscle_showdown
https://www.ifbbpro.com/competition/2025-st-louis-pro/,19.04.2025,19.04.2025,"{'city': 'St. Louis', 'state': 'MO', 'country': 'United States'}",IFBB Pro,"[""Men's Physique"", ""Women's Wellness""]",Open,Jack Titone,http://www.npcmidwest.com,2025,2025_st_louis_pro,st_louis_pro,st_louis_pro
https://www.ifbbpro.com/competition/2025-st-pete-pro/,28.06.2025,28.06.2025,"{'city': 'St. Petersburg', 'state': 'FL', 'country': 'United States'}",IFBB Pro,"[""Men's Physique""]",Open and Masters,David Herskovitz,https://www.herskiepro.com/,2025,2025_st_pete_pro,st_pete_pro,st_pete_pro
https://www.ifbbpro.com/competition/2025-tahoe-show/,09.08.2025,09.08.2025,"{'city': 'Stateline', 'state': 'NV', 'country': 'United States'}",IFBB Pro,"[""Women's Bikini""]",Open,Chris Minnes,https://centerpodium.com/,2025,2025_tahoe_show,tahoe_show,tahoe_show
https://www.ifbbpro.com/competition/2025-taiwan-pro/,04.04.2025,05.04.2025,"{'city': 'Kaohsiung', 'state': '', 'country': 'Taiwan'}",IFBB Pro,"[""Women's Bikini""]",Open,John Chen,https://www.ifbbpro.com.tw/,2025,2025_taiwan_pro,taiwan_pro,taiwan_pro
https://www.ifbbpro.com/competition/2025-tanji-johnson-classic/,21.06.2025,21.06.2025,"{'city': 'Tacoma', 'state': 'WA', 'country': 'United States'}",IFBB Pro,"[""Women's Wellness""]",Open and Masters,Tanji Johnson,https://tjclassic.com/,2025,2025_tanji_johnson_classic,tanji_johnson_classic,tanji_johnson_classic
https://www.ifbbpro.com/competition/2025-tokyo-pro-supershow/,11.08.2025,11.08.2025,"{'city': 'Tokyo', 'state': '', 'country': 'Japan'}",IFBB Pro,"[""Men's Classic Physique"", ""Men's Physique"", ""Women's Bikini""]",Open,Takayuki Shoji,https://www.ifbbpro-japan.com/,2025,2025_tokyo_pro_supershow,tokyo_pro_supershow,tokyo_pro_supershow
https://www.ifbbpro.com/competition/2025-toronto-pro-supershow/,08.06.2025,08.06.2025,"{'city': 'Toronto', 'state': '', 'country': 'OntarioCanada'}",IFBB Pro,"[""Men's 212 Bodybuilding"", ""Men's Bodybuilding"", ""Men's Classic Physique"", ""Men's Physique"", ""Men's Wheelchair"", ""Women's Bikini"", ""Women's Bodybuilding"", ""Women's Figure"", ""Women's Physique"", ""Women's Wellness""]",Open and Masters,Ron Hache,,2025,2025_toronto_pro_supershow,toronto_pro_supershow,toronto_pro_supershow
https://www.ifbbpro.com/competition/2025-tri-city-classic-pro-am/,05.04.2025,05.04.2025,"{'city': 'Columbus GA', 'state': 'GA', 'country': 'United States'}",IFBB Pro,"[""Men's Classic Physique"", ""Men's Physique"", ""Women's Figure""]",Open and Masters,Roland Huff,https://www.bodybe1.com/tricityclassic,2025,2025_tri_city_classic_pro_am,tri_city_classic_pro_am,tri_city_classic
https://www.ifbbpro.com/competition/2025-triple-o-dynasty/,05.04.2025,05.04.2025,"{'city': 'Meza', 'state': 'Arizona', 'country': 'United States'}",IFBB Pro,"[""Women's Bodybuilding"", ""Women's Figure""]",Open and Masters,"Cydney Gillon, Whitney Jones, Andrea Shaw",https://tripleodynasty.com/,2025,2025_triple_o_dynasty,triple_o_dynasty,triple_o_dynasty
https://www.ifbbpro.com/competition/2025-tsunami-nutrition-showdown-france-pro/,27.09.2025,27.09.2025,"{'city': 'Lille', 'state': '', 'country': 'France'}",IFBB Pro,"[""Men's Bodybuilding"", ""Men's Classic Physique"", ""Women's Bikini""]",Open,APDF France,https://www.apdffrance.com/,2025,2025_tsunami_nutrition_showdown_france_pro,tsunami_nutrition_showdown_france_pro,tsunami_nutrition_showdown
https://www.ifbbpro.com/competition/2025-utah-cup/,05.04.2025,05.04.2025,"{'city': 'Holladay', 'state': 'UT', 'country': 'United States'}",IFBB Pro,"[""Men's Classic Physique""]",Open and Masters,Steve Schmall,https://ssfitnessproductions.com/,2025,2025_utah_cup,utah_cup,utah_cup
https://www.ifbbpro.com/competition/2025-vancouver-island-showdown-pro/,19.04.2025,19.04.2025,"{'city': 'Victoria', 'state': '', 'country': 'British ColombiaCanada'}",IFBB Pro,"[""Women's Bodybuilding"", ""Women's Physique"", ""Women's Wellness""]",Open,Corey Swiergosz,http://www.influentialSports.com,2025,2025_vancouver_island_showdown_pro,vancouver_island_showdown_pro,vancouver_island_showdown
https://www.ifbbpro.com/competition/2025-wasatch-warrior/,26.04.2025,26.04.2025,"{'city': 'Salt Lake City', 'state': 'UT', 'country': 'United States'}",IFBB Pro,"[""Men's Physique"", ""Women's Bikini""]",Open and Masters,Robyn Maher,https://thewasatchwarrior.com/,2025,2025_wasatch_warrior,wasatch_warrior,wasatch_warrior
https://www.ifbbpro.com/competition/2025-world-classic-2/,21.06.2025,21.06.2025,"{'city': 'Chattanooga', 'state': 'TN', 'country': 'United States'}",IFBB Pro,"[""Women's Bikini""]",Open,Sandy Williamson | Robin Chang | Doug Green,https://npcjrnats.com/,2025,2025_world_classic_2,world_classic_2,world_classic_pro_bikini
https://www.ifbbpro.com/competition/2025-world-of-monsterzym-korea-pro-2/,17.05.2025,18.05.2025,"{'city': 'Seoul', 'state': 'Korea', 'country': 'Republic of'}",IFBB Pro,"[""Men's Classic Physique""]",Open,Sungyeob Steve Kim,https://event.monsterzym.com/,2025,2025_world_of_monsterzym_korea_pro_2,world_of_monsterzym_korea_pro_2,monsterzym_pro
https://www.ifbbpro.com/competition/2025-world-of-monsterzym-korea-pro-3/,21.06.2025,21.06.2025,"{'city': 'Seoul', 'state': 'Korea', 'country': 'Republic of'}",IFBB Pro,"[""Men's Physique""]",Open,Sungyeob Steve Kim,https://event.monsterzym.com/,2025,2025_world_of_monsterzym_korea_pro_3,world_of_monsterzym_korea_pro_3,monsterzym_pro
https://www.ifbbpro.com/competition/2025-world-of-monsterzym-korea-pro/,26.04.2025,26.04.2025,"{'city': 'Seoul', 'state': 'Korea', 'country': 'Republic of'}",IFBB Pro,"[""Women's Bikini""]",Open,Sungyeob Steve Kim,https://event.monsterzym.com/,2025,2025_world_of_monsterzym_korea_pro,world_of_monsterzym_korea_pro,monsterzym_pro
